,first_male,first_female,tuple,horizon_male,horizon_female,corp_male,corp_female,average_male,average_female,male-female
36,-1.8276224,-2.3273587,"('hostile', 'amicable')",-0.20909488,-0.80580527,0.35099286,0.003302263,-0.5619082,-1.0432872,0.481379
39,1.8123227,2.0080316,"('exploitative', 'cooperative')",1.2736286,1.4183952,0.19661462,0.24174239,1.0941887,1.2227231,-0.1285344
82,-1.5898073,-1.3648071,"('poor', 'rich')",-1.0643847,-0.8191047,6.3633823,6.4532495,1.2363968,1.4231126,-0.1867158
19,-1.4884539,-1.5928037,"('inhospitable', 'hospitable')",-1.13178,-1.2948668,-0.7013857,-0.715669,-1.1072066,-1.2011131,0.0939065
35,-1.4773663,-1.8158737,"('corrupt', 'incorrupt')",-0.21726929,-0.6200129,-0.29209626,-0.5760388,-0.662244,-1.0039752,0.3417312
21,1.4069246,1.7173464,"('immoral', 'moral')",0.11338754,0.4762402,-0.69188523,-0.48406112,0.2761423,0.5698418,-0.2936995
5,-1.4005194,-1.4858807,"('distant', 'outgoing')",-1.1594929,-1.3604661,-0.57962763,-0.6626508,-1.0465466,-1.1696659,0.1231193
6,-1.3149378,-1.479038,"('distant', 'open')",-1.4218491,-1.7616339,-0.27819097,-0.4579355,-1.0049926,-1.2328691,0.2278765
16,-1.3133292,-1.4985398,"('unpopular', 'popular')",-0.119263254,-0.2965003,0.3513922,0.23213163,-0.3604001,-0.5209695,0.1605694
31,-1.299426,-1.6177031,"('evil', 'good')",-0.70670736,-1.0815493,-0.84477365,-0.99592674,-0.9503023,-1.2317263,0.281424
1,-1.2956984,-1.5174879,"('unfriendly', 'friendly')",-0.6007997,-0.93775123,1.6322987,1.4496717,-0.0880665,-0.3351891,0.2471226
60,1.2065798,1.708082,"('inefficient', 'efficient')",1.0406895,1.6107502,-0.30606756,0.10172591,0.6470672,1.140186,-0.4931188
80,1.1842752,1.4220146,"('dominated', 'dominating')",0.6169991,1.0049251,-1.0398374,-0.8810101,0.2538123,0.5153099,-0.2614976
85,-1.1367363,-1.5434159,"('insignificant', 'prestigious')",1.0109441,0.44474268,0.26759326,-0.10811274,0.047267,-0.402262,0.449529
8,-1.1050189,-1.2893786,"('unaffectionate', 'affectionate')",-0.63422096,-0.78375256,0.854326,0.6802027,-0.2949713,-0.4643095,0.1693382
86,-1.070724,-0.8275368,"('uninfluential', 'influential')",-0.63679737,-0.36798096,-0.8776352,-0.6154043,-0.8617189,-0.6036407,-0.2580782
79,-0.98000896,-1.1178128,"('wavering', 'unwavering')",-0.5260821,-0.9073824,-0.5126019,-0.68475497,-0.6728977,-0.9033167,0.230419
67,0.96856165,1.0541368,"('doubtful', 'determined')",0.14727527,0.20366101,-0.66100293,-0.5842621,0.1516113,0.2245119,-0.0729006
57,-0.9496768,-0.84619784,"('unimaginative', 'imaginative')",-0.9053545,-0.6976706,-3.5070715,-3.2674263,-1.7873675,-1.6037649,-0.1836026
45,-0.9351405,-0.6049011,"('incompetent', 'competent')",-0.2571949,0.04635684,-0.38029423,-0.17575814,-0.5242099,-0.2447674,-0.2794425
0,-0.9061889,-0.6855291,"('unsociable', 'sociable')",-0.78720254,-0.6362094,-0.40394658,-0.17824453,-0.6991127,-0.4999944,-0.1991183
7,0.8978511,1.2229645,"('insensitive', 'sensitive')",0.6953681,1.1184978,0.44434467,0.5942008,0.679188,0.9785544,-0.2993664
49,-0.89312553,-0.70816505,"('unable', 'able')",-0.2108347,-0.14014749,-0.4766297,-0.36800554,-0.5268633,-0.4054394,-0.1214239
62,0.887771,1.4515289,"('incompetent', 'brilliant')",0.8398277,1.4822721,-0.046262596,0.32626066,0.5604453,1.0866872,-0.5262419
25,-0.8811051,-1.0161917,"('egoistic', 'altruistic')",0.18680903,-0.059982963,1.6159728,1.5051584,0.3072255,0.1429946,0.1642309
73,0.8538982,0.62421995,"('helpless', 'self-reliant')",0.89487374,0.7246431,-3.3147233,-3.468606,-0.5219838,-0.706581,0.1845972
76,0.8389725,1.103848,"('anxious', 'daring')",-0.09818672,0.18765372,-0.37674713,-0.21563506,0.1213462,0.3586222,-0.237276
26,-0.8358208,-0.932824,"('hardhearted', 'benevolent')",0.6976272,0.5574378,1.5216825,1.555897,0.461163,0.3935036,0.0676594
37,0.8345221,0.79840255,"('fake', 'genuine')",-0.09311018,-0.10499661,0.13048574,0.111829594,0.2906326,0.2684118,0.0222208
46,0.79593873,1.0668643,"('uncompetitive', 'competitive')",-0.01505211,0.33992594,-1.1367123,-0.8358682,-0.1186086,0.1903074,-0.308916
17,-0.7391981,-0.6327686,"('nasty', 'nice')",-0.19283473,-0.11287105,-0.793192,-0.8907105,-0.575075,-0.5454501,-0.0296249
81,0.72857946,1.2863305,"('submissive', 'aggressive')",0.27788055,0.90803826,-1.0180424,-0.6300199,-0.0038608,0.5214496,-0.5253104
78,-0.6621436,-0.77043116,"('nonresilient', 'resilient')",0.2358094,0.14737676,0.2623322,0.31770843,-0.0546673,-0.101782,0.0471147
53,-0.6599379,-0.71743673,"('uncreative', 'creative')",-0.74726206,-0.83531296,0.41257614,0.4263662,-0.3315413,-0.3754611,0.0439198
4,-0.6344168,-0.8211698,"('disliked', 'liked')",-0.15693091,-0.3234283,-7.5218406,-7.400748,-2.7710629,-2.8484488,0.0773859
38,-0.61177564,-0.6016661,"('untruthful', 'truthful')",-0.067044586,-0.06008213,-0.39253223,-0.2763484,-0.3571175,-0.3126989,-0.0444186
83,0.593639,0.45498767,"('powerless', 'powerful')",0.7767965,0.6614575,-1.065077,-0.92998517,0.1017862,0.0621533,0.0396329
75,-0.5717928,-0.6704013,"('meek', 'impulsive')",-0.055198915,-0.13323814,-0.8616414,-0.9553687,-0.4962111,-0.5863361,0.090125
69,-0.5625377,-0.68147826,"('lazy', 'industrious')",1.4438472,1.1782827,-0.4436755,-0.5657218,0.145878,-0.0229724,0.1688504
12,0.55989707,0.7588632,"('unsupportive', 'supportive')",0.6843252,0.8475625,-2.3173563,-2.199358,-0.3577114,-0.1976441,-0.1600673
44,0.5556236,0.53022975,"('prejudiced', 'unprejudiced')",-0.2791705,-0.33640242,-1.0141119,-1.1364919,-0.2458863,-0.3142215,0.0683352
56,0.5526761,0.9313426,"('impractical', 'practical')",0.4951036,0.8547405,-1.1934755,-0.9212079,-0.0485653,0.2882917,-0.336857
42,0.55178624,0.6583369,"('unreliable', 'reliable')",-0.37026304,-0.2442982,-3.4719691,-3.434073,-1.0968153,-1.0066781,-0.0901372
58,-0.52338994,-0.63249534,"('undiscriminating', 'discriminating')",-0.5422242,-0.59914297,0.029613726,0.05807838,-0.3453335,-0.3911866,0.0458531
2,0.51636386,0.6896185,"('unlikable', 'likable')",0.7416542,0.80785453,0.5300824,0.7393119,0.5960335,0.745595,-0.1495615
43,0.49434766,0.6551473,"('irresponsible', 'responsible')",-0.146303,-0.0064213946,-0.017527984,0.13170421,0.1101722,0.2601434,-0.1499712
63,0.47006,0.5763953,"('unperceptive', 'insightful')",0.72069436,0.90292096,0.14558743,0.37071124,0.4454473,0.6166758,-0.1712285
13,0.464307,0.808397,"('impolite', 'polite')",0.22942519,0.6032422,-1.0171558,-0.85361105,-0.1078079,0.1860094,-0.2938173
52,-0.45966145,-0.8412381,"('irrational', 'rational')",0.10486336,-0.21166013,0.42778668,0.061938673,0.0243295,-0.3303198,0.3546493
70,0.44229123,0.87416124,"('lethargic', 'energetic')",0.20533612,0.6534859,0.0354464,0.22492538,0.2276913,0.5841908,-0.3564995
64,0.42840156,0.5335646,"('shy', 'confident')",0.3473995,0.5028552,-6.921728,-6.7703295,-2.0486423,-1.9113032,-0.1373391
32,0.42098433,0.6912251,"('unkind', 'kind')",-0.3518518,-0.15011549,0.35576916,0.4761823,0.1416339,0.3390973,-0.1974634
40,0.3981839,0.31230754,"('stingy', 'generous')",0.18626836,0.06501585,-1.96218,-2.1256907,-0.4592426,-0.5827891,0.1235465
11,0.38313752,0.73340976,"('unhelpful', 'helpful')",-0.41305038,0.05580785,1.3564868,1.6228749,0.4421913,0.8040308,-0.3618395
54,-0.37538037,-0.37291044,"('incapable', 'capable')",0.49306902,0.3575796,0.7351625,0.6995961,0.2842837,0.2280884,0.0561953
24,0.36995628,0.5153224,"('dishonest', 'honest')",-0.34176743,-0.17503676,0.34802386,0.32662436,0.1254042,0.2223033,-0.0968991
84,0.36542156,0.43460858,"('inferior', 'superior')",0.73722357,0.6769213,0.81088114,0.7962344,0.6378421,0.6359214,0.0019207
50,-0.36286482,-0.39470804,"('clumsy', 'skillful')",0.27914134,0.23575494,0.21814963,0.11145452,0.0448087,-0.0158329,0.0606416
23,0.36263296,0.719496,"('insincere', 'sincere')",0.31838572,0.6103827,5.9384174,5.966671,2.2064788,2.4321833,-0.2257045
3,0.34489873,0.47093147,"('repellent', 'pleasant')",0.012244949,0.12282628,0.78023016,0.8416719,0.3791246,0.4784765,-0.0993519
66,-0.33020255,-0.486799,"('inactive', 'active')",-0.18071127,-0.4090088,0.55147785,0.42863053,0.0135213,-0.1557258,0.1692471
33,0.31506544,0.02549667,"('wrong', 'right')",0.696628,0.38341475,-0.53494686,-0.7650155,0.1589155,-0.1187014,0.2776169
27,0.31456974,0.30861148,"('hardhearted', 'softhearted')",-0.2931082,-0.45568922,1.4204911,1.1806309,0.4806509,0.3445177,0.1361332
59,-0.30316022,-0.435598,"('foolish', 'wise')",0.94704515,0.7560529,0.27907342,-0.006426161,0.3076528,0.1046763,0.2029765
87,0.29079956,0.42399862,"('unsuccessful', 'successful')",0.6562029,0.7940435,0.6235527,0.69492584,0.5235184,0.637656,-0.1141376
55,0.2493675,0.5691765,"('incompetent', 'clever')",-0.034516815,0.36942133,0.048421804,0.2513454,0.0877575,0.3966477,-0.3088902
34,-0.24390654,-0.06513592,"('mean', 'honorable')",0.119942054,0.16623625,5.7581944,5.9101367,1.8780767,2.0037457,-0.125669
18,-0.23783424,-0.16171563,"('disagreeable', 'welcoming')",-0.1293977,-0.06427046,-0.4326842,-0.41228744,-0.2666387,-0.2127578,-0.0538809
51,-0.2137154,0.12599403,"('uneducated', 'educated')",-0.43575552,-0.023216039,-0.24240142,-0.023987435,-0.2972908,0.0262635,-0.3235543
48,0.18840176,0.20177457,"('unintelligent', 'intelligent')",0.8522142,0.94743526,0.45812035,0.60062605,0.4995788,0.5832787,-0.0836999
47,-0.18377268,-0.040719405,"('stupid', 'smart')",0.34832993,0.5197204,5.8968253,5.9296803,2.0204609,2.1362271,-0.1157662
30,0.1800995,0.44142482,"('intolerant', 'tolerant')",0.7962862,0.99823153,0.43201423,0.6249256,0.4694666,0.688194,-0.2187274
41,0.17262751,0.110801935,"('unforgiving', 'forgiving')",-0.24457149,-0.27534118,-0.13583073,-0.118801095,-0.0692582,-0.0944468,0.0251886
9,-0.16860777,-0.25543633,"('unaffectionate', 'caring')",-0.1332852,-0.25091502,1.2985294,1.1561022,0.3322121,0.2165836,0.1156285
