,mccormick_male,mccormick_female,tuple,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
88,-0.7280468,-0.423551,"('low', 'eminent')",-0.15414798,-0.059805717,-1.6420836,-1.4922166,0.44247758,0.495689,-0.5204502,-0.3699711,-0.1504791
37,0.72538406,0.58982307,"('fake', 'genuine')",0.25622046,0.11689262,-0.11969448,-0.36693767,0.6935311,0.6419541,0.3888603,0.245433,0.1434273
28,0.72508836,0.86911565,"('disloyal', 'loyal')",-0.16190585,-0.00660548,-0.8039986,-0.7740521,1.0493568,1.0516309,0.2021352,0.2850222,-0.082887
11,-0.7114463,-1.1012709,"('unhelpful', 'helpful')",-1.2709228,-1.8349994,-1.0665332,-1.876092,2.2629714,2.0358045,-0.1964827,-0.6941394,0.4976567
45,-0.64887285,-0.7827328,"('incompetent', 'competent')",-0.23201564,-0.7972862,-1.6209065,-2.4193523,-0.60848165,-0.71547437,-0.7775691,-1.1787114,0.4011423
76,-0.6291053,-0.7947378,"('anxious', 'daring')",0.82469124,0.3682102,-0.28888527,-1.1033982,-0.37298852,-0.43910477,-0.116572,-0.4922577,0.3756857
61,0.61207426,0.8236726,"('illogical', 'logical')",-0.05521431,-0.020196855,-0.5272402,-0.7592912,0.16074644,0.34200945,0.0475915,0.0965485,-0.048957
55,-0.6054925,-0.7535108,"('incompetent', 'clever')",-0.18273193,-0.7511495,-1.2588509,-2.23084,-0.40842408,-0.6235706,-0.6138749,-1.0897677,0.4758928
49,-0.60034287,-0.5665759,"('unable', 'able')",-0.36818218,-0.5072727,-1.3105763,-1.6038222,-0.33902034,-0.38988605,-0.6545304,-0.7668893,0.1123589
7,0.58272576,0.38734815,"('insensitive', 'sensitive')",-0.19983134,-0.6353883,-0.98284364,-1.5169901,1.0447977,0.87220377,0.1112121,-0.2232066,0.3344187
87,0.5503692,0.40323153,"('unsuccessful', 'successful')",1.9962946,1.6135023,1.2582946,0.6678901,1.2974268,1.1911871,1.2755963,0.9689528,0.3066435
36,0.5363657,1.1272589,"('hostile', 'amicable')",-0.2601753,0.4083288,0.404791,1.4317949,0.3826738,0.8185749,0.2659138,0.9464893,-0.6805755
48,-0.5309586,-0.604844,"('unintelligent', 'intelligent')",-0.46564415,-0.7473112,-2.017398,-2.4165595,0.26411906,0.2398883,-0.6874704,-0.8822066,0.1947362
29,-0.5259591,-0.25145975,"('unfair', 'fair')",-0.15256563,-0.18865207,-0.752141,-0.59401935,-0.6545328,-0.36898744,-0.5212996,-0.3507797,-0.1705199
20,-0.5141782,-0.5669965,"('rough', 'thoughtful')",0.45239875,0.45889536,-0.43636996,-0.5487321,0.2903708,0.56451,-0.0519447,-0.0230808,-0.0288639
14,-0.49775067,-0.67174625,"('antisocial', 'social')",0.57288855,0.28021026,-0.21336184,-0.73845637,-1.0875171,-1.0828868,-0.3064353,-0.5532198,0.2467845
4,0.48586792,0.9006143,"('disliked', 'liked')",0.07197205,0.3616649,-0.4450016,0.096797645,-6.1882734,-5.901301,-1.5188588,-1.135556,-0.3833028
59,0.4849611,0.70819914,"('foolish', 'wise')",1.2525563,1.3597639,-0.36434382,0.082376234,0.6712809,0.67628586,0.5111136,0.7066563,-0.1955427
62,-0.47472942,-0.80169034,"('incompetent', 'brilliant')",-0.7405795,-1.2977093,-1.0293437,-1.7845306,0.4595409,0.13849223,-0.446278,-0.9363595,0.4900815
46,-0.44539076,-0.874765,"('uncompetitive', 'competitive')",-0.31738392,-0.8661416,-0.6054976,-1.6800126,-0.72856236,-0.84330374,-0.5242087,-1.0660558,0.5418471
73,0.43334126,0.39134532,"('helpless', 'self-reliant')",-0.12524962,0.015288532,0.99650705,1.0650146,-3.122839,-3.2249968,-0.4545601,-0.4383371,-0.016223
52,0.42297518,1.0282975,"('irrational', 'rational')",0.3198574,0.99221104,-0.38073426,0.30596542,0.44750863,0.65495384,0.2024017,0.7453569,-0.5429552
83,-0.39676973,-0.2737155,"('powerless', 'powerful')",-0.041602783,-0.07900044,-0.8280156,-0.8320307,-0.7835536,-0.90542364,-0.5124854,-0.5225426,0.0100572
31,0.36321884,1.0191942,"('evil', 'good')",0.22500564,0.8612433,0.9860259,1.8589597,-0.8738835,-0.58740854,0.1750917,0.7879972,-0.6129055
58,0.34117156,0.37442905,"('undiscriminating', 'discriminating')",0.091240965,-0.106468864,0.38493642,0.15291245,0.1873518,0.20186944,0.2511752,0.1556855,0.0954897
17,0.33900544,0.3299177,"('nasty', 'nice')",0.10474632,0.4237047,-0.03146801,0.34474358,-0.92727804,-0.54304725,-0.1287486,0.1388297,-0.2675783
18,0.3214435,0.48590192,"('disagreeable', 'welcoming')",0.81220764,0.8973466,-0.7560952,-0.5373986,-0.2715089,-0.22816366,0.0265118,0.1544216,-0.1279098
0,0.32013988,0.22916102,"('unsociable', 'sociable')",0.04825394,-0.23594436,-0.5002266,-1.0328382,-0.66776747,-0.7412549,-0.1999001,-0.4452191,0.245319
42,-0.29724026,-0.14491734,"('unreliable', 'reliable')",0.45881906,0.32099813,-0.4740444,-0.75466985,-3.0098221,-3.1666784,-0.8305719,-0.9363168,0.1057449
32,-0.28918797,-0.24555631,"('unkind', 'kind')",-0.008903578,-0.2496919,-1.1658484,-1.5430984,0.96465015,0.93141514,-0.1248224,-0.2767329,0.1519105
68,0.2874719,0.06394826,"('dependent', 'independent')",-0.80299056,-0.97461396,-1.6141273,-1.6883855,-0.36488134,-0.37601867,-0.6236318,-0.7437675,0.1201357
67,-0.26604035,-0.29440808,"('doubtful', 'determined')",-0.1630876,-0.13161911,-0.20604393,-0.18568614,-0.6994779,-0.59477746,-0.3336625,-0.3016227,-0.0320398
50,0.24856451,0.27176613,"('clumsy', 'skillful')",1.8441813,1.8069029,0.53739697,0.56401503,0.73544836,0.74529916,0.8413978,0.8469958,-0.005598
15,-0.23690248,0.14350846,"('boring', 'funny')",0.1871796,0.5483372,-0.5505912,0.011330552,0.4540905,0.6539801,-0.0365559,0.3392891,-0.375845
34,0.23054181,-0.00936711,"('mean', 'honorable')",0.32552946,-0.012171112,0.31232548,-0.018113747,6.547501,6.2527027,1.8539745,1.5532627,0.3007118
26,0.2214613,0.9966377,"('hardhearted', 'benevolent')",2.473792,2.9755774,1.2283075,1.6589258,1.2007779,1.8595874,1.2810847,1.8726821,-0.5915974
41,-0.20000857,0.0023942702,"('unforgiving', 'forgiving')",-0.51187724,-0.5565886,-0.52338076,-0.6948506,-0.28404438,-0.06472362,-0.3798277,-0.3284421,-0.0513856
13,0.18468352,-0.258246,"('impolite', 'polite')",-0.7654958,-0.9909188,-0.7095946,-1.1100987,-0.4206494,-0.49610746,-0.4277641,-0.7138427,0.2860786
24,-0.17067184,-0.26739228,"('dishonest', 'honest')",-0.5738431,-0.7459137,-1.4866414,-1.7487512,0.8794877,0.7740383,-0.3379171,-0.4970047,0.1590876
2,0.16294365,0.14179933,"('unlikable', 'likable')",0.8711829,0.71571994,0.79521084,0.366183,0.65638995,0.6410995,0.6214318,0.4662005,0.1552313
21,-0.16191031,-0.4625378,"('immoral', 'moral')",-0.22462198,-0.57743347,-1.5745128,-2.204697,-1.0099369,-1.2562928,-0.7427455,-1.1252402,0.3824947
60,0.16189231,-0.6243823,"('inefficient', 'efficient')",-0.37876543,-1.0975395,-1.1361303,-2.1316276,0.017078774,-0.34504396,-0.3339812,-1.0496484,0.7156672
64,0.13900456,0.04463984,"('shy', 'confident')",-0.34080103,-0.57571065,-0.14347804,-0.6563936,-7.117832,-7.0385966,-1.8657767,-2.0565152,0.1907385
43,-0.13593295,-0.49067912,"('irresponsible', 'responsible')",-0.6462078,-1.190228,-1.2135625,-1.8945309,0.41537628,0.44106686,-0.3950817,-0.7835928,0.3885111
54,0.13346669,0.42409134,"('incapable', 'capable')",0.5989592,0.5369111,-0.5914255,-0.62594384,1.416339,1.4341246,0.3893349,0.4422958,-0.0529609
27,0.1160687,0.02955704,"('hardhearted', 'softhearted')",-0.5295669,-0.6163454,-0.92574674,-1.0762882,1.6557267,1.4608626,0.0791204,-0.0505535,0.1296739
53,0.10114773,0.630354,"('uncreative', 'creative')",0.16981296,0.2870462,-0.19558051,-0.13685751,1.3557222,1.3881612,0.3577756,0.5421759,-0.1844003
80,-0.06588958,-0.37646317,"('dominated', 'dominating')",0.01939036,-0.3096632,0.031648003,-0.44210654,-1.1970412,-1.3504817,-0.3029731,-0.6196787,0.3167056
77,0.058619604,-0.22490457,"('unmotivated', 'motivated')",-0.31873417,-0.69733775,0.15765569,-0.3961938,-0.9372695,-1.1883886,-0.2599321,-0.6267062,0.3667741
51,0.019062094,-0.11554529,"('uneducated', 'educated')",0.3757733,0.20842667,-0.93271697,-1.140081,1.1077071,1.0416034,0.1424564,-0.0013991,0.1438555
