,adobe_male,adobe_female,tuple,inc_male,inc_female,average_male,average_female,male-female
4,-1.4486871,-1.0556989,"('disliked', 'liked')",-6.29195,-5.917144,-3.8703187,-3.4864213,-0.3838974
15,1.4228557,1.5939635,"('boring', 'funny')",0.15681015,0.4234425,0.7898329,1.008703,-0.2188701
34,1.3861338,1.506112,"('mean', 'honorable')",6.1452813,6.143512,3.7657075,3.8248119,-0.0591044
71,1.3166962,1.575072,"('diffident', 'self-confident')",0.3748805,0.49764252,0.8457884,1.0363573,-0.1905689
33,1.3152556,1.1871446,"('wrong', 'right')",-0.57188076,-0.634141,0.3716874,0.2765018,0.0951856
23,1.2873636,1.3950319,"('insincere', 'sincere')",5.601846,5.6165223,3.4446049,3.5057771,-0.0611722
61,1.2736198,1.2940032,"('illogical', 'logical')",0.6093076,0.6504932,0.9414637,0.9722482,-0.0307845
55,-1.2560394,-1.166146,"('incompetent', 'clever')",-0.23757872,-0.33550447,-0.7468091,-0.7508253,0.0040162
42,-1.1602963,-1.0642292,"('unreliable', 'reliable')",-3.2951193,-3.2063453,-2.2277079,-2.1352873,-0.0924206
69,1.1482432,1.0403104,"('lazy', 'industrious')",-0.54823065,-0.7288452,0.3000063,0.1557326,0.1442737
84,1.1402793,1.0774714,"('inferior', 'superior')",1.4036298,1.2568078,1.2719545,1.1671395,0.104815
52,1.036197,1.1600968,"('irrational', 'rational')",-0.30440813,-0.37088993,0.3658944,0.3946034,-0.028709
10,-1.0322123,-1.0035518,"('unsympathetic', 'sympathetic')",-0.37142652,-0.46148595,-0.7018194,-0.7325189,0.0306995
75,-0.9920344,-0.919618,"('meek', 'impulsive')",-0.2546451,-0.13595298,-0.6233398,-0.5277855,-0.0955543
58,0.9577564,1.0419096,"('undiscriminating', 'discriminating')",0.5467521,0.71134275,0.7522542,0.8766261,-0.1243719
70,-0.9131125,-0.9553263,"('lethargic', 'energetic')",0.40209663,0.3552499,-0.2555079,-0.3000382,0.0445303
3,-0.9019983,-0.95496786,"('repellent', 'pleasant')",0.29379687,0.29351237,-0.3041007,-0.3307278,0.0266271
29,-0.87794185,-0.7547954,"('unfair', 'fair')",-0.13360925,-0.18238056,-0.5057756,-0.468588,-0.0371876
27,0.8641372,0.5978702,"('hardhearted', 'softhearted')",1.2010883,0.6897331,1.0326128,0.6438016,0.3888112
68,-0.8478224,-0.8286335,"('dependent', 'independent')",0.39313114,0.27590638,-0.2273456,-0.2763636,0.049018
62,-0.7799399,-0.4242658,"('incompetent', 'brilliant')",-0.26865077,-0.12007995,-0.5242953,-0.2721729,-0.2521224
82,-0.76891863,-0.47902742,"('poor', 'rich')",5.231708,5.1497917,2.2313948,2.3353822,-0.1039874
0,-0.76728034,-0.64133304,"('unsociable', 'sociable')",-0.47331157,-0.4784697,-0.6202959,-0.5599014,-0.0603945
2,0.747393,1.0732079,"('unlikable', 'likable')",0.47536,0.9124323,0.6113765,0.9928201,-0.3814436
48,0.73913354,0.92030895,"('unintelligent', 'intelligent')",0.81493944,0.7548639,0.7770365,0.8375864,-0.0605499
31,0.7188957,0.70661944,"('evil', 'good')",-0.9397482,-1.1285164,-0.1104263,-0.2109485,0.1005222
36,0.7183866,0.76563275,"('hostile', 'amicable')",0.17515714,0.27954337,0.4467719,0.5225881,-0.0758162
8,0.7142813,0.84825635,"('unaffectionate', 'affectionate')",-0.20494932,-0.21350247,0.254666,0.3173769,-0.0627109
20,0.6583604,0.5534253,"('rough', 'thoughtful')",1.4317142,1.2136776,1.0450373,0.8835515,0.1614858
78,0.64793384,0.4375752,"('nonresilient', 'resilient')",0.33712044,0.19188952,0.4925271,0.3147324,0.1777947
12,0.62477994,0.67866224,"('unsupportive', 'supportive')",-1.8176699,-2.0147731,-0.596445,-0.6680554,0.0716104
86,0.5986543,0.8340955,"('uninfluential', 'influential')",-0.30929896,-0.35959,0.1446777,0.2372527,-0.092575
40,0.58771515,0.44397974,"('stingy', 'generous')",-1.7328237,-1.9597305,-0.5725543,-0.7578754,0.1853211
83,0.5611027,0.73369634,"('powerless', 'powerful')",-0.79046685,-0.6808036,-0.1146821,0.0264464,-0.1411285
25,0.55467683,0.6634693,"('egoistic', 'altruistic')",1.1086164,1.1337134,0.8316466,0.8985913,-0.0669447
46,-0.53337896,-0.6630209,"('uncompetitive', 'competitive')",-0.21523416,-0.21877305,-0.3743066,-0.440897,0.0665904
32,-0.51156306,-0.303138,"('unkind', 'kind')",0.3007769,0.3919044,-0.1053931,0.0443832,-0.1497763
22,-0.50122076,-0.6814538,"('untrustworthy', 'trustworthy')",-0.8510032,-0.81182784,-0.676112,-0.7466408,0.0705288
56,-0.49355704,0.0008347407,"('impractical', 'practical')",-0.53571284,-0.18236515,-0.514635,-0.0907652,-0.4238698
28,-0.48366436,-0.27773613,"('disloyal', 'loyal')",0.45504692,0.49582165,-0.0143087,0.1090428,-0.1233515
43,-0.46783873,-0.41448703,"('irresponsible', 'responsible')",0.22156957,0.1420716,-0.1231346,-0.1362077,0.0130731
38,-0.4648649,-0.30210835,"('untruthful', 'truthful')",0.07754754,0.23413609,-0.1936587,-0.0339861,-0.1596726
63,0.4457503,0.4558546,"('unperceptive', 'insightful')",0.9576193,0.8543622,0.7016848,0.6551084,0.0465764
66,-0.43696067,-0.5033735,"('inactive', 'active')",0.88468313,0.7147512,0.2238612,0.1056888,0.1181724
87,0.4072027,0.35132927,"('unsuccessful', 'successful')",0.8916481,0.9203515,0.6494254,0.6358404,0.013585
21,-0.38541338,-0.17112668,"('immoral', 'moral')",-0.3501437,-0.273151,-0.3677785,-0.2221389,-0.1456396
24,0.35668808,0.37115425,"('dishonest', 'honest')",0.51981163,0.5840184,0.4382499,0.4775863,-0.0393364
74,0.3539908,0.42999005,"('undedicated', 'dedicated')",-0.12160444,-0.024872046,0.1161932,0.202559,-0.0863658
30,0.3379521,0.56723243,"('intolerant', 'tolerant')",0.90175414,1.1390873,0.6198531,0.8531599,-0.2333068
50,-0.3088458,-0.44953027,"('clumsy', 'skillful')",-0.1317204,-0.12717664,-0.2202831,-0.2883534,0.0680703
19,0.299717,0.5863612,"('inhospitable', 'hospitable')",0.014303463,0.15254739,0.1570102,0.3694543,-0.2124441
16,-0.29095775,-0.1659495,"('unpopular', 'popular')",0.97576493,0.9495947,0.3424036,0.3918226,-0.049419
18,0.28927875,0.3281165,"('disagreeable', 'welcoming')",-0.36332923,-0.34925547,-0.0370252,-0.0105695,-0.0264557
73,0.24879171,0.3331942,"('helpless', 'self-reliant')",-3.3030975,-3.1648164,-1.5271529,-1.4158111,-0.1113418
17,-0.24620914,-0.20157006,"('nasty', 'nice')",0.05375389,0.16541354,-0.0962276,-0.0180783,-0.0781493
35,0.24546492,0.2011401,"('corrupt', 'incorrupt')",0.1569694,0.20093189,0.2012172,0.201036,0.0001812
47,0.23950869,0.30723992,"('stupid', 'smart')",4.4183655,4.3418207,2.3289371,2.3245304,0.0044067
57,-0.23213293,-0.11761146,"('unimaginative', 'imaginative')",-2.5796342,-2.464978,-1.4058836,-1.2912947,-0.1145889
76,-0.22935385,-0.2993156,"('anxious', 'daring')",0.1655685,0.29164875,-0.0318927,-0.0038334,-0.0280593
41,-0.22887641,-0.021968022,"('unforgiving', 'forgiving')",-0.3379995,-0.3117973,-0.283438,-0.1668827,-0.1165553
49,0.20747904,0.48563248,"('unable', 'able')",-0.23594606,-0.08587736,-0.0142335,0.1998776,-0.2141111
88,-0.19368024,0.22975567,"('low', 'eminent')",0.1332201,0.29695287,-0.0302301,0.2633543,-0.2935844
59,0.15848102,0.19278595,"('foolish', 'wise')",0.30809948,0.03154836,0.2332903,0.1121671,0.1211232
7,-0.15643112,-0.0993431,"('insensitive', 'sensitive')",0.32349652,0.25010306,0.0835327,0.07538,0.0081527
60,-0.14580183,-0.06801734,"('inefficient', 'efficient')",0.416249,0.6298441,0.1352236,0.2809134,-0.1456898
11,-0.14307585,0.008226555,"('unhelpful', 'helpful')",1.9152484,2.0713346,0.8860863,1.0397806,-0.1536943
77,0.1129552,0.07225409,"('unmotivated', 'motivated')",-0.6076897,-0.4888239,-0.2473672,-0.2082849,-0.0390823
37,-0.08750808,-0.39833456,"('fake', 'genuine')",0.08926262,-0.115579434,0.0008773,-0.256957,0.2578343
72,0.053901933,0.06560339,"('unambitious', 'ambitious')",-1.7238096,-1.7718275,-0.8349538,-0.853112,0.0181582
67,0.03424419,0.11644536,"('doubtful', 'determined')",-0.5081464,-0.41106147,-0.2369511,-0.1473081,-0.089643
79,-0.026292,0.12975521,"('wavering', 'unwavering')",0.08501013,0.14449549,0.0293591,0.1371253,-0.1077662
