,graham_male,graham_female,tuple,holdings_male,holdings_female,co_male,co_female,average_male,average_female,male-female
56,2.5459032,2.7146738,"('impractical', 'practical')",1.1149169,0.99697006,0.45385224,0.47987947,1.3715574,1.3971744,-0.025617
16,-2.3627527,-2.3016853,"('unpopular', 'popular')",-1.4220779,-1.251797,-0.115403496,-0.13979357,-1.300078,-1.231092,-0.068986
36,-2.329124,-2.7187197,"('hostile', 'amicable')",-0.97388875,-0.85250735,-0.53848046,-0.42396364,-1.2804978,-1.3317302,0.0512324
62,1.9946315,2.278265,"('incompetent', 'brilliant')",1.0241777,0.9214934,0.41637006,0.44119176,1.1450598,1.2136501,-0.0685903
39,1.9809867,1.9696976,"('exploitative', 'cooperative')",-0.42566264,-0.3722161,0.1651847,0.23314585,0.5735029,0.6102091,-0.0367062
70,1.939046,1.7351644,"('lethargic', 'energetic')",1.2153498,0.9282287,0.7051922,0.44546872,1.2865294,1.0362872,0.2502422
24,1.7971354,1.7754934,"('dishonest', 'honest')",-0.19790159,-0.099692315,0.70502895,0.72150487,0.7680875,0.799102,-0.0310145
76,1.6071446,1.7091081,"('anxious', 'daring')",0.34806937,0.36297682,0.1230748,0.06916813,0.6927629,0.713751,-0.0209881
43,1.4986496,1.7518704,"('irresponsible', 'responsible')",0.60008013,0.5579072,0.8347907,0.88821054,0.9778401,1.0659961,-0.088156
23,1.489388,1.6793677,"('insincere', 'sincere')",0.13084072,-0.059385836,5.5270886,5.2966657,2.3824391,2.3055491,0.07689
52,-1.4823085,-1.6900367,"('irrational', 'rational')",-0.9199442,-0.79443544,-0.59283733,-0.49068984,-0.9983633,-0.9917206,-0.0066427
35,-1.4739441,-1.9147942,"('corrupt', 'incorrupt')",-1.5148585,-1.3772192,-0.8968411,-0.870937,-1.2952145,-1.3876502,0.0924357
30,1.38476,1.654836,"('intolerant', 'tolerant')",1.2802612,1.3333509,0.52057266,0.66632056,1.0618646,1.2181691,-0.1563045
85,-1.3450161,-1.6299273,"('insignificant', 'prestigious')",-0.09381653,0.13663705,-0.9048101,-0.6082441,-0.7812142,-0.7005115,-0.0807027
50,-1.3336108,-1.3471091,"('clumsy', 'skillful')",-0.3847093,-0.28679988,-0.42318165,-0.38680255,-0.713834,-0.6735705,-0.0402635
67,1.295873,1.4138733,"('doubtful', 'determined')",0.7684305,0.8087447,-0.13721575,0.012710158,0.6423626,0.7451094,-0.1027468
14,1.2599381,1.509555,"('antisocial', 'social')",1.7421064,1.7061373,0.12246244,-0.07378447,1.0415024,1.0473026,-0.0058002
31,-1.2099893,-1.5361612,"('evil', 'good')",-0.89762866,-0.8580658,-1.2474208,-1.2125883,-1.1183462,-1.2022718,0.0839256
45,1.209194,1.3587009,"('incompetent', 'competent')",0.4550183,0.31514555,0.13889049,0.015551396,0.6010342,0.5631326,0.0379016
74,1.1892457,1.2221491,"('undedicated', 'dedicated')",0.1702837,0.320786,-0.18298209,-0.05893511,0.3921824,0.4946667,-0.1024843
60,1.1862538,1.6991287,"('inefficient', 'efficient')",0.28255957,0.21948019,0.13890174,0.24875705,0.535905,0.7224553,-0.1865503
11,1.1376816,1.2220136,"('unhelpful', 'helpful')",0.09786474,-0.05277379,2.4193432,2.3808484,1.2182965,1.1833627,0.0349338
46,1.1188109,1.354096,"('uncompetitive', 'competitive')",1.0718414,0.7876562,-0.27587566,-0.43220234,0.6382589,0.56985,0.0684089
22,1.1097296,0.81283635,"('untrustworthy', 'trustworthy')",0.035820976,-0.17768407,-0.3461381,-0.6339947,0.2664708,0.0003859,0.2660849
4,-1.076489,-1.3466817,"('disliked', 'liked')",0.53556633,0.5042059,-6.1277843,-5.9286118,-2.2229023,-2.2570292,0.0341269
80,1.0630548,1.1112977,"('dominated', 'dominating')",0.3106119,-0.093600184,-0.15158138,-0.5246809,0.4073618,0.1643389,0.2430229
55,1.0605662,1.3701843,"('incompetent', 'clever')",0.018617297,-0.08128877,0.30870834,0.21741931,0.4626306,0.5021049,-0.0394743
82,-1.0058954,-0.5632481,"('poor', 'rich')",0.26766822,0.55379736,5.4791436,5.490301,1.5803054,1.8269501,-0.2466447
