,graham_male,graham_female,tuple,holdings_male,holdings_female,co_male,co_female,average_male,average_female,male-female
18,-0.9723653,-0.7216523,"('disagreeable', 'welcoming')",-0.11020924,0.32957447,-1.2819052,-1.0105007,-0.7881599,-0.4675262,-0.3206337
88,-0.9384568,-0.8009279,"('low', 'eminent')",-0.15991125,0.05252646,-0.46649182,-0.321786,-0.52162,-0.3567291,-0.1648909
59,-0.9372425,-1.0458941,"('foolish', 'wise')",-0.08230154,-0.015670566,-0.023281101,0.09178894,-0.3476084,-0.3232586,-0.0243498
9,0.92158604,0.850289,"('unaffectionate', 'caring')",0.8064822,0.62933165,1.019462,1.2013671,0.9158434,0.8936626,0.0221808
12,0.859737,0.95146084,"('unsupportive', 'supportive')",0.76814,0.70825773,-1.7232239,-1.6633123,-0.0317823,-0.0011979,-0.0305844
6,-0.8075185,-0.97534335,"('distant', 'open')",-0.3913266,-0.2770259,-0.54777354,-0.33193186,-0.5822062,-0.5281004,-0.0541058
37,0.8002847,0.72034824,"('fake', 'genuine')",0.1261445,-0.06319635,0.19716641,0.111627385,0.3745319,0.2562598,0.1182721
81,0.79554695,1.0586566,"('submissive', 'aggressive')",1.3172694,1.3446484,-0.35334682,-0.4156767,0.5864898,0.6625428,-0.076053
10,0.7724544,0.9697857,"('unsympathetic', 'sympathetic')",-0.17273521,-0.38886815,-0.02392193,-0.15271094,0.1919324,0.1427355,0.0491969
78,-0.7542632,-0.69747144,"('nonresilient', 'resilient')",-0.122744784,-0.2759476,-0.4008358,-0.38097137,-0.4259479,-0.4514635,0.0255156
84,0.7483672,0.73005736,"('inferior', 'superior')",0.08801002,0.10756136,0.22900091,0.30215502,0.355126,0.3799246,-0.0247986
7,0.74315417,0.9423446,"('insensitive', 'sensitive')",0.4913571,0.2929045,-0.097934715,-0.25857162,0.3788588,0.3255591,0.0532997
77,-0.709417,-0.46590632,"('unmotivated', 'motivated')",0.4617366,0.3115107,-1.182396,-1.2018569,-0.4766922,-0.4520841,-0.0246081
20,0.7093416,0.5684048,"('rough', 'thoughtful')",-0.15078951,-0.1456825,0.13626215,0.08707772,0.2316047,0.1699333,0.0616714
66,0.70224136,0.22869815,"('inactive', 'active')",0.9135511,0.73003703,1.0760096,0.89466393,0.8972673,0.6177997,0.2794676
58,0.69369817,0.54867244,"('undiscriminating', 'discriminating')",0.7460528,0.6755072,0.22499388,0.2565372,0.554915,0.4935723,0.0613427
44,-0.6901556,-0.8008967,"('prejudiced', 'unprejudiced')",-0.29852185,-0.1349617,-1.0162139,-0.96597695,-0.6682971,-0.6339451,-0.034352
5,-0.6899366,-0.8466567,"('distant', 'outgoing')",-0.112990454,-0.026347626,-0.4655633,-0.29090887,-0.4228301,-0.3879711,-0.034859
63,0.63367075,0.65250397,"('unperceptive', 'insightful')",1.3372536,1.06424,0.39062762,0.345471,0.787184,0.687405,0.099779
40,-0.5823253,-0.7527409,"('stingy', 'generous')",0.44509372,0.2950693,-2.5298786,-2.6595392,-0.8890367,-1.0390703,0.1500336
21,0.56552005,0.7932748,"('immoral', 'moral')",0.16985446,0.15424244,-0.6064239,-0.70758766,0.0429835,0.0799765,-0.036993
28,0.5312826,0.456841,"('disloyal', 'loyal')",0.33374575,-0.026459605,0.82379967,0.7426151,0.5629427,0.3909988,0.1719439
64,-0.52986974,-0.5728035,"('shy', 'confident')",0.74431086,0.75894916,-5.223247,-5.1940827,-1.6696019,-1.6693123,-0.0002896
1,-0.5274946,-0.6796547,"('unfriendly', 'friendly')",0.64334166,0.63250005,1.1241338,1.260224,0.413327,0.4043564,0.0089706
42,0.52516174,0.391775,"('unreliable', 'reliable')",1.2433898,1.2833357,-2.2950475,-2.2067,-0.1754986,-0.1771965,0.0016979
86,0.5089981,0.5360624,"('uninfluential', 'influential')",-0.07952099,-0.21754959,-0.40447718,-0.5577652,0.0083333,-0.0797508,0.0880841
75,-0.49793118,-0.82485175,"('meek', 'impulsive')",0.47971228,0.44148523,-0.04152682,-0.055796616,-0.0199152,-0.1463877,0.1264725
34,-0.49101785,-0.48041746,"('mean', 'honorable')",-0.109452,0.023257636,5.013225,5.031802,1.4709183,1.5248807,-0.0539624
69,-0.47905406,-0.80442506,"('lazy', 'industrious')",0.5319131,0.45683506,-0.9416783,-0.9160305,-0.2962731,-0.4212068,0.1249337
54,0.47763774,0.5224661,"('incapable', 'capable')",0.115309596,0.23593737,0.68330234,0.82941127,0.4254165,0.5292716,-0.1038551
38,0.47720248,0.49446237,"('untruthful', 'truthful')",-0.09603704,-0.17596614,0.24469952,0.36404172,0.2086217,0.2275126,-0.0188909
87,-0.4571059,-0.44644323,"('unsuccessful', 'successful')",0.4629992,0.2197448,0.74784577,0.5075946,0.2512464,0.0936321,0.1576143
53,-0.43462795,-0.58592415,"('uncreative', 'creative')",0.36818048,0.1891801,0.5483813,0.5766228,0.1606446,0.0599596,0.100685
57,0.42830795,0.038356625,"('unimaginative', 'imaginative')",0.35335675,0.06312364,-2.5786796,-2.706626,-0.5990049,-0.8683819,0.269377
27,0.41815928,0.3683057,"('hardhearted', 'softhearted')",-0.4535899,-0.5180466,0.15270784,0.16093625,0.0390924,0.0037318,0.0353606
2,0.4180609,0.7225454,"('unlikable', 'likable')",1.6028906,1.901747,1.0670403,1.3795786,1.0293306,1.3346237,-0.3052931
13,0.4179422,0.623968,"('impolite', 'polite')",-0.07746774,-0.32431167,0.38207558,0.18919358,0.24085,0.16295,0.0779
8,0.36984476,0.19934186,"('unaffectionate', 'affectionate')",0.4126897,0.49632004,0.39920488,0.6461437,0.3939131,0.4472685,-0.0533554
48,-0.35595456,-0.08355191,"('unintelligent', 'intelligent')",-0.5211978,-0.6198496,-0.48998812,-0.52523255,-0.4557135,-0.4095447,-0.0461688
32,-0.34781474,-0.14262718,"('unkind', 'kind')",0.24210493,0.09368537,0.9916861,0.9582371,0.2953254,0.3030984,-0.007773
29,0.33589146,0.13085088,"('unfair', 'fair')",-0.82496303,-0.7876605,-0.8425729,-0.8990457,-0.4438815,-0.5186184,0.0747369
73,0.3207678,0.04404132,"('helpless', 'self-reliant')",0.604438,0.6178191,-3.1541855,-3.1053474,-0.7429932,-0.8144956,0.0715024
26,0.31678873,0.07500978,"('hardhearted', 'benevolent')",2.1661923,2.0713933,1.6379094,1.6570503,1.3736302,1.2678178,0.1058124
72,-0.30709475,-0.18040429,"('unambitious', 'ambitious')",0.31330818,0.22776303,-0.6734417,-0.63523453,-0.2224094,-0.1959586,-0.0264508
25,-0.29675034,-0.5832008,"('egoistic', 'altruistic')",0.6149548,0.6066489,0.82139635,0.85903335,0.379867,0.2941605,0.0857065
19,-0.25471997,-0.24677263,"('inhospitable', 'hospitable')",-0.8670815,-0.61930776,-0.6667041,-0.38042378,-0.5961685,-0.4155014,-0.1806671
0,0.21886113,0.30820087,"('unsociable', 'sociable')",-0.10878289,-0.3270982,0.035151288,-0.11974183,0.0484098,-0.0462131,0.0946229
79,-0.20967261,-0.6855641,"('wavering', 'unwavering')",-0.73755306,-0.7101498,-0.47034928,-0.40355986,-0.472525,-0.5997579,0.1272329
15,0.2083295,-0.024153437,"('boring', 'funny')",-0.6267771,-0.5726081,0.50928295,0.6051226,0.0302784,0.002787,0.0274914
49,-0.20831993,0.012679994,"('unable', 'able')",-0.81091785,-0.7405241,-0.48162097,-0.37737727,-0.5002863,-0.3684071,-0.1318792
47,-0.18027015,-0.13713469,"('stupid', 'smart')",0.40469763,0.5408996,5.3290925,5.2677436,1.8511734,1.8905028,-0.0393294
51,0.15572537,0.29358384,"('uneducated', 'educated')",-0.50245243,-0.3792189,-0.006450167,-0.059466563,-0.1177257,-0.0483672,-0.0693585
17,0.114436865,-0.10895306,"('nasty', 'nice')",-0.92894113,-0.8984113,-0.1975057,-0.24085972,-0.3373367,-0.4160747,0.078738
68,-0.097362034,0.020913068,"('dependent', 'independent')",-1.6217345,-1.561209,-1.7091739,-1.6765269,-1.1427568,-1.0722742,-0.0704826
3,0.09673077,0.25799197,"('repellent', 'pleasant')",-0.16670327,-0.32358235,0.59750915,0.2793926,0.1758455,0.0712674,0.1045781
83,-0.09390542,-0.060770296,"('powerless', 'powerful')",1.0723991,1.1112658,-0.9838921,-0.9453685,-0.0017995,0.0350423,-0.0368418
71,0.09302529,-0.050360795,"('diffident', 'self-confident')",1.3175642,1.0796936,0.5275032,0.5865681,0.6460309,0.5386336,0.1073973
41,-0.07016996,0.1204927,"('unforgiving', 'forgiving')",0.10158114,0.24633195,0.41879332,0.5055841,0.1500682,0.2908029,-0.1407347
61,0.041376565,-0.122705504,"('illogical', 'logical')",-0.10601986,-0.20236374,0.19961828,0.057865977,0.0449917,-0.0890678,0.1340595
65,-0.035922505,0.13179958,"('insecure', 'secure')",-0.19071852,-0.42263353,0.17494497,0.001011923,-0.017232,-0.0966073,0.0793753
33,-0.017699946,-0.21475367,"('wrong', 'right')",0.41972426,0.36177266,-0.8611602,-0.80584997,-0.1530453,-0.2196103,0.066565
