,pepsi_male,pepsi_female,tuple,bottling_male,bottling_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
35,-2.1388621,-2.082838,"('corrupt', 'incorrupt')",0.52376086,0.5097538,-2.0491452,-2.005941,0.039047465,-0.07036994,-0.9062998,-0.9123488,0.006049
56,1.8492903,1.7841606,"('impractical', 'practical')",-0.16796666,-0.10772154,1.0983503,1.1060067,-0.25046167,-0.24853994,0.6323031,0.6334765,-0.0011734
71,1.8439096,1.8069324,"('diffident', 'self-confident')",1.1886559,1.1782819,-0.3722372,-0.4431524,0.27911928,0.30231252,0.7348619,0.7110936,0.0237683
12,1.6365737,1.6810535,"('unsupportive', 'supportive')",-0.6757546,-0.62534046,1.0238576,1.057027,-1.8919078,-1.7463187,0.0231922,0.0916053,-0.0684131
67,1.5411072,1.5240467,"('doubtful', 'determined')",0.9881836,1.0628234,1.0895498,1.089137,-0.70492387,-0.56265795,0.7284791,0.7783374,-0.0498583
25,-1.5310241,-1.4676803,"('egoistic', 'altruistic')",-0.23185335,-0.21194401,-0.54627156,-0.44299033,1.5196482,1.5143548,-0.1973752,-0.1520649,-0.0453103
39,1.5202116,1.3349693,"('exploitative', 'cooperative')",0.8004706,0.7636252,1.770215,1.6607053,0.0020390078,-0.009709034,1.023234,0.9373977,0.0858363
75,-1.4641594,-1.3887647,"('meek', 'impulsive')",0.24768503,0.32885742,-1.4713848,-1.364764,-0.47538686,-0.40872252,-0.7908115,-0.7083484,-0.0824631
36,-1.4458443,-1.3824956,"('hostile', 'amicable')",-0.64378256,-0.6893717,-2.0731153,-2.041665,0.50161964,0.38991854,-0.9152806,-0.9309035,0.0156229
43,1.361794,1.3577827,"('irresponsible', 'responsible')",-0.51445353,-0.44925153,1.0892863,1.1262511,0.63030666,0.7480702,0.6417333,0.6957132,-0.0539799
62,1.3283776,1.3021996,"('incompetent', 'brilliant')",-0.94116837,-0.8668541,1.0655003,1.0829548,-0.34286535,-0.19895412,0.277461,0.3298365,-0.0523755
60,1.3201268,1.220211,"('inefficient', 'efficient')",-0.443049,-0.42177776,2.2237253,2.183098,-0.024081945,0.0535592,0.7691803,0.7587727,0.0104076
31,-1.2218888,-1.116999,"('evil', 'good')",-0.76018226,-0.75301194,-2.0710096,-1.9257339,-1.1680236,-1.085134,-1.305276,-1.2202197,-0.0850563
44,-1.212886,-1.2191726,"('prejudiced', 'unprejudiced')",0.48058796,0.4863626,-0.19316508,-0.20176972,-1.334987,-1.3008515,-0.5651125,-0.5588578,-0.0062547
13,1.1949269,0.9744511,"('impolite', 'polite')",-0.191314,-0.20833157,0.9508146,0.7940919,-0.17899312,-0.23121578,0.4438586,0.3322489,0.1116097
84,1.1883004,1.3507614,"('inferior', 'superior')",0.40641934,0.43819773,0.13207902,0.19030584,0.66115123,0.7227893,0.5969875,0.6755136,-0.0785261
87,1.1606702,1.0628796,"('unsuccessful', 'successful')",0.30683556,0.20293346,1.7056009,1.5212057,0.47537816,0.27576977,0.9121212,0.7656971,0.1464241
0,1.1164422,1.01247,"('unsociable', 'sociable')",0.16152656,0.08517638,1.2547317,1.1299701,-0.30062222,-0.36373672,0.5580196,0.4659699,0.0920497
11,1.1060305,1.0850192,"('unhelpful', 'helpful')",-0.98160535,-0.97012466,0.43989664,0.4395637,1.9257092,1.9297857,0.6225078,0.621061,0.0014468
23,1.0686805,0.9645534,"('insincere', 'sincere')",-0.9564447,-1.0005676,0.24366657,0.13363412,5.9434156,5.8456783,1.5748296,1.4858246,0.089005
74,1.0410113,0.9798926,"('undedicated', 'dedicated')",-0.18277833,-0.18604282,1.4782077,1.4595308,0.20742805,0.22474407,0.6359671,0.6195312,0.0164359
46,1.0073626,0.9195195,"('uncompetitive', 'competitive')",-0.51399904,-0.5520235,2.33585,2.117433,-0.25455952,-0.4322324,0.6436635,0.5131742,0.1304893
63,0.9784816,0.88495815,"('unperceptive', 'insightful')",-0.70965827,-0.71707517,1.6041226,1.4858363,0.72601086,0.7311305,0.6497392,0.5962124,0.0535268
30,0.95846593,0.8238512,"('intolerant', 'tolerant')",-0.5778986,-0.58255446,0.36791766,0.31619486,0.9840458,1.0280259,0.4331327,0.3963794,0.0367533
73,0.947587,0.9550315,"('helpless', 'self-reliant')",1.257124,1.2280359,-0.0958706,-0.05569967,-3.426198,-3.391377,-0.3293394,-0.3160023,-0.0133371
66,-0.91488004,-0.859572,"('inactive', 'active')",-0.62346,-0.57993627,0.5930346,0.5135016,0.9548831,0.89435583,0.0023944,-0.0079127,0.0103071
32,0.8770742,0.8469787,"('unkind', 'kind')",-0.5748537,-0.60278344,1.0242801,0.9243407,0.8218366,0.9345598,0.5370843,0.5257739,0.0113104
54,0.85292435,0.9212717,"('incapable', 'capable')",0.5186099,0.53047276,-0.63058394,-0.5569159,0.866704,0.99448425,0.4019136,0.4723282,-0.0704146
45,0.85212564,0.7179511,"('incompetent', 'competent')",-0.5475263,-0.68864447,0.9586356,0.81826043,-0.5460082,-0.63369775,0.1793067,0.0534673,0.1258394
69,-0.85024875,-0.8630668,"('lazy', 'industrious')",1.3431634,1.3480592,0.08542238,0.0042632725,-0.8155397,-0.9077276,-0.0593007,-0.104618,0.0453173
21,0.84505874,0.6920492,"('immoral', 'moral')",-0.8521049,-0.8695107,1.5525442,1.4605753,-0.5815493,-0.7542171,0.2409872,0.1322242,0.108763
57,-0.8436861,-0.93223274,"('unimaginative', 'imaginative')",-1.6946243,-1.7624087,-0.12158069,-0.20813036,-2.6592913,-2.7829466,-1.3297956,-1.4214296,0.091634
9,0.8336045,0.9650298,"('unaffectionate', 'caring')",-1.1558728,-1.0735323,-0.86537373,-0.77600616,0.92925286,1.1125983,-0.0645973,0.0570224,-0.1216197
55,0.80194724,0.787345,"('incompetent', 'clever')",-1.2417189,-1.2271293,1.7689906,1.7318463,0.012825951,-0.039929934,0.3355112,0.313033,0.0224782
33,0.7932776,0.7067689,"('wrong', 'right')",0.8477138,0.8302706,-0.1654639,-0.24763414,-0.608617,-0.65749055,0.2167276,0.1579787,0.0587489
61,0.78572077,0.73503083,"('illogical', 'logical')",-0.70263195,-0.7234228,0.5346031,0.35037324,0.12689182,0.06034036,0.1861459,0.1055804,0.0805655
3,-0.7296141,-0.72108877,"('repellent', 'pleasant')",-1.8174522,-1.8377286,1.281592,1.1674422,0.39424402,0.2645191,-0.2178075,-0.281714,0.0639065
42,0.725953,0.675776,"('unreliable', 'reliable')",0.118946545,0.05838077,1.5111477,1.5298512,-3.1903098,-3.0058277,-0.2085657,-0.1854549,-0.0231108
24,0.718874,0.6399024,"('dishonest', 'honest')",-1.0694606,-1.0635579,-0.17422284,-0.1034281,0.65282744,0.81930596,0.0320045,0.0730556,-0.0410511
49,0.698102,0.75015813,"('unable', 'able')",-0.31632388,-0.21607149,-0.81938463,-0.7586757,-0.75144416,-0.6328627,-0.2972627,-0.2143629,-0.0828998
18,-0.6684176,-0.75967836,"('disagreeable', 'welcoming')",-0.28214902,-0.35114524,-0.530141,-0.39791524,-0.2788151,-0.23189957,-0.4398807,-0.4351596,-0.0047211
85,0.6505699,0.7920644,"('insignificant', 'prestigious')",1.142461,1.1547506,-1.3114061,-1.1840163,0.25832686,0.38637102,0.1849879,0.2872924,-0.1023045
8,-0.64804876,-0.3856409,"('unaffectionate', 'affectionate')",-1.0827022,-0.9289377,-1.0264635,-0.7213639,0.38268548,0.73585224,-0.5936323,-0.3250226,-0.2686097
86,0.6298936,0.5939399,"('uninfluential', 'influential')",-1.8347392,-1.8760722,0.4262526,0.4792738,-0.1405976,-0.23170854,-0.2297977,-0.2586417,0.028844
5,0.62491983,0.79177713,"('distant', 'outgoing')",0.15229237,0.28792486,-2.4834356,-2.1735272,-0.5769709,-0.3273641,-0.5707986,-0.3552973,-0.2155013
10,0.61840653,0.52193487,"('unsympathetic', 'sympathetic')",-1.4386306,-1.4664253,0.57798404,0.45087698,-0.06752396,-0.1139709,-0.077441,-0.1518961,0.0744551
53,0.5914862,0.6723423,"('uncreative', 'creative')",-1.020194,-0.95139474,-0.07802345,-0.0052859783,1.0532135,1.0436847,0.1366206,0.1898366,-0.053216
48,0.55472565,0.5767344,"('unintelligent', 'intelligent')",-1.2200749,-1.1143438,0.09804515,0.075593255,0.16449073,0.22137111,-0.1007033,-0.0601612,-0.0405421
28,0.5394349,0.39868855,"('disloyal', 'loyal')",-0.37239224,-0.4586964,0.45809993,0.4028137,1.2740481,1.1743451,0.4747977,0.3792877,0.09551
16,-0.5229774,-0.47081366,"('unpopular', 'popular')",0.04594926,0.14070758,-0.3514243,-0.24694318,0.54958975,0.52708215,-0.0697157,-0.0124918,-0.0572239
15,0.5184437,0.42460403,"('boring', 'funny')",0.46699595,0.48172143,-1.52801,-1.4927846,-0.039009947,0.044784002,-0.1453951,-0.1354188,-0.0099763
7,0.5073527,0.3913784,"('insensitive', 'sensitive')",-0.8843535,-0.88187927,0.5014759,0.32567048,0.80317545,0.7100749,0.2319126,0.1363111,0.0956015
50,-0.5071915,-0.56706727,"('clumsy', 'skillful')",0.4768864,0.38130763,0.31945297,0.24846196,0.16107991,0.14248551,0.1125569,0.051297,0.0612599
64,-0.50482017,-0.6607678,"('shy', 'confident')",0.05960492,0.011439815,1.6096245,1.5234586,-6.865798,-6.7725096,-1.4253472,-1.4745947,0.0492475
40,-0.49859786,-0.49807715,"('stingy', 'generous')",-0.9036692,-0.9550157,0.19559033,0.18991894,-1.8552788,-1.892087,-0.7654889,-0.7888152,0.0233263
20,-0.4953149,-0.43569595,"('rough', 'thoughtful')",-0.83526736,-0.77280164,0.7429294,0.8166192,1.1245166,1.0871633,0.1342159,0.1738213,-0.0396054
4,-0.46335992,-0.49708953,"('disliked', 'liked')",0.19152947,0.090427294,-0.49611875,-0.5196868,-6.840916,-6.801997,-1.9022163,-1.9320866,0.0298703
26,0.44928896,0.5434021,"('hardhearted', 'benevolent')",0.27383557,0.2699468,0.32999685,0.44816664,1.2636867,1.4293923,0.579202,0.672727,-0.093525
47,0.41747868,0.51435095,"('stupid', 'smart')",0.17063579,0.20161806,0.99583805,1.0331689,5.744243,5.7369356,1.8320489,1.8715184,-0.0394695
17,-0.39392835,-0.3511467,"('nasty', 'nice')",-0.67269605,-0.6376439,-1.4397396,-1.4114668,-0.7332737,-0.76909864,-0.8099094,-0.792339,-0.0175704
29,-0.37836316,-0.24516563,"('unfair', 'fair')",-0.3597057,-0.3088997,-0.7031928,-0.6940878,-0.7561793,-0.63901186,-0.5493602,-0.4717913,-0.0775689
58,-0.34387773,-0.29142657,"('undiscriminating', 'discriminating')",-0.19363505,-0.19602434,0.8127653,0.7336234,-0.028607037,-0.10707187,0.0616614,0.0347752,0.0268862
41,-0.33029822,-0.40054393,"('unforgiving', 'forgiving')",-0.5888382,-0.62263,0.6817174,0.62556595,-0.01267495,-0.048089862,-0.0625235,-0.1114245,0.048901
14,0.31897143,0.21601531,"('antisocial', 'social')",-0.6596208,-0.6465029,2.0805357,2.1055896,-0.5997653,-0.6214916,0.2850302,0.2634026,0.0216276
37,0.293354,0.16849576,"('fake', 'genuine')",-0.52227914,-0.5717926,0.30569535,0.17222194,0.3445699,0.3953274,0.105335,0.0410631,0.0642719
79,-0.2883383,-0.32245016,"('wavering', 'unwavering')",-0.09771483,-0.08293787,-1.9160795,-1.8932335,-0.0611936,-0.057016775,-0.5908316,-0.5889096,-0.001922
82,-0.27946854,-0.31527686,"('poor', 'rich')",-0.8979355,-0.9364889,0.0852543,0.17543547,6.4159713,6.3095226,1.3309554,1.3082981,0.0226573
22,-0.27708364,-0.43577918,"('untrustworthy', 'trustworthy')",-0.8367368,-0.94701266,1.4063914,1.2581263,-0.8796122,-0.84794897,-0.1467603,-0.2431536,0.0963933
88,0.26701763,0.17401573,"('low', 'eminent')",-0.354119,-0.396447,-0.8782991,-1.0619706,0.08321303,0.057288017,-0.2205469,-0.3067785,0.0862316
6,-0.25741255,-0.07160459,"('distant', 'open')",-0.20376499,-0.10235204,-2.6374855,-2.3773794,0.067401275,0.26403567,-0.7578155,-0.5718251,-0.1859904
70,0.24711855,0.14108351,"('lethargic', 'energetic')",-0.9567395,-1.0643891,1.0005397,0.85281205,0.75520295,0.68320733,0.2615304,0.1531784,0.108352
27,-0.21170396,-0.11988503,"('hardhearted', 'softhearted')",-0.89573944,-0.8278568,-0.77018636,-0.7740025,1.1311678,1.0759072,-0.1866155,-0.1614593,-0.0251562
1,0.2016951,0.2981961,"('unfriendly', 'friendly')",-0.705476,-0.6698104,-1.1686487,-1.0863792,1.510246,1.6813997,-0.0405459,0.0558515,-0.0963974
80,0.16913487,0.07372582,"('dominated', 'dominating')",-0.09379881,-0.20586175,1.8209754,1.5577438,-1.2182261,-1.3266281,0.1695214,0.024745,0.1447764
38,0.13979791,0.09858175,"('untruthful', 'truthful')",0.11739789,0.11684559,-0.4885282,-0.43975666,-0.0102037005,0.09834663,-0.060384,-0.0314957,-0.0288883
77,0.105821796,-0.047264934,"('unmotivated', 'motivated')",-0.1995605,-0.24099052,0.5568391,0.51005703,-1.144144,-1.253387,-0.1702609,-0.2578964,0.0876355
34,-0.07764241,-0.16132356,"('mean', 'honorable')",-0.5690567,-0.64131606,-0.3254878,-0.29632214,6.405498,6.3401732,1.3583277,1.3103029,0.0480248
81,0.07045409,-0.055879943,"('submissive', 'aggressive')",-0.76438177,-0.836832,2.333128,2.1727219,-0.6407737,-0.79410756,0.2496067,0.1214756,0.1281311
68,-0.054153312,-0.13894889,"('dependent', 'independent')",-0.60888046,-0.6426303,0.35967645,0.20673749,-0.4029403,-0.52783084,-0.1765744,-0.2756681,0.0990937
59,0.05269628,0.11149,"('foolish', 'wise')",0.43165526,0.4470112,-1.542097,-1.4966247,-0.071631685,0.022759365,-0.2823443,-0.228841,-0.0535033
78,0.051061437,0.014121164,"('nonresilient', 'resilient')",-0.3385052,-0.29816994,1.1310629,1.0806658,0.29978237,0.18447202,0.2858504,0.2452723,0.0405781
76,-0.03021726,-0.09616697,"('anxious', 'daring')",-0.6153781,-0.64779085,1.1588173,1.088305,0.3149541,0.346416,0.207044,0.1726908,0.0343532
72,-0.030092431,0.08203696,"('unambitious', 'ambitious')",-1.5720516,-1.4367677,0.5112621,0.5806719,-0.9202914,-0.6593837,-0.5027934,-0.3583606,-0.1444328
2,-0.028653167,0.0104843825,"('unlikable', 'likable')",-0.05123253,0.023873545,2.073126,2.1300695,0.44067052,0.59558016,0.6084777,0.6900019,-0.0815242
52,-0.025875518,-0.11060484,"('irrational', 'rational')",0.4542004,0.36595476,-2.1493514,-2.102892,-0.40632552,-0.4094538,-0.531838,-0.564249,0.032411
19,-0.021920115,-0.0059446283,"('inhospitable', 'hospitable')",-0.72358775,-0.6810982,-1.688604,-1.6124669,-0.26495492,-0.1456642,-0.6747667,-0.6112935,-0.0634732
65,-0.017675318,-0.14840108,"('insecure', 'secure')",-0.9478644,-1.0978254,1.5478424,1.3884299,-0.141985,-0.16374333,0.1100794,-0.005385,0.1154644
51,-0.013202641,-0.06961775,"('uneducated', 'educated')",-1.3937467,-1.4758846,1.3135726,1.1996605,0.65036243,0.5277587,0.1392464,0.0454792,0.0937672
83,-0.010699354,0.09372307,"('powerless', 'powerful')",-0.3301084,-0.21835738,-0.60728085,-0.479919,-1.2714595,-1.1869782,-0.5548871,-0.4478829,-0.1070042
