,archer_male,archer_female,tuple,daniels_male,daniels_female,midland_male,midland_female,co_male,co_female,average_male,average_female,male-female
14,-1.9848908,-1.1310694,"('antisocial', 'social')",-2.4949284,-1.6439474,-0.76586574,-0.18561094,-0.7688523,-0.55682313,-1.5036343,-0.8793627,-0.6242716
69,1.9684945,1.8946786,"('lazy', 'industrious')",2.9280207,2.6674612,1.7751476,1.8673975,-0.42940673,-0.29174486,1.560564,1.534448,0.026116
13,-1.4502367,-1.3609754,"('impolite', 'polite')",-1.4126168,-1.074419,-1.0880955,-0.99301845,-0.537227,-0.58628666,-1.1220441,-1.0036749,-0.1183692
47,-1.3741293,-0.8455566,"('stupid', 'smart')",-1.8088177,-1.3005875,-0.5019699,-0.092114866,5.057783,5.0462985,0.3432165,0.7020099,-0.3587934
45,-1.3436468,-0.5702932,"('incompetent', 'competent')",-1.358942,-0.81857616,-0.5098713,0.14968789,-0.4533716,-0.13330843,-0.9164579,-0.3431225,-0.5733354
74,1.26805,1.2416064,"('undedicated', 'dedicated')",0.9954058,0.84136736,1.4153814,1.3868818,0.34526357,0.39873177,1.0060252,0.9671468,0.0388784
17,-1.2228304,-1.2892137,"('nasty', 'nice')",-0.37272906,-0.5691341,-1.0032184,-0.7798425,-0.73687875,-0.6365626,-0.8339142,-0.8186882,-0.015226
55,-1.1906222,-0.9032306,"('incompetent', 'clever')",-2.7689137,-2.2435122,-1.2269441,-1.0775404,-0.2034078,-0.29175836,-1.347472,-1.1290104,-0.2184616
49,-1.1860384,-0.7723726,"('unable', 'able')",-1.3345218,-0.88438076,-1.3762254,-0.858853,-1.1952517,-1.0039485,-1.2730093,-0.8798887,-0.3931206
22,-1.163424,-0.7476186,"('untrustworthy', 'trustworthy')",-1.6630199,-1.2765326,-1.6124054,-1.2663302,-1.132801,-0.91885763,-1.3929126,-1.0523348,-0.3405778
11,-1.1558199,-1.0134636,"('unhelpful', 'helpful')",-0.9239954,-0.6767952,-0.6268037,-0.68241084,1.9845434,2.0526993,-0.1805189,-0.0799926,-0.1005263
73,1.1544619,1.4030801,"('helpless', 'self-reliant')",0.82057196,0.7305275,0.36804846,0.48498586,-3.7400496,-3.3598812,-0.3492419,-0.1853219,-0.16392
