,principal_male,principal_female,tuple,financial_male,financial_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
31,-3.210823,-3.2246141,"('evil', 'good')",-0.36636347,-0.3040768,-1.7331201,-1.6846033,-1.5344424,-1.4623735,-1.7111872,-1.6689169,-0.0422703
60,3.118225,2.838621,"('inefficient', 'efficient')",-0.32640857,-0.38313985,1.8745396,1.8167069,0.8585092,0.85102105,1.3812163,1.2808022,0.1004141
70,2.946994,2.9380512,"('lethargic', 'energetic')",0.09130594,0.05223882,1.6596136,1.6336805,1.4481345,1.3930336,1.536512,1.504251,0.032261
62,2.945498,2.8189552,"('incompetent', 'brilliant')",0.55347145,0.5434449,1.4166074,1.345054,1.1973906,1.1849759,1.5282419,1.4731076,0.0551343
6,-2.7966506,-2.9009793,"('distant', 'open')",0.19106731,0.24374889,-1.610957,-1.6326417,0.031069376,0.040195394,-1.0463678,-1.0624192,0.0160514
39,2.7213898,2.542488,"('exploitative', 'cooperative')",0.74249893,0.65960044,1.4048883,1.347361,0.15963331,0.10216685,1.2571025,1.162904,0.0941985
36,-2.6359246,-2.7738953,"('hostile', 'amicable')",0.36231047,0.404035,-1.6802813,-1.6589274,-0.6392116,-0.58687335,-1.1482768,-1.1539153,0.0056385
21,2.570691,2.4199936,"('immoral', 'moral')",0.34111986,0.2040928,1.1254574,1.0073451,-0.5504505,-0.7300447,0.8717044,0.7253467,0.1463577
13,2.5194263,2.4276874,"('impolite', 'polite')",0.03568989,-0.064390615,0.6559721,0.6208114,0.29291183,0.20237888,0.876,0.7966218,0.0793782
12,2.453387,2.3719447,"('unsupportive', 'supportive')",1.4387516,1.3854398,1.9108938,1.8178684,-1.3551327,-1.3821919,1.111975,1.0482652,0.0637098
56,2.4260473,2.2306452,"('impractical', 'practical')",0.58730006,0.50829375,1.5500262,1.4547454,0.6519257,0.5943729,1.3038248,1.1970142,0.1068106
30,2.4207196,2.2980535,"('intolerant', 'tolerant')",0.10031299,0.08472851,0.37377173,0.26914465,1.2255368,1.2189828,1.0300853,0.9677273,0.062358
43,2.4191437,2.2030852,"('irresponsible', 'responsible')",0.5815286,0.52876973,1.5373427,1.4227705,1.168012,1.0552541,1.4265068,1.3024698,0.124037
46,2.4156046,2.4275925,"('uncompetitive', 'competitive')",0.41382495,0.3784667,2.2504492,2.1764004,-0.120601006,-0.2811581,1.2398194,1.1753254,0.064494
65,2.3609533,2.28386,"('insecure', 'secure')",-0.63306034,-0.66139454,1.3264729,1.3190773,0.49188724,0.41604003,0.8865633,0.8393956,0.0471677
10,2.2781851,2.187797,"('unsympathetic', 'sympathetic')",-1.2246456,-1.2689729,0.71404904,0.6487663,0.43806368,0.4284741,0.5514131,0.4990161,0.052397
23,2.2331321,2.0959492,"('insincere', 'sincere')",0.2773685,0.24687693,1.0057195,0.9545942,6.5730276,6.361997,2.5223119,2.4148543,0.1074576
80,2.1626613,2.28441,"('dominated', 'dominating')",-0.08798796,-0.12315508,2.094676,2.0861053,-0.76528656,-0.86611223,0.8510158,0.845312,0.0057038
55,2.10839,2.0593746,"('incompetent', 'clever')",-1.1507381,-1.1852543,0.7889229,0.6546416,0.51703095,0.39047623,0.5659015,0.4798095,0.086092
5,-2.104048,-2.2542462,"('distant', 'outgoing')",1.1147722,1.0989414,-0.9625794,-0.9792855,-0.34649858,-0.31583098,-0.5745884,-0.6126053,0.0380169
35,-2.103669,-2.1493094,"('corrupt', 'incorrupt')",-0.37280637,-0.3216371,-1.875568,-1.8355681,-1.0563117,-1.1107363,-1.3520887,-1.3543128,0.0022241
85,-2.01087,-2.1917431,"('insignificant', 'prestigious')",1.6947378,1.6022055,-0.81139684,-0.8877421,-0.7260558,-0.71619654,-0.4633962,-0.5483691,0.0849729
52,-1.9611019,-2.0102332,"('irrational', 'rational')",0.3338665,0.36322904,-1.5791585,-1.5385643,-0.81778574,-0.79439324,-1.0060449,-0.9949904,-0.0110545
51,1.8986232,1.9907966,"('uneducated', 'educated')",-0.36388734,-0.33359912,0.4672583,0.44632238,0.79686826,0.8152703,0.6997156,0.7296976,-0.029982
11,1.8925402,1.8459759,"('unhelpful', 'helpful')",-0.03827592,-0.08308858,0.4141028,0.34162736,2.369801,2.325982,1.1595421,1.1076242,0.0519179
7,1.854597,1.6737057,"('insensitive', 'sensitive')",0.29851755,0.19251163,0.9884815,0.97483146,1.3469181,1.254075,1.1221285,1.0237809,0.0983476
8,-1.8479816,-2.0335639,"('unaffectionate', 'affectionate')",0.44041234,0.41291988,-0.10868811,-0.17033178,0.36621657,0.33534122,-0.2875102,-0.3639086,0.0763984
1,-1.8241415,-2.0687673,"('unfriendly', 'friendly')",1.3600692,1.3431816,0.10721207,0.102839485,1.5809906,1.560891,0.3060326,0.2345362,0.0714964
45,1.794015,1.6794107,"('incompetent', 'competent')",-0.83702636,-0.84250665,0.5715646,0.45610985,0.16871965,0.076911755,0.4243182,0.3424814,0.0818368
81,1.7443012,1.7230622,"('submissive', 'aggressive')",0.51497394,0.37009278,2.720622,2.6761594,0.08233815,0.14578453,1.265559,1.2287747,0.0367843
4,-1.6773686,-1.6865257,"('disliked', 'liked')",0.4954462,0.6142438,-0.12874727,-0.14879745,-6.448028,-6.202967,-1.9396744,-1.8560116,-0.0836628
32,1.5679312,1.443032,"('unkind', 'kind')",-0.0405418,-0.07128823,1.1861286,1.1612705,1.2739027,1.3184638,0.9968552,0.9628695,0.0339857
14,1.5556072,1.5265636,"('antisocial', 'social')",1.0765487,1.062297,1.8878592,1.7804797,-0.39301512,-0.40310603,1.0317501,0.9915585,0.0401916
42,1.5438231,1.4611597,"('unreliable', 'reliable')",1.0598246,1.043999,1.8517944,1.8032832,-2.5494878,-2.415622,0.4764885,0.473205,0.0032835
75,-1.5011227,-1.2780339,"('meek', 'impulsive')",0.051661633,0.17473124,-0.64137024,-0.45391995,-0.5676577,-0.46185896,-0.6646222,-0.5047704,-0.1598518
16,-1.4791355,-1.4889665,"('unpopular', 'popular')",-0.23446038,-0.18133433,-0.45460117,-0.40602714,0.42292777,0.40978056,-0.4363174,-0.4166369,-0.0196805
69,-1.4743935,-1.5158268,"('lazy', 'industrious')",1.2399799,1.1788347,0.42565623,0.3834325,-1.0327221,-1.046995,-0.2103699,-0.2501387,0.0397688
25,-1.4742037,-1.5607703,"('egoistic', 'altruistic')",0.5526424,0.49803567,-0.13186297,-0.239231,1.145952,1.0996709,0.0231319,-0.0505737,0.0737056
76,1.4643707,1.5519367,"('anxious', 'daring')",-0.54797894,-0.54808664,0.89017797,0.83353686,0.47638696,0.54440695,0.5707392,0.5954485,-0.0247093
24,1.4450384,1.3480335,"('dishonest', 'honest')",0.04708089,0.110403165,-0.08023359,-0.04917861,1.2020136,1.2532457,0.6534748,0.6656259,-0.0121511
74,1.434537,1.2977101,"('undedicated', 'dedicated')",0.79973966,0.7980344,1.2736992,1.1913141,0.31595233,0.2624009,0.9559821,0.8873649,0.0686172
72,1.3958403,1.3760972,"('unambitious', 'ambitious')",0.4381082,0.51967263,0.93222624,1.0651689,-0.13315038,-0.06257463,0.6582561,0.724591,-0.0663349
84,1.3071622,1.3222511,"('inferior', 'superior')",0.367025,0.4289271,0.18653448,0.21696725,0.19909248,0.14089932,0.5149536,0.5272612,-0.0123076
73,1.3021601,1.2896814,"('helpless', 'self-reliant')",1.6570961,1.6311059,0.05050773,0.11561317,-3.4119802,-3.3708184,-0.100554,-0.0836045,-0.0169495
83,1.2804562,1.2721108,"('powerless', 'powerful')",1.03822,1.0517312,0.22099334,0.32903606,-0.9966994,-1.0978975,0.3857425,0.3887451,-0.0030026
77,1.2473584,1.065491,"('unmotivated', 'motivated')",0.79097056,0.6304644,1.097484,0.98228216,-0.7177666,-0.8113083,0.6045117,0.4667323,0.1377794
61,1.2345724,1.0625987,"('illogical', 'logical')",1.0129213,0.91354865,0.5032826,0.45307365,0.2245901,0.12272707,0.7438416,0.6379871,0.1058545
2,1.122156,0.916448,"('unlikable', 'likable')",2.3934906,2.3110874,1.6873803,1.637809,0.64270496,0.67610765,1.4614329,1.3853629,0.07607
22,1.0922383,1.0536596,"('untrustworthy', 'trustworthy')",-0.19741496,-0.13962692,1.1864446,1.2626604,-0.40705773,-0.34943357,0.4185525,0.4568149,-0.0382624
63,1.0839884,0.9767142,"('unperceptive', 'insightful')",1.296772,1.3199899,2.7236824,2.7510073,1.5900905,1.5757662,1.6736333,1.6558694,0.0177639
34,1.0468755,0.9097754,"('mean', 'honorable')",0.25889993,0.24653386,0.8265151,0.83739644,6.3542795,6.1398306,2.1216426,2.0333841,0.0882585
67,1.0366008,1.1975863,"('doubtful', 'determined')",0.23210171,0.24202755,0.73910505,0.8079856,-0.7570499,-0.68270785,0.3126894,0.3912229,-0.0785335
37,0.89286506,0.84323615,"('fake', 'genuine')",-0.71034867,-0.72414696,-0.09331984,-0.13595062,0.44339585,0.37110698,0.1331481,0.0885614,0.0445867
47,0.8904802,0.794488,"('stupid', 'smart')",0.66577953,0.65578353,0.7924511,0.7957686,6.0821943,5.9554224,2.1077263,2.0503657,0.0573606
79,-0.87347424,-0.90091544,"('wavering', 'unwavering')",0.0869499,0.05338028,-1.2763417,-1.321179,-0.5611124,-0.5612465,-0.6559946,-0.6824901,0.0264955
28,0.8296061,0.5497214,"('disloyal', 'loyal')",0.20980975,0.055555064,-0.083322115,-0.2972668,0.9905429,0.8539384,0.4866592,0.290487,0.1961722
53,-0.8086812,-0.9273711,"('uncreative', 'creative')",1.1644138,1.1195276,-0.047117464,-0.085984476,1.1549715,1.177624,0.3658966,0.320949,0.0449476
