,thermo_male,thermo_female,tuple,fisher_male,fisher_female,scientific_male,scientific_female,inc_male,inc_female,average_male,average_female,male-female
0,-0.66197985,-0.6652469,"('unsociable', 'sociable')",0.4025937,0.3817312,0.9128551,0.82075673,-0.66371125,-0.6961268,-0.0025606,-0.0397214,0.0371608
70,-0.6512703,-0.6149951,"('lethargic', 'energetic')",-0.4639026,-0.55150485,0.27241614,0.369157,0.512746,0.570285,-0.0825027,-0.0567645,-0.0257382
73,0.6490458,0.703664,"('helpless', 'self-reliant')",1.060531,1.0592618,-0.31624824,-0.370655,-3.106596,-3.2075727,-0.4283168,-0.4538255,0.0255087
77,-0.62574154,-0.5994588,"('unmotivated', 'motivated')",-0.31018183,-0.22546399,1.1615915,1.1816293,-1.3311974,-1.4053073,-0.2763823,-0.2621502,-0.0142321
61,-0.59482217,-0.51314473,"('illogical', 'logical')",-0.6695347,-0.57393664,1.0028188,0.91767615,-0.16801289,-0.14128527,-0.1073877,-0.0776726,-0.0297151
18,-0.5658672,-0.42724854,"('disagreeable', 'welcoming')",0.5275742,0.71744907,-0.040619634,-0.039193016,-0.17370161,-0.04086436,-0.0631536,0.0525358,-0.1156894
50,-0.54324085,-0.4965036,"('clumsy', 'skillful')",0.88356566,0.91939986,-0.0721716,0.03769468,0.38000304,0.35132194,0.1620391,0.2029782,-0.0409391
24,-0.5420175,-0.47661278,"('dishonest', 'honest')",-0.27475595,-0.27390486,-0.3126119,-0.19300653,0.35975572,0.5155072,-0.1924074,-0.1070042,-0.0854032
74,-0.52755016,-0.45926446,"('undedicated', 'dedicated')",0.51003915,0.5886754,0.18167281,0.2069452,0.11800434,0.1419246,0.0705415,0.1195702,-0.0490287
27,-0.5178246,-0.40591878,"('hardhearted', 'softhearted')",-0.92160106,-0.81950796,-0.84038746,-0.81845343,1.5168223,1.57924,-0.1907477,-0.11616,-0.0745877
44,0.51598746,0.66873443,"('prejudiced', 'unprejudiced')",-0.7854765,-0.6391867,-0.21567582,-0.045447223,-1.6054701,-1.4027627,-0.5226587,-0.3546655,-0.1679932
2,0.51450557,0.7336514,"('unlikable', 'likable')",0.81004083,1.0379006,0.35602272,0.40253302,0.050568204,0.38453126,0.4327843,0.639654,-0.2068697
11,-0.5097029,-0.44139248,"('unhelpful', 'helpful')",-0.49025235,-0.6255997,0.37716797,0.52684206,1.5676364,1.6728939,0.2362123,0.283186,-0.0469737
16,-0.48357034,-0.46241918,"('unpopular', 'popular')",-0.42913923,-0.45850176,-0.051314075,-0.11087363,0.48426512,0.41306734,-0.1199396,-0.1546818,0.0347422
80,0.45600945,0.35904506,"('dominated', 'dominating')",-0.15169245,-0.3452364,0.52747303,0.6000903,-1.3288378,-1.4168284,-0.1242619,-0.2007324,0.0764705
52,-0.4520915,-0.483055,"('irrational', 'rational')",0.11434461,0.02142274,-0.37492606,-0.59937525,0.06508595,0.08855849,-0.1618968,-0.2431123,0.0812155
14,0.4095564,0.47270367,"('antisocial', 'social')",0.5713634,0.49820194,1.499033,1.5469711,-0.525889,-0.58008844,0.488516,0.4844471,0.0040689
81,0.4022547,0.45525914,"('submissive', 'aggressive')",-0.74235666,-0.8702574,0.8298252,0.95628303,-0.97450006,-1.0883356,-0.1211942,-0.1367627,0.0155685
85,-0.39517185,-0.45523414,"('insignificant', 'prestigious')",0.29585463,0.3048988,0.3535291,0.2011359,0.8614876,0.83312625,0.2789249,0.2209817,0.0579432
42,-0.38910833,-0.117651656,"('unreliable', 'reliable')",-0.45018798,-0.32911676,-0.53568995,-0.17883578,-3.1930716,-3.1954672,-1.1420145,-0.9552678,-0.1867467
4,-0.38546774,-0.5574505,"('disliked', 'liked')",-0.62763005,-0.5891237,-0.38524526,-0.4661236,-5.809519,-6.283522,-1.8019655,-1.9740551,0.1720896
33,0.3783253,0.42550653,"('wrong', 'right')",1.3310143,1.3802251,0.2687137,0.20244996,-0.41011885,-0.43864787,0.3919836,0.3923834,-0.0003998
46,-0.3609134,-0.3902206,"('uncompetitive', 'competitive')",0.07205772,-0.09868254,0.06350739,0.12773675,-0.6342007,-0.85708666,-0.2148872,-0.3045633,0.0896761
58,0.35500416,0.1788221,"('undiscriminating', 'discriminating')",-0.2459181,-0.41357464,0.5650855,0.3020967,0.34839633,0.19383569,0.255642,0.065295,0.190347
39,0.3471248,0.44269878,"('exploitative', 'cooperative')",1.8138735,1.8582714,1.1075169,1.229336,0.110110685,0.17598575,0.8446565,0.926573,-0.0819165
41,0.3192163,0.3254168,"('unforgiving', 'forgiving')",1.1078564,1.033208,0.84823287,0.75562745,0.31472456,0.2034808,0.6475075,0.5794333,0.0680742
37,-0.31895334,-0.41847187,"('fake', 'genuine')",0.7078741,0.5630691,-0.09119843,-0.18491098,0.24910885,0.2919915,0.1367078,0.0629194,0.0737884
13,0.30726495,0.54989064,"('impolite', 'polite')",0.4603009,0.5434296,0.60271466,0.89320666,-0.19648549,-0.16341564,0.2934487,0.4557778,-0.1623291
88,-0.26927543,-0.46833482,"('low', 'eminent')",-1.0888597,-1.2232276,0.1659245,0.08876588,0.36431527,0.28917262,-0.2069738,-0.328406,0.1214322
25,-0.2632919,-0.2770268,"('egoistic', 'altruistic')",0.89512146,0.9348499,0.6902826,0.5123923,1.5821226,1.6586871,0.7260587,0.7072256,0.0188331
64,0.2551881,0.32592413,"('shy', 'confident')",0.25492495,0.3924118,0.14604777,0.2861588,-6.5105557,-6.631277,-1.4635987,-1.4066956,-0.0569031
65,-0.24895285,-0.06701273,"('insecure', 'secure')",0.032046974,0.24614377,0.2913554,0.3304893,-0.7605417,-0.68341625,-0.171523,-0.043449,-0.128074
55,-0.24621531,-0.2400222,"('incompetent', 'clever')",0.1492458,0.073160745,2.0255814,1.961812,-0.30306393,-0.29833496,0.406387,0.3741539,0.0322331
20,-0.24572606,-0.3321842,"('rough', 'thoughtful')",0.6834611,0.58589166,2.193899,2.1468637,1.1704149,1.0555136,0.9505122,0.8640212,0.086491
34,-0.23263827,-0.14836282,"('mean', 'honorable')",-0.7361795,-0.8456118,0.32527196,0.3215996,5.573904,5.781492,1.2325896,1.2772793,-0.0446897
68,-0.2192239,-0.16545755,"('dependent', 'independent')",-0.5842519,-0.54738355,-0.078261696,-0.10926381,-0.5434545,-0.6639063,-0.356298,-0.3715028,0.0152048
49,-0.21667011,-0.2285373,"('unable', 'able')",-0.491013,-0.4582767,-0.20070177,-0.14496258,-0.42476708,-0.42466816,-0.333288,-0.3141112,-0.0191768
51,-0.20986754,-0.2749738,"('uneducated', 'educated')",-0.1441555,-0.25429422,0.9748335,0.9274794,0.4816814,0.3736929,0.275623,0.1929761,0.0826469
26,0.20560962,0.04818672,"('hardhearted', 'benevolent')",1.9718797,2.0733252,1.4253727,1.2262815,1.9769269,1.9681199,1.3949472,1.3289783,0.0659689
32,-0.20553148,-0.11069025,"('unkind', 'kind')",0.068654016,0.19202718,0.60911953,0.79180014,0.7368073,0.81052375,0.3022623,0.4209152,-0.1186529
76,-0.18503273,-0.07043563,"('anxious', 'daring')",-1.2641641,-1.2626368,0.020844024,0.111554466,-0.26641917,-0.094562784,-0.423693,-0.3290202,-0.0946728
15,0.16532946,0.15144894,"('boring', 'funny')",-0.0441643,-0.072698705,0.30821508,0.2700332,0.57798856,0.54856896,0.2518422,0.2243381,0.0275041
75,0.15908873,0.1805611,"('meek', 'impulsive')",-0.4310949,-0.4308975,-0.8329383,-0.81267244,-0.29739568,-0.27743566,-0.350585,-0.3351111,-0.0154739
71,-0.14769416,-0.08253893,"('diffident', 'self-confident')",1.161591,1.2589537,1.4112155,1.443936,0.35487878,0.32918927,0.6949978,0.737385,-0.0423872
29,-0.13949707,-0.20349737,"('unfair', 'fair')",0.30842456,0.30305135,0.17447841,0.058585882,-0.2561278,-0.28296733,0.0218195,-0.0312069,0.0530264
21,0.12575038,0.016823703,"('immoral', 'moral')",-0.54987717,-0.7515626,1.2049192,1.0929663,-1.203603,-1.2740477,-0.1057027,-0.2289551,0.1232524
60,0.11703167,0.31919459,"('inefficient', 'efficient')",-0.22238964,-0.031110696,1.2318089,1.4651717,-0.6227013,-0.36394006,0.1259374,0.3473289,-0.2213915
22,0.10979393,0.16552627,"('untrustworthy', 'trustworthy')",-0.4848395,-0.43334436,0.9415519,0.9410694,-0.86460745,-0.88432294,-0.0745253,-0.0527679,-0.0217574
59,-0.09954855,0.006781291,"('foolish', 'wise')",0.8938819,1.0082389,-0.1990965,-0.22120202,0.20488097,0.34480423,0.2000294,0.2846556,-0.0846262
83,-0.09493641,-0.11971371,"('powerless', 'powerful')",-0.22640426,-0.2990349,-0.18570706,-0.17352395,-1.2885481,-1.3562555,-0.448899,-0.487132,0.038233
30,0.06871782,0.14334162,"('intolerant', 'tolerant')",0.2738245,0.27486873,0.70546395,0.60059124,0.864865,0.89607996,0.4782178,0.4787204,-0.0005026
48,-0.06362248,-0.27453303,"('unintelligent', 'intelligent')",-0.11360638,-0.31676462,2.0425975,1.7479172,0.2827843,0.17019741,0.5370382,0.3317042,0.205334
62,0.060462736,0.14814086,"('incompetent', 'brilliant')",0.2473797,0.26091218,1.4944766,1.4952394,-0.47631073,-0.2770896,0.3315021,0.4068007,-0.0752986
56,0.039472125,0.1248527,"('impractical', 'practical')",0.17901945,0.22517152,0.777093,0.8778143,-0.9242391,-0.9332542,0.0178364,0.0736461,-0.0558097
40,0.026505252,0.024047717,"('stingy', 'generous')",0.2931739,0.30144823,0.30902642,0.12232781,-1.1169139,-1.3584046,-0.1220521,-0.2276452,0.1055931
47,-0.025030177,0.13281438,"('stupid', 'smart')",-0.18138172,-0.06300064,0.39334995,0.4648347,4.627107,4.9645486,1.2035112,1.3747993,-0.1712881
87,0.020603523,0.12617275,"('unsuccessful', 'successful')",-0.077453256,-0.02551791,0.363969,0.35341734,0.5046467,0.5402843,0.2029415,0.2485891,-0.0456476
72,-0.015301686,0.10966137,"('unambitious', 'ambitious')",0.13644482,0.2023304,0.100831725,0.14019719,-1.1576678,-0.9252259,-0.2339232,-0.1182592,-0.115664
17,-0.015255713,0.010940092,"('nasty', 'nice')",0.2293544,0.19583,-0.5073796,-0.5433126,-0.65075177,-0.6010771,-0.2360082,-0.2344049,-0.0016033
