,cms_male,cms_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,male-female
1,-2.3496265,-2.0122092,"('unfriendly', 'friendly')",-0.11361926,0.21888219,0.094823174,0.73970324,-0.7894742,-0.3512079,-0.4382663
8,-2.2425082,-1.9898725,"('unaffectionate', 'affectionate')",-0.91470027,-0.6488598,-0.5771209,0.14292201,-1.2447764,-0.8319368,-0.4128396
6,-2.0341322,-1.8906822,"('distant', 'open')",-0.8156692,-0.48297057,-1.6558288,-1.1820906,-1.5018768,-1.1852477,-0.3166291
26,-1.6876147,-1.3264296,"('hardhearted', 'benevolent')",0.12531039,0.39431494,0.69404966,1.188985,-0.2894182,0.0856234,-0.3750416
9,-1.5241256,-1.1971622,"('unaffectionate', 'caring')",0.03998611,0.39229771,0.16790424,0.95797706,-0.4387451,0.0510375,-0.4897826
86,-1.5206461,-0.9984908,"('uninfluential', 'influential')",0.24311177,0.51198816,-0.7525347,-0.42281348,-0.6766897,-0.3031054,-0.3735843
57,-1.4686415,-1.2465495,"('unimaginative', 'imaginative')",0.5373581,0.586127,-2.9253297,-2.8423128,-1.2855377,-1.1675785,-0.1179592
39,1.3746397,1.5654775,"('exploitative', 'cooperative')",0.3499292,0.3829535,0.054600034,0.20598647,0.5930563,0.7181392,-0.1250829
5,-1.3067931,-1.2429447,"('distant', 'outgoing')",-0.06949431,0.16695932,-1.4693055,-0.969097,-0.948531,-0.6816942,-0.2668368
28,-1.2863511,-1.0347764,"('disloyal', 'loyal')",-0.10983375,0.023618486,0.72101897,1.0041884,-0.2250553,-0.0023232,-0.2227321
36,-1.26235,-1.6510396,"('hostile', 'amicable')",-0.8306993,-1.0090429,-0.99825734,-1.0085056,-1.0304356,-1.2228626,0.192427
76,1.2367511,0.99915904,"('anxious', 'daring')",0.009112004,-0.11511223,0.6889437,0.39167157,0.6449356,0.4252394,0.2196962
18,-1.2068045,-1.2521632,"('disagreeable', 'welcoming')",-1.119065,-1.1385883,-1.036983,-0.7763364,-1.1209509,-1.0556959,-0.065255
80,1.1903759,1.3476417,"('dominated', 'dominating')",0.44327298,0.38878745,0.1104285,0.14487737,0.5813591,0.6271022,-0.0457431
31,-1.1563629,-1.1097254,"('evil', 'good')",-1.5495111,-1.3125615,-1.8754009,-1.726795,-1.5270917,-1.3830274,-0.1440643
21,1.0671496,0.76147413,"('immoral', 'moral')",1.7045834,1.3782934,0.17188771,-0.20398459,0.9812069,0.645261,0.3359459
53,-1.0575426,-0.9670056,"('uncreative', 'creative')",0.47583663,0.6630419,0.10289741,0.26888862,-0.1596028,-0.0116917,-0.1479111
67,1.0338974,1.0160416,"('doubtful', 'determined')",0.18795618,0.13914678,-0.22082669,-0.33026177,0.3336756,0.2749756,0.0587
56,1.004332,1.0302263,"('impractical', 'practical')",1.7320971,1.6403962,0.22002058,-0.11942465,0.9854832,0.8503993,0.1350839
73,0.99873734,1.1651481,"('helpless', 'self-reliant')",1.3048885,1.2604444,-3.5244682,-3.4143732,-0.4069475,-0.3295936,-0.0773539
27,-0.9191357,-0.63093555,"('hardhearted', 'softhearted')",-0.3002195,-0.10373221,0.19443063,0.88843304,-0.3416415,0.0512551,-0.3928966
10,-0.8529485,-0.8445606,"('unsympathetic', 'sympathetic')",-0.5829224,-0.56337154,-0.33431453,-0.0330322,-0.5900618,-0.4803214,-0.1097404
79,-0.8396738,-0.9853119,"('wavering', 'unwavering')",-0.44110468,-0.33979654,-0.7037457,-0.57872957,-0.6615081,-0.6346127,-0.0268954
40,-0.8144393,-0.40871888,"('stingy', 'generous')",-0.27409047,0.037080765,-2.4539666,-1.9718994,-1.1808321,-0.7811792,-0.3996529
42,0.81386006,0.9389408,"('unreliable', 'reliable')",0.25155896,0.25266677,-2.605722,-2.508018,-0.5134343,-0.4388035,-0.0746308
87,0.7990093,0.75836545,"('unsuccessful', 'successful')",0.28870326,0.20915301,0.8274036,1.2505839,0.638372,0.7393675,-0.1009955
58,-0.7937169,-0.4352455,"('undiscriminating', 'discriminating')",0.690682,0.7614103,-0.45665646,-0.049956884,-0.1865638,0.0920693,-0.2786331
78,-0.7818196,-0.9487549,"('nonresilient', 'resilient')",0.11907703,0.30542347,-0.3371957,0.016605724,-0.3333127,-0.2089086,-0.1244041
82,-0.7780487,-0.75872666,"('poor', 'rich')",-0.2689104,-0.20843026,6.043463,6.2362843,1.6655013,1.7563758,-0.0908745
2,0.7214323,0.5490574,"('unlikable', 'likable')",1.2756287,1.103066,0.63884926,0.57255757,0.8786368,0.7415603,0.1370765
24,-0.718501,-0.38775536,"('dishonest', 'honest')",0.390595,0.71373653,0.44037005,0.7834865,0.037488,0.3698225,-0.3323345
30,0.70244366,0.7050307,"('intolerant', 'tolerant')",1.1109152,0.9247464,0.9442016,0.7014392,0.9191868,0.7770721,0.1421147
0,-0.67967796,-0.6188534,"('unsociable', 'sociable')",-0.2326184,-0.31485274,-0.18178067,-0.10142376,-0.3646923,-0.3450433,-0.019649
66,-0.67411304,-0.7164597,"('inactive', 'active')",-0.76617825,-0.86490875,0.113746256,0.4678138,-0.4421817,-0.3711849,-0.0709968
61,0.6622731,0.67105746,"('illogical', 'logical')",1.1655657,1.1037099,0.37129983,0.46684727,0.7330462,0.7472049,-0.0141587
13,0.6487966,0.8828931,"('impolite', 'polite')",0.5282559,0.5705297,-0.211736,-0.22159988,0.3217722,0.4106077,-0.0888355
60,0.6476143,0.82683676,"('inefficient', 'efficient')",2.168976,2.1321568,0.45195302,0.45770785,1.0895144,1.1389005,-0.0493861
72,-0.612054,-0.630846,"('unambitious', 'ambitious')",0.6566353,0.6418897,-0.7111764,-0.5020743,-0.2221984,-0.1636769,-0.0585215
48,-0.6109524,-0.38820186,"('unintelligent', 'intelligent')",0.7526128,0.8769936,0.3090517,0.5428588,0.1502374,0.3438835,-0.1936461
88,-0.60403144,-0.7250665,"('low', 'eminent')",-0.40011913,-0.43242213,-0.29500014,-0.41486686,-0.4330502,-0.5241185,0.0910683
65,0.6003392,0.48517698,"('insecure', 'secure')",0.7044148,0.45434564,0.4559653,0.30595616,0.5869064,0.4151596,0.1717468
81,0.5962777,0.17437088,"('submissive', 'aggressive')",1.6926594,1.2696718,0.4323402,-0.16356792,0.9070924,0.4268249,0.4802675
3,0.5846349,0.50179756,"('repellent', 'pleasant')",-0.0029807333,-0.088771395,1.3279405,0.89241636,0.6365316,0.4351475,0.2013841
83,-0.55214393,-0.6608784,"('powerless', 'powerful')",1.0971291,0.85828334,-1.2365556,-1.4384035,-0.2305235,-0.4136662,0.1831427
25,-0.5496918,-1.0647962,"('egoistic', 'altruistic')",0.8160832,0.7934213,0.9500934,0.76456994,0.4054949,0.1643984,0.2410965
54,-0.5496172,-0.9374044,"('incapable', 'capable')",-0.35692078,-0.3955096,0.35240737,0.5177367,-0.1847102,-0.2717258,0.0870156
85,-0.53075916,-0.9360769,"('insignificant', 'prestigious')",0.04501356,0.086817965,-0.80343133,-0.6807727,-0.4297256,-0.5100106,0.080285
11,0.51335514,0.6769409,"('unhelpful', 'helpful')",0.7324993,0.64019585,1.9674263,2.23858,1.0710936,1.1852389,-0.1141453
19,-0.4921386,-0.4258302,"('inhospitable', 'hospitable')",-1.1169441,-0.91435206,-1.1317079,-0.7988449,-0.9135969,-0.713009,-0.2005879
35,-0.45672065,-0.60878813,"('corrupt', 'incorrupt')",-0.8711237,-0.8371172,-1.2056625,-1.0876032,-0.8445023,-0.8445028,5e-07
15,-0.44053075,-0.44672388,"('boring', 'funny')",-0.04209072,-0.007385079,-0.29246974,-0.32149777,-0.2583637,-0.2585356,0.0001719
62,0.43491822,0.56613916,"('incompetent', 'brilliant')",0.8772023,0.8148135,0.80713516,0.91822064,0.7064185,0.7663911,-0.0599726
63,0.42858836,0.8997348,"('unperceptive', 'insightful')",0.6375893,0.87270004,0.6410233,1.2583712,0.569067,1.0102687,-0.4412017
37,-0.41093862,0.44382524,"('fake', 'genuine')",-0.19753966,0.25749078,-0.6714584,0.2402687,-0.4266456,0.3138616,-0.7405072
77,0.4038711,0.13346243,"('unmotivated', 'motivated')",0.84579384,0.61248225,-0.85681486,-0.9933645,0.13095,-0.0824733,0.2134233
14,0.3810784,0.33921,"('antisocial', 'social')",1.4038198,1.1548003,0.45617014,0.17861675,0.7470228,0.5575424,0.1894804
68,-0.37699702,-0.21698228,"('dependent', 'independent')",-0.29793367,-0.29657242,-0.8389196,-0.6928096,-0.5046167,-0.4021214,-0.1024953
41,-0.37178048,-0.16833353,"('unforgiving', 'forgiving')",-0.7295971,-0.7723364,-0.19343978,-0.12815234,-0.4316058,-0.3562741,-0.0753317
7,0.34576294,0.73733544,"('insensitive', 'sensitive')",0.7742602,0.9762687,0.31577206,0.9752018,0.4785984,0.8962687,-0.4176703
20,-0.33139625,-0.14884563,"('rough', 'thoughtful')",-0.080791354,-0.08050418,0.22242947,0.448234,-0.0632527,0.0729614,-0.1362141
12,0.28094107,0.5868617,"('unsupportive', 'supportive')",0.555806,0.73280466,-1.8830477,-1.4938529,-0.3487669,-0.0580622,-0.2907047
4,-0.27098483,-0.26543358,"('disliked', 'liked')",0.48950607,0.54472697,-6.1315727,-6.3040013,-1.9710172,-2.0082359,0.0372187
45,-0.2661519,0.10492791,"('incompetent', 'competent')",-0.28640896,-0.2014835,0.062686495,0.2894227,-0.1632915,0.064289,-0.2275805
84,0.26573256,0.29161736,"('inferior', 'superior')",0.38009807,0.34028435,0.5911371,0.84782225,0.4123226,0.4932413,-0.0809187
69,0.23507974,0.35539347,"('lazy', 'industrious')",0.9074253,0.83851695,-1.0352656,-0.82558554,0.0357465,0.1227749,-0.0870284
70,0.23269002,0.540095,"('lethargic', 'energetic')",0.47257832,0.64688814,0.6742328,1.0858618,0.4598337,0.7576149,-0.2977812
52,-0.18802091,-0.36889237,"('irrational', 'rational')",-0.38405284,-0.36526263,-0.52131486,-0.63111526,-0.3644629,-0.4550901,0.0906272
44,0.16853294,-0.24159327,"('prejudiced', 'unprejudiced')",0.055722497,-0.26770157,-0.9784123,-1.3062086,-0.2513856,-0.6051678,0.3537822
47,0.1673313,0.27468145,"('stupid', 'smart')",0.78347933,0.8267359,5.0275373,5.4107165,1.9927826,2.1707112,-0.1779286
34,0.16134562,0.16649914,"('mean', 'honorable')",0.5647669,0.47465795,5.042657,5.32651,1.9229231,1.9892224,-0.0662993
29,-0.15966359,0.06200502,"('unfair', 'fair')",-0.6807813,-0.48616746,-0.7628587,-0.59564376,-0.5344346,-0.3399354,-0.1944992
49,-0.15398592,-0.4121883,"('unable', 'able')",-0.12472648,-0.26739737,-0.48854846,-0.3628817,-0.2557536,-0.3474891,0.0917355
50,0.14689556,0.43475425,"('clumsy', 'skillful')",-0.29257885,-0.09793311,-0.39187703,0.15107591,-0.1791868,0.1626323,-0.3418191
71,0.1361383,0.26936725,"('diffident', 'self-confident')",1.693742,1.7565533,0.11700085,0.5066285,0.6489604,0.844183,-0.1952226
22,-0.1319941,0.18375207,"('untrustworthy', 'trustworthy')",-0.90455765,-0.80674946,-0.976838,-0.7027144,-0.6711299,-0.4419039,-0.229226
38,-0.13180974,-0.18924229,"('untruthful', 'truthful')",0.41621143,0.39854208,0.25286436,0.12833795,0.1790887,0.1125459,0.0665428
75,-0.13144268,-0.50874674,"('meek', 'impulsive')",0.25844437,-0.025921263,-0.34984785,-0.56652987,-0.0742821,-0.367066,0.2927839
55,-0.12700993,-0.09391935,"('incompetent', 'clever')",-0.21820459,-0.34006763,0.5303359,0.39152372,0.0617071,-0.0141544,0.0758615
43,-0.12258476,0.096609205,"('irresponsible', 'responsible')",0.9141618,1.0016602,0.46243683,0.71491957,0.4180046,0.6043963,-0.1863917
17,0.11936101,0.0020159832,"('nasty', 'nice')",-0.8379912,-1.0119717,-0.78713477,-0.81071246,-0.5019217,-0.6068894,0.1049677
32,0.1192019,-0.01636245,"('unkind', 'kind')",-0.049300864,0.06871234,0.8699351,0.967505,0.3132787,0.3399516,-0.0266729
74,0.104285926,0.21336539,"('undedicated', 'dedicated')",-0.071330816,0.121751375,-0.3164655,-0.1426939,-0.0945035,0.064141,-0.1586445
64,0.09219781,0.22380856,"('shy', 'confident')",0.9797331,0.85526574,-5.4063063,-5.8077755,-1.4447918,-1.5762337,0.1314419
33,0.089662835,0.095313035,"('wrong', 'right')",1.0912089,1.2105497,-1.1398902,-0.8373151,0.0136605,0.1561826,-0.1425221
51,-0.06116552,-0.12630701,"('uneducated', 'educated')",-0.17588413,-0.144726,0.44127813,0.42445084,0.0680762,0.0511393,0.0169369
23,-0.022435308,0.23909517,"('insincere', 'sincere')",0.06242499,0.18635929,5.5434737,5.909439,1.8611544,2.1116312,-0.2504768
16,0.016707007,-0.3945712,"('unpopular', 'popular')",-0.2517975,-0.35946545,0.4094224,0.11766193,0.0581106,-0.2121249,0.2702355
59,-0.014268395,0.38701183,"('foolish', 'wise')",0.7728682,0.9108279,-0.5534691,-0.0749059,0.0683769,0.4076446,-0.3392677
46,0.0059981346,0.013993686,"('uncompetitive', 'competitive')",0.14987561,0.14804304,-0.3987378,-0.39790687,-0.0809547,-0.0786234,-0.0023313
