,eastman_male,eastman_female,tuple,kodak_male,kodak_female,co_male,co_female,average_male,average_female,male-female
35,0.5553294,0.66712075,"('corrupt', 'incorrupt')",1.6666079,1.6760868,-0.9269557,-0.6472363,0.4316605,0.5653238,-0.1336633
58,0.5432496,0.47591233,"('undiscriminating', 'discriminating')",0.9817489,0.77262723,0.6437696,0.3712276,0.7229226,0.5399224,0.1830002
77,-0.5211782,-0.16987519,"('unmotivated', 'motivated')",-0.9090607,-0.6243059,-1.1574037,-1.0617983,-0.8625476,-0.6186598,-0.2438878
57,-0.50964713,-0.64914614,"('unimaginative', 'imaginative')",-0.7875461,-0.94903517,-2.311316,-2.989793,-1.2028364,-1.5293248,0.3264884
66,0.50667113,0.16766489,"('inactive', 'active')",0.16821043,0.061747637,0.22571817,0.45830363,0.3001999,0.2292387,0.0709612
19,-0.50402474,-0.10380429,"('inhospitable', 'hospitable')",-0.06298769,0.21549365,-0.39988685,-0.0796877,-0.3222998,0.0106672,-0.332967
86,0.48121676,0.7360492,"('uninfluential', 'influential')",-0.4438684,-0.50472075,0.21380639,0.06670866,0.0837183,0.0993457,-0.0156274
80,-0.45577145,-1.0993243,"('dominated', 'dominating')",-1.2324587,-1.5027852,-0.046218418,-0.31206292,-0.5781495,-0.9713908,0.3932413
23,0.4413486,0.3969381,"('insincere', 'sincere')",-0.709939,-0.77082306,6.1041155,6.2195797,1.945175,1.9485648,-0.0033898
50,0.42935175,0.4500449,"('clumsy', 'skillful')",0.79638904,0.9501211,-0.22442596,-0.29612735,0.3337716,0.3680129,-0.0342413
24,-0.42201874,-0.32132518,"('dishonest', 'honest')",-1.5600958,-1.6975856,0.6406518,0.63116753,-0.4471542,-0.4625811,0.0154269
28,-0.38851604,-0.0828689,"('disloyal', 'loyal')",-0.6853149,-0.74460435,1.1656746,1.1817436,0.0306145,0.1180901,-0.0874756
84,0.36060464,0.66547304,"('inferior', 'superior')",0.4073743,0.71943396,0.42762455,0.65995795,0.3985345,0.6816216,-0.2830871
14,-0.34078243,-0.33051348,"('antisocial', 'social')",-0.88406146,-0.7077596,0.5267253,0.39793926,-0.2327062,-0.2134446,-0.0192616
49,0.32807314,0.13396417,"('unable', 'able')",-0.07829003,-0.13089713,-0.555132,-0.47238508,-0.101783,-0.1564393,0.0546563
83,-0.31558704,-0.11120809,"('powerless', 'powerful')",-0.116725646,-0.08937462,-1.6532642,-1.4823637,-0.6951923,-0.5609821,-0.1342102
78,-0.310988,-0.06000882,"('nonresilient', 'resilient')",-0.24541505,0.016262483,0.050824966,0.13094954,-0.168526,0.0290677,-0.1975937
25,0.28708115,0.4706843,"('egoistic', 'altruistic')",1.1014389,1.0774986,1.0106761,1.1508172,0.799732,0.8996666,-0.0999346
20,0.2788961,-0.28885394,"('rough', 'thoughtful')",-0.40037838,-0.7347391,0.535146,0.48408976,0.1378879,-0.1798344,0.3177223
79,-0.25457522,-0.16258243,"('wavering', 'unwavering')",0.984185,1.0779903,-0.6317121,-0.5943502,0.0326325,0.1070192,-0.0743867
31,0.24331833,0.5491343,"('evil', 'good')",0.9646325,1.0263834,-1.3659333,-1.1681921,-0.0526608,0.1357752,-0.188436
27,-0.21654952,-0.32213584,"('hardhearted', 'softhearted')",-0.985986,-1.1965659,0.418351,0.75215673,-0.2613948,-0.255515,-0.0058798
48,0.1899661,0.18841295,"('unintelligent', 'intelligent')",-0.57955605,-0.806359,-0.05523634,-0.12229478,-0.1482754,-0.2467469,0.0984715
16,0.16295165,0.28695676,"('unpopular', 'popular')",0.89017713,1.0709974,0.047505707,0.049457595,0.3668782,0.4691372,-0.102259
4,0.16225967,0.5381173,"('disliked', 'liked')",0.61378837,0.7967984,-6.9186454,-7.3964443,-2.0475324,-2.0205096,-0.0270228
7,-0.15482216,-0.22425199,"('insensitive', 'sensitive')",-0.62835574,-0.85815763,0.75774676,0.56034917,-0.0084771,-0.1740202,0.1655431
67,-0.1290633,0.053248554,"('doubtful', 'determined')",0.4034952,0.6189543,-0.4888618,-0.2983685,-0.0714766,0.1246114,-0.196088
73,0.09040438,0.19032128,"('helpless', 'self-reliant')",0.12368652,0.27485937,-3.75223,-3.8250008,-1.1793797,-1.11994,-0.0594397
47,0.052512273,-0.6194295,"('stupid', 'smart')",0.56415284,0.29009983,5.2111406,5.3147855,1.9426018,1.6618187,0.2807831
32,0.049842518,0.040535845,"('unkind', 'kind')",-0.5462909,-0.7013547,1.3476762,1.1693797,0.2837426,0.1695203,0.1142223
34,0.045556135,-0.31455162,"('mean', 'honorable')",0.09377316,-0.05268855,5.032822,5.423891,1.7240505,1.6855504,0.0385001
