,eastman_male,eastman_female,tuple,kodak_male,kodak_female,co_male,co_female,average_male,average_female,male-female
26,2.5408907,2.4755273,"('hardhearted', 'benevolent')",1.7675188,1.4089205,2.2023296,1.8994727,2.1702464,1.9279734,0.242273
69,2.3343022,2.028165,"('lazy', 'industrious')",2.815903,2.745035,-0.93191737,-0.7497835,1.406096,1.3411388,0.0649572
85,2.1083055,2.0503757,"('insignificant', 'prestigious')",2.9003322,2.9294221,-0.5649796,-0.500587,1.4812193,1.4930703,-0.011851
43,-1.8781412,-1.8120689,"('irresponsible', 'responsible')",-2.329461,-2.2899055,0.4128669,0.45275155,-1.2649119,-1.2164076,-0.0485043
21,-1.8400359,-1.9958324,"('immoral', 'moral')",-2.0304716,-2.2110305,-0.40245917,-0.5402271,-1.4243223,-1.5823633,0.158041
36,1.768657,1.7166669,"('hostile', 'amicable')",1.9938264,1.9035143,-0.12818244,0.13764195,1.2114336,1.2526077,-0.0411741
70,-1.7316341,-2.009136,"('lethargic', 'energetic')",-2.1912959,-2.4419339,0.68797433,0.40138462,-1.0783186,-1.349895,0.2715764
10,-1.6710216,-1.6610324,"('unsympathetic', 'sympathetic')",-2.944212,-2.9881945,0.078216635,-0.0059479494,-1.512339,-1.5517251,0.0393861
76,-1.6556127,-1.6997749,"('anxious', 'daring')",-1.5172354,-1.4974273,-0.057577565,-0.13674076,-1.0768086,-1.1113143,0.0345057
1,1.6227742,1.8198819,"('unfriendly', 'friendly')",1.0221596,0.79012966,1.6535044,1.6643022,1.4328127,1.4247713,0.0080414
13,-1.6201063,-1.5004301,"('impolite', 'polite')",-1.9812171,-1.9466628,-0.008426435,0.16376755,-1.20325,-1.0944418,-0.1088082
45,-1.5332514,-1.3298169,"('incompetent', 'competent')",-1.8924811,-1.9765519,-0.04325618,-0.35825384,-1.1563296,-1.2215409,0.0652113
71,1.5140862,1.5708514,"('diffident', 'self-confident')",1.0027074,0.9260329,0.31576914,0.28130245,0.9441876,0.9260623,0.0181253
74,1.5076357,1.6364802,"('undedicated', 'dedicated')",-0.25795978,-0.24222092,0.508554,0.279462,0.5860767,0.5579071,0.0281696
44,-1.4885353,-1.8004869,"('prejudiced', 'unprejudiced')",-0.8753444,-0.94539475,-1.5377688,-1.4491504,-1.3005495,-1.398344,0.0977945
33,1.4729087,1.2937007,"('wrong', 'right')",1.1100116,1.0206082,-0.51219344,-0.43356654,0.6902423,0.6269141,0.0633282
15,1.4515297,1.406007,"('boring', 'funny')",1.7826616,1.5671835,0.97611225,0.80559576,1.4034346,1.2595954,0.1438392
46,-1.4195731,-1.2545059,"('uncompetitive', 'competitive')",-2.0216331,-1.8987501,-0.29068947,-0.5078255,-1.2439652,-1.2203604,-0.0236048
55,-1.3982588,-1.3319789,"('incompetent', 'clever')",-1.9665273,-2.0060964,0.46075082,0.30498114,-0.9680118,-1.0110313,0.0430195
64,-1.395577,-0.95193696,"('shy', 'confident')",-2.2495275,-1.9183547,-5.9784794,-6.2729115,-3.2078613,-3.0477346,-0.1601267
54,1.3630102,1.1145821,"('incapable', 'capable')",1.3814671,1.1524225,1.134329,1.0671773,1.2929354,1.1113939,0.1815415
88,1.3469399,1.2741749,"('low', 'eminent')",1.0052357,0.9228383,0.58917177,0.018570175,0.9804492,0.7385278,0.2419214
63,-1.3084655,-1.2172623,"('unperceptive', 'insightful')",-1.051812,-1.2548445,0.43675792,0.24686086,-0.6411732,-0.7417487,0.1005755
39,1.2945884,1.1609619,"('exploitative', 'cooperative')",-0.12240195,-0.2271047,0.8589283,0.8994878,0.6770383,0.611115,0.0659233
59,1.2754687,1.4221424,"('foolish', 'wise')",1.8825061,1.8613327,-0.17408133,-0.13233326,0.9946311,1.0503805,-0.0557494
22,-1.2486056,-1.3478913,"('untrustworthy', 'trustworthy')",-1.1664963,-1.515505,-0.060683332,-0.39071295,-0.8252618,-1.084703,0.2594412
40,1.2481294,1.6383576,"('stingy', 'generous')",0.06003302,0.3035749,-2.2394633,-2.0927298,-0.3104337,-0.0502657,-0.260168
53,1.2418207,1.4456735,"('uncreative', 'creative')",0.4256828,0.4680935,0.840885,0.7322487,0.8361295,0.8820052,-0.0458757
2,1.2317247,1.1566154,"('unlikable', 'likable')",0.79775155,0.7084,1.0260701,1.0286095,1.0185154,0.9645416,0.0539738
9,1.2175288,1.5232197,"('unaffectionate', 'caring')",0.3702109,0.442582,0.782054,1.0021274,0.7899312,0.9893097,-0.1993785
87,1.2099516,0.5364765,"('unsuccessful', 'successful')",0.68765473,0.4536372,1.3887861,1.0654945,1.0954642,0.6852028,0.4102614
18,1.1565539,1.4390298,"('disagreeable', 'welcoming')",0.92655206,1.2243453,-0.5852819,-0.30558607,0.4992747,0.7859297,-0.286655
81,-1.1339934,-1.4571391,"('submissive', 'aggressive')",-1.7395945,-1.8064648,-0.19303206,-0.48984247,-1.0222066,-1.2511488,0.2289422
30,-1.0742173,-0.64306504,"('intolerant', 'tolerant')",-0.8208591,-0.64125055,0.5250482,0.6036397,-0.4566761,-0.226892,-0.2297841
42,-1.0594672,-0.9034557,"('unreliable', 'reliable')",-0.7854595,-0.6761172,-3.0626051,-3.272133,-1.6358439,-1.6172353,-0.0186086
11,-1.0569731,-1.1598471,"('unhelpful', 'helpful')",-1.7973492,-1.7297773,2.2671545,2.1159556,-0.1957227,-0.2578897,0.062167
56,-1.024977,-1.07143,"('impractical', 'practical')",-1.3489417,-1.2786359,-0.26253375,-0.5787839,-0.8788174,-0.9762832,0.0974658
5,0.9424538,1.1796787,"('distant', 'outgoing')",0.49533606,0.701471,-0.9061722,-0.53458226,0.1772059,0.4488558,-0.2716499
37,-0.9209812,-0.569745,"('fake', 'genuine')",-2.1515617,-2.0555282,-0.4168958,-0.03240204,-1.1631463,-0.8858918,-0.2772545
60,-0.8939304,-0.9489482,"('inefficient', 'efficient')",-2.4076998,-2.435616,-0.11408673,-0.010142018,-1.1385723,-1.1315687,-0.0070036
38,-0.85996866,-0.55343795,"('untruthful', 'truthful')",-0.39367202,-0.27410102,-0.04860212,0.003825128,-0.4340809,-0.2745713,-0.1595096
62,-0.834639,-0.85747737,"('incompetent', 'brilliant')",-1.3172677,-1.3013781,0.015336535,-0.23042119,-0.7121901,-0.7964255,0.0842354
68,-0.8293919,-0.76950854,"('dependent', 'independent')",-0.78970456,-0.81814396,-1.561478,-1.4012095,-1.0601915,-0.9962873,-0.0639042
6,0.8243594,1.1903638,"('distant', 'open')",0.27819234,0.5051635,-0.8819668,-0.38079122,0.0735283,0.4382454,-0.3647171
82,-0.7910513,-0.8978737,"('poor', 'rich')",-0.8024116,-0.7459334,6.1233354,6.2972207,1.5099575,1.5511379,-0.0411804
51,-0.7696325,-0.7577305,"('uneducated', 'educated')",-0.4527107,-0.5161117,1.0863289,0.91890806,-0.0453381,-0.1183113,0.0729732
65,-0.76646084,-1.2388257,"('insecure', 'secure')",-1.8346404,-2.0928102,0.65317315,0.51686555,-0.6493093,-0.9382568,0.2889475
3,-0.7570642,-0.8409264,"('repellent', 'pleasant')",-1.1913254,-1.3175981,0.8591938,0.5535926,-0.3630653,-0.5349773,0.171912
41,-0.70022917,-0.26935053,"('unforgiving', 'forgiving')",-0.33248374,-0.13263789,0.91262394,0.8676254,-0.0400297,0.1552123,-0.195242
29,-0.69836503,-0.6982586,"('unfair', 'fair')",-0.14274798,-0.16912156,-0.975079,-0.84269214,-0.6053973,-0.5700241,-0.0353732
8,0.69251823,0.91389626,"('unaffectionate', 'affectionate')",0.5490517,0.6052382,0.27963346,0.61027414,0.5070678,0.7098029,-0.2027351
72,0.6877092,0.62517846,"('unambitious', 'ambitious')",-0.60963476,-0.7487693,-0.42753643,-0.4015599,-0.1164873,-0.1750502,0.0585629
61,0.6341883,0.17748597,"('illogical', 'logical')",-0.13132896,-0.34981105,0.20927882,0.07454349,0.2373794,-0.0325939,0.2699733
12,0.61385286,0.7857032,"('unsupportive', 'supportive')",-0.268404,-0.045531966,-1.6042277,-1.7086433,-0.4195929,-0.322824,-0.0967689
52,0.6083343,0.94352734,"('irrational', 'rational')",0.94988936,1.0860176,-0.26728204,-0.16056088,0.4303139,0.6229947,-0.1926808
75,-0.57372594,-0.7413265,"('meek', 'impulsive')",0.7148633,0.6262735,-0.39339125,-0.5221633,-0.0840846,-0.2124054,0.1283208
17,-0.5663043,-0.638855,"('nasty', 'nice')",-0.17936254,-0.19220532,-0.22511232,-0.3033839,-0.3235931,-0.3781481,0.054555
0,-0.56528056,-0.5100517,"('unsociable', 'sociable')",-1.232974,-1.1250007,0.27687097,0.34042042,-0.5071279,-0.431544,-0.0755839
