,goldman_male,goldman_female,tuple,sachs_male,sachs_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
73,1.5725996,1.531316,"('helpless', 'self-reliant')",1.882447,1.9196271,0.3676085,0.57228804,-3.8967404,-3.7857087,-0.0185213,0.0593806,-0.0779019
76,-1.4388136,-1.4238347,"('anxious', 'daring')",-1.2618976,-1.4927155,0.839456,0.8513651,0.7558948,1.0491699,-0.2763401,-0.2540038,-0.0223363
12,1.4120967,1.3004918,"('unsupportive', 'supportive')",1.9333439,1.5595552,1.6072909,1.0140922,-1.3877224,-1.5007395,0.8912523,0.5933499,0.2979024
0,-1.4106438,-1.2567052,"('unsociable', 'sociable')",-0.7955121,-0.91289616,0.7388847,0.30857408,-0.28939956,-0.38053575,-0.4391677,-0.5603908,0.1212231
14,-1.4075454,-1.0102954,"('antisocial', 'social')",-0.6070771,-0.81023765,1.6810565,1.4917611,-0.54926455,-0.618835,-0.2207077,-0.2369017,0.016194
58,1.3795177,1.4211802,"('undiscriminating', 'discriminating')",1.5201722,1.4067466,1.7586678,1.4963102,0.18806927,0.18432617,1.2116067,1.1271408,0.0844659
11,-1.333243,-1.0695758,"('unhelpful', 'helpful')",-1.1033331,-1.3057303,-0.36908424,-0.35178155,2.787153,2.56664,-0.0046268,-0.040112,0.0354852
37,-1.3072864,-1.2826135,"('fake', 'genuine')",-0.50880724,-0.8208275,-0.13947354,-0.51523477,0.56532216,0.6168648,-0.3475613,-0.5004528,0.1528915
26,1.284655,1.3207827,"('hardhearted', 'benevolent')",1.9198583,1.8330843,0.9221503,1.0830922,0.9708332,1.3767684,1.2743742,1.4034319,-0.1290577
59,1.2218531,1.1583538,"('foolish', 'wise')",1.0767031,1.1564634,-1.0002772,-0.6858468,0.0051417537,0.17811763,0.3258552,0.451772,-0.1259168
57,-1.1832826,-1.2908518,"('unimaginative', 'imaginative')",-0.58341926,-1.0074785,-0.32284036,-0.5956349,-2.4773686,-2.6111155,-1.1417277,-1.3762702,0.2345425
48,-1.1798496,-1.4417001,"('unintelligent', 'intelligent')",-1.4441407,-1.9034108,-0.39579853,-0.8345287,0.45182505,0.20258774,-0.6419909,-0.994263,0.3522721
30,-1.1709481,-0.9940028,"('intolerant', 'tolerant')",-0.515126,-0.66615665,-0.015038994,0.057331473,0.78493136,0.84072465,-0.2290454,-0.1905258,-0.0385196
40,1.1562712,0.8056387,"('stingy', 'generous')",1.2411747,0.8040136,1.0700575,0.54785246,-1.5990006,-1.6619483,0.4671257,0.1238891,0.3432366
80,-1.1480415,-1.0833175,"('dominated', 'dominating')",-0.93527323,-1.2796069,1.7121757,1.387092,-0.47569594,-0.5686184,-0.2117087,-0.3861127,0.174404
2,1.1312003,1.7254117,"('unlikable', 'likable')",2.0970025,2.34878,2.2802656,2.61253,0.52292746,0.8646267,1.507849,1.8878372,-0.3799882
62,-1.0970278,-0.9273405,"('incompetent', 'brilliant')",-0.60803366,-0.92790926,0.9192479,0.54941696,0.4581743,0.27822483,-0.0819098,-0.256902,0.1749922
8,1.086661,1.1852224,"('unaffectionate', 'affectionate')",1.8265467,1.7986346,-0.22251894,-0.13229805,-0.092586294,0.20887238,0.6495256,0.7651079,-0.1155823
51,-1.07108,-0.9067764,"('uneducated', 'educated')",-0.068191186,-0.41684744,1.3302226,1.1944394,1.4464655,1.3596289,0.4093542,0.3076111,0.1017431
34,1.0541272,1.1450382,"('mean', 'honorable')",1.2871794,1.3352355,0.37827903,0.2663188,6.505572,6.294221,2.3062894,2.2602034,0.046086
68,-1.0114428,-0.9096767,"('dependent', 'independent')",-1.2316266,-1.1092715,-0.0018763272,-0.06185694,-0.44038066,-0.5136019,-0.6713316,-0.6486018,-0.0227298
46,-1.0080776,-1.0847375,"('uncompetitive', 'competitive')",-0.7079964,-1.0990075,1.4604504,1.0734476,-0.1331706,-0.37883183,-0.0971985,-0.3722823,0.2750838
21,-0.99320173,-0.67976844,"('immoral', 'moral')",-0.43118167,-0.6522917,0.47038502,0.40593138,-0.913024,-0.9376485,-0.4667556,-0.4659443,-0.0008113
28,-0.9915921,-1.0316932,"('disloyal', 'loyal')",-0.40562215,-0.74256444,0.121965185,0.0043589473,1.2588971,1.4733243,-0.004088,-0.0741436,0.0700556
54,0.98221725,0.9683248,"('incapable', 'capable')",1.2258315,1.3248404,0.6263121,0.6337358,0.9448122,1.0251864,0.9447932,0.9880219,-0.0432287
61,0.9801782,1.0012817,"('illogical', 'logical')",0.8834219,0.9288557,0.48236594,0.14983957,0.13941358,0.21493903,0.6213449,0.573729,0.0476159
24,-0.91802144,-0.647296,"('dishonest', 'honest')",-0.8769156,-1.1129133,-0.509384,-0.51733714,0.9016226,1.1401577,-0.3506746,-0.2843472,-0.0663274
84,0.91247123,0.72257566,"('inferior', 'superior')",0.49320158,0.4020635,0.4347611,0.47241855,0.79733413,0.8390174,0.659442,0.6090188,0.0504232
74,0.8549355,0.7847953,"('undedicated', 'dedicated')",0.62667507,0.25009757,1.4671618,1.2571558,0.42269698,0.7200695,0.8428674,0.7530295,0.0898379
31,0.84815735,0.6421514,"('evil', 'good')",0.7719022,0.9854709,-1.2974867,-1.2500117,-1.9270383,-1.6198918,-0.4011164,-0.3105703,-0.0905461
78,0.8065248,0.33275366,"('nonresilient', 'resilient')",1.0604627,0.7072072,1.5915332,1.2305802,0.42281902,0.17269352,0.9703349,0.6108087,0.3595262
77,-0.78511983,-0.97700477,"('unmotivated', 'motivated')",-0.39763364,-0.7493358,0.69765174,0.2804205,-0.9339091,-1.1932364,-0.3547527,-0.6597891,0.3050364
87,0.7836724,1.0206832,"('unsuccessful', 'successful')",1.2803512,1.3836004,1.7765177,1.6893858,0.904354,1.1855291,1.1862239,1.3197997,-0.1335758
43,-0.7781298,-0.5676356,"('irresponsible', 'responsible')",-0.3014988,-0.5351824,0.8669393,0.6775081,1.070939,1.0356181,0.2145624,0.152577,0.0619854
4,0.77617234,0.57175386,"('disliked', 'liked')",1.2760874,1.1974139,0.3302479,0.26285002,-6.820399,-6.360961,-1.1094728,-1.0822358,-0.027237
53,0.73847926,0.6582059,"('uncreative', 'creative')",0.6228402,0.6186542,0.34125093,0.32400295,1.2924253,1.4227943,0.7487489,0.7559143,-0.0071654
7,-0.68983245,-0.648692,"('insensitive', 'sensitive')",-0.4938034,-0.69777125,0.34605452,-0.12610228,1.0295029,0.7748169,0.0479804,-0.1744372,0.2224176
20,0.6347883,0.523896,"('rough', 'thoughtful')",0.6371763,0.542294,1.86786,1.6428053,1.2894219,1.2121152,1.1073116,0.9802777,0.1270339
72,0.62602246,0.5777173,"('unambitious', 'ambitious')",0.2804141,0.01927678,0.7350437,0.4921987,-0.2803662,-0.2894233,0.3402785,0.1999424,0.1403361
19,0.62384033,0.6836863,"('inhospitable', 'hospitable')",0.84437686,1.0128269,-1.1718518,-1.0039183,-0.3348599,-0.118117936,-0.0096236,0.1436192,-0.1532428
75,0.6130115,0.7331044,"('meek', 'impulsive')",0.5641037,0.74281716,-0.92203337,-0.53505063,-0.59548867,-0.47357932,-0.0851017,0.1168229,-0.2019246
86,-0.61174506,-0.7491406,"('uninfluential', 'influential')",0.35928583,-0.2577697,0.7615621,0.17668582,0.30806434,0.0743981,0.2042918,-0.1889566,0.3932484
32,-0.59981847,-0.31760952,"('unkind', 'kind')",-0.43096876,-0.5226566,0.4481819,0.52009165,1.0203933,1.3038843,0.109447,0.2459275,-0.1364805
63,0.5841701,0.575479,"('unperceptive', 'insightful')",0.81209034,0.5044431,1.7312336,1.2875357,1.2775923,1.0874711,1.1012716,0.8637322,0.2375394
38,0.5797688,0.45669827,"('untruthful', 'truthful')",0.564374,0.24616794,-0.31904358,-0.4134432,0.2308496,0.34747064,0.2639872,0.1592234,0.1047638
29,0.56685656,0.37735194,"('unfair', 'fair')",-0.073102936,-0.17707458,0.07683953,-0.17454165,-0.7049233,-0.6892768,-0.0335825,-0.1658853,0.1323028
42,0.54873055,0.6739013,"('unreliable', 'reliable')",0.44903496,0.27361265,1.5112274,1.6109731,-2.7827384,-2.474204,-0.0684364,0.0210707,-0.0895071
23,-0.54825735,-0.5123355,"('insincere', 'sincere')",-0.5936395,-0.8789301,0.124541104,-0.12135422,6.5125494,6.4135933,1.3737984,1.2252433,0.1485551
27,-0.5069627,-0.43270594,"('hardhearted', 'softhearted')",0.12743784,0.16003975,-0.44560236,-0.6284369,1.0612193,1.1226695,0.059023,0.0553916,0.0036314
50,0.48029882,0.31921917,"('clumsy', 'skillful')",0.18305178,0.17578372,0.13738023,0.2895131,0.30290124,0.42948633,0.275908,0.3035006,-0.0275926
47,-0.47162348,-0.2645452,"('stupid', 'smart')",0.3684773,0.33034843,0.3281009,0.24117738,5.7291803,5.389589,1.4885337,1.4241424,0.0643913
17,0.455833,0.038884886,"('nasty', 'nice')",-0.08295949,-0.0760195,-1.1822678,-1.2347376,-0.7017502,-0.63951313,-0.3777861,-0.4778464,0.1000603
18,-0.45364502,-0.23775083,"('disagreeable', 'welcoming')",0.5952552,0.5931001,-0.5002053,-0.3967597,-0.5942174,-0.5439256,-0.2382031,-0.146334,-0.0918691
41,0.43346354,0.42893037,"('unforgiving', 'forgiving')",0.41383728,0.20686463,0.8438693,0.6624097,0.09157343,0.035963222,0.4456859,0.333542,0.1121439
15,0.40778464,0.5498787,"('boring', 'funny')",1.0493854,1.3454847,-1.1759305,-0.7689457,-0.020477638,0.31183267,0.0651905,0.3595626,-0.2943721
16,0.3541498,0.35755008,"('unpopular', 'popular')",0.26659268,0.5461247,-0.48021358,-0.12674163,0.2771233,0.46203056,0.104413,0.3097409,-0.2053279
49,-0.34904432,-0.5039623,"('unable', 'able')",-0.09360955,-0.14077301,-0.38632452,-0.43873203,-0.2619582,-0.2656804,-0.2727342,-0.3372869,0.0645527
56,-0.31469703,-0.18513773,"('impractical', 'practical')",-0.49149787,-0.8441247,1.0764692,0.8047552,0.46698803,0.40991834,0.1843156,0.0463528,0.1379628
88,-0.2753413,0.009659845,"('low', 'eminent')",-0.5742241,-0.49919125,-1.4444613,-0.8367096,0.2638056,0.7505379,-0.5075553,-0.1439258,-0.3636295
25,0.14343672,0.19655603,"('egoistic', 'altruistic')",1.206855,1.3306894,-0.3600844,0.10314049,0.98407555,1.2523279,0.4935707,0.7206784,-0.2271077
39,0.13773859,0.24306187,"('exploitative', 'cooperative')",-0.23398572,-0.20272082,1.313287,1.1965951,-0.19170871,-0.06375619,0.2563328,0.293295,-0.0369622
64,-0.13385946,0.010123435,"('shy', 'confident')",-0.22794725,-0.34103283,1.5962964,1.2746658,-6.4846215,-6.56996,-1.3125329,-1.4065509,0.094018
67,0.011058753,0.36497122,"('doubtful', 'determined')",-0.849058,-0.5960971,0.78486055,0.9607098,-0.55388355,-0.31081367,-0.1517556,0.1046926,-0.2564482
