,goldman_male,goldman_female,tuple,sachs_male,sachs_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
85,3.8298125,3.8704002,"('insignificant', 'prestigious')",3.8795774,4.3029814,0.07142923,0.5478585,-0.35794276,0.25021726,1.8557191,2.2428644,-0.3871453
36,3.202573,2.928992,"('hostile', 'amicable')",3.1869037,3.4568136,-0.6540309,-0.20774177,-0.27328697,0.12773314,1.3655398,1.5764493,-0.2109095
10,-2.621315,-2.5801055,"('unsympathetic', 'sympathetic')",-2.1744294,-2.6136339,-0.06050236,-0.51333046,0.41101584,0.2756749,-1.1113077,-1.3578488,0.2465411
45,-2.5750492,-2.5175152,"('incompetent', 'competent')",-1.833402,-2.2384427,0.046438534,-0.5772253,-0.41789043,-0.34714195,-1.1949757,-1.4200811,0.2251054
70,-2.5460954,-2.3897862,"('lethargic', 'energetic')",-1.4072967,-1.7508812,0.46946394,0.15467963,1.1674786,0.84279406,-0.5791124,-0.7857984,0.206686
81,-2.4435358,-2.1121304,"('submissive', 'aggressive')",-1.3069482,-1.6092861,1.6329765,1.4512671,0.0056106746,-0.2445046,-0.5279742,-0.6286635,0.1006893
60,-2.350234,-2.1104953,"('inefficient', 'efficient')",-1.6462939,-2.063528,1.2597723,0.71778345,0.60226035,0.14074048,-0.5336238,-0.8288749,0.2952511
55,-2.3358786,-2.132058,"('incompetent', 'clever')",-2.0034642,-2.3336709,0.67632693,0.35689735,0.2761861,0.15412802,-0.8467075,-0.9886758,0.1419683
22,-2.3203025,-2.1445506,"('untrustworthy', 'trustworthy')",-1.8719753,-2.0842102,0.32339197,-0.005814771,-1.2094398,-1.2431126,-1.2695814,-1.369422,0.0998406
5,2.2850363,2.260092,"('distant', 'outgoing')",2.117965,2.3585668,-1.0964217,-1.1335834,-0.75569427,-0.54115176,0.6377213,0.7359809,-0.0982596
9,2.2342904,2.2831323,"('unaffectionate', 'caring')",2.4195688,2.2873585,0.5431142,0.43434542,0.8338188,0.9762325,1.5076981,1.4952672,0.0124309
33,2.1687617,2.103267,"('wrong', 'right')",2.10414,2.2145483,0.32460645,0.26378277,-0.9410684,-0.8910773,0.9141099,0.9226303,-0.0085204
82,-2.1183996,-2.026554,"('poor', 'rich')",-2.0495522,-2.099771,-0.6643163,-0.3981602,6.35595,6.4288116,0.3809205,0.4760816,-0.0951611
71,2.115036,2.1800904,"('diffident', 'self-confident')",2.9779935,3.0718143,0.8532376,0.61557615,0.48202452,0.66775453,1.6070729,1.6338089,-0.026736
79,2.0716486,1.6243539,"('wavering', 'unwavering')",1.5426344,1.4224278,-1.0431656,-0.803807,0.0025361571,0.2556796,0.6434134,0.6246635,0.0187499
6,2.0097077,1.9035659,"('distant', 'open')",1.8461229,1.9277605,-1.3188218,-1.3596115,-0.10464037,0.16679603,0.6080921,0.6596277,-0.0515356
66,1.9728692,2.1194854,"('inactive', 'active')",2.055099,2.234614,1.9154333,1.729481,1.1195657,1.1587238,1.7657418,1.810576,-0.0448342
83,1.9680672,2.0000067,"('powerless', 'powerful')",2.3561397,2.238269,1.165957,1.3395209,-0.47586048,-0.4967778,1.2535758,1.2702546,-0.0166788
1,1.8746951,1.7258523,"('unfriendly', 'friendly')",1.9224805,1.7950952,0.27691942,0.12011008,1.1497971,1.6241947,1.3059729,1.316313,-0.0103401
52,1.845282,1.6685053,"('irrational', 'rational')",1.6523046,1.7891216,-1.1484146,-0.7886915,-0.76501286,-0.37067086,0.3960398,0.5745661,-0.1785263
3,-1.7376933,-1.7612594,"('repellent', 'pleasant')",-1.8903211,-2.0588937,0.7252009,0.4756588,0.39585277,0.2384972,-0.6267402,-0.7764993,0.1497591
69,1.7370787,1.7613177,"('lazy', 'industrious')",2.4115794,2.7505832,0.37429938,0.35626033,-1.2939452,-1.269023,0.807253,0.8997846,-0.0925316
65,-1.7089062,-1.4534639,"('insecure', 'secure')",-1.7580662,-1.6887968,0.9051697,0.77953154,0.25084117,0.092729665,-0.5777404,-0.5674999,-0.0102405
35,1.6585832,1.5760663,"('corrupt', 'incorrupt')",1.6888741,2.0300107,-1.138281,-0.7062707,-0.80261004,-0.35135913,0.3516416,0.6371118,-0.2854702
44,-1.5911219,-1.3758072,"('prejudiced', 'unprejudiced')",-1.5500486,-1.4180598,-0.5247392,-0.22345573,-1.4594302,-1.3191968,-1.281335,-1.0841299,-0.1972051
13,-1.5871147,-1.0921228,"('impolite', 'polite')",-1.596055,-1.50672,0.19205639,-0.07505328,0.17174616,0.1648908,-0.7048418,-0.6272513,-0.0775905
