,jefferies_male,jefferies_female,tuple,financial_male,financial_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
77,-0.6297466,-0.4296974,"('unmotivated', 'motivated')",0.6661321,0.74406797,1.0520366,1.1938977,-1.4244765,-1.3307575,-0.0840136,0.0443777,-0.1283913
30,-0.6140438,-0.6770251,"('intolerant', 'tolerant')",0.12832929,0.022492608,0.052212104,-0.20537972,1.006109,0.8489665,0.1431517,-0.0027364,0.1458881
23,-0.60609144,-0.55366457,"('insincere', 'sincere')",0.0764998,0.0063796043,0.22049025,0.11328429,6.1886454,5.943797,1.4698859,1.3774492,0.0924367
82,-0.6011184,-0.6507986,"('poor', 'rich')",-0.72623503,-0.75581855,-0.38204628,-0.42435196,6.4410605,6.246552,1.1829152,1.1038957,0.0790195
35,0.5833434,0.4213832,"('corrupt', 'incorrupt')",0.05920973,0.022335347,-1.2493262,-1.0873795,-0.0043029226,-0.114326134,-0.152769,-0.1894968,0.0367278
60,-0.5747975,-0.568846,"('inefficient', 'efficient')",-0.7764401,-0.6815296,1.0561073,0.89967036,-0.17342338,-0.010936953,-0.1171384,-0.0904105,-0.0267279
32,-0.56844574,-0.70246935,"('unkind', 'kind')",-0.13917431,-0.11297758,0.727717,0.5663802,1.3966334,1.2741573,0.3541826,0.2562726,0.09791
76,-0.5655221,-0.6627418,"('anxious', 'daring')",-0.7813873,-0.77987885,0.95373285,0.6144923,0.4767317,0.13276614,0.0208888,-0.1738406,0.1947294
37,0.54511005,0.57714266,"('fake', 'genuine')",-0.7191319,-0.6386564,0.002557993,0.051394902,0.33501324,0.44810858,0.0408873,0.1094974,-0.0686101
53,-0.53754205,-0.32892814,"('uncreative', 'creative')",1.0700117,1.3089672,0.010933537,0.17203684,1.0944283,1.2763631,0.4094579,0.6071098,-0.1976519
67,0.533077,0.4127015,"('doubtful', 'determined')",0.13249764,-0.019216284,0.7017422,0.58531725,-0.66756076,-0.80413085,0.174939,0.0436679,0.1312711
84,0.52856386,0.5732678,"('inferior', 'superior')",0.40625754,0.5735093,0.5794059,0.6873836,0.66032606,0.7324946,0.5436383,0.6416638,-0.0980255
22,-0.5085049,-0.65288675,"('untrustworthy', 'trustworthy')",-0.44171363,-0.58513975,0.9342425,0.7450117,-0.9318678,-1.0208957,-0.236961,-0.3784776,0.1415166
41,-0.46568298,-0.4057395,"('unforgiving', 'forgiving')",0.8409025,0.69762117,0.47938287,0.44569072,0.20100725,0.17050035,0.2639024,0.2270182,0.0368842
17,-0.46370268,-0.3790236,"('nasty', 'nice')",-0.5125309,-0.46730748,-1.3112209,-1.3078946,-0.68742615,-0.71648645,-0.7437202,-0.7176781,-0.0260421
59,-0.44173837,-0.42950487,"('foolish', 'wise')",1.3511823,1.4083859,-1.2021443,-1.0200057,0.19588503,0.2795889,-0.0242038,0.0596161,-0.0838199
81,-0.43072414,-0.5627151,"('submissive', 'aggressive')",-0.10783597,-0.21304135,1.7285979,1.4252363,-0.5438056,-0.75259197,0.161558,-0.025778,0.187336
33,0.40765473,0.43869224,"('wrong', 'right')",1.6239111,1.7393246,0.06844436,0.29989272,-0.74020064,-0.6793819,0.3399524,0.4496319,-0.1096795
9,-0.3931354,-0.20414133,"('unaffectionate', 'caring')",1.536498,1.6828886,0.18472579,0.41512924,1.1450566,1.4555768,0.6182863,0.8373634,-0.2190771
64,0.37240902,0.50755286,"('shy', 'confident')",0.54622644,0.59693944,1.6575383,1.6398985,-6.785587,-6.557746,-1.0523533,-0.9533387,-0.0990146
25,-0.3716175,-0.2962309,"('egoistic', 'altruistic')",0.38264942,0.6084561,-0.12009445,0.15829444,1.4124471,1.5486889,0.3258461,0.5048021,-0.178956
5,-0.35093135,-0.22085088,"('distant', 'outgoing')",1.1574999,1.2785506,-1.3294727,-0.8598116,-0.58540213,-0.2810903,-0.2770765,-0.0208006,-0.2562759
51,-0.34302315,-0.24131581,"('uneducated', 'educated')",-0.47896907,-0.5576246,0.75912875,0.61415184,0.9566482,0.80074793,0.2234462,0.1539898,0.0694564
2,0.3349114,0.18671522,"('unlikable', 'likable')",2.5729315,2.6136713,1.8860794,1.7602315,0.93258566,0.9189468,1.431627,1.3698912,0.0617358
36,-0.32578236,-0.20736253,"('hostile', 'amicable')",1.2752826,1.186079,-1.1214226,-0.9731985,0.5169793,0.4237972,0.0862642,0.1073288,-0.0210646
16,-0.27107838,-0.29826075,"('unpopular', 'popular')",-0.085514754,-0.21078885,-0.058270067,-0.12686054,0.4785697,0.34566408,0.0159266,-0.0725615,0.0884881
19,-0.26438603,-0.27322245,"('inhospitable', 'hospitable')",-0.2887703,-0.22746578,-1.4496312,-1.2558686,-0.3008667,-0.14753608,-0.5759135,-0.4760232,-0.0998903
58,-0.26230264,-0.1587431,"('undiscriminating', 'discriminating')",1.3606579,1.3072529,1.0185485,1.0479937,0.025707703,0.16978355,0.5356529,0.5915717,-0.0559188
4,-0.25774023,-0.10708302,"('disliked', 'liked')",0.31537563,0.29279095,-0.25798017,-0.27343598,-6.376744,-6.269755,-1.6442721,-1.5893707,-0.0549014
44,-0.25686076,-0.40901455,"('prejudiced', 'unprejudiced')",-0.47951806,-0.41247517,-0.2319523,-0.35502818,-1.433886,-1.6499473,-0.6005543,-0.7066163,0.106062
83,-0.24962051,-0.25332958,"('powerless', 'powerful')",1.120789,1.0209955,0.24364743,0.11296119,-1.0343689,-1.0809441,0.0201118,-0.0500792,0.070191
74,0.23115149,0.30585325,"('undedicated', 'dedicated')",0.65803313,0.7498049,1.0244839,1.0678604,0.5330994,0.7246709,0.611692,0.7120473,-0.1003553
54,-0.22757307,-0.3050645,"('incapable', 'capable')",1.2463201,1.3728648,0.12847139,0.31477806,1.1442338,1.1056381,0.5728631,0.6220541,-0.049191
46,0.20981476,0.37064365,"('uncompetitive', 'competitive')",0.12105569,0.18040577,2.146658,2.0204165,-0.56945896,-0.55009454,0.4770173,0.5053428,-0.0283255
80,0.2086071,0.07567195,"('dominated', 'dominating')",-0.5393467,-0.74264693,2.1726913,1.8580437,-1.010093,-1.2126892,0.2079647,-0.0054051,0.2133698
85,-0.20585254,-0.1770212,"('insignificant', 'prestigious')",2.2744212,2.2600887,0.013488226,0.20903745,0.5696723,0.5362899,0.6629323,0.7070987,-0.0441664
18,-0.19113517,-0.331713,"('disagreeable', 'welcoming')",-0.16281688,-0.21816628,-0.41725746,-0.37653318,-0.41695076,-0.34741014,-0.29704,-0.3184556,0.0214156
78,-0.1910412,0.18684429,"('nonresilient', 'resilient')",1.0995669,1.3019159,1.7108779,2.0097415,0.16773748,0.34363776,0.6967853,0.9605349,-0.2637496
21,-0.15739612,-0.19001539,"('immoral', 'moral')",0.28715792,0.29065257,0.789607,0.6219631,-0.66762453,-0.86408246,0.0629361,-0.0353705,0.0983066
79,0.1538731,0.26690662,"('wavering', 'unwavering')",0.3927875,0.4413665,-0.97735363,-0.68567437,0.1182345,0.13545948,-0.0781146,0.0395146,-0.1176292
34,-0.13344103,-0.09237862,"('mean', 'honorable')",0.49465156,0.57629967,0.5303317,0.6351787,6.508165,6.4224124,1.8499267,1.885378,-0.0354513
71,0.1326352,0.110051975,"('diffident', 'self-confident')",2.0877678,2.1842744,0.47563556,0.6035959,0.5983737,0.7279085,0.823603,0.9064577,-0.0828547
56,-0.11589545,-0.036841426,"('impractical', 'practical')",0.11369387,0.036835022,0.6072857,0.31234103,0.07246229,-0.01232858,0.1693866,0.0750015,0.0943851
8,-0.100935265,-0.025416926,"('unaffectionate', 'affectionate')",0.8723489,0.93245006,-0.14728862,-0.02176068,0.58119357,0.85089785,0.3013296,0.4340426,-0.132713
12,-0.0929178,0.19747196,"('unsupportive', 'supportive')",1.1746571,1.4261807,1.060645,1.3606907,-1.7569766,-1.329585,0.0963519,0.4136896,-0.3173377
42,-0.05702145,0.0114256255,"('unreliable', 'reliable')",0.8061282,0.7662557,1.5727255,1.4963062,-2.902237,-2.884379,-0.1451012,-0.1525978,0.0074966
13,0.03400544,-0.068204954,"('impolite', 'polite')",-0.24332257,-0.19941647,0.38327193,0.26767984,-0.18176022,-0.2553203,-0.0019514,-0.0638155,0.0618641
7,0.0024787635,0.10143683,"('insensitive', 'sensitive')",-0.0125588775,0.11502029,0.38825533,0.38649553,0.8167364,0.9755613,0.2987279,0.3946285,-0.0959006
