,jefferies_male,jefferies_female,tuple,financial_male,financial_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.0303643,-1.8895546,"('unfriendly', 'friendly')",1.6928753,1.8083872,-0.3096729,-0.069598824,1.7639325,1.9942427,0.2791926,0.4608691,-0.1816765
48,-1.6731012,-1.7902045,"('unintelligent', 'intelligent')",-1.3010013,-1.2662913,-0.6886832,-0.7341377,0.30240184,0.35249764,-0.840096,-0.859534,0.019438
57,-1.5271116,-1.3772966,"('unimaginative', 'imaginative')",-0.49707636,-0.41770178,-0.57078743,-0.5875642,-2.8785415,-2.7045977,-1.3683792,-1.27179,-0.0965892
10,-1.3349876,-1.2653868,"('unsympathetic', 'sympathetic')",-1.4475486,-1.4294244,-0.164369,-0.23581895,-0.23538403,-0.19673283,-0.7955723,-0.7818407,-0.0137316
88,-1.3327641,-1.4890196,"('low', 'eminent')",-1.0031453,-1.1460025,-1.2589705,-1.4218487,0.5230788,0.40038413,-0.7679503,-0.9141217,0.1461714
45,-1.2780458,-1.285771,"('incompetent', 'competent')",-1.0709893,-1.2212497,-0.3870644,-0.51431614,-0.54575735,-0.6045978,-0.8204642,-0.9064837,0.0860195
69,1.1709751,1.2325335,"('lazy', 'industrious')",1.4056418,1.565992,0.6069752,0.9366213,-1.0053834,-0.77523285,0.5445521,0.7399784,-0.1954263
28,-1.1540413,-1.3820274,"('disloyal', 'loyal')",0.40856028,0.16079539,0.18904397,-0.045827925,1.4761806,1.2247235,0.2299359,-0.0105841,0.24052
86,-1.1502033,-1.1613209,"('uninfluential', 'influential')",-0.57319933,-0.64276093,0.1684349,0.1911412,-0.17802295,-0.031217884,-0.4332477,-0.4110397,-0.022208
73,1.1442777,1.2020162,"('helpless', 'self-reliant')",1.5608418,1.5572156,0.33111408,0.30322963,-3.4130962,-3.220555,-0.0942156,-0.0395234,-0.0546922
29,-1.122895,-1.1545657,"('unfair', 'fair')",-0.20867294,-0.16506042,-0.38225317,-0.40679535,-0.7543239,-0.672149,-0.6170363,-0.5996426,-0.0173937
43,-1.1156536,-1.0561744,"('irresponsible', 'responsible')",0.37587047,0.45007682,0.6598721,0.56866944,0.62574124,0.66505086,0.1364575,0.1569057,-0.0204482
31,-1.0932338,-0.9354404,"('evil', 'good')",-0.06927398,0.072105125,-1.7540952,-1.283858,-1.3406317,-1.0093172,-1.0643086,-0.7891276,-0.275181
6,-1.0762783,-0.9780947,"('distant', 'open')",0.42314476,0.59774137,-1.7583711,-1.3106306,0.12902302,0.36397657,-0.5706204,-0.3317518,-0.2388686
3,-1.0110884,-0.8102544,"('repellent', 'pleasant')",-1.0278795,-0.9970062,1.1070095,1.0654281,0.23137985,0.13640353,-0.1751446,-0.1513572,-0.0237874
61,-0.9732886,-1.0132279,"('illogical', 'logical')",1.0812849,1.2305374,0.0641251,0.24283102,0.32378796,0.32415986,0.1239773,0.1960751,-0.0720978
0,-0.96317524,-1.0544612,"('unsociable', 'sociable')",-0.20703661,-0.43905094,0.6093127,0.33284378,-0.4976984,-0.5702578,-0.2646494,-0.4327315,0.1680821
50,0.9184655,0.86229,"('clumsy', 'skillful')",0.66936094,0.7496463,0.44336686,0.48829576,0.2520275,0.25490093,0.5708052,0.5887833,-0.0179781
40,-0.8524471,-0.6694684,"('stingy', 'generous')",1.624182,1.6269997,0.7368819,0.88614774,-1.7434964,-1.5437443,-0.0587199,0.0749837,-0.1337036
24,-0.8484219,-0.97814906,"('dishonest', 'honest')",0.0016353056,-0.011273224,-0.90127575,-0.8951995,0.7758348,0.77786225,-0.2430569,-0.2766899,0.033633
75,0.8388943,0.9363964,"('meek', 'impulsive')",-0.034493633,0.15465978,-0.6595471,-0.48624218,-0.5329219,-0.4695301,-0.0970171,0.033821,-0.1308381
27,-0.82946265,-0.8726955,"('hardhearted', 'softhearted')",-0.76755464,-0.58307195,-0.7530079,-0.49779826,1.0938051,1.287344,-0.314055,-0.1665554,-0.1474996
15,-0.7774328,-0.8551114,"('boring', 'funny')",0.2017972,0.21014825,-1.2182544,-1.2674453,0.31896985,0.20413193,-0.36873,-0.4270691,0.0583391
66,0.76529527,0.77517664,"('inactive', 'active')",1.468498,1.6572337,1.9402668,2.0849907,1.039062,1.1419,1.3032805,1.4148252,-0.1115447
38,-0.75862914,-0.683395,"('untruthful', 'truthful')",0.96313363,1.0732353,-0.6017854,-0.49548644,-0.005161371,0.116433084,-0.1006106,0.0026967,-0.1033073
55,-0.75058556,-0.8519796,"('incompetent', 'clever')",-1.3153921,-1.4439846,0.65772367,0.28008842,-0.09248627,-0.16887681,-0.375185,-0.5461882,0.1710032
14,-0.7432813,-0.9282432,"('antisocial', 'social')",1.3019964,1.0289483,1.531454,1.1405692,-0.6047661,-0.8947569,0.3713507,0.0866294,0.2847213
20,-0.7421768,-0.92923707,"('rough', 'thoughtful')",-0.029468399,-0.066586405,0.94349927,0.73478794,1.0475837,0.9928376,0.3048595,0.1829505,0.121909
11,-0.73569745,-0.788384,"('unhelpful', 'helpful')",-0.26978403,-0.34664553,-0.234942,-0.43659326,2.0584283,2.0068278,0.2045012,0.1088012,0.0957
47,-0.7261978,-0.8570721,"('stupid', 'smart')",0.71568066,0.6510389,0.4285448,0.362813,5.6851263,5.538367,1.5257885,1.4237866,0.1020019
68,-0.72123396,-0.71392137,"('dependent', 'independent')",-1.9303361,-1.716878,-0.1293667,0.07765478,-0.82829285,-0.6149404,-0.9023074,-0.7420213,-0.1602861
62,-0.7066255,-0.58281296,"('incompetent', 'brilliant')",-0.18689926,-0.07667182,0.38895372,0.36970162,0.004586812,0.018349748,-0.1249961,-0.0678584,-0.0571377
49,-0.7032493,-0.8113895,"('unable', 'able')",-1.3366407,-1.2781475,-0.73712367,-0.7548353,-0.30393884,-0.25350532,-0.7702382,-0.7744694,0.0042312
65,-0.6802362,-0.82307464,"('insecure', 'secure')",-0.83113724,-0.90592015,0.82108974,0.523301,-0.20728359,-0.3373865,-0.2243918,-0.3857701,0.1613783
26,-0.6743372,-0.92986906,"('hardhearted', 'benevolent')",1.8858361,1.7347076,0.691158,0.62206626,1.7847438,1.6810546,0.9218502,0.7769898,0.1448604
72,-0.66341233,-0.5675858,"('unambitious', 'ambitious')",0.14282846,0.2490663,0.34176764,0.28845638,-0.8940244,-0.7810317,-0.2682101,-0.2027737,-0.0654364
87,0.6504503,0.50345725,"('unsuccessful', 'successful')",1.2339349,1.0632035,1.5963233,1.3390512,1.0087694,0.7907773,1.1223694,0.9241223,0.1982471
63,-0.6492112,-0.5161379,"('unperceptive', 'insightful')",0.97399795,1.0754843,2.0087752,2.154085,1.043602,1.2119371,0.844291,0.9813421,-0.1370511
39,0.64836055,0.3779036,"('exploitative', 'cooperative')",0.9497047,0.9155053,1.3644025,1.1840447,0.066737704,-0.146485,0.7573013,0.5827422,0.1745591
52,-0.639927,-0.7394259,"('irrational', 'rational')",1.0566747,0.90918326,-1.2113662,-1.115364,0.032992907,-0.0854653,-0.1904064,-0.257768,0.0673616
70,-0.63519865,-0.51242745,"('lethargic', 'energetic')",-0.6292756,-0.5155742,0.7741813,0.73562646,0.7475474,0.71929,0.0643136,0.1067287,-0.0424151
