,medco_male,medco_female,tuple,health_male,health_female,solutions_male,solutions_female,inc_male,inc_female,average_male,average_female,male-female
1,-1.635926,-1.4884338,"('unfriendly', 'friendly')",1.3793089,1.5720338,0.5263265,0.6540698,1.9078143,2.1767716,0.5443809,0.7286103,-0.1842294
57,-1.4794179,-1.4404838,"('unimaginative', 'imaginative')",-0.14231282,-0.12819299,-0.63745296,-0.6726364,-2.547709,-2.3660471,-1.2017232,-1.1518401,-0.0498831
58,-1.4469969,-1.4906754,"('undiscriminating', 'discriminating')",-1.0661972,-1.1000555,-0.39805737,-0.5138873,-0.054180168,-0.10927932,-0.7413579,-0.8034744,0.0621165
8,-1.4240344,-1.4531949,"('unaffectionate', 'affectionate')",0.3130949,0.28512824,-1.2911401,-1.2219645,0.6791209,0.6012239,-0.4307397,-0.4472018,0.0164621
10,-1.4174328,-1.3367404,"('unsympathetic', 'sympathetic')",-0.30393696,-0.22973567,-0.15163146,-0.23410639,-0.4817117,-0.36009634,-0.5886782,-0.5401697,-0.0485085
53,-1.406758,-1.2858493,"('uncreative', 'creative')",-0.46110445,-0.3881336,-0.3180356,-0.20702839,0.95126367,1.1969054,-0.3086586,-0.1710265,-0.1376321
86,-1.3600419,-1.28694,"('uninfluential', 'influential')",-0.009313252,0.06853101,-0.548006,-0.59231836,-0.14295644,-0.038743727,-0.5150794,-0.4623678,-0.0527116
69,1.3284009,1.3194438,"('lazy', 'industrious')",0.8640052,0.87337244,1.4399109,1.397417,-0.09163986,-0.109726876,0.8851693,0.8701266,0.0150427
23,-1.2804953,-1.2801374,"('insincere', 'sincere')",0.14786421,0.21777844,1.1235176,1.0892725,5.0614276,5.0697494,1.2630786,1.2741657,-0.0110871
82,-1.2110547,-1.1989591,"('poor', 'rich')",-0.6544615,-0.7262324,-0.6363215,-0.63622046,5.5890894,5.59872,0.7718129,0.7593271,0.0124858
45,-1.108377,-1.0547746,"('incompetent', 'competent')",0.0067466646,0.063632905,0.35662907,0.29326493,-0.5871415,-0.51272464,-0.3330357,-0.3026504,-0.0303853
39,1.0668888,1.0897745,"('exploitative', 'cooperative')",0.31695274,0.3020113,1.4822868,1.3942225,0.12888567,0.13171142,0.7487535,0.72943,0.0193235
65,-1.0323687,-1.0760348,"('insecure', 'secure')",-1.203641,-1.1771847,-0.0679735,-0.14034705,-0.51557577,-0.4497606,-0.7048898,-0.7108318,0.005942
42,0.9838811,0.95316297,"('unreliable', 'reliable')",2.0413601,1.9968497,0.9146126,0.82666224,-2.9039395,-2.723873,0.2589786,0.2632005,-0.0042219
28,-0.9742567,-0.9157835,"('disloyal', 'loyal')",0.1102173,0.1715487,0.01691336,0.06845821,1.002154,1.0872016,0.038757,0.1028562,-0.0640992
7,-0.96630585,-0.9122701,"('insensitive', 'sensitive')",-0.18835707,-0.17334664,0.5378906,0.41180104,0.43228695,0.5449129,-0.0461214,-0.0322257,-0.0138957
43,-0.83250797,-0.8692636,"('irresponsible', 'responsible')",1.3944317,1.4712315,0.18748097,0.09747997,0.14875521,0.22721267,0.22454,0.2316651,-0.0071251
55,-0.8303872,-0.8270677,"('incompetent', 'clever')",-1.17006,-1.1527652,-0.13182136,-0.24460104,-0.36160922,-0.29430386,-0.6234695,-0.6296844,0.0062149
0,-0.8260062,-0.7338871,"('unsociable', 'sociable')",0.2339615,0.2998953,0.43678945,0.37548703,-0.6543897,-0.55313367,-0.2024112,-0.1529096,-0.0495016
73,0.81926095,0.7603089,"('helpless', 'self-reliant')",1.1824013,1.1327899,-0.13940558,-0.10683281,-3.0475316,-2.9671843,-0.2963187,-0.2952296,-0.0010891
63,-0.8168019,-0.8364597,"('unperceptive', 'insightful')",0.8925128,0.84715825,2.0169084,1.9681457,0.9850082,1.0468545,0.7694069,0.7564247,0.0129822
70,-0.8086564,-0.8686191,"('lethargic', 'energetic')",0.23629676,0.12379944,0.7465955,0.5235568,0.48985553,0.4217487,0.1660229,0.0501215,0.1159014
54,-0.8039274,-0.817836,"('incapable', 'capable')",0.58260953,0.5843141,0.29611835,0.30622613,1.0702949,1.059733,0.2862738,0.2831093,0.0031645
20,-0.79764754,-0.8368692,"('rough', 'thoughtful')",-0.49836296,-0.5578641,0.37096456,0.36575675,0.8042966,0.8279268,-0.0301873,-0.0502624,0.0200751
9,-0.76251805,-0.64947724,"('unaffectionate', 'caring')",1.4152913,1.4744011,0.6543755,0.68523115,1.2745576,1.3739995,0.6454266,0.7210386,-0.075612
27,-0.73528314,-0.82883954,"('hardhearted', 'softhearted')",0.632211,0.60861456,0.74082416,0.6575259,1.6150929,1.6046945,0.5632112,0.5104989,0.0527123
61,-0.7302904,-0.72807574,"('illogical', 'logical')",-0.32224047,-0.20834586,0.77998674,0.8044812,0.015729528,0.069603376,-0.0642037,-0.0155843,-0.0486194
2,0.7286818,0.73055583,"('unlikable', 'likable')",1.1864048,1.2816218,1.5280583,1.4624188,1.0029331,1.0465065,1.1115195,1.1302757,-0.0187562
88,-0.7123796,-0.78198683,"('low', 'eminent')",-0.11274589,-0.10185906,0.43763098,0.38412005,0.20341751,0.28255638,-0.0460192,-0.0542924,0.0082732
81,-0.7012703,-0.65976083,"('submissive', 'aggressive')",0.1209756,0.21112221,0.47607538,0.41068316,-0.8609878,-0.7665829,-0.2413018,-0.2011346,-0.0401672
68,-0.6859269,-0.6971662,"('dependent', 'independent')",-1.1679703,-1.1893363,-0.10097587,-0.09642933,-0.63048327,-0.5355876,-0.6463391,-0.6296299,-0.0167092
14,-0.6810885,-0.6664249,"('antisocial', 'social')",-0.08310357,-0.02705501,0.06364601,0.07542561,-1.1642427,-1.1514221,-0.4661972,-0.4423691,-0.0238281
25,-0.6480696,-0.49058953,"('egoistic', 'altruistic')",0.23515287,0.367345,0.73896444,0.82908666,1.4662429,1.6137725,0.4480726,0.5799037,-0.1318311
48,-0.6459601,-0.63767296,"('unintelligent', 'intelligent')",0.13160607,0.22479424,-0.49583223,-0.47582012,0.392219,0.53787804,-0.1544918,-0.0877052,-0.0667866
12,0.6371021,0.65283525,"('unsupportive', 'supportive')",3.0592637,3.1012948,1.9878488,1.922858,-1.3126636,-1.1609887,1.0928878,1.1289997,-0.0361119
26,-0.62634987,-0.5644647,"('hardhearted', 'benevolent')",1.3635281,1.4370532,1.0472385,1.089179,1.8274838,1.7910765,0.9029751,0.938211,-0.0352359
71,0.6078354,0.6783854,"('diffident', 'self-confident')",2.7179852,2.7558064,1.9376271,1.9036736,0.8217179,0.7885091,1.5212914,1.5315936,-0.0103022
33,0.585036,0.5544602,"('wrong', 'right')",0.9500423,1.0001466,1.2869327,1.2168726,-0.29288673,-0.3101739,0.6322811,0.6153264,0.0169547
52,-0.5734023,-0.6366072,"('irrational', 'rational')",0.34243935,0.26331192,0.0012809336,-0.049929872,0.11254815,0.068486065,-0.0292835,-0.0886848,0.0594013
46,-0.567538,-0.5094089,"('uncompetitive', 'competitive')",0.035743877,0.06415801,0.58798975,0.50670654,-0.6832259,-0.6009414,-0.1567576,-0.1348714,-0.0218862
67,0.5453743,0.46191487,"('doubtful', 'determined')",-0.02139452,-0.041824464,0.6238454,0.53558797,-0.7435302,-0.7749655,0.1010738,0.0451782,0.0558956
41,-0.5422313,-0.48191124,"('unforgiving', 'forgiving')",0.7358581,0.8205555,0.8193415,0.89249176,0.48349106,0.604479,0.3741148,0.4589038,-0.084789
22,-0.54214203,-0.60091114,"('untrustworthy', 'trustworthy')",0.4162605,0.40018547,0.74204135,0.6044254,-0.8751132,-0.83550966,-0.0647383,-0.1079525,0.0432142
49,-0.5298761,-0.4943104,"('unable', 'able')",-0.24894948,-0.22639905,0.20292246,0.2427772,-0.2969546,-0.19148085,-0.2182144,-0.1673533,-0.0508611
72,-0.5281702,-0.50820994,"('unambitious', 'ambitious')",0.32657367,0.40058368,-1.0066879,-0.96661776,-1.4344211,-1.3602139,-0.6606764,-0.6086144,-0.052062
18,-0.5234113,-0.45149755,"('disagreeable', 'welcoming')",-0.19446103,-0.15082702,0.26535904,0.3178119,-0.2832947,-0.040672734,-0.183952,-0.0812964,-0.1026556
21,-0.516707,-0.516224,"('immoral', 'moral')",1.1211568,1.1956276,0.8380813,0.7365584,-0.7410751,-0.631539,0.175364,0.1961057,-0.0207417
87,0.5048308,0.49199948,"('unsuccessful', 'successful')",0.2151268,0.14417098,0.8921529,0.78306186,0.44435835,0.3451983,0.5141172,0.4411077,0.0730095
3,-0.5048302,-0.32982245,"('repellent', 'pleasant')",-1.3690859,-1.2831753,0.015243404,0.09349993,-0.14266883,0.06151952,-0.5003354,-0.3644946,-0.1358408
62,-0.4915556,-0.4374246,"('incompetent', 'brilliant')",-0.059554487,0.033597715,0.81994796,0.78263223,-0.44516134,-0.29848295,-0.0440809,0.0200806,-0.0641615
76,-0.47768536,-0.48305997,"('anxious', 'daring')",-0.68963146,-0.7688167,-0.19510357,-0.33851546,-0.060340445,-0.09319855,-0.3556902,-0.4208977,0.0652075
77,-0.47496223,-0.3316631,"('unmotivated', 'motivated')",-0.3783983,-0.1540214,0.678451,0.76114136,-1.3753953,-1.2198007,-0.3875762,-0.236086,-0.1514902
