,medco_male,medco_female,tuple,health_male,health_female,solutions_male,solutions_female,inc_male,inc_female,average_male,average_female,male-female
84,0.46754175,0.45995927,"('inferior', 'superior')",0.92223936,0.9549147,0.5317003,0.47240147,0.8674418,0.92804223,0.6972308,0.7038294,-0.0065986
51,-0.44709754,-0.42082173,"('uneducated', 'educated')",0.13894013,0.15992561,0.44224873,0.4184215,0.44476247,0.53186655,0.1447134,0.172348,-0.0276346
78,-0.44262165,-0.4067843,"('nonresilient', 'resilient')",1.4203143,1.3908278,1.776773,1.6777833,0.3511682,0.34206483,0.7764084,0.7509729,0.0254355
44,0.39881125,0.30874905,"('prejudiced', 'unprejudiced')",-0.48735744,-0.5743362,0.02078861,-0.037657574,-1.349352,-1.4530641,-0.3542774,-0.4390772,0.0847998
37,-0.398159,-0.50271183,"('fake', 'genuine')",0.39967442,0.310026,0.39880404,0.23870619,0.21691737,0.17440662,0.1543092,0.0551067,0.0992025
36,-0.39769983,-0.4299245,"('hostile', 'amicable')",-0.049185645,-0.040742327,-0.6309029,-0.5865885,0.7743407,0.68704486,-0.0758619,-0.0925526,0.0166907
47,-0.37580425,-0.5008981,"('stupid', 'smart')",1.515634,1.4358519,0.9886431,0.81038857,5.445824,5.240636,1.8935742,1.7464945,0.1470797
66,-0.370736,-0.39935112,"('inactive', 'active')",-0.25689986,-0.32800782,0.11816813,0.11861494,1.1413685,1.0141572,0.1579752,0.1013533,0.0566219
50,0.34819353,0.23951459,"('clumsy', 'skillful')",0.9549916,0.79937756,0.75986975,0.7764375,0.30328393,0.35869345,0.5915847,0.5435058,0.0480789
24,-0.3325978,-0.28953764,"('dishonest', 'honest')",0.68677235,0.80860484,-0.8552235,-0.8718564,0.5482783,0.702551,0.0118073,0.0874404,-0.0756331
11,-0.31723312,-0.37358627,"('unhelpful', 'helpful')",0.08417614,0.076210946,1.6616039,1.6648811,1.8535904,1.9359587,0.8205343,0.8258661,-0.0053318
38,-0.31677064,-0.35577407,"('untruthful', 'truthful')",0.9857434,0.98496324,0.48152328,0.5527301,0.3147394,0.43264544,0.3663089,0.4036412,-0.0373323
32,0.3043812,0.34238836,"('unkind', 'kind')",2.0077984,2.0302362,1.0280763,0.9924155,1.2152723,1.2588875,1.138882,1.1559819,-0.0170999
83,-0.29467046,-0.3241722,"('powerless', 'powerful')",-0.032549694,-0.09273687,-0.5088525,-0.4636392,-1.1358546,-1.2039677,-0.4929818,-0.521129,0.0281472
4,0.2799762,0.27234614,"('disliked', 'liked')",1.0906174,1.0138894,0.28789604,0.356249,-5.393957,-5.322802,-0.9338669,-0.9200794,-0.0137875
64,0.27195576,0.3056596,"('shy', 'confident')",0.15847668,0.22750373,0.48001736,0.4614492,-6.082438,-5.9548774,-1.292997,-1.2400662,-0.0529308
59,0.25597498,0.13537611,"('foolish', 'wise')",1.9481933,1.8224214,0.9434134,0.9267501,0.61634475,0.59633,0.9409816,0.8702194,0.0707622
80,0.23198076,0.2954592,"('dominated', 'dominating')",-0.6297469,-0.6988568,0.69355166,0.54479814,-1.5405325,-1.6914026,-0.3111867,-0.3875005,0.0763138
35,0.23072793,0.17794602,"('corrupt', 'incorrupt')",-0.60096204,-0.58623046,-0.105123416,-0.08551887,0.32980034,0.21315292,-0.0363893,-0.0701626,0.0337733
40,0.22269455,0.2460752,"('stingy', 'generous')",0.98346233,0.94381243,0.18102407,0.06860377,-1.4042292,-1.3075898,-0.0042621,-0.0122746,0.0080125
6,-0.20645127,-0.15061644,"('distant', 'open')",0.85481083,0.8688084,0.036378443,0.09813084,0.54175377,0.56872696,0.3066229,0.3462625,-0.0396396
74,0.19980678,0.1399107,"('undedicated', 'dedicated')",0.85492,0.9096838,0.7286341,0.6713635,0.36285517,0.35003266,0.536554,0.5177476,0.0188064
13,0.1896969,0.26699156,"('impolite', 'polite')",0.5517326,0.6504935,1.0962695,1.0209486,-0.15802704,-0.062484443,0.419918,0.4689873,-0.0490693
75,0.17504948,0.13914394,"('meek', 'impulsive')",0.0027440116,-0.02326952,-1.0603716,-0.99181724,-0.37019074,-0.4516081,-0.3131922,-0.3318877,0.0186955
60,-0.15363254,-0.05442516,"('inefficient', 'efficient')",-0.106631994,0.03631776,0.91396487,0.91355675,-0.20119604,-0.025939425,0.1131261,0.2173775,-0.1042514
85,0.15176356,0.16077971,"('insignificant', 'prestigious')",1.90204,1.8488773,0.52024174,0.53729326,1.0826648,1.1016473,0.9141775,0.9121493,0.0020282
30,-0.13225134,-0.14813468,"('intolerant', 'tolerant')",0.3394611,0.32403347,1.2886869,1.199949,0.94450057,1.0197376,0.6100993,0.5988964,0.0112029
17,0.12744121,0.111134045,"('nasty', 'nice')",-0.21745265,-0.09735797,-0.25263456,-0.19690546,-0.5864765,-0.55242217,-0.2322806,-0.1838879,-0.0483927
15,-0.12684013,-0.17478551,"('boring', 'funny')",0.54264057,0.5765132,0.2147255,0.15619098,0.3122579,0.32905492,0.235696,0.2217434,0.0139526
19,-0.094989315,-0.062265657,"('inhospitable', 'hospitable')",0.47863325,0.50453746,-0.16092977,-0.08333532,0.29371655,0.41020417,0.1291077,0.1922852,-0.0631775
16,-0.07185045,-0.08116767,"('unpopular', 'popular')",-0.067077756,-0.1874566,0.25581977,0.29065686,0.42698056,0.44370562,0.135968,0.1164346,0.0195334
56,-0.0691691,-0.1003145,"('impractical', 'practical')",1.1156814,1.2631412,-0.084236205,-0.08252356,-0.4460082,-0.43945718,0.129067,0.1602115,-0.0311445
31,0.068917006,0.1719139,"('evil', 'good')",-0.33383292,-0.22646806,-0.43300033,-0.23701644,-0.6812888,-0.5218985,-0.3448012,-0.2033673,-0.1414339
34,-0.06621717,-0.11130063,"('mean', 'honorable')",0.8351657,0.8166887,0.15865444,0.11175802,6.0138206,5.937654,1.7353559,1.6887,0.0466559
5,0.048075303,0.11271289,"('distant', 'outgoing')",0.6324541,0.7092842,0.096679874,0.17552291,-0.041198716,0.044239677,0.1840026,0.2604399,-0.0764373
29,0.03996015,0.064920604,"('unfair', 'fair')",-0.10120404,-0.016173039,-0.35966015,-0.30795202,-0.64150804,-0.5529095,-0.265603,-0.2030285,-0.0625745
79,0.01773705,-0.09324699,"('wavering', 'unwavering')",0.63028514,0.51649183,-1.0297517,-1.0026106,0.17205012,0.089978576,-0.0524198,-0.1223468,0.069927
