,travelers_male,travelers_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,male-female
33,1.3277515,1.1083905,"('wrong', 'right')",-0.74218565,-0.6346037,-0.5486438,-0.69856846,0.0123073,-0.0749272,0.0872345
42,1.2707354,1.3453876,"('unreliable', 'reliable')",1.4132875,1.4981194,-2.3838649,-2.2118843,0.1000527,0.2105409,-0.1104882
44,-1.2166648,-1.2500463,"('prejudiced', 'unprejudiced')",-0.49082989,-0.5315496,-1.1682843,-1.1675985,-0.9585931,-0.9830648,0.0244717
39,1.1678852,1.1564261,"('exploitative', 'cooperative')",1.049007,1.0261066,0.2494394,0.31519228,0.8221106,0.832575,-0.0104644
35,-1.1255383,-1.6864336,"('corrupt', 'incorrupt')",-2.1825762,-2.2806892,-0.09685607,-0.40453908,-1.1349902,-1.4572206,0.3222304
23,1.1244396,1.3706992,"('insincere', 'sincere')",0.63263017,0.85959566,6.0342364,6.0433817,2.5971022,2.757892,-0.1607898
40,1.1237292,1.0386429,"('stingy', 'generous')",0.7674934,0.8003335,-1.4704823,-1.5532465,0.1402468,0.0952433,0.0450035
75,-1.0726596,-1.1934439,"('meek', 'impulsive')",-0.7927454,-0.8512539,-0.41093233,-0.46331796,-0.7587791,-0.8360052,0.0772261
74,1.0427735,1.088445,"('undedicated', 'dedicated')",1.5337931,1.5205518,0.4441712,0.4736164,1.0069126,1.0275377,-0.0206251
72,1.0403672,1.256952,"('unambitious', 'ambitious')",-0.09586244,0.06757571,-0.6912813,-0.66774684,0.0844078,0.218927,-0.1345192
65,0.98296803,1.4062741,"('insecure', 'secure')",1.1263994,1.2349129,-0.021419037,0.17791921,0.6959828,0.939702,-0.2437192
11,0.9692587,1.2124959,"('unhelpful', 'helpful')",1.92607,2.0393078,2.1250672,2.3304942,1.6734654,1.8607661,-0.1873007
24,0.9389008,0.9657112,"('dishonest', 'honest')",-0.12607282,0.08263031,0.9677953,0.97706527,0.5935411,0.6751356,-0.0815945
1,0.9385988,0.6782909,"('unfriendly', 'friendly')",-1.0611805,-0.91265476,1.740196,1.5979898,0.5392048,0.454542,0.0846628
73,0.9252556,0.7778132,"('helpless', 'self-reliant')",0.37375152,0.35092136,-3.4352574,-3.4396462,-0.7120834,-0.7703039,0.0582205
66,-0.91824543,-1.327724,"('inactive', 'active')",0.18135351,-0.121523686,1.4283041,1.242994,0.2304707,-0.0687513,0.299222
79,-0.91249883,-1.2967546,"('wavering', 'unwavering')",-1.5670558,-1.7190783,0.09518698,-0.08287917,-0.7947892,-1.032904,0.2381148
26,0.9057441,0.6431001,"('hardhearted', 'benevolent')",0.9687779,0.95715135,1.7445221,1.6837022,1.206348,1.0946512,0.1116968
6,-0.9029064,-1.4992989,"('distant', 'open')",-2.1007206,-2.1450963,0.71413606,0.5360354,-0.7631636,-1.0361199,0.2729563
70,0.89667386,1.1358184,"('lethargic', 'energetic')",1.6923097,1.6978525,0.64500993,0.7821531,1.0779978,1.2052747,-0.1272769
63,0.8938362,1.1914128,"('unperceptive', 'insightful')",1.9727882,2.070628,0.984541,1.2132937,1.2837218,1.4917781,-0.2080563
48,0.8526655,1.0866317,"('unintelligent', 'intelligent')",-0.22940901,-0.16384849,0.08846186,0.180473,0.2372394,0.367752,-0.1305126
50,-0.84652525,-0.9337961,"('clumsy', 'skillful')",-0.6976413,-0.7518112,0.21372199,0.18591778,-0.4434815,-0.4998965,0.056415
21,0.84568495,1.0426835,"('immoral', 'moral')",1.8282701,1.9397248,-0.7392035,-0.6137421,0.6449172,0.7895554,-0.1446382
55,0.83033496,1.3757437,"('incompetent', 'clever')",2.0467036,2.0950358,-0.087676786,0.08049115,0.9297872,1.1837568,-0.2539696
28,0.81271577,0.8392326,"('disloyal', 'loyal')",0.17446837,0.117651224,1.2294866,1.1622155,0.7388903,0.7063665,0.0325238
25,0.81060755,0.4636096,"('egoistic', 'altruistic')",0.14446986,-0.034492694,1.301523,1.095515,0.7522001,0.5082107,0.2439894
76,0.776667,1.193302,"('anxious', 'daring')",1.9493057,1.9956543,0.29131156,0.4840026,1.0057614,1.2243196,-0.2185582
77,0.7763614,0.95114386,"('unmotivated', 'motivated')",0.96654403,0.82612914,-1.1780763,-1.0630088,0.1882764,0.2380881,-0.0498117
41,0.7681888,0.8628889,"('unforgiving', 'forgiving')",0.06630692,0.30877236,0.16042744,0.17044482,0.331641,0.4473687,-0.1157277
78,0.7621632,0.9502386,"('nonresilient', 'resilient')",1.555802,1.4753805,0.09208189,0.19812883,0.803349,0.8745827,-0.0712337
32,0.7400094,0.7571289,"('unkind', 'kind')",1.0447627,1.2286996,1.1958096,1.2852955,0.9935273,1.0903746,-0.0968473
80,0.6897613,1.0581914,"('dominated', 'dominating')",2.2659194,2.1643617,-1.0551668,-1.0242318,0.6335047,0.7327738,-0.0992691
46,0.6767214,1.2660534,"('uncompetitive', 'competitive')",2.8519995,2.8967695,-0.6151743,-0.37397212,0.9711822,1.2629502,-0.291768
85,-0.6358557,-1.3093553,"('insignificant', 'prestigious')",-1.0880281,-1.4053118,0.47695398,0.2797346,-0.4156433,-0.8116442,0.3960009
82,-0.6293924,-0.34248936,"('poor', 'rich')",0.39639363,0.4582314,6.412868,6.4167867,2.0599564,2.1775096,-0.1175532
5,-0.6203566,-1.1455812,"('distant', 'outgoing')",-1.3924305,-1.4601114,-0.09635757,-0.20447682,-0.7030482,-0.9367232,0.233675
62,0.61101925,1.0667626,"('incompetent', 'brilliant')",1.9438637,2.0791957,-0.14944719,0.051388666,0.8018119,1.0657824,-0.2639705
54,-0.58696187,-0.7625,"('incapable', 'capable')",-0.93904173,-0.87353766,0.96650827,0.98895246,-0.1864984,-0.215695,0.0291966
81,0.57946306,1.042902,"('submissive', 'aggressive')",2.067287,2.0178227,-0.56650865,-0.35577172,0.6934137,0.901651,-0.2082373
64,0.5763875,0.68289083,"('shy', 'confident')",1.5365779,1.462673,-6.7306724,-6.4487023,-1.5392356,-1.4343796,-0.104856
86,0.5671753,0.6780684,"('uninfluential', 'influential')",0.9314002,0.84003687,0.18714938,0.1983723,0.5619083,0.5721592,-0.0102509
53,-0.5360774,-0.5053412,"('uncreative', 'creative')",-0.15991925,-0.22593926,1.0040842,0.9525906,0.1026959,0.07377,0.0289259
38,0.48965052,0.5151012,"('untruthful', 'truthful')",0.13104735,0.27617124,0.063809276,0.09754112,0.228169,0.2962712,-0.0681022
4,-0.48952886,-0.6830533,"('disliked', 'liked')",-0.36388725,-0.32210374,-6.7305045,-6.6596737,-2.5279735,-2.5549436,0.0269701
59,-0.47454366,-0.8316679,"('foolish', 'wise')",-1.1780583,-1.2150699,0.30254042,0.08187685,-0.4500205,-0.6549536,0.2049331
69,-0.44637248,-0.94613254,"('lazy', 'industrious')",-0.22843148,-0.41797137,-0.54014677,-0.6499043,-0.4049836,-0.6713361,0.2663525
67,-0.35924152,-0.30743766,"('doubtful', 'determined')",-0.13193469,-0.16195205,-0.81921816,-0.78001827,-0.4367981,-0.4164693,-0.0203288
18,-0.32717162,-0.3614614,"('disagreeable', 'welcoming')",-0.4941024,-0.39621112,-0.3144128,-0.3998135,-0.3785623,-0.3858287,0.0072664
17,-0.32346246,-0.45888543,"('nasty', 'nice')",-0.6459695,-0.58454615,-0.41341075,-0.41191354,-0.4609476,-0.485115,0.0241674
51,-0.32102197,-0.0042161494,"('uneducated', 'educated')",0.9163086,0.8445405,0.078541525,0.12919861,0.2246094,0.3231743,-0.0985649
27,0.28238,0.08022794,"('hardhearted', 'softhearted')",1.0710832,1.1699332,1.470131,1.2421424,0.941198,0.8307679,0.1104301
29,0.22606684,0.08653463,"('unfair', 'fair')",-1.5416429,-1.3842443,-0.32598975,-0.40235606,-0.5471886,-0.5666886,0.0195
88,-0.19146946,-0.2092601,"('low', 'eminent')",0.32202858,0.2275843,-0.027797777,-0.03941901,0.0342538,-0.0070316,0.0412854
2,0.16337095,0.0013059229,"('unlikable', 'likable')",0.6582667,0.5583902,0.50852567,0.46674713,0.4433878,0.3421477,0.1012401
16,-0.1485413,-0.40751186,"('unpopular', 'popular')",-1.0316719,-1.1214259,0.69840115,0.5964755,-0.160604,-0.3108207,0.1502167
15,-0.14834066,-0.27142733,"('boring', 'funny')",-0.97305745,-0.9481848,0.021458566,-0.004694421,-0.3666465,-0.4081022,0.0414557
20,-0.1440998,-0.04854586,"('rough', 'thoughtful')",0.106809616,0.22140649,1.0052371,0.98199713,0.322649,0.3849526,-0.0623036
61,0.12604913,0.21669029,"('illogical', 'logical')",-0.24074502,-0.30333504,0.2928297,0.23356183,0.0593779,0.0489724,0.0104055
34,-0.12599489,-0.09676158,"('mean', 'honorable')",0.8541764,0.9210703,6.224576,6.2227497,2.3175858,2.3490195,-0.0314337
37,-0.12092638,-0.054281175,"('fake', 'genuine')",0.09040901,0.20115668,0.44723183,0.48127073,0.1389048,0.2093821,-0.0704773
47,0.10664779,0.087174326,"('stupid', 'smart')",0.96196055,0.9271031,5.883333,5.8166933,2.3173138,2.2769903,0.0403235
8,0.10139773,-0.19395477,"('unaffectionate', 'affectionate')",-1.1099931,-1.1397048,0.78383684,0.5635961,-0.0749195,-0.2566878,0.1817683
45,0.06915733,0.39776573,"('incompetent', 'competent')",1.6910592,1.9001164,-0.10317598,-0.033480324,0.5523469,0.7548006,-0.2024537
22,0.067454346,0.20590174,"('untrustworthy', 'trustworthy')",1.0473269,1.1847792,-0.74219626,-0.6354718,0.124195,0.2517364,-0.1275414
57,-0.0621401,0.19858164,"('unimaginative', 'imaginative')",0.23865534,0.23953846,-3.1195416,-3.0141943,-0.9810088,-0.8586914,-0.1223174
83,-0.060508586,-0.013960622,"('powerless', 'powerful')",-0.009082526,-0.09256428,-0.86111003,-0.82325876,-0.3102337,-0.3099279,-0.0003058
84,-0.053877156,-0.0024756258,"('inferior', 'superior')",-0.7031347,-0.7265295,0.40668088,0.3752349,-0.116777,-0.1179234,0.0011464
58,0.03497334,0.0010965336,"('undiscriminating', 'discriminating')",0.7286932,0.6769473,0.1048194,0.12348992,0.2894953,0.2671779,0.0223174
87,0.025830362,0.08895318,"('unsuccessful', 'successful')",2.082667,1.9852095,0.5441354,0.59441304,0.8842109,0.8895253,-0.0053144
3,-0.005016949,0.15042852,"('repellent', 'pleasant')",1.2941828,1.1996562,0.48014402,0.5051979,0.58977,0.6184276,-0.0286576
