,boston_male,boston_female,tuple,properties_male,properties_female,inc_male,inc_female,average_male,average_female,male-female
33,0.2851559,0.21217944,"('wrong', 'right')",0.49329638,0.42651474,-0.51058674,-0.41485384,0.0892885,0.0746134,0.0146751
67,-0.2835659,-0.31405863,"('doubtful', 'determined')",0.5264092,0.4534045,-0.48685735,-0.5219186,-0.081338,-0.1275242,0.0461862
41,0.25652048,0.75408274,"('unforgiving', 'forgiving')",-0.16234167,0.012269589,0.0025718259,-0.034968883,0.0322502,0.2437945,-0.2115443
27,0.2469586,0.21763088,"('hardhearted', 'softhearted')",0.31255448,0.3701478,1.5648172,1.7834291,0.7081101,0.7904026,-0.0822925
88,-0.21767259,-0.06673409,"('low', 'eminent')",-0.84141713,-0.93560207,-0.04718625,0.09177758,-0.3687586,-0.3035195,-0.0652391
2,0.21586087,0.3845069,"('unlikable', 'likable')",1.0345794,1.0431416,0.6197928,0.72071105,0.623411,0.7161198,-0.0927088
11,0.21452256,0.16246016,"('unhelpful', 'helpful')",0.38525835,0.48086664,1.9094192,1.961545,0.8364,0.8682906,-0.0318906
52,-0.21417782,-0.24389964,"('irrational', 'rational')",0.022220492,-0.08969144,0.062719144,0.18757106,-0.0430794,-0.0486733,0.0055939
5,-0.20568462,-0.22629452,"('distant', 'outgoing')",-0.0836168,-0.21414109,-0.2047328,-0.1281046,-0.1646781,-0.1895134,0.0248353
83,0.19489974,-0.08819823,"('powerless', 'powerful')",1.3102044,1.1495075,-0.77934974,-0.9440832,0.2419181,0.0390754,0.2028427
1,0.18306461,0.34792757,"('unfriendly', 'friendly')",0.14603317,0.18835996,1.8599625,2.1033635,0.7296867,0.8798837,-0.150197
47,-0.17958495,-0.15135506,"('stupid', 'smart')",0.57794654,0.6543834,5.693238,5.65166,2.0305332,2.0515628,-0.0210296
20,0.16270868,0.05124135,"('rough', 'thoughtful')",-0.33785105,-0.27464622,1.1134403,1.3359311,0.312766,0.3708421,-0.0580761
59,0.15788257,-0.09299677,"('foolish', 'wise')",0.488863,0.3583907,0.34951246,0.4698813,0.332086,0.2450917,0.0869943
0,-0.15329567,-0.22409597,"('unsociable', 'sociable')",-0.0444438,-0.07886806,-0.537266,-0.6215553,-0.2450018,-0.3081731,0.0631713
82,-0.14643395,-0.22584844,"('poor', 'rich')",-0.16598426,-0.3042684,5.6967106,5.6178913,1.7947642,1.6959248,0.0988394
85,0.13345282,0.05798543,"('insignificant', 'prestigious')",1.2742763,1.1344993,0.7792581,1.0590227,0.7289957,0.7505024,-0.0215067
14,0.13271128,0.1152708,"('antisocial', 'social')",1.075591,1.1791638,-0.8404975,-0.94255805,0.1226016,0.1172922,0.0053094
54,0.13049074,0.042693608,"('incapable', 'capable')",0.19332913,0.1288579,0.9912739,1.1442807,0.4383646,0.4386107,-0.0002461
19,-0.12371756,-0.056085218,"('inhospitable', 'hospitable')",-0.7564034,-0.74489385,-0.21949013,-0.042345732,-0.366537,-0.2811083,-0.0854287
21,0.11186275,0.24373302,"('immoral', 'moral')",0.83985823,0.873257,-0.8095045,-0.75585604,0.0474055,0.120378,-0.0729725
53,-0.106619775,-0.24535093,"('uncreative', 'creative')",0.882596,0.6038568,0.886343,1.0560477,0.5541064,0.4715178,0.0825886
6,-0.105579205,0.007128291,"('distant', 'open')",-0.47443312,-0.559128,0.5832124,0.6343133,0.0010667,0.0274379,-0.0263712
3,-0.10354785,0.008575346,"('repellent', 'pleasant')",-0.065932736,0.049571697,0.22837476,0.240899,0.0196314,0.099682,-0.0800506
55,0.08120177,0.19707799,"('incompetent', 'clever')",-0.36809003,-0.3432174,-0.107758254,-0.18913594,-0.1315488,-0.1117585,-0.0197903
68,-0.07938184,-0.20210768,"('dependent', 'independent')",-1.6511745,-1.8001328,-0.5933495,-0.6274532,-0.7746353,-0.8765645,0.1019292
45,-0.07486518,0.45671767,"('incompetent', 'competent')",-0.6428465,-0.3870005,-0.63611794,-0.47909915,-0.4512765,-0.1364607,-0.3148158
37,-0.07362276,-0.045619346,"('fake', 'genuine')",0.14410248,0.21682149,0.56238353,0.6384602,0.2109544,0.2698874,-0.058933
46,-0.068921655,-0.06793062,"('uncompetitive', 'competitive')",0.45527485,0.43184084,-0.80185294,-0.83611727,-0.1384999,-0.1574023,0.0189024
86,-0.019145891,0.13583714,"('uninfluential', 'influential')",-0.69905233,-0.7855876,-0.41624108,-0.51542085,-0.3781464,-0.3883905,0.0102441
