,boston_male,boston_female,tuple,properties_male,properties_female,inc_male,inc_female,average_male,average_female,male-female
39,2.7710598,2.5584667,"('exploitative', 'cooperative')",0.72430414,0.71920764,0.2864529,0.3187558,1.2606057,1.19881,0.0617957
24,1.8471619,1.9264868,"('dishonest', 'honest')",-0.23399848,-0.14562616,0.73858756,0.7436979,0.783917,0.8415195,-0.0576025
73,1.7513267,1.537761,"('helpless', 'self-reliant')",0.66540307,0.60986716,-3.1072643,-2.965993,-0.2301782,-0.2727883,0.0426101
71,1.618965,1.480045,"('diffident', 'self-confident')",1.8797928,1.9370642,0.7503026,0.7232707,1.4163535,1.3801266,0.0362269
74,1.4877753,1.6162636,"('undedicated', 'dedicated')",-0.64530987,-0.62521356,-0.029263219,-0.02875495,0.2710674,0.320765,-0.0496976
76,1.469979,1.5253228,"('anxious', 'daring')",1.3132524,1.3077096,0.49971175,0.45550796,1.0943144,1.0961801,-0.0018657
42,1.3774441,1.4792234,"('unreliable', 'reliable')",0.9132129,0.89182895,-2.7331653,-2.644888,-0.1475027,-0.0912786,-0.0562241
13,1.2734737,1.3430378,"('impolite', 'polite')",-0.15593348,-0.01442837,-0.35223675,-0.3602478,0.2551012,0.3227872,-0.067686
61,1.2267796,1.2706202,"('illogical', 'logical')",-0.07034346,-0.11109028,0.3030165,0.3245272,0.4864842,0.4946857,-0.0082015
78,-1.1563755,-1.0971907,"('nonresilient', 'resilient')",0.9512897,0.9792117,0.06380354,0.21275572,-0.0470941,0.0315922,-0.0786863
49,-1.1535782,-1.120021,"('unable', 'able')",-0.9468423,-1.0340185,-0.5640402,-0.4731054,-0.8881536,-0.8757149,-0.0124387
31,-1.1424962,-0.768084,"('evil', 'good')",-1.2400811,-1.0939895,-0.80527633,-0.60974133,-1.0626179,-0.8239382,-0.2386797
40,1.0197284,1.1689689,"('stingy', 'generous')",0.50528294,0.56568575,-1.4174939,-1.2627119,0.0358391,0.1573143,-0.1214752
70,0.96685165,1.1886431,"('lethargic', 'energetic')",0.61092544,0.7719719,0.67238873,0.70000774,0.7500553,0.8868742,-0.1368189
72,0.9611082,0.9686693,"('unambitious', 'ambitious')",1.1940356,1.1614971,-0.8790357,-0.7937742,0.4253693,0.4454641,-0.0200948
60,0.9310471,0.9447457,"('inefficient', 'efficient')",0.41350555,0.4936689,-0.18236113,-0.2424076,0.3873972,0.398669,-0.0112718
30,0.868154,0.9345152,"('intolerant', 'tolerant')",1.4183174,1.4256407,0.8258652,0.88238657,1.0374455,1.0808474,-0.0434019
81,0.86070526,0.75506306,"('submissive', 'aggressive')",0.448677,0.47207135,-0.868306,-0.96671784,0.1470254,0.0868055,0.0602199
9,0.80731,0.8063842,"('unaffectionate', 'caring')",1.0581189,1.0425904,1.1416645,1.319357,1.0023645,1.0561105,-0.053746
26,0.8020997,0.8615244,"('hardhearted', 'benevolent')",0.8876161,0.9300731,1.6206179,1.7861404,1.1034446,1.1925793,-0.0891347
12,0.78185487,0.9553554,"('unsupportive', 'supportive')",1.6398324,1.7359756,-1.6102982,-1.4231925,0.270463,0.4227128,-0.1522498
16,-0.7578784,-1.0195843,"('unpopular', 'popular')",-0.6827534,-0.8136995,0.30493718,0.19015777,-0.3785649,-0.5477087,0.1691438
4,-0.75714755,-0.55326515,"('disliked', 'liked')",-0.24719018,-0.25906888,-6.8039556,-6.689231,-2.6027644,-2.5005217,-0.1022427
10,0.7334239,0.971057,"('unsympathetic', 'sympathetic')",-0.16602445,-0.06359263,-0.37898582,-0.22924772,0.0628045,0.2260722,-0.1632677
66,0.73056704,0.62014055,"('inactive', 'active')",0.3156349,0.29158387,1.3693463,1.430743,0.8051828,0.7808224,0.0243604
38,0.72909707,0.66799104,"('untruthful', 'truthful')",-0.01563147,0.10767541,-0.16073596,-0.07404838,0.1842432,0.2338727,-0.0496295
58,0.7076984,0.9185728,"('undiscriminating', 'discriminating')",0.59628236,0.60005146,0.18262695,0.29676878,0.4955359,0.605131,-0.1095951
22,0.69257873,0.89256895,"('untrustworthy', 'trustworthy')",-0.6923477,-0.6150853,-0.9823983,-0.96922326,-0.3273891,-0.2305799,-0.0968092
44,-0.6907817,-0.91282046,"('prejudiced', 'unprejudiced')",-0.5844221,-0.5859383,-1.0171428,-1.1035388,-0.7641155,-0.8674325,0.103317
17,0.6646933,0.69725287,"('nasty', 'nice')",0.12133701,0.3478627,-0.52164406,-0.3957514,0.0881287,0.2164547,-0.128326
69,-0.65262187,-0.7732011,"('lazy', 'industrious')",0.41810355,0.36329472,-0.6516537,-0.53362536,-0.2953907,-0.3145106,0.0191199
43,0.6463518,0.685991,"('irresponsible', 'responsible')",0.6165599,0.6323945,0.37898785,0.4948246,0.5472999,0.6044033,-0.0571034
63,0.637789,0.81383795,"('unperceptive', 'insightful')",1.2371992,1.3485658,0.7998952,0.94452465,0.8916278,1.0356428,-0.144015
18,0.6336903,0.688169,"('disagreeable', 'welcoming')",-0.52439076,-0.5162126,-0.3334706,-0.33812708,-0.0747237,-0.0553902,-0.0193335
87,0.6262085,0.536691,"('unsuccessful', 'successful')",0.83403057,0.8505792,0.5047786,0.6525357,0.6550059,0.6799353,-0.0249294
77,-0.6153225,-0.8189429,"('unmotivated', 'motivated')",0.7184182,0.5564396,-1.4038907,-1.3055981,-0.4335984,-0.5227005,0.0891021
65,0.60359156,0.5730594,"('insecure', 'secure')",-0.3669881,-0.3534458,-0.41608194,-0.4083854,-0.0598262,-0.0629239,0.0030977
35,0.5864218,0.37044248,"('corrupt', 'incorrupt')",-1.4807025,-1.5857036,-0.11895661,-0.18085738,-0.3377458,-0.4653728,0.127627
29,-0.5775112,-0.60420716,"('unfair', 'fair')",-0.064804286,-0.15178686,-0.2844417,-0.33679193,-0.3089191,-0.364262,0.0553429
32,0.5167129,0.60427415,"('unkind', 'kind')",0.011085041,0.024043005,0.71304923,0.7507664,0.4136157,0.4596945,-0.0460788
7,0.49451545,0.5843675,"('insensitive', 'sensitive')",1.0116094,1.1336427,0.79361886,1.0141169,0.7665812,0.9107091,-0.1441279
34,-0.49435568,-0.46579793,"('mean', 'honorable')",0.6345771,0.55634606,6.283062,6.2746634,2.1410945,2.1217372,0.0193573
36,-0.48729432,-0.5025496,"('hostile', 'amicable')",-0.8673713,-0.8721813,0.6104062,0.6219315,-0.2480865,-0.2509331,0.0028466
15,-0.4786244,-0.34324145,"('boring', 'funny')",-0.09034666,-0.21462782,0.13275516,0.25980094,-0.1454053,-0.0993561,-0.0460492
23,0.46440223,0.61564404,"('insincere', 'sincere')",0.79147446,0.8554018,5.7113085,5.706058,2.322395,2.392368,-0.069973
25,0.4547815,0.29703006,"('egoistic', 'altruistic')",0.2139268,0.13683069,1.6367617,1.6477689,0.76849,0.6938765,0.0746135
84,0.43420884,0.32143244,"('inferior', 'superior')",-0.8240775,-1.0832696,0.69354945,0.7672874,0.1012269,0.0018167,0.0994102
51,0.4089236,0.4437557,"('uneducated', 'educated')",-0.22204039,-0.24320652,0.07102874,-0.09416722,0.0859707,0.0354607,0.05051
28,0.40255153,0.40459624,"('disloyal', 'loyal')",0.22111262,0.25468445,0.97852045,0.8322531,0.5340615,0.4971779,0.0368836
62,0.39516532,0.67979217,"('incompetent', 'brilliant')",0.18865605,0.32650214,-0.33826697,-0.19297247,0.0818515,0.2711073,-0.1892558
57,-0.39475733,-0.3275382,"('unimaginative', 'imaginative')",0.44116232,0.3228488,-2.6451008,-2.4558306,-0.8662319,-0.8201733,-0.0460586
48,-0.3941949,-0.32471967,"('unintelligent', 'intelligent')",-0.25540435,-0.24166828,0.09545784,0.22490545,-0.1847138,-0.1138275,-0.0708863
75,-0.366277,-0.45477694,"('meek', 'impulsive')",-0.16851401,-0.29311314,-0.39237633,-0.37755004,-0.3090558,-0.3751467,0.0660909
56,0.34428346,0.6103285,"('impractical', 'practical')",0.77972794,0.8784338,-0.41766238,-0.3932828,0.2354497,0.3651599,-0.1297102
50,0.33002633,0.19752866,"('clumsy', 'skillful')",-0.22064124,-0.067559585,0.10872513,0.2764483,0.0727034,0.1354725,-0.0627691
80,0.32962048,0.2581104,"('dominated', 'dominating')",-0.4864295,-0.37279308,-1.3106332,-1.3517927,-0.4891474,-0.4888251,-0.0003223
64,0.31249815,0.104264215,"('shy', 'confident')",0.7407293,0.61524475,-6.767683,-6.8473086,-1.9048185,-2.0425998,0.1377813
79,-0.3063476,-0.15484986,"('wavering', 'unwavering')",-0.33825946,-0.33421764,0.11229127,0.28218082,-0.1774386,-0.0689622,-0.1084764
8,-0.2921675,-0.22706187,"('unaffectionate', 'affectionate')",-0.10426843,-0.104937814,0.7547521,0.9923155,0.1194387,0.2201053,-0.1006666
