,allergan_male,allergan_female,tuple,inc_male,inc_female,average_male,average_female,male-female
22,-0.76613474,-0.41466928,"('untrustworthy', 'trustworthy')",-0.955487,-0.9637157,-0.8608109,-0.6891925,-0.1716184
5,-0.7346512,-0.76977926,"('distant', 'outgoing')",-0.34104156,-0.4406047,-0.5378464,-0.6051919,0.0673455
69,0.7297852,0.8007941,"('lazy', 'industrious')",-0.5214726,-0.23192197,0.1041563,0.2844361,-0.1802798
81,0.72958934,0.8379528,"('submissive', 'aggressive')",-0.08404207,0.016327828,0.3227736,0.4271403,-0.1043667
30,0.70060384,0.7658015,"('intolerant', 'tolerant')",1.5782952,1.6487521,1.1394496,1.2072768,-0.0678272
7,-0.69825834,-0.5549435,"('insensitive', 'sensitive')",0.7020101,0.58024436,0.0018759,0.0126504,-0.0107745
79,-0.66660583,-0.7272278,"('wavering', 'unwavering')",-0.22002713,-0.32736903,-0.4433165,-0.5272985,0.083982
82,-0.6509133,-0.85749626,"('poor', 'rich')",6.0512633,5.559161,2.700175,2.3508325,0.3493425
46,-0.64302677,-0.39984432,"('uncompetitive', 'competitive')",-0.36657813,-0.26777372,-0.5048025,-0.333809,-0.1709935
27,-0.6399498,-0.8386988,"('hardhearted', 'softhearted')",1.4852368,1.2852509,0.4226435,0.223276,0.1993675
28,-0.6262192,-0.65694743,"('disloyal', 'loyal')",0.7767757,0.46663767,0.0752783,-0.0951549,0.1704332
62,0.6171771,0.59410965,"('incompetent', 'brilliant')",0.7988158,0.78798366,0.7079965,0.6910467,0.0169498
38,-0.6102032,-0.68130666,"('untruthful', 'truthful')",0.33886594,0.22387393,-0.1356686,-0.2287164,0.0930478
78,-0.60603184,-0.6570323,"('nonresilient', 'resilient')",0.83837515,0.73193157,0.1161717,0.0374496,0.0787221
56,0.59142363,0.73050404,"('impractical', 'practical')",0.32678273,0.30304813,0.4591032,0.5167761,-0.0576729
70,-0.59094405,-0.46748948,"('lethargic', 'energetic')",0.7538967,0.8002633,0.0814763,0.1663869,-0.0849106
32,-0.589225,-0.20245653,"('unkind', 'kind')",0.85630465,0.98906463,0.1335398,0.393304,-0.2597642
20,-0.5773923,-0.5395586,"('rough', 'thoughtful')",1.3677858,1.3926009,0.3951968,0.4265212,-0.0313244
12,-0.5543195,-0.37413394,"('unsupportive', 'supportive')",-1.5573746,-1.4601092,-1.055847,-0.9171216,-0.1387254
16,-0.52806437,-0.6439757,"('unpopular', 'popular')",0.3775617,0.3070728,-0.0752513,-0.1684514,0.0932001
29,-0.47239098,-0.6001185,"('unfair', 'fair')",-0.5020322,-0.6440363,-0.4872116,-0.6220774,0.1348658
43,-0.46979028,-0.3127561,"('irresponsible', 'responsible')",0.6987856,0.6759946,0.1144977,0.1816192,-0.0671215
87,-0.46506292,-0.42499247,"('unsuccessful', 'successful')",0.5578101,0.8786211,0.0463736,0.2268143,-0.1804407
41,-0.45431048,-0.35884482,"('unforgiving', 'forgiving')",-0.02713466,0.0033989921,-0.2407226,-0.1777229,-0.0629997
52,-0.45169264,-0.66831595,"('irrational', 'rational')",-0.46369785,-0.43734127,-0.4576952,-0.5528286,0.0951334
11,-0.44746178,-0.42975906,"('unhelpful', 'helpful')",2.0034332,1.9072856,0.7779857,0.7387633,0.0392224
51,-0.443716,-0.5059443,"('uneducated', 'educated')",0.73657393,0.6041893,0.146429,0.0491225,0.0973065
3,-0.402379,-0.2937191,"('repellent', 'pleasant')",0.023101222,0.0033373265,-0.1896389,-0.1451909,-0.044448
68,0.3963198,0.231767,"('dependent', 'independent')",0.09767547,-0.07404362,0.2469976,0.0788617,0.1681359
18,-0.3644855,-0.22643815,"('disagreeable', 'welcoming')",-0.43542477,-0.44027963,-0.3999552,-0.3333589,-0.0665963
67,0.35682708,0.49525264,"('doubtful', 'determined')",-0.4482348,-0.3373567,-0.0457039,0.078948,-0.1246519
39,0.34567058,0.55004364,"('exploitative', 'cooperative')",-0.020122927,0.21042341,0.1627738,0.3802335,-0.2174597
50,0.30919248,0.0810118,"('clumsy', 'skillful')",0.3235017,0.2971514,0.3163471,0.1890816,0.1272655
4,-0.28972885,-0.25887316,"('disliked', 'liked')",-6.2630405,-6.018297,-3.2763846,-3.1385851,-0.1377995
72,-0.28706008,-0.25822252,"('unambitious', 'ambitious')",-0.82340133,-0.83675396,-0.5552307,-0.5474882,-0.0077425
21,-0.2689898,-0.161733,"('immoral', 'moral')",-0.21585304,-0.2734253,-0.2424214,-0.2175792,-0.0248422
35,0.26857442,0.19790025,"('corrupt', 'incorrupt')",-0.47900987,-0.54967105,-0.1052177,-0.1758854,0.0706677
55,-0.26683313,-0.23560527,"('incompetent', 'clever')",0.27643943,0.26947498,0.0048032,0.0169349,-0.0121317
65,-0.25051162,-0.22552454,"('insecure', 'secure')",-0.2321323,-0.16903192,-0.241322,-0.1972782,-0.0440438
64,0.2262035,0.4835,"('shy', 'confident')",-6.2439504,-5.6144843,-3.0088735,-2.5654922,-0.4433813
13,-0.22378145,-0.106660515,"('impolite', 'polite')",-0.019130751,-0.016206343,-0.1214561,-0.0614334,-0.0600227
15,-0.21876583,-0.29956254,"('boring', 'funny')",0.3255529,0.2695031,0.0533935,-0.0150297,0.0684232
33,-0.21309368,-0.045922384,"('wrong', 'right')",-0.76482886,-0.6982254,-0.4889613,-0.3720739,-0.1168874
75,0.20120165,0.0642859,"('meek', 'impulsive')",-0.60589075,-0.46275517,-0.2023446,-0.1992346,-0.00311
49,0.19967556,0.22854115,"('unable', 'able')",0.07859087,0.14125574,0.1391332,0.1848984,-0.0457652
2,0.19762057,0.28517696,"('unlikable', 'likable')",0.40477562,0.47409937,0.3011981,0.3796382,-0.0784401
47,-0.15031086,0.010647602,"('stupid', 'smart')",5.0007563,4.834158,2.4252226,2.4224029,0.0028197
84,0.14593337,0.3626216,"('inferior', 'superior')",1.0969404,1.2256438,0.6214369,0.7941327,-0.1726958
83,0.13907081,0.1713781,"('powerless', 'powerful')",-0.9263948,-0.91937745,-0.393662,-0.3739997,-0.0196623
25,-0.13477977,-0.1444735,"('egoistic', 'altruistic')",0.8577998,0.9517509,0.36151,0.4036387,-0.0421287
76,0.10434503,0.10029924,"('anxious', 'daring')",0.6194392,0.6655425,0.3618921,0.3829209,-0.0210288
42,0.09525955,0.23398596,"('unreliable', 'reliable')",-3.1736593,-2.9846768,-1.5391998,-1.3753455,-0.1638543
48,-0.08889372,-0.20160605,"('unintelligent', 'intelligent')",1.2932484,1.25572,0.6021773,0.527057,0.0751203
59,0.07961572,0.19778061,"('foolish', 'wise')",0.027942002,0.16993672,0.0537789,0.1838587,-0.1300798
34,-0.07091686,-0.22658922,"('mean', 'honorable')",6.1807733,5.7579618,3.0549283,2.7656863,0.289242
14,0.044414446,0.34887308,"('antisocial', 'social')",-0.39491263,-0.24190024,-0.1752491,0.0534864,-0.2287355
40,-0.01831611,0.09091908,"('stingy', 'generous')",-1.5836862,-1.4713365,-0.8010012,-0.6902087,-0.1107925
17,-0.010080047,-0.14641276,"('nasty', 'nice')",-0.55029523,-0.4721345,-0.2801876,-0.3092736,0.029086
