,allergan_male,allergan_female,tuple,inc_male,inc_female,average_male,average_female,male-female
1,-2.571804,-2.6318932,"('unfriendly', 'friendly')",1.4613543,1.163803,-0.5552249,-0.7340451,0.1788202
53,-2.130519,-2.2630892,"('uncreative', 'creative')",0.64597636,0.4505564,-0.7422713,-0.9062664,0.1639951
86,-1.9711668,-1.8515581,"('uninfluential', 'influential')",-0.18903428,-0.2665844,-1.0801005,-1.0590713,-0.0210292
57,-1.6373161,-1.5202591,"('unimaginative', 'imaginative')",-2.605946,-2.3959682,-2.1216311,-1.9581137,-0.1635174
10,-1.5650804,-1.4290442,"('unsympathetic', 'sympathetic')",-0.0071018003,0.037437614,-0.7860911,-0.6958033,-0.0902878
85,-1.4301152,-1.281157,"('insignificant', 'prestigious')",0.007397009,0.07987994,-0.7113591,-0.6006385,-0.1107206
31,-1.3978587,-1.3405414,"('evil', 'good')",-1.4348954,-1.5485885,-1.4163771,-1.4445649,0.0281878
36,-1.3720627,-1.7361243,"('hostile', 'amicable')",-0.33787054,-0.5966432,-0.8549666,-1.1663837,0.3114171
44,1.268281,1.3914628,"('prejudiced', 'unprejudiced')",-1.5147283,-1.3257598,-0.1232237,0.0328515,-0.1560752
8,-1.24607,-1.3661718,"('unaffectionate', 'affectionate')",0.2918311,0.21761337,-0.4771194,-0.5742792,0.0971598
63,-1.23954,-1.1071397,"('unperceptive', 'insightful')",1.4105973,1.2911663,0.0855287,0.0920133,-0.0064846
26,-1.2318985,-0.9063552,"('hardhearted', 'benevolent')",1.2154474,1.4205056,-0.0082256,0.2570752,-0.2653008
9,-1.2004437,-1.2655191,"('unaffectionate', 'caring')",0.8250729,0.6908694,-0.1876854,-0.2873249,0.0996395
19,-1.1581945,-1.4767829,"('inhospitable', 'hospitable')",-0.17624696,-0.33964688,-0.6672208,-0.9082149,0.2409941
54,-1.1480047,-1.0716381,"('incapable', 'capable')",0.94868016,1.0625464,-0.0996622,-0.0045459,-0.0951163
61,-1.1367093,-1.0205033,"('illogical', 'logical')",0.16030444,0.08058657,-0.4882025,-0.4699584,-0.0182441
24,-1.1165429,-0.9369264,"('dishonest', 'honest')",0.7642867,0.6744469,-0.1761281,-0.1312398,-0.0448883
80,1.1060303,1.1076977,"('dominated', 'dominating')",-1.1589562,-1.0649396,-0.0264629,0.0213791,-0.047842
58,-1.0905436,-1.2387595,"('undiscriminating', 'discriminating')",0.0056880563,-0.10635905,-0.5424278,-0.6725593,0.1301315
23,-1.0646163,-1.1394948,"('insincere', 'sincere')",5.8019285,5.313884,2.3686562,2.0871944,0.2814618
0,-1.0330402,-0.9524447,"('unsociable', 'sociable')",-0.35291973,-0.33053002,-0.6929799,-0.6414874,-0.0514925
71,-1.0140171,-0.8957948,"('diffident', 'self-confident')",0.11975537,0.17820218,-0.4471309,-0.3587963,-0.0883346
77,-0.96981376,-0.8076418,"('unmotivated', 'motivated')",-0.7987342,-0.7449409,-0.884274,-0.7762914,-0.1079826
66,-0.93424314,-1.1774389,"('inactive', 'active')",0.4460862,0.41663995,-0.2440785,-0.3803995,0.136321
74,-0.9173975,-0.7472976,"('undedicated', 'dedicated')",-0.25784877,-0.32092738,-0.5876231,-0.5341125,-0.0535106
60,0.8955482,0.9315357,"('inefficient', 'efficient')",0.8693646,0.8672586,0.8824564,0.8993971,-0.0169407
6,-0.86648077,-0.86411285,"('distant', 'open')",-0.17234279,-0.37472203,-0.5194118,-0.6194174,0.1000056
88,-0.8430562,-0.64186734,"('low', 'eminent')",0.29643843,0.2729192,-0.2733089,-0.1844741,-0.0888348
37,0.84128886,0.7227,"('fake', 'genuine')",0.4712503,0.3639977,0.6562696,0.5433488,0.1129208
45,-0.83907634,-0.83318263,"('incompetent', 'competent')",-0.1616534,-0.29944932,-0.5003649,-0.566316,0.0659511
73,0.83006823,0.81811136,"('helpless', 'self-reliant')",-2.8389828,-2.6340785,-1.0044572,-0.9079835,-0.0964737
