,coventry_male,coventry_female,tuple,health_male,health_female,care_male,care_female,inc_male,inc_female,average_male,average_female,male-female
77,-0.9270892,-0.79798245,"('unmotivated', 'motivated')",-1.0008922,-1.0097791,-0.65770805,-0.65254486,-1.475262,-1.4444702,-1.0152379,-0.9761941,-0.0390438
27,0.9214188,0.76888835,"('hardhearted', 'softhearted')",0.42920527,0.5460335,0.918384,0.8955214,1.8580769,1.8271497,1.0317713,1.0093982,0.0223731
22,0.91051584,0.7281809,"('untrustworthy', 'trustworthy')",-0.48686767,-0.5053793,-0.15951306,-0.23027395,-0.37344697,-0.5195009,-0.027328,-0.1317433,0.1044153
80,0.904569,0.8358562,"('dominated', 'dominating')",-0.7218556,-0.8763219,0.37847158,0.23950729,-0.8914594,-1.0623033,-0.0825686,-0.2158154,0.1332468
24,0.89445835,0.9020488,"('dishonest', 'honest')",-0.48827964,-0.3058715,-0.71729344,-0.6564123,1.554851,1.5704118,0.3109341,0.3775442,-0.0666101
10,0.87877,0.84626865,"('unsympathetic', 'sympathetic')",-1.1551341,-1.0247583,-0.7186159,-0.60325897,0.3909776,0.24162805,-0.1510006,-0.1350302,-0.0159704
47,0.8771522,0.7971531,"('stupid', 'smart')",0.7726255,0.8664673,0.8678552,0.8985279,5.964104,5.8990197,2.1204343,2.1152921,0.0051422
40,0.82210934,0.8354409,"('stingy', 'generous')",0.72961634,0.67547154,0.3728015,0.24481818,-1.780746,-1.7437057,0.0359453,0.0030062,0.0329391
72,0.8212572,0.88768816,"('unambitious', 'ambitious')",0.16036144,0.25005484,-0.85340625,-0.75134796,-0.71131563,-0.6272948,-0.1457758,-0.0602249,-0.0855509
53,0.8029915,0.68585706,"('uncreative', 'creative')",-0.7567702,-0.6234595,-1.0084027,-1.0433549,0.81608456,0.9160085,-0.0365242,-0.0162372,-0.020287
5,0.7906411,0.92672473,"('distant', 'outgoing')",1.4137335,1.4907739,0.52655643,0.52781785,-0.21742384,0.12765332,0.6283768,0.7682424,-0.1398656
73,0.7828934,0.7502949,"('helpless', 'self-reliant')",1.1835315,1.190796,-0.24080198,-0.2527212,-3.178905,-3.0884619,-0.3633205,-0.350023,-0.0132975
1,0.7713331,0.6909471,"('unfriendly', 'friendly')",1.2189362,1.3193076,0.36924228,0.3167974,1.7551571,1.9681208,1.0286672,1.0737932,-0.045126
9,0.76616895,0.8123431,"('unaffectionate', 'caring')",1.4877657,1.5859568,1.6614133,1.7525676,1.4142722,1.6873453,1.3324051,1.4595532,-0.1271481
86,0.7538348,0.76360965,"('uninfluential', 'influential')",-0.47237152,-0.3525977,-0.59489673,-0.6626111,-0.27881148,-0.2419667,-0.1480612,-0.1233915,-0.0246697
62,0.74242824,0.841557,"('incompetent', 'brilliant')",-0.48241723,-0.34540704,0.08912501,0.15453382,0.1783022,0.2542917,0.1318596,0.2262439,-0.0943843
44,-0.7053013,-0.83853257,"('prejudiced', 'unprejudiced')",-0.42160386,-0.55108345,0.01269152,-0.032592885,-1.2265363,-1.2693036,-0.5851875,-0.6728781,0.0876906
33,0.7040702,0.63480204,"('wrong', 'right')",1.542351,1.4027507,1.1248982,1.0312418,-0.75466484,-0.612554,0.6541637,0.6140602,0.0401035
6,0.62075925,0.73829514,"('distant', 'open')",1.6252319,1.7257174,0.45534837,0.48403186,0.46349895,0.7745192,0.7912097,0.9306409,-0.1394312
11,0.61244375,0.44660127,"('unhelpful', 'helpful')",-0.11521453,-0.08320187,0.8431792,0.9683883,2.2991006,2.341486,0.9098773,0.9183184,-0.0084411
85,0.59407747,0.55073375,"('insignificant', 'prestigious')",2.7797973,2.744057,0.912096,0.9177646,0.16370365,0.48903084,1.1124185,1.1753966,-0.0629781
54,0.54298496,0.50846994,"('incapable', 'capable')",0.30546892,0.32732037,0.4557485,0.48901424,1.1154441,1.2994184,0.6049116,0.6560557,-0.0511441
64,0.52761567,0.48776454,"('shy', 'confident')",-0.18939282,-0.35223153,0.21738942,0.13150887,-6.749855,-6.771225,-1.5485607,-1.6260458,0.0774851
49,0.5272598,0.5566594,"('unable', 'able')",0.6898722,0.7429223,0.9812406,0.96706474,0.06876683,0.22928168,0.5667849,0.623982,-0.0571971
60,0.52324384,0.59481794,"('inefficient', 'efficient')",-1.637424,-1.3713137,-0.012406431,0.048108663,-0.058172032,-0.10672015,-0.2961896,-0.2087768,-0.0874128
35,0.5145314,0.50686353,"('corrupt', 'incorrupt')",0.45187455,0.4375644,0.04362903,0.0038269423,0.047259264,0.24008052,0.2643235,0.2970839,-0.0327604
67,-0.4982128,-0.36245453,"('doubtful', 'determined')",0.39455512,0.41962716,0.108429745,0.17087561,-0.54861724,-0.40744653,-0.1359613,-0.0448496,-0.0911117
30,0.4467039,0.45215046,"('intolerant', 'tolerant')",-0.67127985,-0.71226436,0.21568811,0.108102635,0.8491383,0.9106553,0.2100626,0.189661,0.0204016
29,0.44473314,0.5309923,"('unfair', 'fair')",0.048294708,0.108894706,-0.027159823,-0.10161568,-0.15117562,-0.23895818,0.0786731,0.0748283,0.0038448
41,0.44193697,0.41251928,"('unforgiving', 'forgiving')",-0.019964032,-0.09271833,0.34416103,0.3825151,-0.2650608,-0.27487406,0.1252683,0.1068605,0.0184078
42,0.43795455,0.28074273,"('unreliable', 'reliable')",1.3257207,1.2776071,1.2667152,1.2209197,-2.3924937,-2.3981276,0.1594741,0.0952855,0.0641886
28,0.43472314,0.51917255,"('disloyal', 'loyal')",-0.2801683,-0.1467982,-0.67241067,-0.5827388,1.3262048,1.4330541,0.2020872,0.3056724,-0.1035852
76,-0.40409192,-0.06572235,"('anxious', 'daring')",-1.2988967,-1.2023919,-0.32694972,-0.25892428,0.35886848,0.32606205,-0.4177674,-0.3002441,-0.1175233
14,0.39910507,0.4088242,"('antisocial', 'social')",-0.63145906,-0.52679604,0.2978287,0.30336636,-0.48108277,-0.59820604,-0.103902,-0.1032029,-0.0006991
81,-0.3927989,-0.37030485,"('submissive', 'aggressive')",-1.0115024,-1.1664399,-0.054244205,-0.10897666,-0.85457575,-0.98141205,-0.5782803,-0.6567833,0.078503
32,0.39140734,0.41994527,"('unkind', 'kind')",1.625683,1.6891632,1.6715326,1.7893445,1.5663347,1.6899463,1.3137394,1.3970999,-0.0833605
75,0.38713697,0.37249744,"('meek', 'impulsive')",0.9899789,0.698964,0.24613017,0.089249,-0.27171376,-0.27521762,0.3378831,0.2213732,0.1165099
15,-0.37160105,-0.27516147,"('boring', 'funny')",-0.022015467,-0.07614899,-0.18031348,-0.12601314,0.112536766,0.26807836,-0.1153483,-0.0523113,-0.063037
78,-0.35060295,-0.35500383,"('nonresilient', 'resilient')",2.0088499,1.9428796,2.5380645,2.4799151,0.23038992,0.299468,1.1066754,1.0918148,0.0148606
16,-0.346336,-0.49024954,"('unpopular', 'popular')",0.92968506,0.8467968,0.47121146,0.47654393,0.28805393,0.27726933,0.3356536,0.2775901,0.0580635
37,0.34536886,0.31618124,"('fake', 'genuine')",0.31527784,0.259481,-0.47778347,-0.44721752,0.791858,0.87170196,0.2436803,0.2500367,-0.0063564
84,0.33736807,0.33534554,"('inferior', 'superior')",0.5775908,0.56989187,-0.4545671,-0.34809598,0.49995276,0.646926,0.2400861,0.3010169,-0.0609308
21,-0.32059783,-0.26334596,"('immoral', 'moral')",-0.017256325,-0.057519652,0.45079198,0.48039755,-0.83328015,-0.842019,-0.1800856,-0.1706218,-0.0094638
34,-0.3064419,-0.44051224,"('mean', 'honorable')",0.9187663,0.85384387,0.5246756,0.4477929,6.3283362,6.266328,1.8663341,1.7818631,0.084471
25,-0.30242658,-0.28546894,"('egoistic', 'altruistic')",0.08662787,0.010127436,0.0074362457,-0.066255845,1.3535156,1.4619122,0.2862883,0.2800787,0.0062096
2,-0.2992261,-0.19198805,"('unlikable', 'likable')",0.7905998,0.7323981,0.85482585,0.87328196,0.35779333,0.45360386,0.4259982,0.466824,-0.0408258
65,-0.29232353,-0.3181638,"('insecure', 'secure')",-1.9551401,-1.9490544,-0.5078107,-0.558242,-0.14309828,-0.45855135,-0.7245932,-0.8210029,0.0964097
7,0.28201163,0.33648857,"('insensitive', 'sensitive')",-0.59433097,-0.44744638,-0.33725208,-0.32163206,1.1739893,1.1137769,0.1311045,0.1702968,-0.0391923
23,0.2802648,0.3783453,"('insincere', 'sincere')",-0.715794,-0.51804787,0.058423676,0.12487028,6.380668,6.204158,1.5008906,1.5473313,-0.0464407
61,0.24004371,0.13241374,"('illogical', 'logical')",-0.53578854,-0.47997397,0.33620378,0.29078072,0.3105769,0.26266533,0.087759,0.0514715,0.0362875
3,-0.22809413,-0.14469212,"('repellent', 'pleasant')",-1.3293853,-1.3371667,-0.70073396,-0.80215824,0.44870317,0.16888668,-0.4523775,-0.5287826,0.0764051
83,-0.20149463,-0.18839104,"('powerless', 'powerful')",0.49009812,0.51046413,0.032790862,0.046559528,-1.1886678,-1.061699,-0.2168184,-0.1732666,-0.0435518
50,-0.17017828,-0.13737053,"('clumsy', 'skillful')",1.5187241,1.4895538,1.1418235,1.2249333,0.41241366,0.5238732,0.7256957,0.7752475,-0.0495518
79,-0.1377757,-0.13765696,"('wavering', 'unwavering')",1.2936124,1.282389,0.2698344,0.29895097,0.23943955,0.42719617,0.4162776,0.4677198,-0.0514422
20,0.13679329,0.08882572,"('rough', 'thoughtful')",-0.34168532,-0.3596575,-0.6858487,-0.749574,0.92554724,0.8361817,0.0087016,-0.046056,0.0547576
55,-0.1251682,-0.053546328,"('incompetent', 'clever')",-2.4672945,-2.3797681,-1.2931368,-1.3092754,-0.06364686,-0.26765206,-0.9873115,-1.0025605,0.015249
19,0.11265665,0.14616537,"('inhospitable', 'hospitable')",1.1066223,1.0934289,0.32934964,0.39118809,0.04044488,0.36361003,0.3972684,0.4985981,-0.1013297
82,0.110039204,0.11345455,"('poor', 'rich')",-0.618328,-0.5308163,-0.7341092,-0.7157318,6.387977,6.2916155,1.2863948,1.2896304,-0.0032356
66,-0.10389328,-0.12253244,"('inactive', 'active')",0.7699331,0.66484046,0.431651,0.37013775,1.4641105,1.4791507,0.6404504,0.5978991,0.0425513
69,0.09566271,-0.0022250563,"('lazy', 'industrious')",1.6870037,1.6771433,1.2148193,1.1953968,-0.6360004,-0.45236027,0.5903713,0.6044887,-0.0141174
18,-0.07306067,-0.07450352,"('disagreeable', 'welcoming')",-0.36961907,-0.3303517,-0.43602306,-0.46948302,-0.3613903,-0.18947822,-0.3100232,-0.2659541,-0.0440691
0,0.07016928,-0.0055729076,"('unsociable', 'sociable')",-0.30111647,-0.35695195,0.28860658,0.17409621,-0.31947383,-0.43135765,-0.0654536,-0.1549466,0.089493
36,-0.05947217,-0.25621662,"('hostile', 'amicable')",0.7870925,0.72937995,-0.14560783,-0.17655607,-0.063443676,-0.026457269,0.1296422,0.0675375,0.0621047
52,-0.044344246,-0.04189094,"('irrational', 'rational')",0.21087682,0.18973717,0.12207548,0.08722997,-0.67047894,-0.5976665,-0.0954677,-0.0906476,-0.0048201
48,-0.039234765,-0.074993595,"('unintelligent', 'intelligent')",-0.17739585,-0.1319583,-0.19137199,-0.2622761,0.1491522,0.11445205,-0.0647126,-0.088694,0.0239814
58,-0.035114057,-0.12409966,"('undiscriminating', 'discriminating')",-1.540637,-1.5981768,-0.63321316,-0.7546107,-0.12177308,-0.24138537,-0.5826843,-0.6795682,0.0968839
51,-0.025852453,0.1117239,"('uneducated', 'educated')",-0.41124123,-0.46794048,-0.27344066,-0.28330696,-0.087364055,-0.08796281,-0.1994746,-0.1818716,-0.017603
13,-0.017165497,0.055710405,"('impolite', 'polite')",-0.27022332,-0.23362543,0.3960085,0.40456623,-0.1594664,-0.118893,-0.0127117,0.0269396,-0.0396513
17,0.013275228,-0.042545382,"('nasty', 'nice')",0.054924175,0.12327266,0.33323154,0.37296724,-0.22945663,-0.22950377,0.0429936,0.0560477,-0.0130541
88,-0.0104980655,-0.035769273,"('low', 'eminent')",-0.33454087,-0.28392422,-0.90284157,-0.8578091,0.07120062,0.2545391,-0.29417,-0.2307409,-0.0634291
8,0.010134846,0.10827002,"('unaffectionate', 'affectionate')",0.111588724,0.24175917,-0.38939086,-0.31986284,0.6855112,0.9304784,0.104461,0.2401612,-0.1357002
68,0.0011839718,-0.0851832,"('dependent', 'independent')",-1.4295933,-1.3997499,-0.7727035,-0.8562558,-0.6619437,-0.7319224,-0.7157641,-0.7682778,0.0525137
