,coventry_male,coventry_female,tuple,health_male,health_female,care_male,care_female,inc_male,inc_female,average_male,average_female,male-female
71,1.697506,1.6493899,"('diffident', 'self-confident')",3.196439,3.1292632,2.7709768,2.7562447,0.97211385,1.084911,2.1592588,2.1549523,0.0043065
31,-1.5198779,-1.4936509,"('evil', 'good')",0.21347669,0.22116202,-0.6098963,-0.5861172,-1.1728348,-1.0614632,-0.7722831,-0.7300173,-0.0422658
57,1.483394,1.1898274,"('unimaginative', 'imaginative')",-0.27866662,-0.39041987,-0.42764074,-0.52962047,-2.461184,-2.48197,-0.4210243,-0.5530457,0.1320214
70,1.4071096,1.2816191,"('lethargic', 'energetic')",-0.42274833,-0.3826913,-0.42440677,-0.36027902,1.3449743,1.2588941,0.4762322,0.4493857,0.0268465
87,1.2565407,1.1412094,"('unsuccessful', 'successful')",0.6978548,0.6683041,0.7112702,0.69283855,0.38498488,0.31739885,0.7626626,0.7049377,0.0577249
38,1.2054157,1.1573648,"('untruthful', 'truthful')",0.8723132,0.9375362,0.4414762,0.47004813,0.17261799,0.37876123,0.6729558,0.7359276,-0.0629718
12,1.1879785,1.1738739,"('unsupportive', 'supportive')",3.0007536,3.0702477,2.243441,2.3331637,-1.6021032,-1.4091007,1.2075175,1.2920462,-0.0845287
43,1.1614966,1.0568856,"('irresponsible', 'responsible')",0.19016524,0.33171847,0.40200436,0.45614797,1.0070521,1.0439165,0.6901796,0.7221671,-0.0319875
46,1.1476837,1.008079,"('uncompetitive', 'competitive')",-0.5900594,-0.6831684,0.11007945,0.038297467,-0.55086863,-0.6832818,0.0292088,-0.0800184,0.1092272
45,1.1045963,1.0108495,"('incompetent', 'competent')",-0.5132694,-0.41585615,0.02202706,0.08563976,-0.043641523,-0.0927826,0.1424281,0.1469626,-0.0045345
63,1.0938396,1.022693,"('unperceptive', 'insightful')",0.2061333,0.24662039,0.5222924,0.58978456,0.8233231,0.9230496,0.6613971,0.6955369,-0.0341398
59,1.0910779,1.0338446,"('foolish', 'wise')",2.556577,2.5617042,1.4595716,1.5685565,0.4333187,0.6768575,1.3851362,1.4602407,-0.0751045
74,1.0629706,1.0594443,"('undedicated', 'dedicated')",0.3832215,0.56088537,-0.025386102,-0.020984167,-0.0036123358,0.0702174,0.3542984,0.4173907,-0.0630923
4,1.0566531,0.9725743,"('disliked', 'liked')",1.7003814,1.5844123,1.3270698,1.2948225,-6.638096,-6.2768383,-0.6384978,-0.6062573,-0.0322405
39,0.99340343,0.8185845,"('exploitative', 'cooperative')",0.1423128,0.23137212,0.22202942,0.15386868,0.26547322,0.17918305,0.4058047,0.3457521,0.0600526
56,0.9860266,1.0096674,"('impractical', 'practical')",0.4663847,0.55351996,0.4147523,0.4135211,-0.06867671,-0.046363402,0.4496217,0.4825863,-0.0329646
26,0.97763187,0.74847406,"('hardhearted', 'benevolent')",1.6861594,1.7721689,1.1569016,1.2520316,1.6325912,1.8026682,1.3633211,1.3938357,-0.0305146
