,dxc_male,dxc_female,tuple,technology_male,technology_female,co_male,co_female,average_male,average_female,male-female
44,0.74795526,0.7775593,"('prejudiced', 'unprejudiced')",-0.32130602,-0.42843252,-0.6409858,-0.8757755,-0.0714455,-0.1755496,0.1041041
26,-0.74246174,-0.4575377,"('hardhearted', 'benevolent')",0.8755802,1.1767349,0.892343,1.3039762,0.3418205,0.6743911,-0.3325706
75,0.73132324,0.4965315,"('meek', 'impulsive')",-0.38101915,-0.3078215,-0.13116334,-0.29624355,0.0730469,-0.0358445,0.1088914
21,0.72626096,0.2778299,"('immoral', 'moral')",2.093848,1.2948236,-0.29512057,-0.5636576,0.8416628,0.336332,0.5053308
2,0.72127014,0.5751747,"('unlikable', 'likable')",0.9161108,0.69080335,0.8987805,0.8484307,0.8453871,0.7048029,0.1405842
38,-0.7166854,-1.1088723,"('untruthful', 'truthful')",0.05700562,-0.27701193,0.19319215,-0.09388486,-0.1554959,-0.4932564,0.3377605
80,0.7032669,0.4107024,"('dominated', 'dominating')",0.32958484,0.03826636,-0.0021221042,0.09940888,0.3435765,0.1827925,0.160784
24,-0.6801076,-0.58277106,"('dishonest', 'honest')",-0.76659465,-0.8608272,0.6307246,0.7914707,-0.2719925,-0.2173759,-0.0546166
23,-0.6722304,-0.8947832,"('insincere', 'sincere')",0.65630305,0.20927684,6.2620378,6.0682216,2.0820368,1.7942384,0.2877984
19,-0.66590285,-0.66983867,"('inhospitable', 'hospitable')",-1.098456,-1.0263392,-0.736275,-0.8864101,-0.8335447,-0.8608627,0.027318
29,-0.6343078,-0.42051038,"('unfair', 'fair')",-1.2422686,-0.94716275,-0.89173687,-0.70435196,-0.9227711,-0.690675,-0.2320961
10,-0.59515494,-1.0798821,"('unsympathetic', 'sympathetic')",0.94418514,0.43053788,-0.10936129,-0.024232235,0.0798896,-0.2245255,0.3044151
14,0.58006597,0.44942778,"('antisocial', 'social')",2.3069813,1.7233292,-0.18213364,0.23277591,0.9016379,0.8018443,0.0997936
11,0.56746984,0.11374091,"('unhelpful', 'helpful')",2.125935,1.4438066,2.9888406,2.4769526,1.8940818,1.3448334,0.5492484
34,-0.56088465,-0.53377986,"('mean', 'honorable')",-0.011465557,-0.33566365,5.1482477,5.0905,1.5252992,1.4070188,0.1182804
17,-0.52950865,-0.34074157,"('nasty', 'nice')",-0.6116937,-0.46014366,0.022614053,-0.044416018,-0.3728628,-0.2817671,-0.0910957
15,0.52653193,0.5661249,"('boring', 'funny')",0.19427939,0.13604999,0.472187,0.2517335,0.3976661,0.3179695,0.0796966
42,0.5189306,0.08185773,"('unreliable', 'reliable')",-1.0310023,-1.3988494,-2.7450347,-2.854189,-1.0857021,-1.3903936,0.3046915
84,0.48032957,0.6104876,"('inferior', 'superior')",0.19075793,0.2693905,0.37502903,0.35515252,0.3487055,0.4116768,-0.0629713
69,-0.46926528,0.09532221,"('lazy', 'industrious')",-0.67333174,-0.19303408,-1.7147213,-1.361645,-0.9524395,-0.4864523,-0.4659872
58,-0.46690932,-0.0456923,"('undiscriminating', 'discriminating')",0.44488576,0.61858207,-0.18746479,0.021586316,-0.0698294,0.1981587,-0.2679881
41,-0.4639089,-0.5950739,"('unforgiving', 'forgiving')",-0.37727246,-0.41587168,0.5030402,0.69573313,-0.1127137,-0.1050708,-0.0076429
65,0.4615993,0.08430728,"('insecure', 'secure')",0.62590766,0.016160969,0.7974363,0.6595896,0.6283144,0.2533526,0.3749618
85,-0.4131165,-0.16937172,"('insignificant', 'prestigious')",-0.1385369,0.29219627,-0.55603385,-0.7566793,-0.3692291,-0.2112849,-0.1579442
64,0.39552993,0.59161216,"('shy', 'confident')",-0.22699282,-0.20939195,-5.3014627,-5.0939145,-1.7109752,-1.5705647,-0.1404105
4,-0.39468837,-0.18143849,"('disliked', 'liked')",-0.9519231,-0.6613196,-6.8689876,-6.5446854,-2.738533,-2.4624812,-0.2760518
47,0.3543079,0.26791447,"('stupid', 'smart')",1.4637713,1.2017059,5.5111394,5.504797,2.443073,2.3248059,0.1182671
7,-0.340814,-0.36197406,"('insensitive', 'sensitive')",0.9110722,0.6762316,0.037431203,0.37765697,0.2025631,0.2306382,-0.0280751
88,-0.3341259,-0.58335,"('low', 'eminent')",1.2956039,0.76523906,0.35076904,-0.08798104,0.4374157,0.0313027,0.406113
71,-0.32815802,-0.147844,"('diffident', 'self-confident')",0.5667544,0.7265207,0.14810532,0.27348593,0.1289006,0.2840542,-0.1551536
33,-0.3273818,0.12323098,"('wrong', 'right')",0.26659662,0.5204118,-1.0780506,-0.9446861,-0.3796119,-0.1003478,-0.2792641
46,0.3263053,0.16965754,"('uncompetitive', 'competitive')",0.99747765,0.6249279,-0.672024,-0.5697795,0.217253,0.0749353,0.1423177
83,0.3222631,0.34062585,"('powerless', 'powerful')",0.8481134,0.5426031,-0.99275845,-1.1722273,0.059206,-0.0963328,0.1555388
32,-0.30321652,-0.87900996,"('unkind', 'kind')",1.1642135,0.59092927,1.405219,1.3198104,0.7554053,0.3439099,0.4114954
22,0.29660344,0.39329022,"('untrustworthy', 'trustworthy')",0.4618496,0.35987362,-0.027872168,0.29634085,0.243527,0.3498349,-0.1063079
45,-0.28149885,-0.20088387,"('incompetent', 'competent')",0.064962916,-0.15396598,-0.41238195,-0.15766609,-0.2096393,-0.1708386,-0.0388007
72,-0.2657952,-0.40800744,"('unambitious', 'ambitious')",0.25007448,0.14015102,-0.118984506,0.0018579122,-0.0449017,-0.0886662,0.0437645
70,0.2593568,-0.09148273,"('lethargic', 'energetic')",0.3191973,0.08503016,0.38222435,0.66970235,0.3202595,0.2210833,0.0991762
82,-0.24325928,-0.7108888,"('poor', 'rich')",1.2957596,0.7429363,6.3482966,5.930624,2.4669323,1.9875571,0.4793752
54,0.2237801,-0.19378084,"('incapable', 'capable')",0.5346792,0.43422878,0.9687912,0.7539024,0.5757502,0.3314501,0.2443001
48,-0.22297908,-0.18397081,"('unintelligent', 'intelligent')",1.7831999,1.5431002,-0.1857209,-0.28329954,0.4581666,0.35861,0.0995566
49,0.21014309,0.14740019,"('unable', 'able')",0.48397616,0.33103842,-0.102391675,-0.17309974,0.1972425,0.1017796,0.0954629
50,0.19158748,0.023441337,"('clumsy', 'skillful')",0.3878931,0.18993363,0.23174295,-0.08231813,0.2704078,0.0436856,0.2267222
77,0.18869878,0.097850755,"('unmotivated', 'motivated')",0.84348196,0.6466255,-1.0120907,-1.0681899,0.0066967,-0.1079045,0.1146012
68,-0.1740745,-0.05483982,"('dependent', 'independent')",-0.5889394,-0.6277267,-1.7399284,-1.7720726,-0.8343141,-0.818213,-0.0161011
63,0.13809033,-0.18336178,"('unperceptive', 'insightful')",0.7821296,0.58717066,-0.0479502,0.018468708,0.2907566,0.1407592,0.1499974
74,-0.13198563,-0.3794517,"('undedicated', 'dedicated')",0.9307642,0.6487267,0.014729872,0.098054335,0.2711695,0.1224431,0.1487264
43,0.13025628,-0.1942818,"('irresponsible', 'responsible')",0.5982192,0.17452392,0.5772695,0.5806817,0.4352483,0.1869746,0.2482737
13,0.12322475,-0.015580861,"('impolite', 'polite')",1.0776978,0.6809871,-0.008024506,0.008665189,0.3976327,0.2246905,0.1729422
16,-0.11494434,-0.31590334,"('unpopular', 'popular')",-0.77333724,-0.6706098,0.23375592,-0.040915504,-0.2181752,-0.3424762,0.124301
20,0.102060385,0.25554496,"('rough', 'thoughtful')",1.4009203,1.3669279,0.49512556,0.5467336,0.6660354,0.7230688,-0.0570334
3,0.08990429,-0.10442054,"('repellent', 'pleasant')",0.11592947,-0.02064978,0.7405343,0.800647,0.315456,0.2251922,0.0902638
59,-0.08036575,0.17506301,"('foolish', 'wise')",-0.055696752,0.3611789,-0.0065379683,-0.047081914,-0.0475335,0.1630533,-0.2105868
51,-0.062206447,-0.5466976,"('uneducated', 'educated')",0.98256594,0.57087517,0.9581864,0.8830641,0.626182,0.3024139,0.3237681
52,-0.028973322,0.32408622,"('irrational', 'rational')",-0.6184414,-0.10544738,-0.2884299,-0.34904617,-0.3119482,-0.0434691,-0.2684791
57,-0.02062489,0.043145858,"('unimaginative', 'imaginative')",1.0388255,0.9990408,-2.9667735,-2.7246802,-0.6495243,-0.5608312,-0.0886931
12,0.010657262,0.008314916,"('unsupportive', 'supportive')",0.9694482,0.9222274,-2.2229006,-1.8967316,-0.4142651,-0.3220631,-0.092202
61,-0.0011247788,0.41081518,"('illogical', 'logical')",0.81664383,0.85813445,-0.21315701,-0.06929975,0.2007873,0.3998833,-0.199096
