,united_male,united_female,tuple,parcel_male,parcel_female,service_male,service_female,inc_male,inc_female,average_male,average_female,male-female
36,-2.743112,-2.1794353,"('hostile', 'amicable')",1.2124659,0.7051743,-0.9156427,-1.1397446,0.08427831,0.305705,-0.5905026,-0.5770751,-0.0134275
56,2.601759,2.1234262,"('impractical', 'practical')",0.8230009,1.127183,1.0199361,1.2880672,-0.122658625,-0.07310759,1.0805093,1.1163921,-0.0358828
8,-2.4295733,-1.7405019,"('unaffectionate', 'affectionate')",1.0690854,0.83778226,-0.9215494,-0.9014804,0.62153506,0.64871573,-0.4151255,-0.288871,-0.1262545
46,2.321876,0.7237081,"('uncompetitive', 'competitive')",-1.6702969,-1.7906233,0.73761797,0.7569454,-0.79222745,-1.0116119,0.1492424,-0.3303955,0.4796379
31,-2.2885313,-1.5853932,"('evil', 'good')",1.0678595,0.764287,-1.2731954,-1.4339976,-0.9315912,-0.7700475,-0.8563646,-0.7562878,-0.1000768
81,2.1506042,1.5243973,"('submissive', 'aggressive')",-1.8215698,-1.5293306,0.2284298,0.5968729,-0.6018,-0.6981501,-0.0110839,-0.0265526,0.0154687
75,-2.149435,-1.4212656,"('meek', 'impulsive')",-0.6487344,-0.80018675,-0.6076999,-0.8707117,-0.4969301,-0.39148346,-0.9756998,-0.8709119,-0.1047879
42,2.0073674,1.9951717,"('unreliable', 'reliable')",0.8629651,0.62078476,1.1734067,1.0916196,-2.6909082,-2.856893,0.3382078,0.2126707,0.1255371
10,1.9485791,0.9694877,"('unsympathetic', 'sympathetic')",-1.180638,-1.3436236,0.089839116,0.102092505,0.04413033,-0.33062938,0.2254776,-0.1506682,0.3761458
80,1.916881,1.279268,"('dominated', 'dominating')",-0.88755196,-0.71295863,1.670459,1.6207874,-1.0822755,-1.4301263,0.4043781,0.1892426,0.2151355
12,1.9117846,1.5250025,"('unsupportive', 'supportive')",0.9419286,0.5576963,0.26349786,0.24266271,-1.5270661,-1.6729317,0.3975362,0.1631075,0.2344287
23,1.8654511,1.1524408,"('insincere', 'sincere')",0.11984983,0.23820567,0.52900076,0.77986634,5.777253,5.773045,2.0728889,1.9858894,0.0869995
85,-1.8386867,-1.2024332,"('insignificant', 'prestigious')",1.636655,1.1622022,-0.8842898,-1.2338791,0.23240423,0.50717306,-0.2134793,-0.1917343,-0.021745
65,1.8126942,1.2585846,"('insecure', 'secure')",-1.5660547,-1.3467634,-0.4152224,-0.12609212,-0.0516556,-0.25958937,-0.0550596,-0.1184651,0.0634055
21,1.7944926,1.0514864,"('immoral', 'moral')",-0.7979991,-0.8827822,1.2439451,1.2990102,-0.538228,-0.6518663,0.4255527,0.203962,0.2215907
35,-1.7392628,-0.92259264,"('corrupt', 'incorrupt')",1.0195059,0.9902905,-0.5071637,-0.6419097,-0.17267747,0.1535417,-0.3498995,-0.1051675,-0.244732
11,1.7281349,0.9676003,"('unhelpful', 'helpful')",-0.85397875,-0.9266119,0.82717353,0.87695384,2.139731,2.1714213,0.9602652,0.7723409,0.1879243
