,sun_male,sun_female,tuple,microsystems_male,microsystems_female,inc_male,inc_female,average_male,average_female,male-female
48,0.9382968,0.3589011,"('unintelligent', 'intelligent')",-0.0146635175,-0.06095628,0.61841774,0.60213524,0.514017,0.3000267,0.2139903
11,-0.92535526,-0.87541676,"('unhelpful', 'helpful')",-1.2450051,-1.0522761,1.6897886,2.0395913,-0.1601906,0.0372995,-0.1974901
38,-0.91678923,-0.73120576,"('untruthful', 'truthful')",-1.2020017,-0.96828234,-0.5083944,-0.21403396,-0.8757284,-0.6378407,-0.2378877
37,-0.9027283,-0.9354798,"('fake', 'genuine')",-0.7481699,-0.7530525,-0.18507244,-0.23880783,-0.6119902,-0.6424467,0.0304565
25,0.90064245,1.0165122,"('egoistic', 'altruistic')",1.769908,1.6858559,1.5877988,1.4810833,1.4194498,1.3944837,0.0249661
50,-0.8992552,-0.7740653,"('clumsy', 'skillful')",0.8756675,0.9038028,-0.05955992,-0.039449647,-0.0277159,0.0300959,-0.0578118
73,0.87716645,1.0959401,"('helpless', 'self-reliant')",1.0774401,1.1743855,-3.2828767,-2.9364643,-0.4427567,-0.2220462,-0.2207105
26,0.83964765,0.8361583,"('hardhearted', 'benevolent')",1.2529628,1.388711,1.5711818,1.4934458,1.221264,1.2394384,-0.0181744
16,0.8246009,0.6721762,"('unpopular', 'popular')",0.9472406,0.77017653,0.4730265,0.4074766,0.7482893,0.6166098,0.1316795
41,-0.82231903,-1.0669783,"('unforgiving', 'forgiving')",-0.9148287,-0.8583146,0.0768482,-0.057856828,-0.5534332,-0.6610499,0.1076167
7,-0.82126004,-1.0906645,"('insensitive', 'sensitive')",-1.4209191,-1.3972791,0.20051262,0.12966032,-0.6805555,-0.7860944,0.1055389
20,0.73332,0.65043986,"('rough', 'thoughtful')",0.633464,0.6683667,1.1540626,1.1732688,0.8402822,0.8306918,0.0095904
31,0.7165865,0.7518832,"('evil', 'good')",2.0948615,1.838249,-1.1170948,-1.4701374,0.5647844,0.3733316,0.1914528
54,0.7122484,0.65628433,"('incapable', 'capable')",0.62281686,0.5018828,0.881938,0.96827674,0.7390011,0.7088146,0.0301865
88,-0.6980078,-0.7282525,"('low', 'eminent')",-0.5546298,-0.49676698,0.18984726,0.2535369,-0.3542635,-0.3238275,-0.030436
28,-0.68219936,-0.9920369,"('disloyal', 'loyal')",-1.5159225,-1.583477,0.62124926,0.55946654,-0.5256243,-0.6720157,0.1463914
4,-0.6662317,-0.5839583,"('disliked', 'liked')",0.9447685,0.897534,-5.459921,-5.5515227,-1.727128,-1.7459823,0.0188543
0,-0.65350765,-1.0899901,"('unsociable', 'sociable')",-1.9269328,-1.969843,-0.65100324,-0.7509474,-1.077148,-1.2702602,0.1931122
6,0.6425413,0.79408497,"('distant', 'open')",0.06294994,-0.040561274,-0.31324717,-0.5277431,0.130748,0.0752602,0.0554878
44,-0.6396824,-0.45762217,"('prejudiced', 'unprejudiced')",0.9709507,0.96967316,-0.99702215,-0.9110764,-0.2219179,-0.1330085,-0.0889094
32,-0.6324957,-0.670658,"('unkind', 'kind')",-1.3939732,-1.2641929,0.84357214,1.0029215,-0.394299,-0.3106432,-0.0836558
1,0.6269368,0.3569301,"('unfriendly', 'friendly')",0.13271457,-0.033108145,1.2643536,1.109872,0.6746683,0.477898,0.1967703
17,0.61256844,0.54082674,"('nasty', 'nice')",0.7926987,0.59379923,-0.4792899,-0.5085227,0.3086591,0.2087011,0.099958
3,-0.59396565,-0.692174,"('repellent', 'pleasant')",-1.2327518,-1.2060192,0.3327113,0.44550252,-0.4980021,-0.4842302,-0.0137719
78,-0.5909491,-0.7435702,"('nonresilient', 'resilient')",1.0351766,0.9526751,0.50580364,0.31787378,0.3166771,0.1756596,0.1410175
79,0.5798971,0.8057446,"('wavering', 'unwavering')",0.64651215,0.59825355,-0.12349097,-0.11288169,0.3676394,0.4303722,-0.0627328
72,-0.5776431,-0.5440322,"('unambitious', 'ambitious')",-1.5467808,-1.3706634,-1.2196653,-1.1907873,-1.1146964,-1.035161,-0.0795354
5,0.5327258,0.6396941,"('distant', 'outgoing')",0.52702564,0.35599995,-1.0168462,-1.2034798,0.0143018,-0.0692619,0.0835637
66,-0.5241649,-0.6062787,"('inactive', 'active')",-0.31807458,-0.57990766,0.6651488,0.34749508,-0.0590302,-0.2795637,0.2205335
8,0.50288576,0.44050935,"('unaffectionate', 'affectionate')",0.33686617,0.26504824,0.034733064,-0.11537509,0.291495,0.1967275,0.0947675
77,-0.4527299,-0.630942,"('unmotivated', 'motivated')",-0.9845986,-1.0007733,-1.09097,-1.0706811,-0.8427661,-0.9007988,0.0580327
74,-0.39565003,-0.4441731,"('undedicated', 'dedicated')",-0.86761135,-0.695434,0.053591095,0.097953916,-0.4032234,-0.3472177,-0.0560057
18,0.39211446,0.0128118545,"('disagreeable', 'welcoming')",0.21083447,0.050934657,-0.6827558,-1.0068498,-0.0266023,-0.3143678,0.2877655
23,-0.38732535,-0.5778301,"('insincere', 'sincere')",-2.0809252,-1.9249088,5.094925,5.27186,0.8755581,0.9230404,-0.0474823
53,0.38071764,0.15965244,"('uncreative', 'creative')",0.152882,0.04320468,0.8072418,0.7809864,0.4469471,0.3279479,0.1189992
75,-0.36855477,-0.090688616,"('meek', 'impulsive')",1.0249052,1.0163062,-0.15130575,-0.10526546,0.1683482,0.2734507,-0.1051025
49,0.36783737,0.096783414,"('unable', 'able')",0.2807963,0.1606513,-0.30239448,-0.31243128,0.1154131,-0.0183322,0.1337453
15,-0.36465168,-0.46806353,"('boring', 'funny')",-0.23844545,-0.39940718,0.11128393,0.02015388,-0.1639377,-0.282439,0.1185013
29,0.3092717,0.322124,"('unfair', 'fair')",-0.21135916,-0.22422622,-0.8593262,-0.95874214,-0.2538045,-0.2869481,0.0331436
30,-0.30719948,-0.6164516,"('intolerant', 'tolerant')",-1.5781717,-1.504551,0.50421625,0.71674865,-0.460385,-0.4680847,0.0076997
2,0.29178992,0.34743506,"('unlikable', 'likable')",0.19496852,0.24982524,0.9307218,0.98361975,0.4724934,0.52696,-0.0544666
61,0.28005725,0.16066363,"('illogical', 'logical')",-0.5142156,-0.5552643,-0.005793562,-0.011592691,-0.079984,-0.1353978,0.0554138
19,0.2705934,0.4667392,"('inhospitable', 'hospitable')",0.13912107,0.016924229,-0.5517276,-0.5134888,-0.0473377,-0.0099418,-0.0373959
86,-0.25787312,-0.72470766,"('uninfluential', 'influential')",-1.4982204,-1.6628696,-0.024895784,-0.27488995,-0.5936631,-0.8874891,0.293826
34,0.2154682,0.06975855,"('mean', 'honorable')",-0.4401684,-0.34305623,5.8766994,5.9125714,1.8839998,1.8797579,0.0042419
67,-0.21055762,0.017632827,"('doubtful', 'determined')",0.11190649,0.2805243,-0.76189226,-0.6061192,-0.2868478,-0.102654,-0.1841938
27,-0.19676596,-0.43260705,"('hardhearted', 'softhearted')",-0.4486114,-0.6285311,0.7436201,0.43051228,0.0327476,-0.2102086,0.2429562
69,0.18188891,0.0982316,"('lazy', 'industrious')",2.5354786,2.2469256,-0.8530866,-1.1249704,0.6214269,0.4067289,0.214698
12,-0.15050955,-0.19245769,"('unsupportive', 'supportive')",-0.857293,-0.75169045,-2.0100975,-1.9922534,-1.0059667,-0.9788005,-0.0271662
40,-0.14815809,-0.53017086,"('stingy', 'generous')",0.32286412,0.23203814,-1.4991381,-1.7520438,-0.4414774,-0.6833922,0.2419148
47,-0.115257815,-0.13028201,"('stupid', 'smart')",-0.6214229,-0.56033117,4.858748,4.7700586,1.3740225,1.3598151,0.0142074
