,automatic_male,automatic_female,tuple,data_male,data_female,processing_male,processing_female,inc_male,inc_female,average_male,average_female,male-female
60,2.7709997,2.5834665,"('inefficient', 'efficient')",0.35182664,0.054001417,2.5145485,2.0146067,0.23700899,0.12510186,1.468596,1.1942942,0.2743018
31,-2.586475,-2.4636853,"('evil', 'good')",-0.03697815,0.0886485,-1.8889657,-1.5188555,-1.0760009,-0.8408499,-1.397105,-1.1836855,-0.2134195
46,2.136699,1.708785,"('uncompetitive', 'competitive')",-0.02173438,-0.30835545,1.2997372,0.63732284,-0.18353492,-0.46391445,0.8077917,0.3934595,0.4143322
85,-2.1336827,-1.8809464,"('insignificant', 'prestigious')",0.78255796,1.1356688,-1.4964116,-0.7888177,-0.2129043,0.4113468,-0.7651101,-0.2806871,-0.484423
48,1.967598,1.9622306,"('unintelligent', 'intelligent')",-0.57243353,-0.66603017,0.52022696,0.5041165,1.0036219,1.1682682,0.7297534,0.7421463,-0.0123929
39,1.9438207,2.1574013,"('exploitative', 'cooperative')",1.2232933,1.2287282,0.02719532,0.26786834,0.18524328,0.2256992,0.8448882,0.9699242,-0.125036
11,1.9416032,1.6069554,"('unhelpful', 'helpful')",0.28649375,-0.095656686,0.8206917,0.6224898,2.1755722,2.0731473,1.3060901,1.051734,0.2543561
56,1.8012041,1.8413732,"('impractical', 'practical')",0.5290801,0.50397563,1.4557977,1.2032548,-0.28066707,-0.42368037,0.8763537,0.7812308,0.0951229
59,-1.7009393,-1.581843,"('foolish', 'wise')",1.1389617,1.1668918,-1.3074691,-0.93067026,-0.11918126,0.20528813,-0.497157,-0.2850833,-0.2120737
81,1.524526,1.6180872,"('submissive', 'aggressive')",-0.05663234,-0.21079357,1.6574488,1.435637,-0.16200222,-0.27745944,0.740835,0.6413678,0.0994672
4,-1.464047,-1.4060208,"('disliked', 'liked')",-0.18600944,-0.042491436,-0.8734021,-0.7225317,-6.056077,-5.525668,-2.1448839,-1.924178,-0.2207059
75,-1.3942096,-1.2986358,"('meek', 'impulsive')",-0.39379984,-0.2508902,-0.03823392,0.0223248,-0.39826438,-0.40518612,-0.5561269,-0.4830968,-0.0730301
23,1.3707905,1.0769242,"('insincere', 'sincere')",0.11687081,-0.29707456,0.20446634,-0.07971973,6.193487,5.6433954,1.9714037,1.5858814,0.3855223
36,-1.3686575,-1.2543358,"('hostile', 'amicable')",-0.17372943,0.048952933,-2.0666256,-1.5726826,-0.38196063,0.06955804,-0.9977433,-0.6771268,-0.3206165
35,-1.3642291,-0.9326251,"('corrupt', 'incorrupt')",-0.10335057,0.28515816,-0.6328298,-0.17973392,-0.27831516,0.3402116,-0.5946811,-0.1217473,-0.4729338
