,cincinnati_male,cincinnati_female,tuple,financial_male,financial_female,corp_male,corp_female,average_male,average_female,male-female
59,-0.27292845,-0.3118836,"('foolish', 'wise')",1.3657918,1.3594384,-1.2693658,-1.2271799,-0.0588342,-0.059875,0.0010408
6,0.27166757,0.24323526,"('distant', 'open')",0.48797494,0.57806975,-1.82162,-1.7777966,-0.3539925,-0.3188305,-0.035162
48,-0.2553939,-0.29150242,"('unintelligent', 'intelligent')",-0.8451272,-0.97441256,0.5170118,0.5003687,-0.1945031,-0.2551821,0.060679
77,-0.25059256,-0.407067,"('unmotivated', 'motivated')",1.0801209,1.0247912,-0.33364964,-0.37741625,0.1652929,0.0801027,0.0851902
64,-0.23652232,-0.13843207,"('shy', 'confident')",0.40044385,0.47711185,-5.319503,-5.2169137,-1.7185272,-1.626078,-0.0924492
45,0.23243211,0.33312008,"('incompetent', 'competent')",-1.1520334,-1.0901924,-0.16580531,-0.09176923,-0.3618022,-0.2829472,-0.078855
66,0.22472818,0.12011348,"('inactive', 'active')",1.507008,1.5134658,0.8126983,0.74865973,0.8481448,0.7940796,0.0540652
88,0.22229822,0.15109788,"('low', 'eminent')",-0.82572716,-0.835664,-0.48683378,-0.41479018,-0.3634209,-0.3664521,0.0030312
44,-0.21700698,-0.22130531,"('prejudiced', 'unprejudiced')",-0.12753618,-0.069334455,-1.1140747,-0.9820457,-0.486206,-0.4242285,-0.0619775
5,-0.1747184,-0.05894468,"('distant', 'outgoing')",1.0375366,1.188221,-1.7617364,-1.7076489,-0.2996394,-0.1927909,-0.1068485
53,0.16683978,0.11061059,"('uncreative', 'creative')",0.974659,0.9805444,-0.17358783,-0.1665016,0.322637,0.3082178,0.0144192
73,0.16156688,0.2571091,"('helpless', 'self-reliant')",1.4620365,1.4197835,-3.3788629,-3.4370964,-0.5850865,-0.5867346,0.0016481
33,-0.16048585,-0.2885109,"('wrong', 'right')",1.5566169,1.473459,-1.3947077,-1.5262893,0.0004745,-0.1137804,0.1142549
34,-0.14070974,-0.17817076,"('mean', 'honorable')",0.50769496,0.50528884,5.3548737,5.4448833,1.9072863,1.9240004,-0.0167141
58,0.12484482,0.13364075,"('undiscriminating', 'discriminating')",1.3951118,1.4035006,0.15353614,0.117710605,0.5578309,0.5516173,0.0062136
29,0.09678563,0.17819788,"('unfair', 'fair')",0.06781232,0.17791009,-0.46498215,-0.42641455,-0.1001281,-0.0234355,-0.0766926
3,0.08311514,0.06970185,"('repellent', 'pleasant')",-0.5991095,-0.6205252,1.4339781,1.3608096,0.3059946,0.2699954,0.0359992
25,-0.06440471,-0.26678723,"('egoistic', 'altruistic')",0.44025564,0.40652376,0.7744941,0.75138354,0.3834484,0.29704,0.0864084
83,0.04779196,0.1761013,"('powerless', 'powerful')",1.335125,1.4513968,-0.3730259,-0.3920831,0.3366303,0.411805,-0.0751747
54,-0.046329044,-0.08550704,"('incapable', 'capable')",1.1533005,1.1763986,0.05593812,0.19836147,0.3876365,0.429751,-0.0421145
57,-0.042481154,-0.09421699,"('unimaginative', 'imaginative')",-0.18616231,-0.12570769,-2.8316276,-2.8485942,-1.0200903,-1.0228396,0.0027493
28,0.03674735,-0.026121672,"('disloyal', 'loyal')",-0.121824384,-0.17077096,1.2035508,1.2332586,0.3728246,0.3454553,0.0273693
87,0.012079325,0.01692551,"('unsuccessful', 'successful')",0.87510455,0.8981213,0.8291565,0.8362405,0.5721134,0.5837624,-0.011649
82,-0.0075372197,0.004367873,"('poor', 'rich')",-0.8101626,-0.76827157,6.065343,6.1537113,1.7492143,1.7966026,-0.0473883
