,cincinnati_male,cincinnati_female,tuple,financial_male,financial_female,corp_male,corp_female,average_male,average_female,male-female
60,2.4733708,2.51731,"('inefficient', 'efficient')",-0.55035126,-0.46110064,0.40749475,0.6073363,0.7768381,0.8878485,-0.1110104
63,1.9328383,2.0012605,"('unperceptive', 'insightful')",1.0674477,1.1302234,0.776254,0.86285365,1.2588467,1.3314459,-0.0725992
23,1.8470546,1.8342465,"('insincere', 'sincere')",0.12748364,0.114192426,5.9601464,6.0288982,2.6448949,2.6591123,-0.0142174
36,-1.8101909,-2.0376122,"('hostile', 'amicable')",0.63210315,0.5440486,-1.3408864,-1.4877679,-0.839658,-0.9937772,0.1541192
16,-1.7258127,-1.7056054,"('unpopular', 'popular')",-0.29156888,-0.28253675,-0.27998525,-0.29222268,-0.765789,-0.7601216,-0.0056674
10,1.700749,1.6878164,"('unsympathetic', 'sympathetic')",-1.3822478,-1.3692586,0.40584528,0.5068156,0.2414488,0.2751245,-0.0336757
70,1.616921,1.6661351,"('lethargic', 'energetic')",-0.05510419,0.03581499,1.2142615,1.4228399,0.9253594,1.0415967,-0.1162373
43,1.580415,1.5938723,"('irresponsible', 'responsible')",0.41865146,0.49090332,0.5185659,0.53424,0.8392108,0.8730052,-0.0337944
32,1.572073,1.568424,"('unkind', 'kind')",-0.23174489,-0.2006122,0.544667,0.6782543,0.6283317,0.682022,-0.0536903
71,1.5659877,1.5387776,"('diffident', 'self-confident')",1.8430094,1.8648632,-0.039413795,0.04113332,1.1231945,1.1482581,-0.0250636
35,-1.49459,-1.6164336,"('corrupt', 'incorrupt')",-0.40235093,-0.43836895,-1.8402544,-1.8116604,-1.2457318,-1.2888211,0.0430893
24,1.4520018,1.4328156,"('dishonest', 'honest')",-0.059739426,-0.046998985,0.47590923,0.5782903,0.6227239,0.6547023,-0.0319784
39,1.4386412,1.4395088,"('exploitative', 'cooperative')",0.707436,0.6555992,0.4474906,0.36171412,0.8645226,0.8189407,0.0455819
56,1.3836747,1.505136,"('impractical', 'practical')",0.27124956,0.39780444,-0.20785859,-0.010123789,0.4823552,0.6309389,-0.1485837
17,-1.3490882,-1.2800889,"('nasty', 'nice')",-0.27025932,-0.18704946,-0.7435593,-0.82588124,-0.7876356,-0.7643399,-0.0232957
74,1.340559,1.3601518,"('undedicated', 'dedicated')",0.4007929,0.43803567,-0.3508227,-0.2616451,0.4635097,0.5121808,-0.0486711
52,-1.26223,-1.2121503,"('irrational', 'rational')",0.63523924,0.63409555,-1.0293479,-1.1437331,-0.5521129,-0.5739293,0.0218164
31,-1.2557586,-1.27312,"('evil', 'good')",-0.037958518,-0.040554024,-2.457604,-2.4355054,-1.2504404,-1.2497265,-0.0007139
8,-1.2548969,-1.2939615,"('unaffectionate', 'affectionate')",0.34495685,0.2741996,-0.58297205,-0.6959281,-0.4976374,-0.5718967,0.0742593
7,1.2528363,1.1700928,"('insensitive', 'sensitive')",0.33526608,0.32990578,0.7940903,0.8314682,0.7940642,0.7771556,0.0169086
26,1.1815315,1.0427468,"('hardhearted', 'benevolent')",1.6799934,1.6292235,1.1550786,1.0552498,1.3388678,1.2424067,0.0964611
27,1.1726092,0.9374347,"('hardhearted', 'softhearted')",-0.5533632,-0.6485853,0.21784255,0.050096832,0.2790295,0.1129821,0.1660474
4,-1.1644297,-1.1048034,"('disliked', 'liked')",0.2591009,0.36380917,-7.3899255,-7.3104324,-2.7650846,-2.683809,-0.0812756
40,1.1559024,1.0978948,"('stingy', 'generous')",1.2894115,1.2340723,-2.2619073,-2.3539853,0.0611355,-0.0073394,0.0684749
11,1.1208897,1.2804093,"('unhelpful', 'helpful')",-0.020260327,0.0715282,2.274031,2.4200287,1.1248868,1.2573221,-0.1324353
51,1.0645325,1.1099163,"('uneducated', 'educated')",-0.26521584,-0.28047934,0.550568,0.5909327,0.4499615,0.4734566,-0.0234951
30,1.0616318,1.1498324,"('intolerant', 'tolerant')",0.24492782,0.29812932,0.082419954,0.14733031,0.4629932,0.531764,-0.0687708
14,1.0345873,1.1590602,"('antisocial', 'social')",1.4521984,1.5694107,0.27807692,0.37182033,0.9216208,1.0334304,-0.1118096
12,1.0224054,1.0928413,"('unsupportive', 'supportive')",1.2247789,1.3041955,-2.0229113,-1.9793606,0.0747577,0.1392254,-0.0644677
72,1.0211124,0.94686884,"('unambitious', 'ambitious')",-0.017717682,-0.005882196,-0.6080483,-0.55577457,0.1317821,0.128404,0.0033781
21,0.9744644,0.9844366,"('immoral', 'moral')",0.8238776,0.78008443,0.4638586,0.52280664,0.7540669,0.7624426,-0.0083757
50,-0.96297795,-0.97604084,"('clumsy', 'skillful')",0.58295923,0.58568597,-0.010150701,0.042236365,-0.1300565,-0.1160395,-0.014017
75,-0.95720965,-0.8284258,"('meek', 'impulsive')",0.27789322,0.39734712,-0.6893307,-0.6206344,-0.4562157,-0.350571,-0.1056447
79,-0.93494254,-0.94536084,"('wavering', 'unwavering')",0.33281356,0.3656578,-0.51534665,-0.46987936,-0.3724919,-0.3498608,-0.0226311
55,0.92028487,0.91099465,"('incompetent', 'clever')",-1.1538465,-1.1670587,1.2227818,1.1851546,0.32974,0.3096968,0.0200432
67,0.86295605,0.9916353,"('doubtful', 'determined')",0.1966961,0.25417972,-0.5745983,-0.39421752,0.1616846,0.2838658,-0.1221812
20,0.7854569,0.7350508,"('rough', 'thoughtful')",0.044291075,0.025679223,0.36947373,0.36261135,0.3997406,0.3744471,0.0252935
78,-0.75339234,-0.7471773,"('nonresilient', 'resilient')",0.69952047,0.73318917,0.4522627,0.34015384,0.1327969,0.1087219,0.024075
49,-0.74781215,-0.7585112,"('unable', 'able')",-1.3719617,-1.2067769,-0.61968,-0.46668473,-0.9131513,-0.8106576,-0.1024937
37,0.72779214,0.6266246,"('fake', 'genuine')",-0.5685139,-0.6676825,-0.43941802,-0.291175,-0.0933799,-0.1107443,0.0173644
62,0.6948258,0.8913794,"('incompetent', 'brilliant')",0.181109,0.34094307,0.53364694,0.67519665,0.4698606,0.6358397,-0.1659791
22,0.68309313,0.67864615,"('untrustworthy', 'trustworthy')",-0.50572956,-0.4939012,-0.21749794,-0.19200407,-0.0133781,-0.0024197,-0.0109584
65,0.6745524,0.6727793,"('insecure', 'secure')",-0.75191694,-0.8086456,0.84275717,1.0186869,0.2551309,0.2942735,-0.0391426
38,0.66212326,0.73051643,"('untruthful', 'truthful')",0.81671596,0.8966278,-0.52925366,-0.41025677,0.3165285,0.4056292,-0.0891007
42,0.65704274,0.7317214,"('unreliable', 'reliable')",1.0820786,1.2420022,-1.7272179,-1.5468018,0.0039678,0.1423073,-0.1383395
9,0.6481272,0.63885164,"('unaffectionate', 'caring')",1.317049,1.2694476,0.3141166,0.28082615,0.7597643,0.7297084,0.0300559
61,-0.64228255,-0.55730534,"('illogical', 'logical')",1.0402492,1.1262035,0.61811215,0.65387154,0.3386929,0.4075899,-0.068897
13,0.64023066,0.68210685,"('impolite', 'polite')",-0.25890505,-0.1956365,-0.45655686,-0.37275392,-0.0250771,0.0379055,-0.0629826
86,0.6329901,0.5916009,"('uninfluential', 'influential')",-0.40711632,-0.423178,-0.15300019,-0.18511114,0.0242912,-0.0055627,0.0298539
41,0.6278329,0.61458147,"('unforgiving', 'forgiving')",0.55915844,0.57491416,-0.83925045,-0.88119245,0.1159136,0.1027677,0.0131459
2,0.6069001,0.6766196,"('unlikable', 'likable')",2.5821676,2.6094203,0.3939224,0.4831268,1.1943301,1.2563889,-0.0620588
47,0.5879829,0.5797049,"('stupid', 'smart')",0.93292123,0.94443995,4.8818126,4.993463,2.1342389,2.1725359,-0.038297
81,0.57418996,0.6705422,"('submissive', 'aggressive')",0.41621268,0.46033546,0.29695687,0.46879584,0.4291198,0.5332245,-0.1041047
76,0.5691713,0.68635,"('anxious', 'daring')",-0.236022,-0.12427378,0.7748106,0.97266465,0.36932,0.5115803,-0.1422603
68,0.53961337,0.53450644,"('dependent', 'independent')",-2.0458462,-2.0526524,-0.9900017,-0.9606919,-0.8320781,-0.8262793,-0.0057988
46,0.51689935,0.526604,"('uncompetitive', 'competitive')",0.29625118,0.33187407,0.26973784,0.2803989,0.3609628,0.3796256,-0.0186628
85,-0.49460447,-0.65696996,"('insignificant', 'prestigious')",2.0149813,1.9097233,-1.3179127,-1.4060199,0.067488,-0.0510889,0.1185769
69,-0.49038047,-0.6229024,"('lazy', 'industrious')",1.429461,1.386934,-1.8561734,-1.8775241,-0.3056976,-0.3711642,0.0654666
80,0.4830994,0.54101014,"('dominated', 'dominating')",-0.5434182,-0.5096463,0.73166335,0.8130499,0.2237815,0.2814713,-0.0576898
1,0.48127732,0.38601694,"('unfriendly', 'friendly')",1.2763945,1.1852425,0.18267053,0.12425572,0.6467808,0.5651717,0.0816091
0,0.46210638,0.48739022,"('unsociable', 'sociable')",-0.43579555,-0.46267474,-0.044962704,-0.031544,-0.0062173,-0.0022762,-0.0039411
19,-0.415486,-0.3859242,"('inhospitable', 'hospitable')",-0.1852301,-0.19949345,-1.2093271,-1.2115182,-0.6033477,-0.5989786,-0.0043691
18,0.34853244,0.23134528,"('disagreeable', 'welcoming')",-0.14423835,-0.18496637,-1.025048,-1.0377707,-0.2735846,-0.3304639,0.0568793
84,-0.32719773,-0.2532765,"('inferior', 'superior')",0.3981465,0.48393273,0.73220026,0.80796623,0.2677163,0.3462075,-0.0784912
15,-0.31347436,-0.32497337,"('boring', 'funny')",0.13913134,0.16441756,-1.0398273,-0.9369254,-0.4047234,-0.3658271,-0.0388963
