,ciena_male,ciena_female,tuple,corp_male,corp_female,average_male,average_female,male-female
10,-1.4511542,-1.4182317,"('unsympathetic', 'sympathetic')",-0.37081915,-0.33014876,-0.9109867,-0.8741902,-0.0367965
53,-1.4458653,-1.1679024,"('uncreative', 'creative')",0.3292858,0.21573564,-0.5582898,-0.4760833,-0.0822065
2,1.3199764,1.5326566,"('unlikable', 'likable')",0.48775846,0.65482473,0.9038675,1.0937407,-0.1898732
86,-1.2443709,-1.1453648,"('uninfluential', 'influential')",-0.24287799,-0.25402507,-0.7436244,-0.6996949,-0.0439295
19,-1.1690768,-0.89043546,"('inhospitable', 'hospitable')",-0.5746053,-0.6057601,-0.8718411,-0.7480978,-0.1237433
1,-1.1245097,-1.004671,"('unfriendly', 'friendly')",1.032277,1.0022919,-0.0461164,-0.0011895,-0.0449269
79,-1.1100972,-0.84395486,"('wavering', 'unwavering')",-0.86930114,-0.83787286,-0.9896991,-0.8409139,-0.1487852
57,-1.1061406,-0.98429424,"('unimaginative', 'imaginative')",-3.0658915,-3.0490112,-2.0860162,-2.0166528,-0.0693634
23,-1.0216836,-0.72722584,"('insincere', 'sincere')",5.9934964,6.1590567,2.4859064,2.7159154,-0.230009
38,-0.96252555,-0.361126,"('untruthful', 'truthful')",-0.41798514,0.02923317,-0.6902553,-0.1659464,-0.5243089
69,0.9132696,0.20368712,"('lazy', 'industrious')",-0.95337826,-1.0997516,-0.0200543,-0.4480322,0.4279779
28,-0.9073699,-0.7195059,"('disloyal', 'loyal')",0.6323883,0.837253,-0.1374908,0.0588735,-0.1963643
45,-0.88035166,-0.6319654,"('incompetent', 'competent')",-0.14757097,-0.028099718,-0.5139613,-0.3300326,-0.1839287
78,-0.8620893,-0.7416564,"('nonresilient', 'resilient')",-0.06921321,0.03370174,-0.4656512,-0.3539774,-0.1116738
5,-0.8310782,-0.6793682,"('distant', 'outgoing')",-0.75189584,-0.76170105,-0.791487,-0.7205346,-0.0709524
6,-0.8134671,-0.6648836,"('distant', 'open')",-0.8034425,-0.9443647,-0.8084548,-0.8046242,-0.0038306
82,-0.79602313,-0.29225248,"('poor', 'rich')",6.259108,6.571895,2.7315426,3.1398213,-0.4082787
11,-0.77788943,-0.47050628,"('unhelpful', 'helpful')",1.6506608,2.045221,0.4363857,0.7873574,-0.3509717
39,0.7628179,0.16120754,"('exploitative', 'cooperative')",0.21335833,0.029299663,0.4880881,0.0952536,0.3928345
9,-0.7545746,-0.63087857,"('unaffectionate', 'caring')",0.9246189,0.8975786,0.0850222,0.13335,-0.0483278
8,-0.7441325,-0.59981984,"('unaffectionate', 'affectionate')",0.49733055,0.33163354,-0.123401,-0.1340932,0.0106922
46,-0.73366934,-0.7028467,"('uncompetitive', 'competitive')",-0.8470771,-0.50626314,-0.7903732,-0.6045549,-0.1858183
84,0.7336251,0.7165472,"('inferior', 'superior')",0.9419568,0.89629024,0.837791,0.8064187,0.0313723
63,-0.71430707,-0.5436079,"('unperceptive', 'insightful')",0.40460593,0.54029137,-0.1548506,-0.0016583,-0.1531923
62,0.7023908,0.98518574,"('incompetent', 'brilliant')",0.4853248,0.98951244,0.5938578,0.9873491,-0.3934913
35,-0.7019795,-0.61455446,"('corrupt', 'incorrupt')",-0.7421319,-0.9963562,-0.7220557,-0.8054553,0.0833996
13,-0.6768951,-0.855757,"('impolite', 'polite')",-0.65221006,-0.50920326,-0.6645526,-0.6824801,0.0179275
31,-0.6162319,-0.6227495,"('evil', 'good')",-0.9445435,-1.31162,-0.7803877,-0.9671848,0.1867971
73,0.61617893,0.6475079,"('helpless', 'self-reliant')",-3.1696668,-3.2150342,-1.2767439,-1.2837632,0.0070193
14,0.5875461,0.52951926,"('antisocial', 'social')",0.15282728,0.29055527,0.3701867,0.4100373,-0.0398506
43,-0.553651,-0.36608353,"('irresponsible', 'responsible')",0.282814,0.4950006,-0.1354185,0.0644585,-0.199877
58,0.54438925,0.71084785,"('undiscriminating', 'discriminating')",0.41282335,0.32789534,0.4786063,0.5193716,-0.0407653
24,-0.50156343,-0.6205431,"('dishonest', 'honest')",0.6582733,0.75363034,0.0783549,0.0665436,0.0118113
36,-0.4929237,-0.3509182,"('hostile', 'amicable')",-0.54001486,-0.8728255,-0.5164693,-0.6118718,0.0954025
7,-0.49058193,-0.6539585,"('insensitive', 'sensitive')",0.5317457,0.50299686,0.0205819,-0.0754808,0.0960627
26,0.48851603,0.24330063,"('hardhearted', 'benevolent')",1.422683,0.9654877,0.9555995,0.6043942,0.3512053
42,0.48127857,0.8266525,"('unreliable', 'reliable')",-3.5221572,-3.1745179,-1.5204393,-1.1739327,-0.3465066
52,0.47636813,0.3582435,"('irrational', 'rational')",-0.11488263,-0.4071713,0.1807427,-0.0244639,0.2052066
54,-0.470656,-0.3679676,"('incapable', 'capable')",0.54780895,0.6881341,0.0385765,0.1600832,-0.1215067
47,-0.44057825,-0.2776673,"('stupid', 'smart')",5.409035,5.359516,2.4842284,2.5409243,-0.0566959
77,-0.43945143,-0.5684718,"('unmotivated', 'motivated')",-1.2722185,-1.0375587,-0.855835,-0.8030152,-0.0528198
12,-0.43375206,-0.22992243,"('unsupportive', 'supportive')",-2.0489802,-1.8405188,-1.2413661,-1.0352206,-0.2061455
65,0.40544608,0.30437684,"('insecure', 'secure')",-0.03361708,0.1974909,0.1859145,0.2509339,-0.0650194
