,fidelity_male,fidelity_female,tuple,national_male,national_female,info_male,info_female,svcs_male,svcs_female,inc_male,inc_female,average_male,average_female,male-female
39,2.216136,1.8002366,"('exploitative', 'cooperative')",1.4955972,1.4971693,1.3030694,1.0690821,1.6255237,1.4662238,0.0015711784,-0.06221861,1.3283795,1.1540986,0.1742809
12,1.8720101,1.8860443,"('unsupportive', 'supportive')",0.93393075,0.8218455,1.093976,0.968124,-0.32051164,-0.29474533,-1.6488681,-1.600661,0.3861074,0.3561215,0.0299859
23,1.8512462,1.7338609,"('insincere', 'sincere')",1.1880307,0.7539862,1.4965277,1.4479271,0.18275157,0.09228128,4.4812684,4.4732313,1.8399651,1.7002575,0.1397076
35,-1.7457455,-1.7976354,"('corrupt', 'incorrupt')",-1.838408,-1.5239081,-1.9308022,-2.000156,-1.1548319,-1.0971411,-0.22562093,-0.21653606,-1.3790817,-1.3270754,-0.0520063
44,-1.7031555,-1.8133125,"('prejudiced', 'unprejudiced')",0.35615733,0.29356116,-0.29984576,-0.40776718,1.3714645,1.3444941,-1.4961815,-1.540771,-0.3543122,-0.4247591,0.0704469
34,1.6773282,1.5732516,"('mean', 'honorable')",0.3115349,0.08364417,0.7940911,0.82530624,-0.16420926,-0.22412498,4.9646606,5.0169864,1.5166811,1.4550127,0.0616684
30,1.6312573,1.6325812,"('intolerant', 'tolerant')",0.27639064,0.25516498,1.5481894,1.4932377,1.4486358,1.3304229,0.8461503,0.93766296,1.1501247,1.129814,0.0203107
31,-1.5741332,-1.3619235,"('evil', 'good')",-1.2813867,-0.88597286,-1.7016366,-1.6622365,-1.5155771,-1.4292288,-1.4577085,-1.1060069,-1.5060884,-1.2890736,-0.2170148
62,1.5729125,1.7090256,"('incompetent', 'brilliant')",0.4740962,0.53316206,1.3468745,1.4876065,0.99952155,1.0855464,-0.49892864,-0.29964468,0.7788953,0.9031392,-0.1242439
83,1.5349143,1.4077057,"('powerless', 'powerful')",0.667277,0.6932685,0.71303225,0.5778133,-0.5566746,-0.5724805,-0.9658454,-1.0014364,0.2785408,0.2209741,0.0575667
10,1.4905176,1.3356261,"('unsympathetic', 'sympathetic')",0.86643845,0.43725148,0.023028668,-0.080387644,-0.11810973,-0.279599,-0.2686609,-0.4397377,0.3986428,0.1946306,0.2040122
24,1.4131386,1.3038195,"('dishonest', 'honest')",0.2900621,0.18506083,0.22527903,0.2366608,0.15281625,0.08858341,0.7470681,0.69478625,0.5656728,0.5017822,0.0638906
7,1.4079018,1.4225026,"('insensitive', 'sensitive')",0.409719,0.38677374,0.39949352,0.52586305,0.6581956,0.6420052,0.22591454,0.5233417,0.6202449,0.7000972,-0.0798523
11,1.3985797,1.2274015,"('unhelpful', 'helpful')",1.0344069,0.62461954,2.507535,2.3905005,0.37506968,0.3150002,1.8605638,1.7486595,1.435231,1.2612362,0.1739948
60,1.382186,1.3283895,"('inefficient', 'efficient')",1.0539153,0.6717029,2.9262924,3.0071907,1.7959865,1.7761769,-0.21831343,-0.15020722,1.3880135,1.3266506,0.0613629
65,1.3139663,1.2755013,"('insecure', 'secure')",1.422351,1.0895419,1.5860026,1.668874,1.3192736,1.2712382,-0.15037495,-0.14595747,1.0982437,1.0318397,0.066404
61,1.2611533,1.0379258,"('illogical', 'logical')",0.017109912,-0.22364037,1.5428107,1.4766157,0.33901736,0.28099823,-0.1811509,-0.24080187,0.5957881,0.4662195,0.1295686
9,1.2562493,1.0082667,"('unaffectionate', 'caring')",-0.8098221,-0.8878705,0.08870627,-0.11868954,-2.0170653,-2.0357022,0.8297948,0.8431089,-0.1304274,-0.2381773,0.1077499
4,-1.2471857,-1.1281047,"('disliked', 'liked')",-1.4815294,-1.1654291,-1.6266665,-1.7379345,-0.7278887,-0.65353096,-4.6506205,-4.6966147,-1.9467781,-1.8763229,-0.0704552
74,1.2276447,1.0792049,"('undedicated', 'dedicated')",0.9748572,0.8191244,0.45510972,0.13762012,0.5015512,0.29843092,0.49854445,0.38383663,0.7315414,0.5436434,0.187898
29,-1.2032912,-0.97876066,"('unfair', 'fair')",-0.8225994,-0.49473053,-0.54568326,-0.43467665,-0.5736276,-0.4595134,-0.8542536,-0.63315654,-0.7998909,-0.6001676,-0.1997233
78,1.1716834,0.97185004,"('nonresilient', 'resilient')",-0.2279212,-0.486437,-0.07087577,-0.019519962,-0.9294662,-0.82548726,-0.029633988,0.044552907,-0.0172427,-0.0630082,0.0457655
75,-1.1138982,-1.0877019,"('meek', 'impulsive')",-1.3454382,-1.2520789,-0.8216816,-0.7934917,-0.24379858,-0.22186998,-0.35685578,-0.27305037,-0.7763344,-0.7256386,-0.0506958
17,1.0967563,1.0903479,"('nasty', 'nice')",-1.0456802,-0.92511576,-0.18269165,-0.17601487,-0.92551446,-0.84599465,-0.9825231,-1.0465312,-0.4079306,-0.3806617,-0.0272689
16,-1.0791804,-0.8661336,"('unpopular', 'popular')",-0.6485531,-0.44459558,-0.79763705,-0.7224721,-1.4185231,-1.2486205,0.33704576,0.47067463,-0.7213696,-0.5622294,-0.1591402
6,-1.0609727,-1.1930404,"('distant', 'open')",-2.176714,-1.8911009,-1.3122611,-1.5102516,-1.6387264,-1.6914319,-0.04643756,-0.06814833,-1.2470223,-1.2707946,0.0237723
38,1.0488176,0.8757277,"('untruthful', 'truthful')",0.15596297,0.03424069,0.5497186,0.3869277,-0.96335655,-0.95185924,-0.22471945,-0.308446,0.1132846,0.0073182,0.1059664
46,1.0140836,0.8440717,"('uncompetitive', 'competitive')",1.8561759,1.4120556,1.2615225,1.1114123,1.1182265,0.98048526,0.005000178,-0.14125425,1.0510017,0.8413541,0.2096476
72,0.9772468,0.9721514,"('unambitious', 'ambitious')",-0.1268067,-0.22079292,0.25013313,0.16849428,-1.0657614,-1.1083151,-1.2419679,-1.1070361,-0.2414312,-0.2590997,0.0176685
5,-0.95730156,-1.1225262,"('distant', 'outgoing')",-2.1484332,-1.9535147,-0.95796853,-1.1502252,-1.380419,-1.3679563,-0.65999955,-0.6172525,-1.2208243,-1.2422949,0.0214706
56,0.93801045,0.8889464,"('impractical', 'practical')",0.9753955,0.787661,1.6374477,1.648993,0.67112845,0.7094294,-0.4357552,-0.38813668,0.7572453,0.7293787,0.0278666
28,0.9180737,0.7621557,"('disloyal', 'loyal')",0.5170375,0.37877035,0.14361142,-0.03001152,-0.6206523,-0.72394866,0.96772385,0.7384775,0.3851588,0.2250887,0.1600701
2,0.9006818,0.75468147,"('unlikable', 'likable')",0.85460573,0.6198121,1.1170764,0.94495636,0.6833268,0.60118103,0.53892237,0.4650995,0.8189226,0.6771461,0.1417765
55,0.8953183,0.9974284,"('incompetent', 'clever')",0.46702456,0.26591462,1.496779,1.6171972,0.8359325,0.77333665,-0.044096358,-0.07832831,0.7301916,0.7151097,0.0150819
43,0.88609695,0.6080301,"('irresponsible', 'responsible')",0.22439136,-0.1452715,0.9010024,0.69078594,-0.10536937,-0.20042363,0.2067143,0.10345772,0.4225672,0.2113157,0.2112515
68,-0.88191855,-0.9852804,"('dependent', 'independent')",-0.065616295,-0.1420656,-0.35361183,-0.373226,-0.31100017,-0.42508754,-0.7079404,-0.65562516,-0.4640174,-0.516257,0.0522396
21,0.8559948,0.73410165,"('immoral', 'moral')",1.5285214,1.1675466,0.77477735,0.78430825,1.4475652,1.3429565,-1.1198131,-1.0861099,0.6974092,0.5885606,0.1088486
13,0.8553614,0.77762455,"('impolite', 'polite')",1.0358341,0.83911926,1.4756215,1.4780086,1.2607164,1.2475693,-0.0413761,0.03687108,0.9172315,0.8758385,0.041393
33,0.767065,0.60738623,"('wrong', 'right')",0.08735077,0.36299795,-0.05966314,-0.09789282,0.33798578,0.40361133,-0.8175181,-0.61756516,0.0630441,0.1317075,-0.0686634
86,0.76275456,0.70053065,"('uninfluential', 'influential')",0.09022283,-0.08803547,0.5021868,0.43749216,-0.73078245,-0.90607375,-0.14295064,-0.36506212,0.0962862,-0.0442297,0.1405159
