,dover_male,dover_female,tuple,corp_male,corp_female,average_male,average_female,male-female
76,0.98910105,1.3682022,"('anxious', 'daring')",-0.029038444,0.15173307,0.4800313,0.7599676,-0.2799363
85,-0.977432,-1.3686557,"('insignificant', 'prestigious')",-0.8013904,-1.0355563,-0.8894112,-1.202106,0.3126948
84,0.97141284,0.78806055,"('inferior', 'superior')",0.8165757,0.8944058,0.8939943,0.8412331,0.0527612
15,-0.96183336,-0.67160445,"('boring', 'funny')",-0.34740213,-0.31010854,-0.6546177,-0.4908565,-0.1637612
48,0.9312579,0.7743253,"('unintelligent', 'intelligent')",1.0601068,0.90587175,0.9956824,0.8400985,0.1555839
67,-0.8563094,-0.57903284,"('doubtful', 'determined')",-0.52120656,-0.32984167,-0.688758,-0.4544373,-0.2343207
71,0.8525638,0.60557157,"('diffident', 'self-confident')",0.34589413,0.29059243,0.599229,0.448082,0.151147
40,0.82203335,0.7347868,"('stingy', 'generous')",-1.6289254,-2.094212,-0.403446,-0.6797127,0.2762667
21,0.81510466,0.9668032,"('immoral', 'moral')",-0.09561153,-0.0761698,0.3597466,0.4453167,-0.0855701
80,0.80168045,1.046979,"('dominated', 'dominating')",-0.32523534,-0.2987078,0.2382226,0.3741356,-0.135913
10,0.76535475,1.2554065,"('unsympathetic', 'sympathetic')",-0.36469996,-0.018275874,0.2003274,0.6185653,-0.4182379
35,-0.7565824,-0.9752308,"('corrupt', 'incorrupt')",-0.71041614,-0.89668816,-0.7334993,-0.9359595,0.2024602
12,0.7506513,0.7541464,"('unsupportive', 'supportive')",-1.6553124,-1.7364954,-0.4523306,-0.4911745,0.0388439
18,-0.73981154,-0.907292,"('disagreeable', 'welcoming')",-0.5815163,-0.7340579,-0.660664,-0.820675,0.160011
5,-0.73528033,-0.70039,"('distant', 'outgoing')",-0.30384013,-0.3891033,-0.5195602,-0.5447466,0.0251864
13,0.73183006,1.1422974,"('impolite', 'polite')",-0.5354055,-0.37430778,0.0982123,0.3839948,-0.2857825
69,-0.72916913,-1.1372393,"('lazy', 'industrious')",-0.71455044,-0.8688153,-0.7218598,-1.0030273,0.2811675
7,0.72622156,0.72293943,"('insensitive', 'sensitive')",0.3776906,0.41993335,0.5519561,0.5714364,-0.0194803
29,-0.65914434,-0.66006166,"('unfair', 'fair')",-0.31455785,-0.19947228,-0.4868511,-0.429767,-0.0570841
17,-0.5729558,-0.5614963,"('nasty', 'nice')",-0.58725315,-0.57629514,-0.5801045,-0.5688957,-0.0112088
55,0.55749685,0.9790333,"('incompetent', 'clever')",0.3684005,0.31419146,0.4629487,0.6466124,-0.1836637
0,0.5535294,0.6026675,"('unsociable', 'sociable')",-0.24644662,-0.31069893,0.1535414,0.1459843,0.0075571
2,0.5422821,0.37939358,"('unlikable', 'likable')",0.28517932,0.36528158,0.4137307,0.3723376,0.0413931
53,0.53445816,0.08771479,"('uncreative', 'creative')",0.30400547,0.22868454,0.4192318,0.1581997,0.2610321
57,-0.5231388,-0.13603996,"('unimaginative', 'imaginative')",-3.498447,-3.41606,-2.010793,-1.77605,-0.234743
34,0.49730545,0.34406105,"('mean', 'honorable')",5.6975226,5.8280663,3.097414,3.0860636,0.0113504
46,0.491696,0.60403615,"('uncompetitive', 'competitive')",-0.49798968,-0.45734718,-0.0031468,0.0733445,-0.0764913
82,0.48172334,0.6063453,"('poor', 'rich')",6.217719,6.5575576,3.3497212,3.5819514,-0.2322302
22,0.47542763,0.86992306,"('untrustworthy', 'trustworthy')",-0.8138674,-0.95358753,-0.1692199,-0.0418322,-0.1273877
78,0.43052495,-0.112960264,"('nonresilient', 'resilient')",0.85338676,0.66546017,0.6419559,0.2762499,0.365706
36,-0.4286966,-0.9285437,"('hostile', 'amicable')",-0.51337254,-0.79673177,-0.4710346,-0.8626378,0.3916032
83,-0.42749864,-0.28824338,"('powerless', 'powerful')",-0.7343857,-0.8739969,-0.5809422,-0.5811201,0.0001779
64,-0.40640384,-0.49737686,"('shy', 'confident')",-5.8739157,-6.1537495,-3.1401598,-3.3255632,0.1854034
66,-0.38730538,-0.24815227,"('inactive', 'active')",0.27487215,0.3406977,-0.0562166,0.0462727,-0.1024893
20,-0.37897015,-0.26399142,"('rough', 'thoughtful')",0.61445564,0.6123887,0.1177427,0.1741986,-0.0564559
28,0.37027726,0.23017736,"('disloyal', 'loyal')",1.2566743,1.0733566,0.8134758,0.651767,0.1617088
1,0.3599753,-0.005424671,"('unfriendly', 'friendly')",1.218427,1.0289729,0.7892011,0.5117741,0.277427
47,0.34695777,0.41359633,"('stupid', 'smart')",5.3685126,5.6580663,2.8577352,3.0358312,-0.178096
88,-0.33457562,-0.34302822,"('low', 'eminent')",-0.46272644,-0.51363903,-0.398651,-0.4283336,0.0296826
65,0.31528214,0.48067,"('insecure', 'secure')",-0.26463777,-0.18950744,0.0253222,0.1455813,-0.1202591
37,0.30754143,0.39523137,"('fake', 'genuine')",0.29704922,0.371379,0.3022953,0.3833052,-0.0810099
86,0.30660218,0.53813267,"('uninfluential', 'influential')",-0.3335929,-0.32800484,-0.0134954,0.1050639,-0.1185593
63,0.28519213,0.36883113,"('unperceptive', 'insightful')",0.80551517,0.9393371,0.5453537,0.6540841,-0.1087304
26,-0.28298813,-0.19302836,"('hardhearted', 'benevolent')",0.64212817,0.9023445,0.17957,0.3546581,-0.1750881
87,0.28096408,0.33981094,"('unsuccessful', 'successful')",1.1073158,1.0044545,0.69414,0.6721327,0.0220073
68,-0.27660242,-0.5172244,"('dependent', 'independent')",-0.19343644,-0.39147076,-0.2350194,-0.4543476,0.2193282
70,-0.25820363,0.21880546,"('lethargic', 'energetic')",0.25448924,0.42281452,-0.0018572,0.32081,-0.3226672
6,-0.23475558,-0.19794913,"('distant', 'open')",-0.6696648,-0.6836093,-0.4522102,-0.4407792,-0.011431
73,-0.21211892,-0.20445506,"('helpless', 'self-reliant')",-3.1438127,-3.331293,-1.6779658,-1.7678741,0.0899083
27,0.20780495,0.16480955,"('hardhearted', 'softhearted')",0.7759739,0.84541124,0.4918894,0.5051104,-0.013221
33,0.1956528,0.20071337,"('wrong', 'right')",-0.64029056,-0.70480305,-0.2223189,-0.2520449,0.029726
77,-0.19090083,-0.48951104,"('unmotivated', 'motivated')",-0.63921773,-0.7561797,-0.4150593,-0.6228454,0.2077861
81,0.19009513,0.6783667,"('submissive', 'aggressive')",0.039674535,-0.0065134913,0.1148848,0.3359266,-0.2210418
32,-0.14385375,-0.11283087,"('unkind', 'kind')",0.34789857,0.5348489,0.1020224,0.211009,-0.1089866
54,0.13430896,-0.13387917,"('incapable', 'capable')",0.886149,0.8729002,0.510229,0.3695105,0.1407185
74,-0.124705926,0.18882579,"('undedicated', 'dedicated')",-0.7175878,-0.5758723,-0.4211469,-0.1935233,-0.2276236
3,0.11971223,0.08229657,"('repellent', 'pleasant')",0.8019989,0.62928593,0.4608556,0.3557912,0.1050644
58,-0.11213745,0.0108388625,"('undiscriminating', 'discriminating')",0.11384635,0.111897275,0.0008544,0.0613681,-0.0605137
38,0.073520176,0.13859707,"('untruthful', 'truthful')",0.366809,0.34831256,0.2201646,0.2434548,-0.0232902
42,-0.040798806,0.052496713,"('unreliable', 'reliable')",-3.2498252,-3.120692,-1.6453121,-1.5340977,-0.1112144
45,0.030741554,0.55337226,"('incompetent', 'competent')",-0.15553139,0.10608844,-0.0623949,0.3297304,-0.3921253
8,-0.028632859,-0.20980737,"('unaffectionate', 'affectionate')",0.16481958,0.120113164,0.0680934,-0.0448471,0.1129405
41,-0.026102006,0.20712015,"('unforgiving', 'forgiving')",-0.39280254,-0.42233884,-0.2094523,-0.1076093,-0.101843
51,-0.019888736,-0.016590886,"('uneducated', 'educated')",0.37302235,0.43074363,0.1765668,0.2070764,-0.0305096
11,0.008894647,0.34306833,"('unhelpful', 'helpful')",2.0768876,2.3015373,1.0428911,1.3223028,-0.2794117
43,-0.0073472224,0.19567817,"('irresponsible', 'responsible')",0.11321553,0.5506348,0.0529342,0.3731565,-0.3202223
49,-0.0046827644,-0.26662296,"('unable', 'able')",0.061837755,-0.039201126,0.0285775,-0.1529121,0.1814896
