,coca_male,coca_female,tuple,cola_male,cola_female,co_male,co_female,average_male,average_female,male-female
73,2.096607,2.056501,"('helpless', 'self-reliant')",0.6606285,0.49057445,-3.551257,-3.340004,-0.2646738,-0.2643096,-0.0003642
85,1.8096722,2.2911198,"('insignificant', 'prestigious')",0.934103,1.1109625,-1.4381905,-0.8527121,0.435195,0.8497901,-0.4145951
3,-1.5901498,-1.3759373,"('repellent', 'pleasant')",-1.3078358,-1.0903842,0.7400923,0.6891987,-0.7192977,-0.5923742,-0.1269235
56,1.5404098,1.8089762,"('impractical', 'practical')",1.5351129,1.6549698,0.64149714,0.9500649,1.2390066,1.471337,-0.2323304
74,1.3875557,0.90559167,"('undedicated', 'dedicated')",0.7233034,0.37512887,0.60552746,0.47363463,0.9054622,0.584785,0.3206772
84,1.293964,1.117447,"('inferior', 'superior')",1.2046283,1.2266766,0.53979236,0.94087654,1.0127949,1.095,-0.0822051
65,-1.2592868,-1.1129594,"('insecure', 'secure')",-0.4105077,-0.20656462,0.65606683,0.6059046,-0.3379092,-0.2378732,-0.100036
18,-1.2322801,-1.0184788,"('disagreeable', 'welcoming')",-0.5658681,-0.32505506,-1.0484786,-1.0966998,-0.9488756,-0.8134112,-0.1354644
58,1.2140595,0.83325136,"('undiscriminating', 'discriminating')",0.32638246,0.20894045,0.2889002,0.3621493,0.6097807,0.4681137,0.141667
45,-1.194784,-1.7300327,"('incompetent', 'competent')",-0.4414643,-0.3638063,-0.10372854,-0.033239007,-0.5799923,-0.709026,0.1290337
77,-1.1504296,-1.0993452,"('unmotivated', 'motivated')",-0.67538613,-0.5507528,-1.0566285,-0.80947936,-0.9608147,-0.8198592,-0.1409555
83,0.9582049,0.7705914,"('powerless', 'powerful')",0.6580505,0.5532434,-0.9158171,-1.2270732,0.2334794,0.0322539,0.2012255
27,-0.94338065,-1.0216619,"('hardhearted', 'softhearted')",-0.051278286,-0.26132578,0.45988947,-0.08369841,-0.1782565,-0.455562,0.2773055
17,-0.8902549,-0.49648064,"('nasty', 'nice')",-0.4866482,-0.37905562,-0.35226616,-0.17647198,-0.5763897,-0.3506694,-0.2257203
71,0.8757798,1.4371927,"('diffident', 'self-confident')",1.3024129,1.497976,0.05742354,0.3633202,0.7452054,1.0994963,-0.3542909
5,0.8614238,0.8494657,"('distant', 'outgoing')",0.72410226,0.61651844,-1.3127474,-1.5125335,0.0909262,-0.0155165,0.1064427
81,-0.8491739,-0.5896121,"('submissive', 'aggressive')",-0.45886958,-0.034658395,0.05717319,0.059711937,-0.4169568,-0.1881862,-0.2287706
14,-0.8339929,-0.72363263,"('antisocial', 'social')",0.30939963,0.50423664,0.0065733884,0.23514394,-0.1726733,0.0052493,-0.1779226
38,0.796617,0.53638035,"('untruthful', 'truthful')",0.8358465,0.4331987,0.47029203,0.31917676,0.7009185,0.4295853,0.2713332
7,-0.78655875,-0.36694252,"('insensitive', 'sensitive')",-0.3737988,-0.046242066,0.13832389,0.16971928,-0.3406779,-0.0811551,-0.2595228
40,-0.77214247,-1.630708,"('stingy', 'generous')",-0.20294803,-0.73852503,-2.7270758,-3.3777142,-1.2340554,-1.9156491,0.6815937
10,-0.7586034,-0.78272027,"('unsympathetic', 'sympathetic')",-0.6228168,-0.7187535,0.6019043,0.22820877,-0.2598386,-0.4244217,0.1645831
13,-0.75714797,-0.5972692,"('impolite', 'polite')",-0.64016247,-0.49204603,0.06087614,-0.065450944,-0.4454781,-0.384922,-0.0605561
32,0.74146193,1.0528303,"('unkind', 'kind')",0.7929705,0.8488428,1.4666517,1.2959546,1.0003614,1.0658758,-0.0655144
82,-0.7232488,-0.37410203,"('poor', 'rich')",-0.31011578,-0.014424746,6.4374657,6.637445,1.8013671,2.0829727,-0.2816056
54,0.71740216,1.099493,"('incapable', 'capable')",1.0528893,1.2284508,0.9552837,1.2127367,0.9085251,1.1802268,-0.2717017
64,-0.71698916,-0.7000726,"('shy', 'confident')",-0.6054712,-0.37287745,-5.6956086,-5.08487,-2.3393564,-2.0526066,-0.2867498
22,-0.7152062,-1.0749913,"('untrustworthy', 'trustworthy')",-0.73501533,-0.73612314,-0.38072032,-0.20813176,-0.610314,-0.6730821,0.0627681
44,-0.70676655,-0.44167322,"('prejudiced', 'unprejudiced')",-0.60371274,-0.39452422,-1.3732067,-1.2694882,-0.894562,-0.7018952,-0.1926668
28,-0.7008532,-1.0743265,"('disloyal', 'loyal')",-0.13962966,-0.64916337,1.3745438,1.3309906,0.1780203,-0.1308331,0.3088534
57,-0.6867047,-0.9984501,"('unimaginative', 'imaginative')",-1.0649067,-1.1453497,-3.3213985,-2.705977,-1.6910033,-1.6165922,-0.0744111
9,0.65278137,0.36603633,"('unaffectionate', 'caring')",0.7812096,0.4671974,0.70646447,0.356549,0.7134852,0.3965942,0.316891
1,0.6464789,0.38776165,"('unfriendly', 'friendly')",0.6509092,0.30236104,1.1121358,0.98663723,0.8031747,0.55892,0.2442547
69,0.59994096,0.59870994,"('lazy', 'industrious')",0.68178105,0.68243575,-1.8077563,-1.3671885,-0.1753447,-0.0286809,-0.1466638
67,0.5738853,0.5465705,"('doubtful', 'determined')",0.7824258,0.92465127,0.1436711,0.05227018,0.499994,0.5078306,-0.0078366
21,-0.57216585,-0.24481736,"('immoral', 'moral')",-0.018049493,0.049191885,-0.13817349,0.091852635,-0.2427963,-0.0345909,-0.2082054
63,0.5719661,0.6217285,"('unperceptive', 'insightful')",0.4457956,0.5352953,0.4354212,0.60330206,0.4843943,0.5867753,-0.102381
55,-0.5679795,-0.92701733,"('incompetent', 'clever')",-0.6988525,-0.7458737,0.7130476,0.6332815,-0.1845948,-0.3465365,0.1619417
15,0.5632417,1.0623293,"('boring', 'funny')",1.0661242,1.5024153,0.26895592,0.9525834,0.632774,1.1724426,-0.5396686
