,coventry_male,coventry_female,tuple,health_male,health_female,care_male,care_female,inc_male,inc_female,average_male,average_female,male-female
57,1.6866415,1.3551936,"('unimaginative', 'imaginative')",-0.07722371,-0.6010163,-0.3001426,-0.67126936,-2.667366,-2.8300254,-0.3395227,-0.6867794,0.3472567
31,-1.4573729,-1.950984,"('evil', 'good')",0.31836575,0.33716333,-0.30717728,-0.154016,-0.72255,-0.7990371,-0.5421836,-0.6417184,0.0995348
71,1.4506547,1.0375037,"('diffident', 'self-confident')",3.068137,2.77837,2.726416,2.5761702,1.0123578,0.96821725,2.0643914,1.8400654,0.224326
12,1.4097042,1.5912997,"('unsupportive', 'supportive')",3.2678835,3.470063,2.6104865,2.598096,-1.4536263,-1.0776827,1.458612,1.6454439,-0.1868319
70,1.3455138,1.7739133,"('lethargic', 'energetic')",-0.34916845,-0.39987534,-0.59292084,-0.63812065,0.8719713,0.9418582,0.318849,0.4194439,-0.1005949
87,1.2461385,1.4438775,"('unsuccessful', 'successful')",0.5051704,0.37084037,0.38449097,0.35025054,0.44321302,0.53621614,0.6447532,0.6752961,-0.0305429
74,1.2110232,1.4092383,"('undedicated', 'dedicated')",0.6463028,0.721642,-0.043711916,-0.067432545,-0.04171855,0.13923346,0.4429739,0.5506703,-0.1076964
63,1.1901171,1.1944988,"('unperceptive', 'insightful')",0.35422474,0.55928713,0.6348155,0.64069825,0.7532623,1.0823658,0.7331049,0.8692124,-0.1361075
80,1.1804785,1.4890937,"('dominated', 'dominating')",-0.72789866,-0.5843189,0.17082693,0.20947453,-0.89259315,-1.0307903,-0.0672966,0.0208648,-0.0881614
45,1.1739563,1.255107,"('incompetent', 'competent')",-0.27353948,-0.36239085,-0.0346083,-0.20274782,-0.42629492,-0.50234574,0.1098784,0.0469057,0.0629727
22,1.1299528,1.0732198,"('untrustworthy', 'trustworthy')",-0.3641396,-0.5761018,-0.1458176,-0.46242496,-0.54556084,-0.76211905,0.0186087,-0.1818565,0.2004652
