,hillshire_male,hillshire_female,tuple,brands_male,brands_female,co_male,co_female,average_male,average_female,male-female
6,-1.9869181,-1.6587766,"('distant', 'open')",-0.7281441,-0.13355352,-0.03601402,0.01530084,-0.9170254,-0.5923431,-0.3246823
36,-1.7954339,-1.4863892,"('hostile', 'amicable')",-2.329599,-1.6690289,-0.27756843,-0.42993698,-1.4675337,-1.1951183,-0.2724154
31,-1.5772153,-1.1724814,"('evil', 'good')",-1.9157437,-1.3293207,-0.7268565,-0.6291256,-1.4066052,-1.0436425,-0.3629627
56,1.4889156,1.4156072,"('impractical', 'practical')",2.4855042,2.1835113,-0.100167215,0.04941981,1.2914174,1.2161795,0.0752379
46,1.44327,1.1777295,"('uncompetitive', 'competitive')",2.1419137,1.4228884,-0.8825379,-0.7932355,0.9008819,0.6024608,0.2984211
52,-1.4420884,-1.4756807,"('irrational', 'rational')",-1.5954175,-1.2267987,-0.53263915,-0.6783887,-1.1900484,-1.126956,-0.0630924
5,-1.3459114,-1.063141,"('distant', 'outgoing')",-0.32462096,0.09995271,-0.37002057,-0.34988308,-0.6801843,-0.4376905,-0.2424938
8,-1.3080838,-1.0553142,"('unaffectionate', 'affectionate')",-0.46114448,-0.032606386,0.31339687,0.38884264,-0.4852771,-0.233026,-0.2522511
1,-1.3026128,-1.1447945,"('unfriendly', 'friendly')",0.7227316,0.89963114,1.1871966,1.1375875,0.2024385,0.2974747,-0.0950362
73,1.3007108,1.2769964,"('helpless', 'self-reliant')",0.7155225,0.89725095,-3.2340648,-3.2739234,-0.4059438,-0.3665587,-0.0393851
22,1.2861633,1.3042696,"('untrustworthy', 'trustworthy')",0.83377695,0.5725728,-0.300992,-0.3094991,0.6063161,0.5224477,0.0838684
70,1.2850149,1.2906842,"('lethargic', 'energetic')",0.9389407,0.60759854,0.61589414,0.8075556,0.9466166,0.9019461,0.0446705
39,1.2787305,1.0647124,"('exploitative', 'cooperative')",1.5179331,1.3217736,0.7284332,0.6191116,1.1750323,1.0018659,0.1731664
60,1.264949,0.92716837,"('inefficient', 'efficient')",2.1151195,1.3167185,0.07042305,0.051651172,1.1501638,0.7651794,0.3849844
42,1.2327532,1.1701611,"('unreliable', 'reliable')",0.5207865,0.5451637,-2.5199525,-2.2822592,-0.255471,-0.1889781,-0.0664929
25,-1.1969199,-1.1953568,"('egoistic', 'altruistic')",-0.50938404,-0.31184644,0.9099493,0.6867904,-0.2654516,-0.273471,0.0080194
76,1.1720057,1.1250188,"('anxious', 'daring')",1.4099869,0.94236505,0.22969835,0.3232653,0.9372303,0.796883,0.1403473
85,-1.1157485,-0.9359279,"('insignificant', 'prestigious')",-0.84916294,-0.31108922,-0.706259,-0.6400079,-0.8903902,-0.6290084,-0.2613818
88,-1.0427499,-1.1627072,"('low', 'eminent')",0.40858963,0.3700932,-0.66310966,-0.4655193,-0.4324233,-0.4193778,-0.0130455
45,1.0318373,1.0634707,"('incompetent', 'competent')",1.4817972,1.1052679,-0.0021710861,0.0460814,0.8371545,0.7382733,0.0988812
14,1.0058225,0.9611174,"('antisocial', 'social')",1.2061851,0.68024766,-0.17093992,-0.24678227,0.6803559,0.4648609,0.215495
48,-0.9923568,-1.1336541,"('unintelligent', 'intelligent')",-0.58482146,-0.77568513,-0.7546607,-0.6657703,-0.7772797,-0.8583698,0.0810901
64,0.95786875,0.7438504,"('shy', 'confident')",0.08341372,-0.31756327,-5.4763446,-5.5193615,-1.4783541,-1.6976914,0.2193373
19,-0.9226667,-0.6894116,"('inhospitable', 'hospitable')",-0.6758335,-0.38850906,-0.6212221,-0.51283914,-0.7399074,-0.5302533,-0.2096541
37,0.88179165,0.98010206,"('fake', 'genuine')",0.12534,0.10507211,0.011409793,0.13380219,0.3395138,0.4063255,-0.0668117
35,-0.87992215,-0.7077204,"('corrupt', 'incorrupt')",-2.479426,-1.9822962,-0.59388244,-0.794897,-1.3177435,-1.1616379,-0.1561056
80,0.8257536,0.69374967,"('dominated', 'dominating')",1.1441712,0.49550366,-0.6733503,-0.74610335,0.4321915,0.1477167,0.2844748
27,-0.82045686,-0.7494388,"('hardhearted', 'softhearted')",-0.018125627,0.12234629,0.49278194,0.45447484,-0.1152669,-0.0575392,-0.0577277
30,0.8122734,0.65645635,"('intolerant', 'tolerant')",1.7197167,1.4100072,0.44014785,0.43447664,0.9907126,0.8336467,0.1570659
74,0.7720045,0.8626494,"('undedicated', 'dedicated')",1.3184937,1.3648149,-0.095345154,-0.046716567,0.665051,0.7269159,-0.0618649
21,0.73670554,0.38650268,"('immoral', 'moral')",0.97537285,0.454743,-0.93866354,-0.96576023,0.2578049,-0.0415049,0.2993098
7,0.7144331,0.5530366,"('insensitive', 'sensitive')",1.0772449,0.72004503,0.01669295,0.084983766,0.6027903,0.4526885,0.1501018
62,0.71023524,0.74812365,"('incompetent', 'brilliant')",1.9122952,1.5748173,0.095000036,0.28508863,0.9058435,0.8693431,0.0365004
53,-0.7075284,-0.66082406,"('uncreative', 'creative')",1.0820637,1.0138936,0.49504164,0.5234506,0.289859,0.2921734,-0.0023144
67,0.67912275,0.60005534,"('doubtful', 'determined')",-0.03894625,-0.058302294,-0.2520302,-0.25335982,0.1293821,0.0961311,0.033251
18,-0.6765884,-0.6679621,"('disagreeable', 'welcoming')",-0.7282837,-0.57647717,-0.82647496,-0.82897115,-0.7437824,-0.6911368,-0.0526456
87,0.6710771,0.46546358,"('unsuccessful', 'successful')",1.8790883,1.4018497,0.12936938,0.011199355,0.8931783,0.6261709,0.2670074
10,0.67027366,0.42712805,"('unsympathetic', 'sympathetic')",0.9027769,0.41039112,-0.26151922,-0.069934234,0.4371771,0.2558616,0.1813155
16,-0.6310638,-0.6954907,"('unpopular', 'popular')",-1.1265732,-0.94161695,0.20343727,0.19148524,-0.5180666,-0.4818741,-0.0361925
43,0.61662066,0.60722435,"('irresponsible', 'responsible')",1.9754713,1.7028762,0.6100237,0.7055708,1.0673719,1.0052238,0.0621481
26,-0.6002894,-0.49796396,"('hardhearted', 'benevolent')",1.0126449,1.1473118,1.1457235,1.1368943,0.5193597,0.5954141,-0.0760544
63,0.57800406,0.5217366,"('unperceptive', 'insightful')",1.1867374,0.85603046,-0.05158051,0.031502683,0.5710536,0.4697566,0.101297
55,0.56488955,0.36084294,"('incompetent', 'clever')",1.7238324,1.1521106,0.05322736,0.039221995,0.7806498,0.5173918,0.263258
9,-0.55058163,-0.448061,"('unaffectionate', 'caring')",0.54672897,0.79793227,0.9278002,1.0096827,0.3079825,0.4531846,-0.1452021
12,0.5500061,0.6325993,"('unsupportive', 'supportive')",1.1382921,1.1028483,-2.1824722,-2.0075793,-0.1647247,-0.0907106,-0.0740141
13,0.54733515,0.29507723,"('impolite', 'polite')",1.2937425,0.8043345,-0.13264158,-0.19921333,0.5694787,0.3000661,0.2694126
81,0.5430176,0.11817228,"('submissive', 'aggressive')",0.67335916,-0.06491336,-0.9725207,-0.85768443,0.0812854,-0.2681418,0.3494272
54,-0.5168833,-0.39004144,"('incapable', 'capable')",0.74700916,0.9531126,0.82008594,0.9791443,0.3500706,0.5140718,-0.1640012
86,-0.48931956,-0.7152668,"('uninfluential', 'influential')",0.90021795,0.4829908,-0.48453864,-0.50432354,-0.0245468,-0.2455332,0.2209864
57,0.47988802,0.5142835,"('unimaginative', 'imaginative')",0.39085335,0.23492184,-3.1804934,-2.9402714,-0.7699173,-0.7303553,-0.039562
78,-0.4681617,-0.45890546,"('nonresilient', 'resilient')",0.7821126,0.5944925,-0.5239589,-0.5267035,-0.0700027,-0.1303721,0.0603694
84,-0.45740435,-0.5955091,"('inferior', 'superior')",-0.2639232,-0.16273707,0.17729789,0.025486153,-0.1813432,-0.2442533,0.0629101
2,0.42066064,0.5232006,"('unlikable', 'likable')",0.6583644,0.5933915,0.6074319,0.5795265,0.5621523,0.5653729,-0.0032206
71,0.4156598,0.43939286,"('diffident', 'self-confident')",2.313911,2.3352506,0.53628564,0.6379287,1.0886188,1.137524,-0.0489052
49,-0.4047407,-0.1992688,"('unable', 'able')",0.23757584,0.3723501,-0.3797593,-0.17606229,-0.1823081,-0.0009937,-0.1813144
51,-0.3661153,-0.5156133,"('uneducated', 'educated')",-0.3400512,-0.7538635,-0.43563762,-0.48751092,-0.3806014,-0.5856626,0.2050612
23,0.34240556,0.23831697,"('insincere', 'sincere')",1.0682033,0.7623258,5.6791186,5.6928635,2.3632425,2.2311687,0.1320738
79,-0.32135138,-0.12920232,"('wavering', 'unwavering')",-1.2971879,-0.7700876,-0.34930322,-0.25749242,-0.6559475,-0.3855941,-0.2703534
24,0.31473193,0.23749001,"('dishonest', 'honest')",0.21278031,0.15773949,0.80352044,0.9312586,0.4436776,0.4421627,0.0015149
11,0.30823755,0.26048604,"('unhelpful', 'helpful')",0.64803,0.26722372,2.0899568,2.1572256,1.0154081,0.8949784,0.1204297
15,-0.3032955,-0.3490705,"('boring', 'funny')",0.7798244,1.0381233,0.22683702,0.22718962,0.2344553,0.3054141,-0.0709588
66,0.27571627,0.3725127,"('inactive', 'active')",-0.35870618,-0.32219577,0.50779265,0.4815702,0.1416009,0.1772957,-0.0356948
58,0.2735675,0.35760283,"('undiscriminating', 'discriminating')",0.4516988,0.36774394,-0.113518134,-0.15500039,0.2039161,0.1901155,0.0138006
69,-0.24205652,-0.20344813,"('lazy', 'industrious')",-0.30894345,0.07423156,-1.0410893,-1.1304115,-0.5306964,-0.419876,-0.1108204
32,-0.24142796,-0.268666,"('unkind', 'kind')",0.9266818,0.9300162,0.83183444,0.9963786,0.5056961,0.5525763,-0.0468802
75,0.24116318,0.6232984,"('meek', 'impulsive')",-1.2533004,-0.89805347,-0.36611053,-0.1673685,-0.459416,-0.1473745,-0.3120415
3,0.22795506,0.2257253,"('repellent', 'pleasant')",-0.63225925,-0.94994354,0.503699,0.52420527,0.0331316,-0.066671,0.0998026
59,-0.2201342,-0.20599517,"('foolish', 'wise')",-0.069248095,0.22921936,0.1697802,0.1296214,-0.0398674,0.0509485,-0.0908159
83,-0.21303752,-0.26273325,"('powerless', 'powerful')",0.76583636,0.6896815,-0.96383053,-0.85889256,-0.1370106,-0.1439814,0.0069708
38,0.20186397,0.36115238,"('untruthful', 'truthful')",-0.08815181,0.0192862,-0.073990434,-0.0005859658,0.0132406,0.1266175,-0.1133769
4,0.17757177,0.4119718,"('disliked', 'liked')",-0.3559453,-0.014392918,-6.967363,-6.913263,-2.3819121,-2.1718947,-0.2100174
65,0.1543773,-0.20865595,"('insecure', 'secure')",0.79225034,0.15181947,0.55262905,0.5028415,0.4997522,0.1486683,0.3510839
47,0.14528751,0.22222754,"('stupid', 'smart')",1.5409553,1.4021376,5.278616,5.268461,2.3216197,2.2976089,0.0240108
82,-0.14125974,-0.059471767,"('poor', 'rich')",0.70409024,0.5390209,6.228425,6.300656,2.2637518,2.2600683,0.0036835
33,0.122224696,0.06285142,"('wrong', 'right')",0.6246289,0.757695,-0.53851944,-0.6038753,0.0694447,0.0722237,-0.002779
44,-0.115744255,0.1270243,"('prejudiced', 'unprejudiced')",-0.04904604,0.023927487,-0.6493247,-0.6400903,-0.2713717,-0.1630462,-0.1083255
40,-0.11514591,-0.046719924,"('stingy', 'generous')",-0.5770011,-0.6306036,-2.7411258,-2.666556,-1.1444243,-1.1146265,-0.0297978
72,-0.11429447,-0.11869938,"('unambitious', 'ambitious')",-0.12364593,-0.21639827,-0.0633156,0.13007471,-0.1004187,-0.068341,-0.0320777
17,-0.09041844,0.05069355,"('nasty', 'nice')",-0.95422703,-0.83138394,-0.21288706,-0.28524262,-0.4191775,-0.355311,-0.0638665
20,-0.07979074,0.14712691,"('rough', 'thoughtful')",0.5218993,0.5293106,0.38704252,0.42553768,0.2763837,0.3673251,-0.0909414
50,0.07727846,0.050964773,"('clumsy', 'skillful')",-0.40001222,-0.39402893,-0.14261535,-0.087296925,-0.1551164,-0.1434537,-0.0116627
29,-0.058070466,0.08956661,"('unfair', 'fair')",-1.1551822,-0.94710135,-0.740244,-0.7279861,-0.6511656,-0.528507,-0.1226586
77,0.057116657,-0.29171532,"('unmotivated', 'motivated')",0.33920375,-0.14595118,-1.1983707,-1.1687131,-0.2673501,-0.5354599,0.2681098
28,0.05517369,-0.21717216,"('disloyal', 'loyal')",-0.013336409,-0.17508769,1.0925175,0.95358557,0.3781183,0.1871086,0.1910097
0,0.05169997,-0.21895657,"('unsociable', 'sociable')",1.4560971,0.9677839,-0.1781066,-0.37254506,0.4432302,0.1254274,0.3178028
34,-0.050356276,0.029576942,"('mean', 'honorable')",-0.33659962,-0.315864,5.0034795,5.0683756,1.5388412,1.5940294,-0.0551882
61,-0.020911084,-0.17733341,"('illogical', 'logical')",0.09137185,-0.20690092,-0.07859163,-0.24450453,-0.0027103,-0.2095796,0.2068693
68,-0.0020854548,-0.19309552,"('dependent', 'independent')",-0.8697373,-1.0758367,-1.7448301,-1.7321835,-0.8722177,-1.0003719,0.1281542
41,0.0008772295,0.05869271,"('unforgiving', 'forgiving')",-0.38082972,-0.2751454,0.2691206,0.21247905,-0.036944,-0.0013245,-0.0356195
