,sovereign_male,sovereign_female,tuple,bancorp_male,bancorp_female,inc_male,inc_female,average_male,average_female,male-female
31,-0.61481696,-0.84862083,"('evil', 'good')",0.36764562,0.2943234,-0.9201378,-1.3223629,-0.3891031,-0.6255534,0.2364503
57,-0.6128039,-0.76723576,"('unimaginative', 'imaginative')",-0.1449089,-0.062046252,-2.7767844,-2.9057658,-1.1781658,-1.2450159,0.0668501
51,0.5897554,0.6855951,"('uneducated', 'educated')",-1.0819073,-1.1381985,0.7568177,0.77526927,0.0882219,0.1075553,-0.0193334
6,0.57987297,0.2552327,"('distant', 'open')",0.8137466,0.7686277,0.57023734,0.3045403,0.654619,0.4428002,0.2118188
52,-0.5761038,-0.8184177,"('irrational', 'rational')",-0.25366694,-0.24224007,-0.08328889,-0.4008165,-0.3043532,-0.4871581,0.1828049
13,0.5583908,0.5409361,"('impolite', 'polite')",0.036847528,0.11700088,-0.39764,-0.18825777,0.0658661,0.1565597,-0.0906936
40,0.52219445,0.40889195,"('stingy', 'generous')",0.89241093,0.9197087,-1.3705192,-1.7724434,0.0146954,-0.1479476,0.162643
46,-0.50119513,-0.41664517,"('uncompetitive', 'competitive')",-0.1474615,-0.13812567,-0.77984685,-0.5907175,-0.4761678,-0.3818294,-0.0943384
15,0.48630238,0.17581286,"('boring', 'funny')",1.1889586,1.1755676,0.47646272,0.36790815,0.7172413,0.5730962,0.1441451
77,-0.45970738,-0.2490487,"('unmotivated', 'motivated')",0.61897767,0.7247131,-1.5659225,-1.4416922,-0.4688841,-0.3220093,-0.1468748
21,-0.45541286,-0.1028503,"('immoral', 'moral')",-0.5693536,-0.38870847,-0.69491273,-0.5158514,-0.5732264,-0.3358034,-0.237423
32,0.4426555,0.6864337,"('unkind', 'kind')",0.36658227,0.4721597,1.4147063,1.4876835,0.7413147,0.8820923,-0.1407776
70,0.41751525,0.5630193,"('lethargic', 'energetic')",-0.8814742,-0.8180927,0.78824204,1.1120577,0.1080944,0.2856614,-0.177567
76,0.36946055,0.5070639,"('anxious', 'daring')",0.24098231,0.31344563,0.36680537,0.62205493,0.3257494,0.4808548,-0.1551054
87,0.36286002,0.3850896,"('unsuccessful', 'successful')",0.9274417,0.9631426,0.5670589,0.6780235,0.6191202,0.6754185,-0.0562983
17,-0.36256623,-0.5221768,"('nasty', 'nice')",0.5852093,0.6572745,-0.7807113,-0.81406343,-0.1860227,-0.2263219,0.0402992
62,0.35824132,0.5124769,"('incompetent', 'brilliant')",-0.30391657,-0.16326658,-0.023095759,0.11841689,0.0104097,0.1558757,-0.145466
14,-0.33657825,-0.07396662,"('antisocial', 'social')",-0.6798374,-0.53040135,-0.9302786,-0.6947751,-0.648898,-0.4330477,-0.2158503
18,-0.33405352,-0.29655856,"('disagreeable', 'welcoming')",-0.3706738,-0.3111882,-0.40718776,-0.52220625,-0.3706384,-0.376651,0.0060126
37,0.32356322,0.1284438,"('fake', 'genuine')",-0.9746596,-0.9693618,0.53696334,0.3727236,-0.0380444,-0.1560648,0.1180204
35,0.31761324,-0.035760716,"('corrupt', 'incorrupt')",0.90656835,0.80093014,0.055744767,-0.19585967,0.4266421,0.1897699,0.2368722
34,0.29705614,0.3149238,"('mean', 'honorable')",0.4990171,0.44529837,6.4422092,6.4181743,2.4127607,2.3927987,0.019962
53,-0.2933665,-0.47895715,"('uncreative', 'creative')",0.67499936,0.6000202,1.1405416,0.76965696,0.5073915,0.2969067,0.2104848
50,0.28721806,0.46238768,"('clumsy', 'skillful')",0.3970957,0.47115478,0.4677328,0.41302752,0.3840155,0.4488567,-0.0648412
45,-0.2804934,-0.24211992,"('incompetent', 'competent')",-1.344305,-1.287232,-0.33678088,-0.3460333,-0.6538598,-0.6251284,-0.0287314
10,0.2744282,0.32094535,"('unsympathetic', 'sympathetic')",-1.8422486,-1.6861627,-0.29564917,-0.11822343,-0.6211565,-0.4944803,-0.1266762
58,0.26309085,-0.02528106,"('undiscriminating', 'discriminating')",1.0303664,0.8847806,0.2538445,0.06076469,0.5157673,0.3067547,0.2090126
60,-0.24871339,0.08998236,"('inefficient', 'efficient')",-0.3408799,-0.16760837,-0.062661566,0.20603803,-0.2174183,0.042804,-0.2602223
47,-0.22427416,-0.077324316,"('stupid', 'smart')",0.16828015,0.24625765,5.8141317,5.9208703,1.9193792,2.0299346,-0.1105554
8,0.21989994,-0.11701828,"('unaffectionate', 'affectionate')",-0.5673008,-0.69358635,0.9714668,0.66334057,0.208022,-0.049088,0.25711
11,0.21275896,0.27608004,"('unhelpful', 'helpful')",-0.98600966,-0.84840786,1.9677284,2.056965,0.3981592,0.4948791,-0.0967199
19,0.21131836,-0.064097956,"('inhospitable', 'hospitable')",-0.47340822,-0.50303006,-0.084296264,-0.23075454,-0.115462,-0.2659609,0.1504989
36,0.20608275,-0.28798354,"('hostile', 'amicable')",1.7432547,1.5276358,0.48408532,0.14407438,0.8111409,0.4612422,0.3498987
29,-0.20338082,-0.044412777,"('unfair', 'fair')",-0.11236164,-0.0912537,-0.28356063,-0.3593884,-0.1997677,-0.1650183,-0.0347494
20,0.19529754,0.18541712,"('rough', 'thoughtful')",0.1642072,0.12239795,1.1153426,1.0749052,0.4916158,0.4609067,0.0307091
88,0.18931578,0.27364165,"('low', 'eminent')",-1.1870986,-1.1078353,0.49518508,0.6089614,-0.1675326,-0.0750774,-0.0924552
86,-0.18330418,-0.21175674,"('uninfluential', 'influential')",-1.07259,-1.0242684,0.19368559,0.08560095,-0.3540696,-0.3834747,0.0294051
65,0.18300864,0.53001523,"('insecure', 'secure')",-0.22846137,-0.13680641,-0.367976,-0.20924555,-0.1378096,0.0613211,-0.1991307
69,0.17874423,0.24531144,"('lazy', 'industrious')",1.8912467,1.9819256,-0.80132914,-0.8313696,0.4228872,0.4652891,-0.0424019
1,-0.12209805,-0.68313974,"('unfriendly', 'friendly')",0.49827826,0.33340225,2.2826357,1.691685,0.886272,0.4473158,0.4389562
0,-0.10365875,-0.040751364,"('unsociable', 'sociable')",-0.14158502,-0.057514362,-0.28997493,-0.28606087,-0.1784062,-0.1281089,-0.0502973
41,0.10340923,-0.12396126,"('unforgiving', 'forgiving')",0.5794697,0.50596595,-0.14042555,-0.16336262,0.1808178,0.0728807,0.1079371
48,0.076514594,0.035364784,"('unintelligent', 'intelligent')",-1.1421584,-1.1043094,0.54499656,0.5773234,-0.1735491,-0.1638738,-0.0096753
78,0.059131794,0.14393954,"('nonresilient', 'resilient')",0.8510292,0.929427,0.31223086,0.48095992,0.4074639,0.5181088,-0.1106449
61,-0.05888875,0.17245923,"('illogical', 'logical')",0.23445149,0.28970054,0.2404455,0.26826248,0.1386694,0.2434741,-0.1048047
49,0.056961365,0.1672034,"('unable', 'able')",-0.61115044,-0.48568898,-0.25752428,-0.027703643,-0.2705711,-0.1153964,-0.1551747
64,-0.03875034,0.36463252,"('shy', 'confident')",-0.7654317,-0.47831663,-7.0738096,-6.6533465,-2.6259972,-2.2556769,-0.3703203
4,0.03718285,-0.217519,"('disliked', 'liked')",0.39802223,0.41551948,-6.56127,-6.648926,-2.0420218,-2.1503085,0.1082867
