,travel_male,travel_female,tuple,&_male,&_female,leisure_male,leisure_female,co_male,co_female,average_male,average_female,male-female
17,-0.13786042,-0.0235844,"('nasty', 'nice')",-0.27286747,-0.4280443,0.7435156,0.68615365,-0.104798205,-0.1612438,0.0569974,0.0183203,0.0386771
48,-0.1352754,-0.29291224,"('unintelligent', 'intelligent')",-1.0931137,-1.2296891,-0.08791395,-0.20991959,-0.11819092,-0.27118045,-0.3586235,-0.5009254,0.1423019
23,-0.1275506,-0.21437004,"('insincere', 'sincere')",-0.26100755,-0.41338485,-0.031196645,-0.019161746,6.203264,5.8948197,1.4458773,1.3119757,0.1339016
76,0.12548915,-0.023875482,"('anxious', 'daring')",0.6719467,0.55781084,-0.30179837,-0.46299887,0.072723255,-0.011022821,0.1420902,0.0149784,0.1271118
39,0.12056972,0.26011294,"('exploitative', 'cooperative')",0.22631872,0.40137807,-0.12105597,0.032512773,0.62575626,0.6196867,0.2128972,0.3284226,-0.1155254
29,0.114207976,0.08093487,"('unfair', 'fair')",1.1371448,1.0644091,-0.055719886,-0.09073212,-0.7425459,-0.841374,0.1132718,0.0533095,0.0599623
86,-0.09240395,-0.33513206,"('uninfluential', 'influential')",-0.8844536,-1.0416495,-0.1588007,-0.2468321,-0.10347496,-0.2695122,-0.3097833,-0.4732814,0.1634981
41,0.0835243,0.2557277,"('unforgiving', 'forgiving')",-0.49865556,-0.4075458,0.17271546,0.18258199,0.05693951,0.12856783,-0.0463691,0.0398329,-0.086202
15,-0.06356704,-0.06894623,"('boring', 'funny')",0.19795965,0.37308672,0.6816157,0.6023619,0.47109047,0.31114194,0.3217747,0.3044111,0.0173636
64,-0.06293781,-0.21531132,"('shy', 'confident')",0.46204534,0.4726262,-0.6385441,-0.7134168,-5.800486,-5.775798,-1.5099807,-1.5579749,0.0479942
55,0.05302152,-0.22980826,"('incompetent', 'clever')",0.11766547,-0.21598622,-0.29229414,-0.52989423,0.55981934,0.41362286,0.109553,-0.1405165,0.2500695
66,-0.05297084,-0.10159032,"('inactive', 'active')",0.8695314,0.82813305,0.4753112,0.44762087,0.30398446,0.3276893,0.398964,0.3754632,0.0235008
22,0.03993669,-0.045024812,"('untrustworthy', 'trustworthy')",1.379728,1.1818116,-0.30862373,-0.4517166,-0.07511026,-0.18341595,0.2589827,0.1254135,0.1335692
88,-0.037462197,-0.045511372,"('low', 'eminent')",-0.48092115,-0.23280177,-0.37169683,-0.29005995,-0.49793664,-0.39417323,-0.3470042,-0.2406366,-0.1063676
40,0.0029911697,0.037836198,"('stingy', 'generous')",-0.95828116,-1.0202059,-0.5394052,-0.45024747,-2.8017051,-2.821818,-1.0741,-1.0636089,-0.0104911
