,travel_male,travel_female,tuple,&_male,&_female,leisure_male,leisure_female,co_male,co_female,average_male,average_female,male-female
71,2.1630397,2.0412889,"('diffident', 'self-confident')",0.94009626,0.86006254,1.8420154,1.9112942,0.60884726,0.5825951,1.3884996,1.3488102,0.0396894
56,1.955699,1.7761486,"('impractical', 'practical')",0.6280104,0.6158057,1.8821344,1.9209342,0.50140035,0.35778084,1.241811,1.1676673,0.0741437
73,1.9266453,2.0140014,"('helpless', 'self-reliant')",0.9565281,1.1989917,1.2115068,1.1889751,-2.9900334,-3.014196,0.2761617,0.346943,-0.0707813
14,1.7289504,1.4976593,"('antisocial', 'social')",0.9621401,0.6634323,1.7387508,1.7314336,0.08476892,-0.09010167,1.1286526,0.9506059,0.1780467
42,1.6618507,1.758784,"('unreliable', 'reliable')",1.3854195,1.4690983,0.8348368,0.90098333,-2.4391212,-2.3034325,0.3607464,0.4563583,-0.0956119
1,1.6582239,1.7083293,"('unfriendly', 'friendly')",0.18540525,0.32930896,1.2420094,1.2562373,1.4269171,1.4800285,1.1281389,1.193476,-0.0653371
43,1.6197776,1.5179315,"('irresponsible', 'responsible')",0.6086855,0.58789074,1.0076585,1.1015301,0.9939489,0.8882425,1.0575176,1.0238986,0.033619
9,1.4474528,1.392419,"('unaffectionate', 'caring')",-0.48421505,-0.39878553,1.599252,1.6700201,1.2417749,1.2676969,0.9510661,0.9828376,-0.0317715
0,1.3246503,1.1530325,"('unsociable', 'sociable')",0.3365424,0.028769149,1.4525124,1.3238101,0.24556687,0.16095936,0.839818,0.6666428,0.1731752
12,1.3025934,1.2736564,"('unsupportive', 'supportive')",0.67375165,0.6619905,1.6259958,1.6760048,-1.7436175,-1.7362158,0.4646808,0.468859,-0.0041782
30,1.2575614,1.27679,"('intolerant', 'tolerant')",0.1393581,0.22454803,1.0722778,1.0378816,0.6025496,0.60538536,0.7679367,0.7861512,-0.0182145
2,1.2386363,1.1398456,"('unlikable', 'likable')",1.3835527,1.5130373,1.1411742,1.0822479,0.87401265,0.9287309,1.159344,1.1659654,-0.0066214
31,-1.23673,-0.9895425,"('evil', 'good')",-0.33298647,-0.07018374,-0.6260874,-0.5688987,-1.0103875,-1.0207162,-0.8015479,-0.6623353,-0.1392126
26,1.1960614,1.4560628,"('hardhearted', 'benevolent')",1.202597,1.2957114,1.1996497,1.3282591,1.2674314,1.4031309,1.2164348,1.3707911,-0.1543563
58,1.1629963,0.9362834,"('undiscriminating', 'discriminating')",0.08135085,-0.14274855,1.138912,1.0170528,0.21395972,-0.049453042,0.6493047,0.4402837,0.209021
87,1.1474171,0.84219265,"('unsuccessful', 'successful')",0.9131948,0.71787745,1.4677733,1.4307674,0.5856966,0.34690234,1.0285205,0.834435,0.1940855
33,1.110233,1.0837774,"('wrong', 'right')",-0.16349104,0.009424254,0.79700214,0.9018132,-0.83827186,-0.92829573,0.2263681,0.2666798,-0.0403117
49,-1.0052764,-0.9922697,"('unable', 'able')",0.08135516,-0.04935821,0.47548312,0.5762881,0.19459476,0.08458879,-0.0634609,-0.0951877,0.0317268
18,-0.95246387,-0.75319517,"('disagreeable', 'welcoming')",0.35389692,0.6167231,-0.3105052,-0.20545918,-1.1014284,-0.943747,-0.5026251,-0.3214195,-0.1812056
16,0.94377244,0.80348694,"('unpopular', 'popular')",0.16616373,0.071805134,1.9146072,1.769491,0.49419594,0.3242943,0.8796848,0.7422693,0.1374155
47,0.92687196,0.9301318,"('stupid', 'smart')",1.040989,0.9924473,0.9084571,0.8952367,5.5832257,5.5950265,2.1148858,2.1032104,0.0116754
60,0.9060695,0.6652913,"('inefficient', 'efficient')",0.5494261,0.23910081,0.11258141,0.072927415,0.3673706,0.24680734,0.4838619,0.3060317,0.1778302
51,-0.89623964,-1.1218104,"('uneducated', 'educated')",0.77345985,0.7293881,-0.10622756,-0.16857103,0.23554257,0.16376442,0.0016338,-0.0993072,0.100941
5,0.8937332,0.89111024,"('distant', 'outgoing')",0.8505906,1.0703623,1.2926699,1.4621751,-0.29508638,-0.2317513,0.6854768,0.7979741,-0.1124973
35,-0.8565234,-0.5540021,"('corrupt', 'incorrupt')",0.30891675,0.634144,-0.43760717,-0.28052592,-0.7253243,-0.597586,-0.4276345,-0.1994925,-0.228142
68,-0.81255966,-1.0744984,"('dependent', 'independent')",0.19546002,0.00088413805,-0.55462945,-0.63998014,-1.1281152,-1.4026015,-0.5749611,-0.779049,0.2040879
62,0.8048908,0.5159973,"('incompetent', 'brilliant')",-0.0544173,-0.3411005,0.88125795,0.79362214,0.51426226,0.32295892,0.5364984,0.3228694,0.213629
27,-0.80211884,-0.55963975,"('hardhearted', 'softhearted')",-0.38750523,-0.40551525,-0.5155723,-0.38776183,0.16732672,0.275851,-0.3844674,-0.2692665,-0.1152009
4,0.7650801,0.6941179,"('disliked', 'liked')",0.91982114,0.8856489,2.0064826,1.9098136,-6.6827803,-6.6585374,-0.7478491,-0.7922392,0.0443901
11,0.7525072,0.618709,"('unhelpful', 'helpful')",0.6104269,0.43367106,1.4316877,1.464071,2.755941,2.5687363,1.3876407,1.2712969,0.1163438
8,0.6903972,0.7708871,"('unaffectionate', 'affectionate')",-0.9144491,-0.71099496,1.3544911,1.3680918,0.43060017,0.6026445,0.3902599,0.5076571,-0.1173972
85,0.6847626,0.8053194,"('insignificant', 'prestigious')",0.38942978,0.6685246,1.5213755,1.6175516,-0.83284456,-0.73741764,0.4406809,0.5884945,-0.1478136
63,0.6492966,0.47608322,"('unperceptive', 'insightful')",1.432712,1.2601273,0.7725477,0.73775923,0.45498267,0.3377445,0.8273848,0.7029286,0.1244562
78,0.5852803,0.34446222,"('nonresilient', 'resilient')",-1.0095698,-1.4080023,0.5664834,0.38150266,-0.20150436,-0.31720567,-0.0148276,-0.2498108,0.2349832
3,-0.58426124,-0.6547582,"('repellent', 'pleasant')",-0.28151295,-0.49125233,-0.89692265,-0.97231007,0.518589,0.4687601,-0.3110269,-0.4123901,0.1013632
74,0.5828653,0.57484835,"('undedicated', 'dedicated')",0.40940136,0.4084848,0.0005242098,0.1333805,-0.17810822,-0.024368197,0.2036707,0.2730864,-0.0694157
50,0.58098984,0.7025453,"('clumsy', 'skillful')",1.0129673,1.1075195,1.0517982,1.0960516,-0.1576927,-0.029215503,0.6220157,0.7192252,-0.0972095
19,-0.5770654,-0.4691535,"('inhospitable', 'hospitable')",0.034627378,0.25218663,0.16353108,0.3386803,-0.28998083,-0.21224856,-0.1672219,-0.0226338,-0.1445881
53,0.57209224,0.53647995,"('uncreative', 'creative')",0.28905174,0.25812128,1.6878153,1.5878878,0.6780491,0.6836319,0.8067521,0.7665302,0.0402219
80,0.5683986,0.25966316,"('dominated', 'dominating')",0.53561884,0.0508515,-0.3644918,-0.5861747,-0.12204541,-0.41754025,0.1543701,-0.1733001,0.3276702
57,0.55080163,0.43941084,"('unimaginative', 'imaginative')",-1.0905854,-1.3254194,1.2345649,1.1554855,-2.906927,-3.0351417,-0.5530365,-0.6914162,0.1383797
37,-0.5398431,-0.45860958,"('fake', 'genuine')",0.18692568,0.34733063,-0.6000279,-0.41387585,0.15911536,0.16538522,-0.1984575,-0.0899424,-0.1085151
61,0.5184299,0.24730942,"('illogical', 'logical')",0.5803785,0.40066913,0.5280599,0.42335296,-0.10570538,-0.28561744,0.3802907,0.1964285,0.1838622
28,0.5032481,0.39854357,"('disloyal', 'loyal')",0.1970991,0.17006834,-0.34898013,-0.35596484,1.0409088,1.0336906,0.348069,0.3115844,0.0364846
24,0.4933805,0.47308466,"('dishonest', 'honest')",-0.08389791,0.11702582,-0.9114584,-0.69736034,1.065778,0.98288244,0.1409506,0.2189081,-0.0779575
36,-0.48842108,-0.39935088,"('hostile', 'amicable')",-0.5239912,-0.33028236,0.17424525,0.21999009,-0.5843058,-0.40060103,-0.3556182,-0.227561,-0.1280572
70,0.46995422,0.40998745,"('lethargic', 'energetic')",0.34334937,0.11984629,-0.30103666,-0.29426718,0.70670843,0.5505038,0.3047438,0.1965176,0.1082262
32,0.4673069,0.58830184,"('unkind', 'kind')",0.6794565,0.7011246,-0.7003506,-0.6370528,1.1502905,1.2255359,0.3991758,0.4694774,-0.0703016
72,0.44527486,0.2901331,"('unambitious', 'ambitious')",-0.79526794,-0.7262825,0.8802219,0.8941311,-0.23006433,-0.22491083,0.0750411,0.0582677,0.0167734
52,-0.44487432,-0.3852348,"('irrational', 'rational')",-0.6340562,-0.1224655,0.17699084,0.22448096,-0.6535097,-0.54354215,-0.3888623,-0.2066904,-0.1821719
83,0.43516552,0.40400228,"('powerless', 'powerful')",-0.10941339,-0.05070907,0.7171268,0.7617595,-1.0447019,-1.0282845,-0.0004558,0.021692,-0.0221478
46,0.42463124,0.26876086,"('uncompetitive', 'competitive')",-0.10624978,-0.5377354,-0.04356569,-0.20252389,-0.5648903,-0.73446,-0.0725186,-0.3014896,0.228971
77,-0.40687653,-0.66245466,"('unmotivated', 'motivated')",-0.5515847,-0.67145157,0.21836129,0.30081004,-0.90583336,-1.1012651,-0.4114833,-0.5335903,0.122107
82,0.39357737,0.2132542,"('poor', 'rich')",1.2263242,0.9290429,0.5096091,0.24779731,6.6552014,6.430903,2.196178,1.9552493,0.2409287
25,0.38284564,0.459046,"('egoistic', 'altruistic')",-0.3624641,-0.22329316,0.044563703,0.13781764,1.1175759,1.3180159,0.2956303,0.4228966,-0.1272663
38,0.38053375,0.27090904,"('untruthful', 'truthful')",0.80099005,0.76073253,1.0483527,1.0617043,0.39710754,0.30907607,0.656746,0.6006055,0.0561405
7,0.35331324,0.31400385,"('insensitive', 'sensitive')",0.63611805,0.5204385,0.20495531,0.23339814,0.13044134,0.0504432,0.331207,0.2795709,0.0516361
13,0.35029858,0.1543717,"('impolite', 'polite')",0.07277563,-0.17185016,0.43413883,0.34244022,0.49782228,0.19606064,0.3387588,0.1302556,0.2085032
6,0.34097067,0.36870632,"('distant', 'open')",0.5291434,0.84885645,0.34650272,0.6041384,-0.43398625,-0.14274985,0.1956577,0.4197378,-0.2240801
20,-0.32818592,-0.49696025,"('rough', 'thoughtful')",-0.12038612,-0.21439624,-0.29418448,-0.22017238,0.32526216,0.36142805,-0.1043736,-0.1425252,0.0381516
69,0.32501322,0.41270208,"('lazy', 'industrious')",0.75458044,0.84200543,0.46957576,0.6143283,-1.1533095,-1.0151672,0.098965,0.2134672,-0.1145022
54,0.31350306,0.31476122,"('incapable', 'capable')",-0.12852152,-0.063640565,0.51019734,0.60580045,0.9959641,0.9210461,0.4227858,0.4444918,-0.021706
79,-0.3047386,-0.34026298,"('wavering', 'unwavering')",0.21267773,0.33691266,0.17373803,0.29780263,-0.46469897,-0.5260314,-0.0957555,-0.0578948,-0.0378607
84,-0.2829485,-0.23180272,"('inferior', 'superior')",0.38483065,0.5329236,-0.234389,-0.1356407,0.087914675,0.11977346,-0.011148,0.0713134,-0.0824614
59,0.27452895,0.43263978,"('foolish', 'wise')",1.1927096,1.6616318,0.44416964,0.6457595,0.08731498,0.23243466,0.4996808,0.7431165,-0.2434357
67,-0.25553018,-0.08826572,"('doubtful', 'determined')",-0.09778582,0.26741254,0.3045007,0.5672475,-0.19197406,-0.13428026,-0.0601973,0.1530285,-0.2132258
81,0.2525123,0.20023778,"('submissive', 'aggressive')",-0.8871639,-0.9985329,-0.34798864,-0.3187975,-0.6124603,-0.9036688,-0.3987751,-0.5051904,0.1064153
34,-0.24548784,-0.35682967,"('mean', 'honorable')",0.12270015,-0.047653593,0.4856323,0.50251836,5.379802,5.278896,1.4356617,1.3442328,0.0914289
45,0.22006182,-0.024612455,"('incompetent', 'competent')",0.89470774,0.34468457,0.89097095,0.72260517,0.18099748,-0.09548081,0.5466845,0.2367991,0.3098854
21,0.19190502,-0.0016057845,"('immoral', 'moral')",-0.25381595,-0.20714897,-0.675787,-0.7308128,-0.6773621,-0.7273129,-0.353765,-0.4167201,0.0629551
75,0.18700355,0.3406797,"('meek', 'impulsive')",0.4195929,0.40450934,0.9995493,0.9950471,-0.24766438,-0.34987724,0.3396204,0.3475897,-0.0079693
65,-0.1683363,-0.35496587,"('insecure', 'secure')",0.09105561,-0.1876271,-0.60851467,-0.83159554,0.47732872,0.2695869,-0.0521167,-0.2761504,0.2240337
10,-0.16279554,-0.18317407,"('unsympathetic', 'sympathetic')",-1.1223226,-1.3882205,-0.85208386,-0.8920165,0.031682067,0.03326282,-0.52638,-0.6075371,0.0811571
44,-0.14645123,-0.16920385,"('prejudiced', 'unprejudiced')",0.122552514,0.11517185,-0.6393314,-0.59906816,-0.9869625,-0.92107534,-0.4125482,-0.3935439,-0.0190043
