,southwest_male,southwest_female,tuple,airlines_male,airlines_female,co_male,co_female,average_male,average_female,male-female
17,-0.42713577,-0.41088933,"('nasty', 'nice')",0.10039459,0.10832634,-0.3225322,-0.22274728,-0.2164245,-0.1751034,-0.0413211
4,-0.41265345,-0.3491701,"('disliked', 'liked')",0.59316814,0.6366042,-6.679672,-6.6717873,-2.1663857,-2.1281177,-0.038268
66,0.41218805,0.11377956,"('inactive', 'active')",-0.199136,-0.42126825,0.5595583,0.25165886,0.2575368,-0.0186099,0.2761467
18,0.4099403,0.5853205,"('disagreeable', 'welcoming')",0.35910287,0.535994,-0.7739479,-0.7405592,-0.0016349,0.1269184,-0.1285533
1,0.40867248,0.098499596,"('unfriendly', 'friendly')",1.6607558,1.22738,1.3496015,1.180932,1.1396766,0.8356039,0.3040727
20,0.38531348,0.17112029,"('rough', 'thoughtful')",-0.32353753,-0.5425848,0.3670468,0.26317865,0.1429409,-0.0360953,0.1790362
29,-0.3721869,-0.36073822,"('unfair', 'fair')",-0.19434126,-0.20106691,-0.47744495,-0.65823084,-0.347991,-0.4066787,0.0586877
78,-0.36875203,-0.71161914,"('nonresilient', 'resilient')",-0.20816402,-0.57946193,-0.60252833,-0.69999826,-0.3931481,-0.6636931,0.270545
75,-0.35529587,-0.52361846,"('meek', 'impulsive')",0.004841818,0.14556463,-0.43385705,-0.40084887,-0.261437,-0.2596342,-0.0018028
35,-0.34151936,-0.33942336,"('corrupt', 'incorrupt')",-0.25296587,-0.22622053,-0.86100006,-0.6907904,-0.4851618,-0.4188114,-0.0663504
53,-0.32032764,-0.53326464,"('uncreative', 'creative')",0.73906714,0.4546975,0.6269299,0.4495169,0.3485564,0.1236499,0.2249065
84,0.31814477,0.10208047,"('inferior', 'superior')",-0.072000444,-0.14799178,0.49202776,0.2785912,0.2460574,0.07756,0.1684974
86,-0.28864098,-0.40663686,"('uninfluential', 'influential')",0.473195,0.25238737,-0.3230375,-0.5506545,-0.0461612,-0.234968,0.1888068
36,-0.27129945,-0.4829717,"('hostile', 'amicable')",0.35795942,0.35092905,-0.08371314,-0.08374256,0.0009823,-0.0719284,0.0729107
61,-0.2351114,-0.121495865,"('illogical', 'logical')",-0.098447025,-0.14692807,0.064756095,-0.08384198,-0.0896008,-0.117422,0.0278212
8,0.2340972,0.13026515,"('unaffectionate', 'affectionate')",0.17402236,0.05217436,0.10132798,0.14161249,0.1698158,0.1080173,0.0617985
54,0.22101247,0.25742087,"('incapable', 'capable')",-0.23290184,-0.23755066,0.7138136,0.84105295,0.2339747,0.2869744,-0.0529997
51,-0.20652214,0.0014542695,"('uneducated', 'educated')",-0.030116156,-0.062182188,0.39501756,0.32500115,0.0527931,0.0880911,-0.035298
62,0.20122671,0.5973374,"('incompetent', 'brilliant')",-0.049354628,0.1188291,-0.12487664,0.07970132,0.0089985,0.2652893,-0.2562908
52,-0.2004627,-0.37356386,"('irrational', 'rational')",0.5839325,0.5237629,-0.07067181,-0.058361903,0.104266,0.0306124,0.0736536
6,0.18237416,0.1678811,"('distant', 'open')",0.4230082,0.35291433,-0.2536444,-0.2134164,0.117246,0.1024597,0.0147863
10,0.1729981,0.12884101,"('unsympathetic', 'sympathetic')",-0.6084972,-0.8546254,-0.2174227,-0.3299471,-0.2176406,-0.3519105,0.1342699
34,0.16823307,0.07503585,"('mean', 'honorable')",0.7767532,0.8074665,5.076744,4.9868536,2.0072435,1.9564521,0.0507914
88,-0.16335414,0.022994611,"('low', 'eminent')",-0.38051763,-0.117935434,-0.49368972,-0.1431037,-0.3458538,-0.0793482,-0.2665056
77,0.16059473,-0.13265893,"('unmotivated', 'motivated')",0.26167247,-0.06606859,-1.0775698,-1.2262491,-0.2184342,-0.4749922,0.256558
50,0.15958439,0.0012730956,"('clumsy', 'skillful')",-0.5578467,-0.7389889,-0.16521548,-0.09928572,-0.1878259,-0.2790005,0.0911746
76,-0.1557366,0.05425769,"('anxious', 'daring')",-1.1432786,-0.91246265,-0.3068784,-0.0860938,-0.5352979,-0.3147662,-0.2205317
31,-0.15397248,-0.18052782,"('evil', 'good')",0.025209296,0.035883814,-0.95160955,-1.0522592,-0.3601242,-0.3989677,0.0388435
48,-0.13053684,-0.12284621,"('unintelligent', 'intelligent')",-0.17541121,-0.37595046,-0.27134115,-0.32523867,-0.1924297,-0.2746784,0.0822487
11,0.12848738,0.15635574,"('unhelpful', 'helpful')",0.29483232,0.19905455,2.1517048,2.2625098,0.8583415,0.8726401,-0.0142986
46,-0.1250307,-0.36687952,"('uncompetitive', 'competitive')",0.10190722,-0.111051545,-1.2041614,-1.2362052,-0.409095,-0.5713788,0.1622838
60,-0.08500512,0.25930604,"('inefficient', 'efficient')",0.1419052,0.2784594,0.053528465,0.10195493,0.0368095,0.2132401,-0.1764306
15,-0.07939805,0.09950362,"('boring', 'funny')",-0.1259201,0.19670641,0.27584612,0.61960304,0.0235093,0.305271,-0.2817617
59,-0.066420585,0.029118653,"('foolish', 'wise')",0.2194862,0.07821404,0.3410523,0.3608213,0.164706,0.1560513,0.0086547
5,-0.060726818,0.04373464,"('distant', 'outgoing')",0.62420785,0.6738527,-0.63115484,-0.5576312,-0.0225579,0.0533187,-0.0758766
83,0.054298244,-0.06271859,"('powerless', 'powerful')",0.20988557,0.30825675,-1.1418469,-1.2070425,-0.2925544,-0.3205014,0.027947
68,-0.05215407,-0.29465252,"('dependent', 'independent')",-0.91153485,-1.0734638,-1.3223968,-1.4591774,-0.7620285,-0.9424313,0.1804028
41,-0.041151963,0.23861594,"('unforgiving', 'forgiving')",0.32440937,0.34360248,0.21266365,0.2832209,0.165307,0.2884798,-0.1231728
21,-0.031021561,0.1275205,"('immoral', 'moral')",-0.060538128,0.053364933,-0.8226163,-0.6768097,-0.3047253,-0.1653081,-0.1394172
30,-0.023637993,0.3105827,"('intolerant', 'tolerant')",0.13664393,0.38967055,0.39043248,0.7358461,0.1678128,0.4786998,-0.310887
