,fiserv_male,fiserv_female,tuple,inc_male,inc_female,average_male,average_female,male-female
6,-1.6347879,-1.8975031,"('distant', 'open')",0.40806812,0.19716254,-0.6133599,-0.8501703,0.2368104
53,-1.5780605,-1.5391243,"('uncreative', 'creative')",0.78742737,0.76897395,-0.3953166,-0.3850752,-0.0102414
19,-1.481407,-1.3885131,"('inhospitable', 'hospitable')",0.27668726,0.12769066,-0.6023599,-0.6304112,0.0280513
8,-1.3488263,-1.4175522,"('unaffectionate', 'affectionate')",1.1326374,0.9803467,-0.1080945,-0.2186028,0.1105083
9,-1.3196819,-1.3888917,"('unaffectionate', 'caring')",1.1959193,1.2180947,-0.0618813,-0.0853985,0.0235172
79,-1.3013551,-1.4147018,"('wavering', 'unwavering')",-0.047582306,-0.1918099,-0.6744687,-0.8032559,0.1287872
5,-1.2479625,-1.4358829,"('distant', 'outgoing')",-0.12811649,-0.27844745,-0.6880395,-0.8571652,0.1691257
36,-1.1550364,-1.3388237,"('hostile', 'amicable')",0.54954565,0.37744638,-0.3027454,-0.4806886,0.1779432
31,-1.1379352,-1.3307186,"('evil', 'good')",-0.5739286,-0.8388781,-0.8559319,-1.0847983,0.2288664
10,-1.1372737,-1.2753714,"('unsympathetic', 'sympathetic')",-0.69718635,-0.68445754,-0.91723,-0.9799145,0.0626845
30,1.0910151,1.3018707,"('intolerant', 'tolerant')",0.8795026,1.170612,0.9852588,1.2362413,-0.2509825
86,-1.0560828,-1.2541814,"('uninfluential', 'influential')",0.06472327,-0.14126036,-0.4956798,-0.6977209,0.2020411
38,-1.0432622,-0.9623711,"('untruthful', 'truthful')",-0.49128997,-0.20387523,-0.7672761,-0.5831231,-0.184153
1,-0.998018,-1.3072356,"('unfriendly', 'friendly')",1.9898113,1.7198488,0.4958966,0.2063066,0.28959
66,-0.9969459,-1.381079,"('inactive', 'active')",0.85036075,0.3070069,-0.0732926,-0.5370361,0.4637435
67,0.9113703,1.1086853,"('doubtful', 'determined')",-0.7754608,-0.588609,0.0679547,0.2600381,-0.1920834
82,-0.89015883,-0.70906234,"('poor', 'rich')",5.8336987,6.176725,2.47177,2.7338314,-0.2620614
12,-0.859267,-0.9097397,"('unsupportive', 'supportive')",-1.6986862,-1.6761912,-1.2789767,-1.2929654,0.0139887
84,0.83941704,0.94684935,"('inferior', 'superior')",1.0623481,1.1137772,0.9508826,1.0303133,-0.0794307
39,0.8261592,0.79703,"('exploitative', 'cooperative')",0.20494598,0.25034136,0.5155526,0.5236857,-0.0081331
11,-0.7952776,-0.43457195,"('unhelpful', 'helpful')",1.096989,1.5583478,0.1508557,0.5618879,-0.4110322
57,-0.7893436,-0.9692403,"('unimaginative', 'imaginative')",-2.2613225,-2.4450169,-1.525333,-1.7071285,0.1817955
0,-0.7044285,-0.7815287,"('unsociable', 'sociable')",-0.42091313,-0.41782755,-0.5626708,-0.5996782,0.0370074
60,0.6946674,0.9049571,"('inefficient', 'efficient')",-0.43564746,-0.041750938,0.12951,0.4316031,-0.3020931
24,-0.69028735,-0.8306134,"('dishonest', 'honest')",0.4230746,0.52007,-0.1336064,-0.1552717,0.0216653
43,-0.67860484,-0.65153223,"('irresponsible', 'responsible')",0.3880098,0.5357675,-0.1452975,-0.0578824,-0.0874151
73,0.67724806,0.73458326,"('helpless', 'self-reliant')",-2.6900663,-2.5736372,-1.0064092,-0.919527,-0.0868822
63,-0.6587944,-0.6442128,"('unperceptive', 'insightful')",0.98076874,1.1976434,0.1609872,0.2767153,-0.1157281
16,-0.65320724,-0.605507,"('unpopular', 'popular')",0.39697385,0.3795823,-0.1281167,-0.1129624,-0.0151543
80,0.6291572,0.762966,"('dominated', 'dominating')",-1.3718598,-1.3860309,-0.3713513,-0.3115325,-0.0598188
72,-0.5972544,-0.7271773,"('unambitious', 'ambitious')",-0.9834913,-0.91264683,-0.7903728,-0.8199121,0.0295393
27,-0.5570345,-0.67587066,"('hardhearted', 'softhearted')",1.7081425,1.3124323,0.575554,0.3182808,0.2572732
23,-0.5497583,-0.39690492,"('insincere', 'sincere')",5.1723146,5.6561437,2.3112781,2.6296194,-0.3183413
51,-0.51524234,-0.4480729,"('uneducated', 'educated')",0.6185603,0.6594552,0.051659,0.1056911,-0.0540321
33,0.5123549,0.24114047,"('wrong', 'right')",-0.25081128,-0.42127243,0.1307718,-0.090066,0.2208378
81,0.49694905,0.67580885,"('submissive', 'aggressive')",-1.10873,-0.88368744,-0.3058904,-0.1039393,-0.2019511
54,-0.48940772,-0.505454,"('incapable', 'capable')",1.2113181,1.2209796,0.3609552,0.3577628,0.0031924
34,-0.47963345,-0.44529384,"('mean', 'honorable')",5.628984,5.774079,2.5746753,2.6643925,-0.0897172
85,-0.47061628,-0.6887581,"('insignificant', 'prestigious')",1.125783,0.78687584,0.3275833,0.0490589,0.2785244
4,-0.45734453,-0.3782989,"('disliked', 'liked')",-6.034953,-6.093575,-3.2461488,-3.2359369,-0.0102119
58,-0.45378834,-0.5826118,"('undiscriminating', 'discriminating')",0.3749922,0.34325624,-0.0393981,-0.1196778,0.0802797
88,-0.44406587,-0.517765,"('low', 'eminent')",0.1096739,0.09734156,-0.167196,-0.2102117,0.0430157
68,-0.43265754,-0.4315662,"('dependent', 'independent')",-0.3869436,-0.49174222,-0.4098006,-0.4616542,0.0518536
29,-0.41963074,-0.35182256,"('unfair', 'fair')",-0.17509058,-0.27272132,-0.2973607,-0.312272,0.0149113
17,-0.41212595,-0.39077058,"('nasty', 'nice')",-0.70000356,-0.7493868,-0.5560647,-0.5700787,0.014014
32,-0.40660197,-0.51906735,"('unkind', 'kind')",0.824447,0.7943527,0.2089225,0.1376427,0.0712798
49,-0.39791626,-0.07324175,"('unable', 'able')",-0.21297565,-0.0032861158,-0.305446,-0.0382639,-0.2671821
77,0.38339546,0.40929487,"('unmotivated', 'motivated')",-1.1853877,-1.1831033,-0.4009961,-0.3869042,-0.0140919
62,0.38239264,0.8009508,"('incompetent', 'brilliant')",-0.24642587,0.18833877,0.0679834,0.4946448,-0.4266614
45,-0.38126537,-0.21598288,"('incompetent', 'competent')",-0.21684201,-0.086044595,-0.2990537,-0.1510137,-0.14804
2,0.37419698,0.5487769,"('unlikable', 'likable')",0.3473461,0.39454848,0.3607715,0.4716627,-0.1108912
78,-0.37052143,-0.41321847,"('nonresilient', 'resilient')",0.31245092,0.12754345,-0.0290353,-0.1428375,0.1138022
28,-0.35767046,-0.28683034,"('disloyal', 'loyal')",0.8240516,1.0278198,0.2331906,0.3704947,-0.1373041
61,-0.3396025,-0.36516076,"('illogical', 'logical')",0.36868605,0.27629852,0.0145418,-0.0444311,0.0589729
71,-0.312878,-0.4226788,"('diffident', 'self-confident')",0.5419693,0.38750324,0.1145456,-0.0175878,0.1321334
69,0.29852208,0.18461493,"('lazy', 'industrious')",-0.31292328,-0.5651789,-0.0072006,-0.190282,0.1830814
25,0.2896311,0.160269,"('egoistic', 'altruistic')",1.8724682,1.5667326,1.0810497,0.8635008,0.2175489
55,0.2748615,0.41851652,"('incompetent', 'clever')",0.012544218,0.065587215,0.1437029,0.2420519,-0.098349
20,0.2681342,0.35011047,"('rough', 'thoughtful')",1.0429054,0.9396338,0.6555198,0.6448721,0.0106477
44,0.24898437,0.3688114,"('prejudiced', 'unprejudiced')",-1.4420674,-1.4836913,-0.5965415,-0.55744,-0.0391015
