,tegna_male,tegna_female,tuple,inc_male,inc_female,average_male,average_female,male-female
6,-1.307623,-1.1364381,"('distant', 'open')",-0.057995655,-0.51179224,-0.6828094,-0.8241152,0.1413058
53,-1.204595,-0.9904426,"('uncreative', 'creative')",0.5832033,0.46976987,-0.3106958,-0.2603363,-0.0503595
36,-1.1856263,-1.5356874,"('hostile', 'amicable')",0.08175154,-0.6629879,-0.5519373,-1.0993377,0.5474004
1,-1.16621,-1.2016002,"('unfriendly', 'friendly')",1.7412775,1.3018367,0.2875337,0.0501183,0.2374154
8,-1.1608176,-1.5666254,"('unaffectionate', 'affectionate')",0.78585523,0.21733062,-0.1874812,-0.6746474,0.4871662
5,-1.1509581,-0.8061181,"('distant', 'outgoing')",-0.42665136,-0.65612257,-0.7888047,-0.7311203,-0.0576844
31,-1.078864,-1.0626701,"('evil', 'good')",-0.96814376,-1.6606963,-1.0235039,-1.3616831,0.3381792
86,-1.0748892,-1.2992256,"('uninfluential', 'influential')",-0.007374674,-0.2322623,-0.5411319,-0.7657439,0.224612
79,-1.0487652,-0.9704577,"('wavering', 'unwavering')",-0.16969283,-0.3318516,-0.609229,-0.6511546,0.0419256
84,0.9752603,0.73450685,"('inferior', 'superior')",1.1270733,1.0890368,1.0511668,0.9117718,0.139395
0,-0.9604357,-0.8380933,"('unsociable', 'sociable')",-0.49136233,-0.37938273,-0.725899,-0.608738,-0.117161
57,-0.93835634,-1.447776,"('unimaginative', 'imaginative')",-2.5890183,-2.8644323,-1.7636874,-2.1561041,0.3924167
9,-0.89497364,-1.0956906,"('unaffectionate', 'caring')",1.0265337,0.78867567,0.06578,-0.1535075,0.2192875
19,-0.8613186,-0.67492926,"('inhospitable', 'hospitable')",0.08992202,-0.010780018,-0.3856983,-0.3428546,-0.0428437
37,0.8424255,0.40237623,"('fake', 'genuine')",0.6217529,0.35534358,0.7320892,0.3788599,0.3532293
51,-0.8239476,-0.73863643,"('uneducated', 'educated')",0.6884743,0.8816934,-0.0677367,0.0715285,-0.1392652
38,-0.80098176,-0.48453265,"('untruthful', 'truthful')",-0.17660317,0.08320738,-0.4887925,-0.2006626,-0.2881299
44,0.77458465,0.9280953,"('prejudiced', 'unprejudiced')",-1.7198989,-1.5538054,-0.4726571,-0.312855,-0.1598021
63,-0.7676183,-0.633897,"('unperceptive', 'insightful')",1.011408,1.3387761,0.1218948,0.3524396,-0.2305448
60,0.7669699,1.3975459,"('inefficient', 'efficient')",-0.0193732,0.93766624,0.3737984,1.1676061,-0.7938077
40,0.74089867,0.2100162,"('stingy', 'generous')",-1.3140839,-1.8716235,-0.2865926,-0.8308036,0.544211
69,0.72678405,0.6037294,"('lazy', 'industrious')",-0.63819206,-1.1185766,0.044296,-0.2574236,0.3017196
30,0.67220396,0.918158,"('intolerant', 'tolerant')",1.1090405,1.3652337,0.8906223,1.1416959,-0.2510736
39,0.6556783,0.8928175,"('exploitative', 'cooperative')",0.058515444,0.16724269,0.3570969,0.5300301,-0.1729332
35,-0.6516155,-0.89517075,"('corrupt', 'incorrupt')",-0.3910631,-0.97749805,-0.5213393,-0.9363344,0.4149951
28,-0.62466943,-0.90846014,"('disloyal', 'loyal')",0.7145392,0.581521,0.0449349,-0.1634696,0.2084045
66,-0.6022956,-1.216838,"('inactive', 'active')",0.4459936,-0.16322389,-0.078151,-0.6900309,0.6118799
16,-0.6005357,-0.33410567,"('unpopular', 'popular')",0.13305025,0.07122665,-0.2337427,-0.1314395,-0.1023032
78,-0.59460795,-0.8276428,"('nonresilient', 'resilient')",0.34079957,0.29720253,-0.1269042,-0.2652201,0.1383159
61,-0.5785151,-0.36578095,"('illogical', 'logical')",0.16439049,0.21254776,-0.2070623,-0.0766166,-0.1304457
73,0.56260747,0.86092556,"('helpless', 'self-reliant')",-2.9751048,-2.9516838,-1.2062486,-1.0453792,-0.1608694
2,0.56162137,0.7471512,"('unlikable', 'likable')",0.3091635,0.37751904,0.4353924,0.5623351,-0.1269427
59,0.5488548,0.22229618,"('foolish', 'wise')",0.36552733,-0.02450704,0.4571911,0.0988946,0.3582965
