,tegna_male,tegna_female,tuple,inc_male,inc_female,average_male,average_female,male-female
64,0.51994556,0.40121505,"('shy', 'confident')",-6.7019753,-6.572626,-3.0910149,-3.0857055,-0.0053094
68,-0.5165103,-0.33294427,"('dependent', 'independent')",-0.06521336,-0.003249148,-0.2908618,-0.1680967,-0.1227651
77,-0.5121904,-0.57250726,"('unmotivated', 'motivated')",-1.3344543,-1.0231105,-0.9233223,-0.7978089,-0.1255134
17,-0.5095624,-0.38953516,"('nasty', 'nice')",-0.5922118,-0.62209564,-0.5508871,-0.5058154,-0.0450717
11,-0.50515884,-0.22459215,"('unhelpful', 'helpful')",1.624692,2.1179938,0.5597665,0.9467008,-0.3869343
10,-0.49457365,-0.6015752,"('unsympathetic', 'sympathetic')",-0.34822923,-0.15753362,-0.4214014,-0.3795544,-0.041847
65,0.48649436,0.6177116,"('insecure', 'secure')",-0.36029267,0.22951362,0.0631008,0.4236126,-0.3605118
80,0.48281178,0.32775676,"('dominated', 'dominating')",-1.3125933,-1.1327897,-0.4148908,-0.4025165,-0.0123743
13,-0.47464633,-0.10195166,"('impolite', 'polite')",-0.6496438,-0.174113,-0.5621451,-0.1380323,-0.4241128
33,0.43469805,0.21030837,"('wrong', 'right')",-0.37186158,-0.81169116,0.0314182,-0.3006914,0.3321096
45,-0.41556138,-0.29471603,"('incompetent', 'competent')",-0.36041164,-0.2875242,-0.3879865,-0.2911201,-0.0968664
76,0.4146809,0.6834758,"('anxious', 'daring')",0.07558335,0.5593387,0.2451321,0.6214073,-0.3762752
88,-0.41045922,-0.7072763,"('low', 'eminent')",0.22080493,0.22660606,-0.0948271,-0.2403351,0.145508
24,0.39923042,0.33749253,"('dishonest', 'honest')",0.71044195,0.8168577,0.5548362,0.5771751,-0.0223389
4,-0.37796712,-0.2475969,"('disliked', 'liked')",-6.935933,-7.1068516,-3.65695,-3.6772242,0.0202742
62,0.35934928,0.84439415,"('incompetent', 'brilliant')",0.03976671,0.8582533,0.199558,0.8513237,-0.6517657
67,0.35251912,0.4706853,"('doubtful', 'determined')",-0.5458494,-0.37119624,-0.0966651,0.0497445,-0.1464096
42,0.35030514,0.5478196,"('unreliable', 'reliable')",-3.4077532,-3.1247692,-1.5287241,-1.2884748,-0.2402493
71,-0.32815647,-0.1468805,"('diffident', 'self-confident')",0.039227568,0.05024686,-0.1444644,-0.0483168,-0.0961476
22,0.3208007,-0.03630587,"('untrustworthy', 'trustworthy')",-0.6707324,-0.8346704,-0.1749658,-0.4354881,0.2605223
49,-0.31542876,0.056109592,"('unable', 'able')",-0.2939166,-0.012212291,-0.3046727,0.0219487,-0.3266214
50,0.3037702,0.33586544,"('clumsy', 'skillful')",0.37241152,0.23098445,0.3380909,0.2834249,0.054666
21,0.29968518,0.3152801,"('immoral', 'moral')",-0.5527412,-0.32134864,-0.126528,-0.0030343,-0.1234937
54,-0.29586276,-0.2641715,"('incapable', 'capable')",1.1782752,1.195537,0.4412062,0.4656827,-0.0244765
18,0.28370687,0.18838859,"('disagreeable', 'welcoming')",-0.20692495,-0.5297515,0.038391,-0.1706814,0.2090724
14,0.2531849,0.22588636,"('antisocial', 'social')",-0.524475,-0.3609564,-0.135645,-0.067535,-0.06811
82,-0.24416932,0.11976476,"('poor', 'rich')",5.996454,6.5038486,2.8761423,3.3118067,-0.4356644
85,-0.23163961,-0.33390242,"('insignificant', 'prestigious')",0.26081496,-0.37181774,0.0145877,-0.3528601,0.3674478
15,-0.22154292,-0.21136881,"('boring', 'funny')",0.5437645,0.3260681,0.1611108,0.0573496,0.1037612
55,0.19893792,0.25891167,"('incompetent', 'clever')",0.31106985,0.55948126,0.2550039,0.4091965,-0.1541926
43,0.19786161,0.4174667,"('irresponsible', 'responsible')",0.6054588,0.9253531,0.4016602,0.6714099,-0.2697497
41,0.19686481,0.17588304,"('unforgiving', 'forgiving')",0.11636211,-0.15569925,0.1566135,0.0100919,0.1465216
23,-0.19452171,-0.14884815,"('insincere', 'sincere')",5.8935094,6.3451457,2.8494937,3.0981488,-0.2486551
20,0.19062278,0.14977098,"('rough', 'thoughtful')",0.98974943,0.8741071,0.5901861,0.511939,0.0782471
47,-0.1623379,-0.09296708,"('stupid', 'smart')",5.1863623,5.329672,2.5120122,2.6183524,-0.1063402
34,0.16063872,0.28246537,"('mean', 'honorable')",6.0597095,6.4478316,3.1101742,3.3651485,-0.2549743
32,0.16037628,0.21891072,"('unkind', 'kind')",0.9110857,0.929128,0.535731,0.5740194,-0.0382884
48,-0.16008721,-0.21057308,"('unintelligent', 'intelligent')",0.83380675,0.8913495,0.3368598,0.3403882,-0.0035284
27,-0.15231976,-0.33369005,"('hardhearted', 'softhearted')",1.6613888,1.2735336,0.7545345,0.4699218,0.2846127
12,0.14416716,0.0663259,"('unsupportive', 'supportive')",-1.5635391,-1.5084273,-0.709686,-0.7210507,0.0113647
70,0.13847326,0.04908622,"('lethargic', 'energetic')",0.5785662,0.9199842,0.3585197,0.4845352,-0.1260155
87,-0.13492896,-0.029682577,"('unsuccessful', 'successful')",0.47561887,0.59730405,0.1703449,0.2838107,-0.1134658
74,0.1315081,0.17140806,"('undedicated', 'dedicated')",-0.0043319874,0.015701827,0.0635881,0.0935549,-0.0299668
81,-0.12813309,0.1919322,"('submissive', 'aggressive')",-1.0258652,-0.31022972,-0.5769991,-0.0591488,-0.5178503
75,-0.12404262,-0.2744285,"('meek', 'impulsive')",-0.6047932,-0.753692,-0.3644179,-0.5140603,0.1496424
25,-0.116922826,-0.45123094,"('egoistic', 'altruistic')",1.4146737,1.1306344,0.6488754,0.3397017,0.3091737
3,-0.109511785,-0.43964982,"('repellent', 'pleasant')",0.3454462,0.3367376,0.1179672,-0.0514561,0.1694233
46,0.08594607,-0.019318514,"('uncompetitive', 'competitive')",-0.4586813,-0.22732738,-0.1863676,-0.1233229,-0.0630447
7,-0.08557432,-0.13043529,"('insensitive', 'sensitive')",0.74363536,0.79437894,0.3290305,0.3319718,-0.0029413
52,0.08501331,-0.3252372,"('irrational', 'rational')",0.07847193,-0.59984577,0.0817426,-0.4625415,0.5442841
29,0.06736929,0.09840631,"('unfair', 'fair')",-0.1276533,-0.47660774,-0.030142,-0.1891007,0.1589587
83,-0.06473122,-0.2760724,"('powerless', 'powerful')",-0.93553644,-0.951452,-0.5001338,-0.6137622,0.1136284
56,0.061803684,0.7815143,"('impractical', 'practical')",-0.39024904,0.37438598,-0.1642227,0.5779501,-0.7421728
72,0.052784517,-0.10873775,"('unambitious', 'ambitious')",-0.7214899,-0.6147958,-0.3343527,-0.3617668,0.0274141
26,-0.05179022,-0.30881065,"('hardhearted', 'benevolent')",1.6873193,1.1195511,0.8177645,0.4053702,0.4123943
58,0.0050121285,-0.07879801,"('undiscriminating', 'discriminating')",0.44499022,0.23513827,0.2250012,0.0781701,0.1468311
