,mccormick_male,mccormick_female,tuple,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
74,2.5129094,2.2554133,"('undedicated', 'dedicated')",1.023143,0.7321584,0.043159634,-0.06287585,0.36800817,0.600602,0.9868051,0.8813245,0.1054806
71,2.186591,2.4547596,"('diffident', 'self-confident')",0.3166216,0.4706699,-0.06705639,0.1447554,1.0414479,0.97005844,0.869401,1.0100608,-0.1406598
6,2.1775258,2.2685733,"('distant', 'open')",1.3092238,1.476624,0.5611417,1.0156456,1.4984252,1.5757774,1.3865793,1.5841551,-0.1975758
5,2.1498487,2.2817545,"('distant', 'outgoing')",1.051277,1.2194394,0.9520171,1.3331782,0.8301325,0.86334616,1.2458189,1.4244295,-0.1786106
12,2.0961444,1.798781,"('unsupportive', 'supportive')",0.84915775,0.47450137,-0.61971927,-0.9944345,-1.3646181,-1.4080583,0.2402412,-0.0323026,0.2725438
44,-2.0018299,-2.015508,"('prejudiced', 'unprejudiced')",-1.5504407,-1.7151625,-0.8122107,-1.1142614,-1.7707742,-1.8877794,-1.5338138,-1.6831777,0.1493639
85,2.0012026,2.3938234,"('insignificant', 'prestigious')",2.1911945,2.4965053,1.502063,2.0495405,1.8095726,1.9627498,1.8760082,2.2256546,-0.3496464
69,1.9779872,2.2430887,"('lazy', 'industrious')",1.378889,1.5794656,2.8394074,3.2406561,0.07395687,0.35100135,1.5675601,1.8535529,-0.2859928
9,1.9332482,1.9240998,"('unaffectionate', 'caring')",0.7699581,0.86492217,0.17087385,0.21377763,2.3654618,2.1303923,1.3098855,1.283298,0.0265875
30,-1.7874556,-1.827998,"('intolerant', 'tolerant')",-0.74622774,-0.8465839,-1.0846105,-1.4159886,0.4179445,0.36247355,-0.8000873,-0.9320242,0.1319369
19,1.7520214,1.8247705,"('inhospitable', 'hospitable')",-0.06509386,0.025873072,-0.25766957,0.029673249,0.3186138,0.44819993,0.4369679,0.5821292,-0.1451613
25,1.7067028,1.847474,"('egoistic', 'altruistic')",1.296517,1.6141963,1.4048988,1.7677258,1.8997477,1.9463875,1.5769666,1.793946,-0.2169794
8,1.5882605,1.6577883,"('unaffectionate', 'affectionate')",0.90639794,1.054435,0.03554877,0.19754398,1.9842244,1.7659245,1.1286079,1.1689229,-0.040315
79,1.587254,1.5553526,"('wavering', 'unwavering')",0.7837745,1.0248041,0.011563076,0.41140825,0.896889,1.004934,0.8198701,0.9991248,-0.1792547
47,-1.5079433,-1.4838349,"('stupid', 'smart')",-0.11625717,-0.47908768,-0.9505581,-1.1985904,5.305652,5.0325055,0.6827234,0.4677482,0.2149752
66,1.443984,1.37788,"('inactive', 'active')",1.7374551,1.6145211,1.4498056,1.3413746,1.5937567,1.7648274,1.5562503,1.5246507,0.0315996
3,-1.4378124,-1.6892132,"('repellent', 'pleasant')",-1.0230871,-0.99939674,0.3283158,0.01974211,-0.33584815,-0.47970188,-0.617108,-0.7871424,0.1700344
82,-1.4140173,-1.518352,"('poor', 'rich')",-0.44694948,-0.9458831,-1.0455577,-1.2720876,6.159869,5.8898044,0.8133361,0.5383704,0.2749657
1,1.3281314,1.3853326,"('unfriendly', 'friendly')",0.7688918,0.8437133,-0.28410912,-0.23977208,2.9078507,2.8048797,1.1801913,1.1985383,-0.018347
84,1.3234094,1.4155219,"('inferior', 'superior')",0.85986274,0.75125176,0.44249865,0.3113597,0.7964341,0.9295678,0.8555512,0.8519253,0.0036259
65,-1.3051459,-1.496938,"('insecure', 'secure')",-0.64102703,-0.79946685,-1.661596,-2.0292475,-1.3945315,-1.5793858,-1.2505751,-1.4762595,0.2256844
40,1.2894108,1.0760927,"('stingy', 'generous')",0.18451396,0.25630897,0.3390879,0.14788333,-1.1138349,-1.0703532,0.1747944,0.102483,0.0723114
35,1.2555592,1.5033016,"('corrupt', 'incorrupt')",0.49041426,1.050207,1.0900867,1.9235225,0.58233273,0.90090185,0.8545982,1.3444833,-0.4898851
33,1.2495563,1.214547,"('wrong', 'right')",0.73178124,0.987491,0.36204624,0.5505375,0.20091972,0.2880279,0.6360759,0.7601509,-0.124075
81,-1.2245162,-1.1831791,"('submissive', 'aggressive')",-0.37685755,-0.541891,-1.1143589,-1.3519158,-1.7621495,-1.7757903,-1.1194705,-1.213194,0.0937235
78,1.1472331,1.0849043,"('nonresilient', 'resilient')",0.80705297,0.86069566,1.1571008,1.0988982,1.2179425,1.0629497,1.0823324,1.0268619,0.0554705
86,1.122023,1.0958959,"('uninfluential', 'influential')",0.017659158,0.24171993,-0.87187105,-0.67163193,0.2808084,0.2780751,0.1371549,0.2360148,-0.0988599
56,1.105479,0.8717534,"('impractical', 'practical')",-0.4908505,-0.89622533,-0.6325989,-0.9697081,-0.44366962,-0.5295828,-0.11541,-0.3809407,0.2655307
38,1.086021,0.79515165,"('untruthful', 'truthful')",-0.5188323,-0.71357334,-0.48643628,-0.46219757,0.4585862,0.2856225,0.1348346,-0.0237492,0.1585838
70,1.0720955,0.6284879,"('lethargic', 'energetic')",0.4399502,-0.0020924062,-0.8194514,-1.173406,0.46828708,0.42747352,0.2902204,-0.0298843,0.3201047
36,1.0264645,1.1810114,"('hostile', 'amicable')",0.023680195,0.56280017,0.5786028,1.1458628,1.1192154,1.2797644,0.6869907,1.0423597,-0.355369
39,1.0263567,1.1270082,"('exploitative', 'cooperative')",-0.40784475,-0.40615898,0.53419787,0.41039613,-0.31146854,-0.14364788,0.2103103,0.2468994,-0.0365891
28,0.9687145,1.053602,"('disloyal', 'loyal')",-0.12082034,0.057853226,-0.7962102,-0.57243866,1.2734448,1.3000897,0.3312822,0.4597766,-0.1284944
52,0.96711165,1.0117042,"('irrational', 'rational')",0.672574,1.0563493,-0.05490912,0.2795703,0.98445123,1.1346269,0.6423069,0.8705627,-0.2282558
75,-0.94192934,-1.1415448,"('meek', 'impulsive')",-0.25626665,-0.3531878,0.66979563,0.60351396,-0.2503117,-0.37080473,-0.194678,-0.3155059,0.1208279
37,0.93829054,0.66216594,"('fake', 'genuine')",0.58444303,0.29982665,0.12010442,-0.05880919,0.7334043,0.7169719,0.5940605,0.4050388,0.1890217
23,-0.93768394,-1.109175,"('insincere', 'sincere')",-0.6299419,-1.0264329,-1.6013039,-1.8677853,5.835117,5.682317,0.6665468,0.4197309,0.2468159
22,-0.893383,-1.177293,"('untrustworthy', 'trustworthy')",-0.6588181,-1.0886785,-1.1445708,-1.5842041,-1.3794737,-1.595967,-1.0190614,-1.3615355,0.3424741
57,-0.86959946,-1.0471622,"('unimaginative', 'imaginative')",-0.84367865,-1.1052657,-1.1507287,-1.4618936,-2.8553283,-2.8492026,-1.4298338,-1.615881,0.1860472
11,-0.8608329,-1.0637499,"('unhelpful', 'helpful')",-1.2920922,-1.7715607,-1.0807052,-1.646489,1.7119187,1.5990169,-0.3804279,-0.7206957,0.3402678
63,0.85757667,0.61239845,"('unperceptive', 'insightful')",1.1975101,0.5263874,-0.7440091,-1.14587,1.3364354,1.0844921,0.6618783,0.269352,0.3925263
72,0.7816064,0.3904056,"('unambitious', 'ambitious')",-0.93122566,-1.0578249,-0.7080204,-0.98759234,-0.64112836,-0.9281555,-0.374692,-0.6457918,0.2710998
31,0.7764221,0.71232074,"('evil', 'good')",0.6003893,0.9561419,1.0359976,1.3636011,-0.26491976,-0.26834786,0.5369723,0.6909289,-0.1539566
61,0.769171,0.8215559,"('illogical', 'logical')",-0.028198864,0.010717146,-0.5923307,-0.6195825,0.2504539,0.34675503,0.0997738,0.1398614,-0.0400876
10,-0.6886952,-0.8071914,"('unsympathetic', 'sympathetic')",-0.66709393,-0.891231,-1.3049138,-1.7260865,-0.69706935,-0.7524281,-0.8394431,-1.0442343,0.2047912
55,-0.6776894,-0.7117374,"('incompetent', 'clever')",-0.46886292,-0.7680404,-1.442373,-1.8303733,-0.70070577,-0.7707756,-0.8224078,-1.0202317,0.1978239
45,-0.6738064,-0.8619095,"('incompetent', 'competent')",-0.4565606,-0.91308045,-1.5260956,-1.9431369,-0.5359181,-0.68380004,-0.7980952,-1.1004817,0.3023865
62,-0.6467245,-0.8940076,"('incompetent', 'brilliant')",-0.9479097,-1.5264667,-1.0539062,-1.6869555,0.041347798,-0.3183909,-0.6517982,-1.1064551,0.4546569
59,0.6447837,0.70912516,"('foolish', 'wise')",1.4798889,1.4567745,-0.077186756,0.123123944,0.93350106,0.9322517,0.7452467,0.8053188,-0.0600721
4,0.6258059,0.5890514,"('disliked', 'liked')",0.25650355,0.15199897,-0.3982795,-0.17207453,-6.401057,-6.3095336,-1.4792567,-1.4351394,-0.0441173
76,-0.58968794,-0.70004976,"('anxious', 'daring')",0.7433306,0.19962978,-0.14137848,-0.75502026,-0.6269813,-0.589806,-0.1536793,-0.4613116,0.3076323
26,0.5825514,0.90219426,"('hardhearted', 'benevolent')",2.4429832,3.0258281,1.3098423,1.5655497,1.7560779,1.996066,1.5228636,1.8724096,-0.349546
49,-0.5800461,-0.61280286,"('unable', 'able')",-0.40801525,-0.6945404,-1.2148048,-1.5484374,-0.54004806,-0.8022895,-0.6857285,-0.9145175,0.228789
18,0.56105363,0.56188667,"('disagreeable', 'welcoming')",0.81605655,0.90726066,-0.6280283,-0.5382396,-0.15672871,-0.12195903,0.1480883,0.2022372,-0.0541489
7,0.5549878,0.3156171,"('insensitive', 'sensitive')",-0.2285098,-0.47656217,-0.92965055,-1.2565187,0.81380826,0.73865473,0.0526589,-0.1697023,0.2223612
88,-0.53480303,-0.42383596,"('low', 'eminent')",0.0062330104,0.02446479,-1.5598527,-1.4596581,0.2157875,0.29189214,-0.4681588,-0.3917843,-0.0763745
48,-0.5307722,-0.77301127,"('unintelligent', 'intelligent')",-0.6939089,-0.8204057,-2.1951938,-2.437774,0.19641727,-0.036408626,-0.8058644,-1.0168998,0.2110354
53,0.49773356,0.6891848,"('uncreative', 'creative')",0.4233474,0.26605782,-0.05526816,-0.082869515,1.5027912,1.4252046,0.592151,0.5743945,0.0177565
87,0.4879516,0.63296497,"('unsuccessful', 'successful')",1.6864551,1.3497412,1.1604532,0.8527741,0.94451886,1.0145922,1.0698447,0.9625181,0.1073266
16,-0.48500982,-0.38122398,"('unpopular', 'popular')",0.8776561,0.78469115,0.54364616,0.6471528,1.0303605,0.90794533,0.4916632,0.4896413,0.0020219
14,-0.47472417,-0.49268132,"('antisocial', 'social')",0.29064944,0.22554152,-0.6017499,-0.7591118,-1.4769622,-1.3569374,-0.5656967,-0.5957972,0.0301005
58,0.45534852,0.20696667,"('undiscriminating', 'discriminating')",0.1632987,0.07067171,0.579642,0.50739014,0.2780044,0.31581134,0.3690734,0.27521,0.0938634
0,0.45491895,0.65952104,"('unsociable', 'sociable')",-0.06036237,-0.12841077,-0.5882939,-0.7504463,-0.82462794,-0.84228414,-0.2545913,-0.2654051,0.0108138
46,-0.42993748,-0.8331523,"('uncompetitive', 'competitive')",-0.34538695,-0.8211231,-0.5705754,-1.1429284,-1.05597,-1.0590216,-0.6004674,-0.9640564,0.363589
29,-0.422276,-0.44702122,"('unfair', 'fair')",0.0144568235,-0.23120835,-0.6998945,-0.735854,-0.41193533,-0.48514295,-0.3799123,-0.4748066,0.0948943
32,-0.33435017,-0.081005365,"('unkind', 'kind')",-0.023996264,-0.09303615,-1.3223803,-1.4691097,0.64553654,0.6288613,-0.2587976,-0.2535725,-0.0052251
83,-0.32722944,-0.23942709,"('powerless', 'powerful')",0.025864873,0.02168836,-0.7717261,-0.83997655,-0.9656098,-0.9814093,-0.5096751,-0.5097811,0.000106
54,0.31937033,0.47554895,"('incapable', 'capable')",0.79524446,0.52847683,-0.30241555,-0.44529969,1.4297702,1.3752452,0.5604923,0.4834929,0.0769994
24,-0.31550157,-0.41418552,"('dishonest', 'honest')",-0.60324734,-0.7242734,-1.4771183,-1.6990681,0.5909323,0.5955996,-0.4512337,-0.5604818,0.1092481
50,0.2968776,0.30241403,"('clumsy', 'skillful')",1.7219296,1.6007736,0.5391414,0.5580608,0.77572155,0.7200706,0.8334175,0.7953297,0.0380878
