,apollo_male,apollo_female,tuple,education_male,education_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
48,2.0418706,1.770762,"('unintelligent', 'intelligent')",0.86824155,0.5474233,0.0047052437,-0.1492038,0.7053977,0.6434785,0.9050537,0.703115,0.2019387
36,-1.6179436,-1.1944772,"('hostile', 'amicable')",-1.7735189,-1.5563015,-2.0563416,-2.068271,-0.49596763,-0.27688533,-1.4859431,-1.2739838,-0.2119593
72,1.5932217,1.3718228,"('unambitious', 'ambitious')",0.6174559,0.5752656,0.40848175,0.3219091,-0.95604163,-0.99011046,0.4157795,0.3197218,0.0960577
16,-1.5854512,-1.2969593,"('unpopular', 'popular')",-0.32294363,-0.33973086,-0.32661378,-0.339369,0.31371504,0.3058631,-0.4803234,-0.417549,-0.0627744
6,-1.538958,-1.3497862,"('distant', 'open')",-0.17360203,0.035767958,-1.8356477,-1.9111693,0.010562733,0.10922823,-0.8844113,-0.7789899,-0.1054214
17,-1.4974791,-1.1876137,"('nasty', 'nice')",-0.14351435,-0.13028045,-0.97351706,-0.9281174,-0.81899095,-0.67157966,-0.8583754,-0.7293978,-0.1289776
19,-1.3726449,-1.4007578,"('inhospitable', 'hospitable')",0.29229143,0.3126324,-1.0987332,-1.0868018,-0.22279175,-0.14331476,-0.6004696,-0.5795605,-0.0209091
5,-1.3099937,-1.1152341,"('distant', 'outgoing')",0.00019359589,0.13971731,-1.42652,-1.5857117,-0.46647412,-0.4031328,-0.8006985,-0.7410903,-0.0596082
56,1.2268245,0.8339366,"('impractical', 'practical')",1.7302679,1.4953197,1.0947845,0.8473007,0.6096439,0.29888025,1.1653802,0.8688594,0.2965208
31,-1.1903757,-0.82730633,"('evil', 'good')",-1.9093517,-1.6638281,-1.5004163,-1.5897138,-1.7162868,-1.5187659,-1.5791075,-1.3999035,-0.179204
62,1.1436489,0.9190443,"('incompetent', 'brilliant')",2.1758747,1.9191254,0.5869371,0.5701693,0.40057808,0.14229633,1.0767597,0.8876588,0.1891009
4,-1.1423421,-0.8273306,"('disliked', 'liked')",1.3051097,1.2168063,-0.28796157,-0.41136962,-5.9222364,-5.7564197,-1.5118576,-1.4445784,-0.0672792
