,cit_male,cit_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
78,-0.6802197,-0.6863165,"('nonresilient', 'resilient')",0.7421703,0.59841746,0.07780088,-0.009547949,0.0465838,-0.0324823,0.0790661
20,0.67796224,0.84817916,"('rough', 'thoughtful')",1.1449205,1.328284,1.2298452,1.3519645,1.0175759,1.1761425,-0.1585666
80,0.6560812,0.65034705,"('dominated', 'dominating')",1.2978512,1.3979728,-1.3407391,-1.3810166,0.2043978,0.2224344,-0.0180366
88,-0.6426198,-0.7940015,"('low', 'eminent')",-0.9165007,-1.0170985,0.0753454,0.05794656,-0.4945917,-0.5843845,0.0897928
60,0.6389308,0.6310755,"('inefficient', 'efficient')",1.9498852,1.9911947,-0.28962624,-0.23499279,0.7663967,0.7957591,-0.0293624
49,-0.62863123,-0.53143126,"('unable', 'able')",-0.95930004,-0.99937975,-0.3955124,-0.38235402,-0.6611479,-0.6377217,-0.0234262
87,0.62520343,0.68420696,"('unsuccessful', 'successful')",1.4009838,1.307201,0.7796413,0.6912627,0.9352762,0.8942235,0.0410527
36,-0.6082098,-0.42411387,"('hostile', 'amicable')",-1.5902694,-1.5302103,0.57906544,0.6778135,-0.5398046,-0.4255036,-0.114301
33,0.60272986,0.5687579,"('wrong', 'right')",-0.32579884,-0.46695378,-0.4054839,-0.41032684,-0.042851,-0.1028409,0.0599899
64,0.5607411,0.5159674,"('shy', 'confident')",1.2331171,1.158087,-6.653446,-6.663054,-1.6198626,-1.6629998,0.0431372
31,-0.5577758,-0.4424163,"('evil', 'good')",-1.4737098,-1.5969218,-0.74396664,-0.7551885,-0.9251507,-0.9315089,0.0063582
34,-0.54557574,-0.49548498,"('mean', 'honorable')",-0.33431923,-0.3045424,5.9555097,6.043726,1.6918716,1.7478995,-0.0560279
46,-0.5409002,-0.6001789,"('uncompetitive', 'competitive')",1.6176968,1.5638269,-0.61622316,-0.66110075,0.1535245,0.1008491,0.0526754
28,-0.512671,-0.5290246,"('disloyal', 'loyal')",0.52883583,0.45107937,1.1927315,1.1326993,0.4029655,0.3515847,0.0513808
61,0.50763243,0.52285653,"('illogical', 'logical')",-0.13774577,-0.29443595,0.2943242,0.2559118,0.2214036,0.1614441,0.0599595
15,0.50417227,0.48956007,"('boring', 'funny')",-0.7827202,-0.9196968,0.33674303,0.315696,0.0193984,-0.0381469,0.0575453
0,-0.496883,-0.5521861,"('unsociable', 'sociable')",0.6976087,0.6078203,-0.35285765,-0.3700015,-0.0507106,-0.1047891,0.0540785
81,0.49295145,0.35919464,"('submissive', 'aggressive')",1.9096116,2.001807,-0.72669846,-0.709643,0.5586216,0.5504528,0.0081688
25,-0.4830889,-0.4831167,"('egoistic', 'altruistic')",-0.3426987,-0.45806777,1.7276988,1.7868309,0.3006371,0.2818821,0.018755
30,0.47559428,0.37847024,"('intolerant', 'tolerant')",0.99607766,0.9478206,1.0903016,1.1605885,0.8539912,0.8289598,0.0250314
57,-0.47073737,-0.49814212,"('unimaginative', 'imaginative')",0.17851567,0.16014983,-2.2658572,-2.285966,-0.852693,-0.8746527,0.0219597
26,0.4587638,0.5266368,"('hardhearted', 'benevolent')",1.21333,1.0712149,2.0238886,2.0807626,1.2319942,1.2262048,0.0057894
59,0.4253217,0.41376185,"('foolish', 'wise')",-1.0857716,-1.2067264,0.43558154,0.41696993,-0.0749561,-0.1253316,0.0503755
45,-0.40307844,-0.5420141,"('incompetent', 'competent')",0.690531,0.45831436,-0.11778487,-0.29766285,0.0565559,-0.1271209,0.1836768
65,0.38896763,0.29060498,"('insecure', 'secure')",1.3228804,1.2806559,-0.27205226,-0.2882201,0.4799319,0.4276803,0.0522516
16,-0.38019657,-0.3606928,"('unpopular', 'popular')",-0.6560926,-0.71179295,0.426595,0.35366073,-0.2032314,-0.2396083,0.0363769
54,-0.37348488,-0.23203428,"('incapable', 'capable')",-0.5549755,-0.51079816,1.1346265,1.1377727,0.068722,0.1316468,-0.0629248
21,0.3666765,0.37564903,"('immoral', 'moral')",0.5147758,0.5322072,-0.88130987,-0.7786781,4.75e-05,0.0430594,-0.0430119
32,-0.36202815,-0.41084102,"('unkind', 'kind')",0.59959656,0.5322585,0.7237941,0.7760074,0.3204542,0.2991416,0.0213126
13,-0.33464938,-0.5019957,"('impolite', 'polite')",0.20370165,0.13651146,-0.5510474,-0.5714267,-0.2273317,-0.3123036,0.0849719
58,0.3276763,0.36572805,"('undiscriminating', 'discriminating')",1.0774604,1.0002524,0.38375822,0.3192012,0.5962983,0.5617272,0.0345711
84,0.296851,0.33395103,"('inferior', 'superior')",0.035149552,0.009049006,0.86008716,0.85042024,0.3973626,0.3978068,-0.0004442
66,-0.2956257,-0.31819493,"('inactive', 'active')",0.68353164,0.58630526,1.1528559,1.0876532,0.5135873,0.4519211,0.0616662
17,0.28856787,0.28475475,"('nasty', 'nice')",-0.84864974,-0.87347853,-0.62385714,-0.589442,-0.3946463,-0.3927219,-0.0019244
22,0.27834883,0.26590425,"('untrustworthy', 'trustworthy')",0.6993381,0.62135494,-0.7509439,-0.712139,0.075581,0.0583734,0.0172076
74,-0.26980165,-0.36478728,"('undedicated', 'dedicated')",1.4654125,1.2664564,0.446131,0.35110012,0.5472473,0.4175897,0.1296576
70,0.2596754,0.10061587,"('lethargic', 'energetic')",1.3674147,1.2152168,0.96358067,0.7759425,0.8635569,0.6972584,0.1662985
83,0.255798,0.34510863,"('powerless', 'powerful')",-0.021865211,0.032786015,-0.93384826,-0.84041953,-0.2333052,-0.154175,-0.0791302
11,-0.25165242,-0.30397266,"('unhelpful', 'helpful')",0.046042345,0.034492128,1.6867778,1.6009928,0.4937226,0.4438374,0.0498852
40,-0.24581249,-0.1832646,"('stingy', 'generous')",0.6365475,0.59264123,-1.1543845,-1.1525735,-0.2545498,-0.2477323,-0.0068175
37,0.20750801,0.10805118,"('fake', 'genuine')",0.23381269,0.25184155,0.5611059,0.5471045,0.3341422,0.3023324,0.0318098
43,-0.20739907,-0.24281034,"('irresponsible', 'responsible')",1.1284903,1.0138818,0.6798359,0.62087786,0.5336424,0.4639831,0.0696593
75,0.20561123,0.32602185,"('meek', 'impulsive')",-1.2253007,-1.2103866,-0.4502408,-0.39835083,-0.4899767,-0.4275719,-0.0624048
71,-0.17039469,-0.12021695,"('diffident', 'self-confident')",0.13458863,-0.020627957,0.67762655,0.6520261,0.2139402,0.1703937,0.0435465
72,0.13655476,0.1776784,"('unambitious', 'ambitious')",0.6274251,0.65419245,-0.8049957,-0.70677817,-0.013672,0.0416976,-0.0553696
85,0.12868522,0.30583435,"('insignificant', 'prestigious')",-0.61959094,-0.6601418,0.8865469,1.0077356,0.1318804,0.2178094,-0.085929
7,-0.117837,-0.20869239,"('insensitive', 'sensitive')",0.3318652,0.26407698,1.0392568,0.8968424,0.4177617,0.317409,0.1003527
4,-0.11629404,-0.20590547,"('disliked', 'liked')",-0.1747488,-0.36696166,-6.4342127,-6.4670963,-2.2417518,-2.3466546,0.1049028
50,0.109442845,0.006323104,"('clumsy', 'skillful')",-0.08334997,-0.21157779,0.26069325,0.19409922,0.0955954,-0.0037185,0.0993139
3,-0.1062355,-0.026637333,"('repellent', 'pleasant')",0.6047028,0.71926355,0.16281423,0.15255365,0.2204272,0.2817266,-0.0612994
77,-0.09028903,0.0016515478,"('unmotivated', 'motivated')",0.5668425,0.6135107,-1.3498354,-1.3154007,-0.291094,-0.2334128,-0.0576812
63,-0.083996706,-0.17893542,"('unperceptive', 'insightful')",1.441333,1.224359,0.95382833,1.0020735,0.7703883,0.6824991,0.0878892
41,-0.08117757,-0.079434186,"('unforgiving', 'forgiving')",0.5052837,0.40435922,0.35580263,0.42824706,0.2599696,0.2510574,0.0089122
55,-0.06304336,-0.12650977,"('incompetent', 'clever')",1.4686825,1.4669414,0.21773046,0.20756002,0.5411232,0.5159972,0.025126
52,0.040124543,0.2021784,"('irrational', 'rational')",-1.1672716,-1.1550525,0.16577609,0.21935445,-0.320457,-0.2445066,-0.0759504
29,-0.036316447,0.08187707,"('unfair', 'fair')",-0.37865233,-0.38301653,-0.4848349,-0.52460593,-0.2999346,-0.2752485,-0.0246861
35,-0.027502097,0.08042115,"('corrupt', 'incorrupt')",-1.7045605,-1.6175606,0.12667884,0.07043619,-0.5351279,-0.4889011,-0.0462268
56,0.018394072,-0.20740065,"('impractical', 'practical')",1.0924306,0.9127153,-0.10358713,-0.22922449,0.3357459,0.1586967,0.1770492
12,-0.018344428,-0.09101042,"('unsupportive', 'supportive')",0.9715246,0.7685757,-1.5504614,-1.5763355,-0.1990937,-0.2995901,0.1004964
27,-0.01252491,0.05467706,"('hardhearted', 'softhearted')",-0.05009281,-0.12799855,1.4651057,1.4069214,0.467496,0.4445333,0.0229627
47,-0.001265049,0.08444421,"('stupid', 'smart')",0.26081675,0.43209952,5.4458375,5.5356646,1.9017963,2.0174028,-0.1156065
