,black_male,black_female,tuple,&_male,&_female,decker_male,decker_female,corp_male,corp_female,average_male,average_female,male-female
10,-1.7894198,-1.6380563,"('unsympathetic', 'sympathetic')",-2.4049168,-2.5290997,-3.6247084,-3.4488487,-0.79345995,-0.89428127,-2.1531262,-2.1275716,-0.0255546
30,-1.6801547,-1.4878328,"('intolerant', 'tolerant')",-1.5634087,-1.5822179,-2.0211992,-2.0713294,0.3922546,0.4399274,-1.218127,-1.1753632,-0.0427638
0,-1.6607903,-1.6707034,"('unsociable', 'sociable')",-1.3724829,-1.4331717,-1.5991658,-1.7159497,-0.34120065,-0.45685542,-1.24341,-1.31917,0.07576
57,-1.5968568,-1.7097833,"('unimaginative', 'imaginative')",-1.5932121,-1.996435,-3.2325714,-3.3017144,-3.0668201,-3.035325,-2.372365,-2.5108144,0.1384494
34,-1.5640051,-1.4454798,"('mean', 'honorable')",-0.638152,-0.6862947,0.2773301,0.3582617,4.9765406,4.665509,0.7629284,0.7229991,0.0399293
50,1.4876409,1.3489301,"('clumsy', 'skillful')",2.314237,2.1950037,0.60889876,0.57577366,0.35047695,0.1700979,1.1903133,1.0724514,0.1178619
48,-1.4733777,-1.304598,"('unintelligent', 'intelligent')",-0.9282385,-1.0820379,-2.2176394,-2.3235803,0.370991,0.37654692,-1.0620661,-1.0834173,0.0213512
73,1.4664935,1.3563793,"('helpless', 'self-reliant')",1.0792366,1.2165712,0.32251978,0.2241162,-2.6670368,-2.5693245,0.0503033,0.0569355,-0.0066322
41,-1.4529424,-1.2064692,"('unforgiving', 'forgiving')",-0.44663024,-0.7237297,-0.31697202,-0.26237926,0.022037506,0.12875868,-0.5486268,-0.5159549,-0.0326719
20,-1.4226292,-1.4368644,"('rough', 'thoughtful')",0.1154244,-0.03591322,-0.26174325,-0.3255969,0.5555773,0.74635917,-0.2533427,-0.2630038,0.0096611
22,-1.3027939,-1.2519494,"('untrustworthy', 'trustworthy')",-0.49257377,-0.56124127,-1.522012,-1.5494776,-0.82880014,-0.95712197,-1.0365449,-1.0799476,0.0434027
55,-1.238496,-1.2888758,"('incompetent', 'clever')",-1.096546,-1.3471221,-3.2841458,-3.4863548,0.07394143,-0.12015477,-1.3863117,-1.5606269,0.1743152
17,-1.2070603,-0.841097,"('nasty', 'nice')",-0.16574794,-0.013670042,0.15461595,0.39032623,-0.96070445,-0.6890105,-0.5447242,-0.2883628,-0.2563614
45,-1.1983322,-1.4566582,"('incompetent', 'competent')",-1.2975198,-1.75951,-1.683462,-1.8973572,-0.077753074,-0.23517022,-1.0642668,-1.3371739,0.2729071
88,-1.1709692,-0.9215429,"('low', 'eminent')",-0.24627876,-0.10800195,-1.5849108,-1.3330307,-0.4370442,-0.42089415,-0.8598007,-0.6958674,-0.1639333
81,-1.158808,-1.1084208,"('submissive', 'aggressive')",-1.2836274,-1.3612942,-2.9859142,-3.0582469,-0.7882098,-0.87321085,-1.5541399,-1.6002932,0.0461533
13,-1.1509564,-0.9786385,"('impolite', 'polite')",-1.5766596,-1.4693367,-1.9787563,-1.9185101,-0.8306593,-0.9806957,-1.3842579,-1.3367952,-0.0474627
49,-1.1428283,-1.3606817,"('unable', 'able')",-0.44721496,-0.59032136,-0.25648338,-0.37389076,-0.4249663,-0.57504475,-0.5678732,-0.7249846,0.1571114
47,-1.1139634,-1.0833983,"('stupid', 'smart')",-0.30745026,-0.41612142,-1.8755298,-1.7900769,4.4914975,4.1499314,0.2986385,0.2150837,0.0835548
11,-1.0835038,-1.1488547,"('unhelpful', 'helpful')",-1.9440233,-2.2889812,-2.263462,-2.2661471,1.7465346,1.4721924,-0.8861136,-1.0579478,0.1718342
77,-1.0820682,-1.0519574,"('unmotivated', 'motivated')",-0.9024045,-1.1522453,-0.6622805,-0.7388472,-0.939493,-1.0868623,-0.8965616,-1.007478,0.1109164
82,-1.007535,-1.1997279,"('poor', 'rich')",-0.43954104,-0.66987234,-1.5407048,-1.6602554,5.755723,5.2332973,0.6919855,0.4258604,0.2661251
