,black_male,black_female,tuple,&_male,&_female,decker_male,decker_female,corp_male,corp_female,average_male,average_female,male-female
27,-0.97583395,-0.8230493,"('hardhearted', 'softhearted')",-1.3413848,-1.3495201,-0.20707835,0.005029248,0.9003106,0.89137304,-0.4059967,-0.3190418,-0.0869549
69,0.9341192,0.78972846,"('lazy', 'industrious')",1.6877534,1.6220624,2.1032672,2.2140977,-0.67520726,-0.32150182,1.0124831,1.0760968,-0.0636137
33,0.88791335,0.940461,"('wrong', 'right')",1.0575302,1.1423374,0.8742101,0.9400045,-0.32928365,-0.22878338,0.6225924,0.6985049,-0.0759125
6,0.8871497,0.8482389,"('distant', 'open')",0.61902326,0.54117817,1.6587198,1.9098697,-0.52657497,-0.41299543,0.6595794,0.7215729,-0.0619935
31,-0.88340497,-0.9312206,"('evil', 'good')",0.5984557,0.63899565,2.2610946,2.261809,-0.86539155,-0.54850584,0.2776884,0.3552696,-0.0775812
86,-0.88267076,-1.0424551,"('uninfluential', 'influential')",-1.1774106,-1.4061722,-1.4164032,-1.5050291,-0.30415532,-0.42611766,-0.94516,-1.0949435,0.1497835
21,-0.87631243,-0.62175167,"('immoral', 'moral')",-0.758185,-0.68832284,-3.2533164,-3.0917482,-0.79683304,-0.8354167,-1.4211617,-1.30931,-0.1118517
40,-0.8357261,-0.70721895,"('stingy', 'generous')",-0.64741987,-0.70712984,-0.5085492,-0.45730326,-1.8906003,-1.6962694,-0.9705739,-0.8919804,-0.0785935
18,-0.83272004,-0.7690863,"('disagreeable', 'welcoming')",0.87025493,1.0251877,-0.10920754,-0.035888847,-0.5255642,-0.4242561,-0.1493092,-0.0510109,-0.0982983
85,0.8025055,0.80865455,"('insignificant', 'prestigious')",1.2338,1.339653,2.0954018,2.4158776,-0.18924126,0.2291362,0.9856165,1.1983303,-0.2127138
64,-0.8007612,-0.6559977,"('shy', 'confident')",0.085691094,0.08640857,-0.7618135,-0.8436099,-5.7196574,-5.365766,-1.7991352,-1.6947412,-0.104394
79,0.79457396,0.5890372,"('wavering', 'unwavering')",0.69647855,0.68136406,1.0097413,1.2860483,-0.54724854,-0.5706719,0.4883863,0.4964444,-0.0080581
35,0.76671666,0.8043663,"('corrupt', 'incorrupt')",1.0547031,1.3782575,2.9639435,3.048844,-0.58205146,-0.17081752,1.050828,1.2651627,-0.2143347
87,0.76263434,0.8177267,"('unsuccessful', 'successful')",2.3836808,2.3924825,0.03843601,0.19072875,1.3866031,1.4854426,1.1428385,1.221595,-0.0787565
71,0.75908905,0.56755143,"('diffident', 'self-confident')",0.171605,0.0702239,2.2827961,2.3503814,0.39562228,0.27827907,0.9022781,0.816609,0.0856691
53,-0.73793966,-0.7939342,"('uncreative', 'creative')",-0.48302636,-0.69938856,-0.5094536,-0.6489395,-0.06593666,-0.22835599,-0.4490891,-0.5926546,0.1435655
9,0.73622835,0.6043221,"('unaffectionate', 'caring')",-0.4768404,-0.62989044,0.30789295,0.32217178,1.3370214,1.1040298,0.4760756,0.3501583,0.1259173
63,-0.7243654,-0.65775883,"('unperceptive', 'insightful')",0.16457629,-0.25052714,-1.270426,-1.4268774,1.0753622,0.7813353,-0.1887133,-0.388457,0.1997437
26,-0.7225805,-0.45478418,"('hardhearted', 'benevolent')",1.1898692,1.2174225,0.66927856,0.9005391,1.6110003,1.9457748,0.6868919,0.9022381,-0.2153462
65,-0.7000751,-0.71855605,"('insecure', 'secure')",-0.42590243,-0.4560863,-1.9972807,-2.112651,-0.26715004,-0.52057576,-0.847602,-0.9519673,0.1043653
59,0.6573427,0.66972905,"('foolish', 'wise')",1.1855829,1.2091905,0.1686262,0.42249018,0.12987924,0.30123276,0.5353578,0.6506606,-0.1153028
4,-0.62013775,-0.749218,"('disliked', 'liked')",0.89291596,0.7671867,0.8058971,0.73249555,-6.326289,-5.8489256,-1.3119035,-1.2746153,-0.0372882
62,-0.6135911,-0.6682134,"('incompetent', 'brilliant')",-1.4612528,-1.6713033,-1.7336622,-1.8196791,0.627059,0.38928086,-0.7953618,-0.9424788,0.147117
70,-0.5794438,-0.7599136,"('lethargic', 'energetic')",-1.0121858,-1.3431598,-1.954856,-2.0672972,0.19643927,-0.036583256,-0.8375116,-1.0517385,0.2142269
24,-0.5728391,-0.32296586,"('dishonest', 'honest')",-1.213603,-1.1180643,-0.7294549,-0.374516,0.29237846,0.2127775,-0.5558796,-0.4006922,-0.1551874
42,0.5673689,0.4429904,"('unreliable', 'reliable')",0.8719073,0.7713445,-0.84950775,-0.8209209,-2.6211336,-2.5935879,-0.5078413,-0.5500435,0.0422022
56,-0.55503684,-0.89227974,"('impractical', 'practical')",-1.6528517,-2.012473,-1.3948686,-1.4791464,-0.7475545,-1.0016316,-1.0875779,-1.3463827,0.2588048
44,-0.5392868,-0.4783603,"('prejudiced', 'unprejudiced')",-0.17058969,0.15024325,-0.8963098,-0.8029747,-1.5162668,-1.4014027,-0.7806133,-0.6331236,-0.1474897
60,-0.5232569,-0.4382185,"('inefficient', 'efficient')",-0.95234096,-1.2402148,-2.4111612,-2.4468164,-0.02249891,-0.3117749,-0.9773145,-1.1092561,0.1319416
37,0.50544083,0.42502138,"('fake', 'genuine')",-0.3236712,-0.32238254,-0.10368012,-0.22827056,0.080135584,-0.10156171,0.0395563,-0.0567984,0.0963547
29,0.48776236,0.26482147,"('unfair', 'fair')",-0.5052631,-0.6131868,-0.3862713,-0.34565076,-0.47782752,-0.44906652,-0.2203999,-0.2857707,0.0653708
74,0.4668362,0.13176501,"('undedicated', 'dedicated')",0.09197423,-0.2965924,-0.037612244,-0.15527913,-0.09147781,-0.22467099,0.1074301,-0.1361944,0.2436245
78,0.46231312,0.23148306,"('nonresilient', 'resilient')",-0.3865099,-0.6394657,0.090253636,-0.12767942,0.55268264,0.34246,0.1796849,-0.0483005,0.2279854
39,0.45800042,0.7154813,"('exploitative', 'cooperative')",-0.7711828,-0.59354514,1.3310474,1.4330363,0.3731133,0.30439043,0.3477446,0.4648407,-0.1170961
1,-0.45187616,-0.3196545,"('unfriendly', 'friendly')",-0.48417827,-0.5377272,0.84878325,0.86291736,1.4384458,1.4468286,0.3377936,0.3630911,-0.0252975
46,-0.44202513,-0.5566773,"('uncompetitive', 'competitive')",-0.40319383,-0.6880067,-2.5673513,-2.7276304,-0.904546,-1.1247597,-1.0792791,-1.2742685,0.1949894
84,0.42872685,0.3427332,"('inferior', 'superior')",0.5165493,0.33920795,0.06137488,0.018091649,0.86757123,0.77743274,0.4685556,0.3693664,0.0991892
2,0.41287217,0.5615116,"('unlikable', 'likable')",1.3775985,1.4513434,0.63606256,0.7585664,0.64956355,0.8672468,0.7690242,0.9096671,-0.1406429
80,0.40115768,0.5418133,"('dominated', 'dominating')",-0.46470127,-0.48691255,-1.4977504,-1.430625,-0.75261515,-0.73727524,-0.5784773,-0.5282499,-0.0502274
32,-0.40032238,-0.32234952,"('unkind', 'kind')",-0.6363665,-0.66061413,-1.5206553,-1.3627926,0.54169697,0.33622757,-0.5039117,-0.5023822,-0.0015295
23,-0.37947112,-0.42403388,"('insincere', 'sincere')",-1.2525862,-1.5497167,-0.586504,-0.45870212,5.484739,4.8738337,0.8165444,0.6103452,0.2061992
14,-0.36932915,-0.46973005,"('antisocial', 'social')",-0.36112922,-0.4446031,-1.3405683,-1.4370435,-0.13627005,-0.12671563,-0.5518242,-0.619523,0.0676988
28,-0.3508128,-0.5099076,"('disloyal', 'loyal')",-1.100985,-1.3417616,-1.3969704,-1.3238661,0.60024625,0.20865369,-0.5621305,-0.7417204,0.1795899
12,0.322133,0.06061636,"('unsupportive', 'supportive')",-0.25188506,-0.5941442,0.05911657,-0.12344919,-1.577776,-1.6208873,-0.3621029,-0.5694661,0.2073632
76,0.2901333,0.40898415,"('anxious', 'daring')",0.73078173,0.7229015,-1.2006056,-1.113323,-0.3675465,-0.5801266,-0.1368093,-0.140391,0.0035817
16,0.28424782,0.42960995,"('unpopular', 'popular')",0.7874257,0.9138404,-0.45385596,-0.31729937,-0.042941604,0.10823679,0.143719,0.2835969,-0.1398779
67,0.26864535,0.37395096,"('doubtful', 'determined')",-0.20473357,-0.09769966,1.0831237,1.1264092,-0.6217532,-0.53345263,0.1313206,0.217302,-0.0859814
58,-0.2648682,-0.46086255,"('undiscriminating', 'discriminating')",0.30350393,-0.15192959,-0.34000695,-0.6209074,0.31196946,0.28741288,0.0026496,-0.2365717,0.2392213
54,-0.25925335,-0.3814547,"('incapable', 'capable')",-0.10538674,-0.07256858,1.0800462,1.1883483,0.8666613,0.80880886,0.3955168,0.3857835,0.0097333
38,0.24096528,0.025772486,"('untruthful', 'truthful')",-1.1104666,-1.2739098,-0.2777308,-0.3350937,-0.114515126,-0.20989433,-0.3154368,-0.4482813,0.1328445
75,0.20962493,0.11287586,"('meek', 'impulsive')",0.2833323,0.19416969,1.0422825,0.9769673,-0.7052224,-0.62696326,0.2075043,0.1642624,0.0432419
5,0.19539885,0.24833125,"('distant', 'outgoing')",0.50223386,0.48763978,2.3736553,2.5269282,-0.26940563,-0.1257503,0.7004706,0.7842872,-0.0838166
19,0.17765094,0.11623679,"('inhospitable', 'hospitable')",-0.18577836,-0.19971651,1.1346482,1.1501766,-0.3035559,-0.1444768,0.2057412,0.230555,-0.0248138
66,0.17569685,0.12212649,"('inactive', 'active')",1.2583592,1.2416061,0.057775587,0.1471749,-0.03783654,0.21043599,0.3634988,0.4303358,-0.066837
8,-0.16561505,-0.13208036,"('unaffectionate', 'affectionate')",0.015758187,0.06481708,1.0604076,1.1825848,0.8470815,0.8020212,0.4394081,0.4793357,-0.0399276
7,-0.16303784,-0.0030208193,"('insensitive', 'sensitive')",-1.1816025,-1.2941113,-0.7780732,-0.73073345,0.5698773,0.42568493,-0.388209,-0.4005451,0.0123361
61,-0.15713377,-0.047113463,"('illogical', 'logical')",-0.14462686,-0.31171137,-0.2445535,-0.11285498,0.35072604,0.36039513,-0.048897,-0.0278212,-0.0210758
43,-0.15700993,-0.45511842,"('irresponsible', 'responsible')",-1.3131024,-1.4505708,-1.2369299,-1.2794,0.3131418,0.16478431,-0.5984751,-0.7550762,0.1566011
36,0.13205507,0.18635198,"('hostile', 'amicable')",0.70769775,0.9867223,2.205862,2.3165367,-0.5215475,-0.21134672,0.6310168,0.8195661,-0.1885493
3,-0.10869138,0.048203778,"('repellent', 'pleasant')",-0.78114647,-0.9840561,-1.1507038,-1.278095,0.60985565,0.46569437,-0.3576715,-0.4370632,0.0793917
83,-0.10420231,-0.19266967,"('powerless', 'powerful')",-0.07833572,-0.13115749,-0.39596707,-0.42061284,-1.0772952,-1.1648324,-0.4139501,-0.4773181,0.063368
52,0.10304255,0.28148535,"('irrational', 'rational')",1.0086023,1.1396924,0.9602271,1.2940145,-0.04814048,0.13663991,0.5059329,0.712958,-0.2070251
15,0.09259703,0.27922073,"('boring', 'funny')",0.9097279,1.0565861,-0.06480195,0.1081624,-0.0857192,-0.021198705,0.2129509,0.3556926,-0.1427417
51,-0.08292517,-0.13548009,"('uneducated', 'educated')",-0.06709953,-0.13789639,-2.158039,-2.240251,0.61622787,0.46087,-0.422959,-0.5131894,0.0902304
68,-0.07408264,-0.20915762,"('dependent', 'independent')",-0.81237763,-0.8667726,-0.65828896,-0.796368,-1.0296191,-1.1561238,-0.6435921,-0.7571055,0.1135134
72,-0.06929396,-0.10353426,"('unambitious', 'ambitious')",-0.292597,-0.26388547,-0.7044002,-0.62917215,-0.3478582,-0.5451064,-0.3535373,-0.3854246,0.0318873
25,0.00066845305,0.25652143,"('egoistic', 'altruistic')",0.4641694,0.6379405,1.4771975,1.5953202,1.3557593,1.5673213,0.8244487,1.0142759,-0.1898272
