,devon_male,devon_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,male-female
85,-3.7283947,-2.866623,"('insignificant', 'prestigious')",0.24121031,0.21018624,-0.89787614,-0.91445786,-1.4616869,-1.1902982,-0.2713887
36,-3.4649436,-2.6069975,"('hostile', 'amicable')",-0.6662358,-0.7923516,-0.969758,-1.0822505,-1.7003125,-1.4938666,-0.2064459
69,-3.3768184,-2.7910643,"('lazy', 'industrious')",0.8606651,0.8292597,-1.454275,-1.5590516,-1.3234762,-1.1736188,-0.1498574
31,-3.3595746,-2.5368762,"('evil', 'good')",-0.9273026,-0.96712846,-1.7717767,-1.7630185,-2.0195513,-1.7556744,-0.2638769
35,-3.3592196,-2.6575758,"('corrupt', 'incorrupt')",-0.64343864,-0.7050274,-1.173602,-1.1898493,-1.7254202,-1.5174842,-0.207936
60,3.1957462,2.4308467,"('inefficient', 'efficient')",1.7243403,1.8301643,0.5145672,0.6114708,1.8115513,1.6241606,0.1873907
62,3.1847928,2.7929616,"('incompetent', 'brilliant')",0.42527387,0.65232414,0.59899807,0.8077254,1.4030215,1.4176704,-0.0146489
55,3.0953193,2.4326856,"('incompetent', 'clever')",-0.31693226,-0.29513264,0.6265749,0.63681316,1.1349874,0.9247887,0.2101987
46,3.0851142,2.5051928,"('uncompetitive', 'competitive')",0.36522892,0.31663296,-0.20217061,-0.07531046,1.0827242,0.9155051,0.1672191
80,2.9440382,2.502376,"('dominated', 'dominating')",0.16971576,0.21441093,0.18258345,0.26774743,1.098779,0.9948448,0.1039342
76,2.7983842,2.124732,"('anxious', 'daring')",-0.25697052,-0.17331062,0.4183062,0.49182302,0.9865733,0.8144148,0.1721585
10,2.7661386,2.2274027,"('unsympathetic', 'sympathetic')",-0.80042756,-0.6910877,-0.25157258,-0.10761717,0.5713795,0.4762326,0.0951469
14,2.6763232,2.4179475,"('antisocial', 'social')",0.8902533,0.9680034,0.38686943,0.52927417,1.3178153,1.3050751,0.0127402
6,-2.6575534,-2.205795,"('distant', 'open')",-0.39272588,-0.39159954,-1.2276756,-1.3003647,-1.425985,-1.2992531,-0.1267319
43,2.5891793,2.215957,"('irresponsible', 'responsible')",0.96251756,1.1015269,0.40569603,0.6289668,1.3191309,1.3154836,0.0036473
79,-2.518609,-1.9674748,"('wavering', 'unwavering')",-0.66485846,-0.563258,-0.89089465,-0.74095374,-1.3581206,-1.0905622,-0.2675584
81,2.5098865,1.9520576,"('submissive', 'aggressive')",1.1334872,1.1325296,-0.10070811,0.024488747,1.1808886,1.0363586,0.14453
24,2.4879246,2.2399251,"('dishonest', 'honest')",0.27176684,0.3616246,0.5469212,0.6233414,1.1022042,1.0749636,0.0272406
7,2.3846867,2.0362217,"('insensitive', 'sensitive')",0.6947578,0.8701237,0.803929,0.9553022,1.2944578,1.2872159,0.0072419
70,2.377326,2.1250534,"('lethargic', 'energetic')",0.2873544,0.45153177,0.73210907,0.96094966,1.1322632,1.1791783,-0.0469151
39,2.2886264,1.9386843,"('exploitative', 'cooperative')",0.19474383,0.28699884,0.31913772,0.283769,0.9341694,0.8364841,0.0976853
21,2.2674816,1.622678,"('immoral', 'moral')",1.25385,1.2249131,-0.19830453,-0.25131422,1.1076757,0.8654257,0.24225
65,2.2169042,1.57417,"('insecure', 'secure')",0.45528856,0.4408514,0.5672674,0.66389984,1.0798201,0.8929737,0.1868464
5,-2.2007627,-1.7753581,"('distant', 'outgoing')",-0.053210273,-0.06100837,-1.3172567,-1.2955109,-1.1904099,-1.0439591,-0.1464508
45,2.1452239,2.165459,"('incompetent', 'competent')",-0.44166064,-0.32836783,0.095003545,0.36322248,0.5995223,0.7334379,-0.1339156
59,-2.1096466,-1.5543218,"('foolish', 'wise')",0.715116,0.67802465,-0.5942856,-0.61715484,-0.6629387,-0.4978173,-0.1651214
75,-2.0479388,-1.4030861,"('meek', 'impulsive')",0.2223798,0.27603182,-0.5642507,-0.42607802,-0.7966032,-0.5177108,-0.2788924
25,-1.9911833,-1.6500547,"('egoistic', 'altruistic')",0.80416036,0.6541988,0.9266589,0.6918722,-0.086788,-0.1013279,0.0145399
16,-1.9783995,-1.8144306,"('unpopular', 'popular')",-0.1817039,-0.23520185,0.0047336593,-0.102383845,-0.7184566,-0.7173388,-0.0011178
56,1.9599155,1.6597534,"('impractical', 'practical')",1.086251,1.2661084,-0.4114644,-0.15095676,0.878234,0.9249683,-0.0467343
13,1.9265639,1.4269739,"('impolite', 'polite')",0.04315515,0.09975299,-0.4100982,-0.32000396,0.5198736,0.402241,0.1176326
11,1.9168501,1.5968919,"('unhelpful', 'helpful')",0.2760834,0.36612794,2.1228063,2.2940764,1.4385799,1.4190321,0.0195478
