,thermo_male,thermo_female,tuple,fisher_male,fisher_female,scientific_male,scientific_female,inc_male,inc_female,average_male,average_female,male-female
70,-0.69724894,-0.54098165,"('lethargic', 'energetic')",-0.54150814,-0.29655406,-0.080562636,0.03714834,0.5632391,0.7641907,-0.1890202,-0.0090492,-0.179971
0,-0.6616502,-0.9348779,"('unsociable', 'sociable')",0.20576346,0.42857617,0.6540219,0.5960326,-0.5478993,-0.6097124,-0.087441,-0.1299954,0.0425544
74,-0.6578642,-0.71071905,"('undedicated', 'dedicated')",0.36605504,0.6454858,0.017870616,0.04754949,0.22879589,-0.024061348,-0.0112857,-0.0104363,-0.0008494
2,0.6244616,0.44897497,"('unlikable', 'likable')",1.0442073,0.9884389,0.4740914,0.3316083,0.42452583,0.35719672,0.6418215,0.5315548,0.1102667
39,0.6133969,0.33792862,"('exploitative', 'cooperative')",2.2433333,2.234942,1.2625762,1.2395377,0.1610529,0.17390719,1.0700898,0.9965789,0.0735109
43,-0.58970046,-0.7998453,"('irresponsible', 'responsible')",0.35619435,0.5662878,0.53416264,0.48735908,0.44464472,0.5689242,0.1863253,0.2056814,-0.0193561
24,-0.587815,-0.65893304,"('dishonest', 'honest')",-0.21570778,0.08558936,-0.31874892,-0.16610819,0.42720628,0.71924794,-0.1737663,-0.005051,-0.1687153
4,-0.5627432,-0.5731551,"('disliked', 'liked')",-0.6650408,-0.8440491,-0.4063257,-0.38312998,-5.881698,-6.103495,-1.8789519,-1.9759573,0.0970054
50,-0.55956215,-0.55384433,"('clumsy', 'skillful')",0.8502509,0.75686985,0.09110187,-0.08646933,0.2999939,0.3816379,0.1704461,0.1245485,0.0458976
51,-0.5476977,-0.43796274,"('uneducated', 'educated')",-0.5648161,-0.30459574,0.3827725,0.5520308,0.06372954,0.13679308,-0.1665029,-0.0134337,-0.1530692
81,0.5468681,0.77312833,"('submissive', 'aggressive')",-0.8825332,-0.63850546,0.5769296,1.0933213,-1.0368927,-0.7609422,-0.198907,0.1167505,-0.3156575
18,-0.5459928,-0.68862206,"('disagreeable', 'welcoming')",0.52593404,0.4154068,-0.0055243224,-0.1445477,-0.15915787,-0.10332216,-0.0461852,-0.1302713,0.0840861
27,-0.516842,-0.63394123,"('hardhearted', 'softhearted')",-0.9812985,-1.0276318,-0.9567635,-1.0111555,1.620725,1.5068944,-0.2085448,-0.2914585,0.0829137
88,-0.5014684,-0.4826381,"('low', 'eminent')",-1.3015395,-1.3142416,-0.0039199013,0.096181326,0.19865152,0.19891664,-0.4020691,-0.3754455,-0.0266236
37,-0.4743486,-0.44420445,"('fake', 'genuine')",0.5662717,0.7488272,-0.23947032,-0.22348171,0.42262357,0.53129923,0.0687691,0.1531101,-0.084341
52,-0.4604317,-0.72297126,"('irrational', 'rational')",0.012127113,-0.04828456,-0.19004983,-0.45236537,0.15062524,-0.1754058,-0.1219323,-0.3497568,0.2278245
46,-0.45880717,-0.48047066,"('uncompetitive', 'competitive')",-0.19937643,0.3024789,-0.04159942,-0.04546669,-0.5736097,-0.7149076,-0.3183482,-0.2345915,-0.0837567
77,-0.45138833,-0.6108028,"('unmotivated', 'motivated')",0.0013002958,-0.11747396,1.2620102,1.1596183,-1.1220546,-1.3071642,-0.0775331,-0.2189557,0.1414226
60,0.4447115,0.46306127,"('inefficient', 'efficient')",0.018201005,0.3856333,0.99714965,1.2878706,-0.19800271,0.21705541,0.3155149,0.5884051,-0.2728902
85,-0.43857428,-0.68688226,"('insignificant', 'prestigious')",0.38940474,0.026702678,0.6323662,0.35778016,0.8322871,0.5083562,0.3538709,0.0514892,0.3023817
64,0.42739496,0.31457922,"('shy', 'confident')",0.5466177,0.3712468,0.33577755,0.22940128,-6.2610974,-6.4972887,-1.2378268,-1.3955153,0.1576885
11,-0.4270152,-0.39473447,"('unhelpful', 'helpful')",-0.5845585,-0.32095698,0.3088407,0.5025667,1.6771188,1.9197065,0.2435964,0.4266454,-0.183049
16,-0.41329166,-0.40869978,"('unpopular', 'popular')",-0.34161884,-0.39446366,0.22162515,0.11047809,0.7173937,0.49073058,0.0460271,-0.0504887,0.0965158
80,0.41258425,0.55824184,"('dominated', 'dominating')",-0.38327685,-0.061179623,0.30780864,0.6263635,-1.5606327,-1.6266338,-0.3058792,-0.125802,-0.1800772
13,0.39992282,0.3372085,"('impolite', 'polite')",0.40816996,0.67722523,0.40844288,0.45396486,-0.2421395,-0.019913688,0.243599,0.3621212,-0.1185222
61,-0.39747137,-0.7026813,"('illogical', 'logical')",-0.49121994,-0.45442307,1.121764,0.7285752,0.023871187,-0.16711466,0.064236,-0.148911,0.213147
14,0.36023614,0.22940432,"('antisocial', 'social')",0.2518586,0.40873247,1.0237105,1.0180593,-0.77322894,-0.83471406,0.2156441,0.2053705,0.0102736
55,-0.34858817,-0.35737458,"('incompetent', 'clever')",-0.05660288,0.2472201,1.6533368,1.5908505,-0.20390475,-0.2943453,0.2610602,0.2965877,-0.0355275
33,0.30843294,0.22504853,"('wrong', 'right')",1.3400655,1.3477535,0.45304307,0.28607237,-0.40627748,-0.4719563,0.423816,0.3467295,0.0770865
25,-0.2934325,-0.5518296,"('egoistic', 'altruistic')",0.84721553,0.6775074,0.7396448,0.42744344,1.5442944,1.2949939,0.7094306,0.4620288,0.2474018
56,0.28854018,0.34540486,"('impractical', 'practical')",0.34973124,0.72295874,0.73254424,0.887563,-0.49575135,-0.33564174,0.2187661,0.4050712,-0.1863051
32,-0.2274835,-0.33397514,"('unkind', 'kind')",-0.050780106,-0.057783745,0.44993,0.5908247,0.6680814,0.83359253,0.2099369,0.2581646,-0.0482277
49,-0.21681815,-0.081177175,"('unable', 'able')",-0.40822583,-0.33574754,-0.30490112,-0.093821436,-0.42309952,-0.013959941,-0.3382612,-0.1311765,-0.2070847
29,-0.21167548,-0.14559515,"('unfair', 'fair')",0.25113973,0.348015,-0.0202151,-0.0029995646,-0.38460106,-0.37094226,-0.091338,-0.0428805,-0.0484575
26,-0.21056494,-0.58172303,"('hardhearted', 'benevolent')",1.7520422,1.2872391,1.1545601,0.88941693,1.7652092,1.4845126,1.1153116,0.7698614,0.3454502
41,0.20698306,-0.005049605,"('unforgiving', 'forgiving')",0.62735033,0.8535878,0.61774766,0.5557644,0.1370914,0.07351088,0.3972931,0.3694534,0.0278397
15,0.19136645,0.15950355,"('boring', 'funny')",-0.1054548,-0.15458214,0.29322857,0.20095211,0.26233456,0.39056268,0.1603687,0.1491091,0.0112596
20,-0.18231028,-0.21939674,"('rough', 'thoughtful')",0.77687037,0.8110006,2.2628798,2.2159665,1.4807304,1.2852955,1.0845426,1.0232165,0.0613261
34,-0.18208411,-0.14188361,"('mean', 'honorable')",-0.8100599,-0.62835616,0.3321496,0.29721197,5.745106,5.997687,1.2712779,1.3811648,-0.1098869
48,-0.16925189,-0.09471115,"('unintelligent', 'intelligent')",-0.34677184,-0.11082104,1.8310847,1.8825687,0.36051685,0.4283282,0.4188945,0.5263412,-0.1074467
47,0.15252946,0.22134483,"('stupid', 'smart')",-0.20388758,0.04598207,0.33181462,0.50690216,4.896734,5.2142787,1.2942977,1.4971269,-0.2028292
68,-0.15205128,-0.047148675,"('dependent', 'independent')",-0.5630874,-0.5378915,-0.15105642,-0.19680971,-0.49583128,-0.51922125,-0.3405066,-0.3252678,-0.0152388
30,0.12809482,0.2526452,"('intolerant', 'tolerant')",0.14028588,0.4528364,0.43674913,0.57186216,0.883791,1.1100225,0.3972302,0.5968416,-0.1996114
42,-0.12098801,0.058760874,"('unreliable', 'reliable')",-0.24935186,-0.12539612,-0.11592506,-0.031031657,-2.7892697,-2.5754647,-0.8188837,-0.6682829,-0.1506008
62,0.108416446,0.3140367,"('incompetent', 'brilliant')",0.27579343,0.6206461,1.2099756,1.5627509,-0.25206023,0.12359239,0.3355313,0.6552565,-0.3197252
40,-0.09310411,-0.1169312,"('stingy', 'generous')",0.1429117,0.24685961,0.229868,0.16677362,-1.1151288,-1.3444688,-0.2088633,-0.2619417,0.0530784
21,0.08607593,-0.12871812,"('immoral', 'moral')",-0.83974165,-0.6012283,0.93524015,0.840862,-1.0885208,-1.1802503,-0.2267366,-0.2673337,0.0405971
87,0.06707303,-0.0114244,"('unsuccessful', 'successful')",0.0018356647,0.112168804,0.20244025,0.27935493,0.48374495,0.36121032,0.1887735,0.1853274,0.0034461
65,-0.054003365,-0.153254,"('insecure', 'secure')",0.20324147,0.4527045,0.1301198,0.03807958,-0.5897616,-0.3834535,-0.0776009,-0.0114809,-0.06612
75,0.04675316,0.4389689,"('meek', 'impulsive')",-0.5111636,-0.48667213,-0.70653874,-0.60976136,-0.4819164,-0.35184357,-0.4132164,-0.2523271,-0.1608893
59,0.04536691,-0.0138343945,"('foolish', 'wise')",1.0754204,0.72244054,0.11073781,0.029637009,0.3822879,0.34796998,0.4034532,0.2715533,0.1318999
72,0.042408343,0.16255543,"('unambitious', 'ambitious')",0.15885845,0.34732166,0.08432684,0.32258898,-1.2409192,-0.8652463,-0.2388314,-0.0081951,-0.2306363
17,-0.036735572,-0.023971844,"('nasty', 'nice')",0.11026636,0.084110096,-0.67001224,-0.56935686,-0.7580611,-0.77084553,-0.3386356,-0.320016,-0.0186196
22,-0.029280972,0.013053689,"('untrustworthy', 'trustworthy')",-0.48638344,-0.27708885,0.6146893,0.56297696,-0.9455052,-0.7970844,-0.2116201,-0.1245357,-0.0870844
71,0.02390122,-0.14177412,"('diffident', 'self-confident')",1.347506,1.1514076,1.663435,1.5487205,0.5431761,0.5220716,0.8945046,0.7701064,0.1243982
76,0.01753487,0.20601147,"('anxious', 'daring')",-1.1722724,-0.63541424,-0.10552067,0.26225412,-0.022651065,0.32884565,-0.3207273,0.0404243,-0.3611516
58,0.015682891,0.068511166,"('undiscriminating', 'discriminating')",-0.7079651,-0.260317,0.30211177,0.11491458,0.13577133,0.087803274,-0.0635998,0.002728,-0.0663278
83,0.014667377,0.1013196,"('powerless', 'powerful')",-0.25717887,-0.18150009,-0.13463986,0.02817335,-1.3398378,-1.3179065,-0.4292473,-0.3424784,-0.0867689
