,cme_male,cme_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
0,-0.685822,-0.48295292,"('unsociable', 'sociable')",0.11524521,0.3348658,-0.7152163,-0.6958155,-0.4285977,-0.2813009,-0.1472968
27,-0.6824609,-0.9651701,"('hardhearted', 'softhearted')",-0.21380076,-0.46351936,1.4335685,1.2452124,0.1791023,-0.061159,0.2402613
30,0.6776351,0.92311925,"('intolerant', 'tolerant')",0.74454325,0.9702395,0.9664969,1.1571045,0.7962251,1.0168211,-0.220596
87,0.66385525,0.83522904,"('unsuccessful', 'successful')",1.5781007,1.8018475,0.6709173,0.7901527,0.9709578,1.1424097,-0.1714519
10,-0.6614816,-0.74141926,"('unsympathetic', 'sympathetic')",0.18060233,0.39223278,-0.07019068,-0.158509,-0.18369,-0.1692318,-0.0144582
69,0.6558269,0.6887434,"('lazy', 'industrious')",-0.26542902,-0.37592477,-0.8789424,-0.6733023,-0.1628482,-0.1201612,-0.042687
49,-0.6494311,-0.49853125,"('unable', 'able')",-1.0199542,-0.6923289,-0.58939314,-0.36618876,-0.7529262,-0.5190163,-0.2339099
31,-0.641744,-0.8600321,"('evil', 'good')",-1.2112314,-1.5887179,-0.8432071,-1.0532453,-0.8987275,-1.1673318,0.2686043
33,0.6215091,0.5328981,"('wrong', 'right')",-0.3412078,-0.6479202,-0.5263855,-0.52058566,-0.0820281,-0.2118692,0.1298411
54,-0.61728203,-0.65533125,"('incapable', 'capable')",-0.2010291,-0.16147175,1.0314407,1.1874113,0.0710432,0.1235361,-0.0524929
60,0.6128735,1.176337,"('inefficient', 'efficient')",1.3275822,1.9327531,-0.2603403,-0.018558156,0.5600384,1.0301773,-0.4701389
61,0.5978852,0.64884055,"('illogical', 'logical')",0.03154408,0.029320166,0.29753983,0.117533796,0.3089897,0.2652315,0.0437582
14,0.59461755,0.9147167,"('antisocial', 'social')",1.5776304,1.9729455,-0.18876094,-0.1321379,0.6611623,0.9185081,-0.2573458
35,-0.5857489,-0.71951526,"('corrupt', 'incorrupt')",-1.5893058,-1.7518269,-0.22013286,-0.22688064,-0.7983958,-0.8994075,0.1010117
16,-0.57250607,-0.5688178,"('unpopular', 'popular')",-0.36102208,-0.48640776,0.14754501,0.114817806,-0.2619944,-0.3134693,0.0514749
50,0.5524263,0.37750295,"('clumsy', 'skillful')",0.09084444,0.014005393,0.15762115,0.20117143,0.266964,0.1975599,0.0694041
22,0.5383149,0.38346225,"('untrustworthy', 'trustworthy')",0.6165554,0.6625626,-0.9379156,-0.8758127,0.0723182,0.0567374,0.0155808
43,0.5039761,0.44093508,"('irresponsible', 'responsible')",0.6776324,0.8608407,0.742187,0.82745063,0.6412652,0.7097421,-0.0684769
74,0.50366557,0.27860948,"('undedicated', 'dedicated')",1.5998396,1.5312558,0.2475482,0.064601935,0.7836844,0.6248224,0.158862
34,-0.48833418,-0.3788361,"('mean', 'honorable')",-0.04888995,0.05079087,5.910958,6.1324773,1.7912445,1.9348106,-0.1435661
29,-0.46404797,-0.40493837,"('unfair', 'fair')",-0.71911895,-0.632846,-0.52762604,-0.56821686,-0.5702643,-0.5353337,-0.0349306
21,0.46382928,0.76927507,"('immoral', 'moral')",0.20494215,0.6022163,-0.8248758,-0.7796139,-0.0520348,0.1972925,-0.2493273
12,0.45328328,0.34078553,"('unsupportive', 'supportive')",1.0241486,0.93065757,-1.702245,-1.6413536,-0.0749377,-0.1233035,0.0483658
85,-0.42626768,-0.5265529,"('insignificant', 'prestigious')",-0.36131558,-0.62019837,0.19073576,0.35751975,-0.1989492,-0.2630772,0.064128
84,0.421219,0.56548107,"('inferior', 'superior')",-0.064698815,-0.03266032,0.5177357,0.5677179,0.2914186,0.3668462,-0.0754276
70,0.40602776,0.19024834,"('lethargic', 'energetic')",0.8519992,0.9718924,0.9680236,0.9083616,0.7420169,0.6901674,0.0518495
82,-0.39741325,-0.5264455,"('poor', 'rich')",-0.024804588,0.014436118,6.3386626,6.268763,1.9721483,1.918918,0.0532303
80,0.37219518,0.505972,"('dominated', 'dominating')",1.4128895,1.664283,-0.90228,-1.0436757,0.2942683,0.3755265,-0.0812582
24,-0.36702788,-0.4053626,"('dishonest', 'honest')",-0.11565723,0.07128758,0.62441957,0.68587583,0.0472448,0.1172669,-0.0700221
64,0.35760233,0.6166073,"('shy', 'confident')",0.43813035,0.7936173,-7.061507,-6.710745,-2.0885916,-1.76684,-0.3217516
76,0.3539312,0.46859747,"('anxious', 'daring')",0.40037763,0.8154478,0.0037532337,0.13004544,0.2526874,0.4713635,-0.2186761
19,-0.34196708,-0.41772452,"('inhospitable', 'hospitable')",-1.388658,-1.4937727,-0.12182932,-0.069796175,-0.6174848,-0.6604311,0.0429463
28,-0.3200477,-0.23922724,"('disloyal', 'loyal')",0.5699039,0.7532973,1.0380523,1.0690241,0.4293029,0.527698,-0.0983951
20,0.27434942,0.3990955,"('rough', 'thoughtful')",1.1348971,1.4774543,1.0788153,1.1689512,0.829354,1.015167,-0.185813
51,-0.26080096,-0.16572693,"('uneducated', 'educated')",0.58354795,0.7800582,0.6054635,0.6170315,0.3094035,0.4104543,-0.1010508
15,0.25283498,0.2778023,"('boring', 'funny')",-0.88345945,-0.9253067,0.42953748,0.48876822,-0.067029,-0.0529121,-0.0141169
23,-0.25163138,-0.11752492,"('insincere', 'sincere')",0.6131085,0.82015073,6.182091,6.304606,2.1811895,2.3357439,-0.1545544
37,0.24363834,0.19222611,"('fake', 'genuine')",0.097653955,0.103121825,0.7259767,0.6400822,0.3557563,0.31181,0.0439463
32,-0.24357407,-0.31318513,"('unkind', 'kind')",0.98314995,1.0496479,0.960413,1.084868,0.5666629,0.6071103,-0.0404474
25,-0.24087998,-0.29303926,"('egoistic', 'altruistic')",0.2220879,-0.014582932,1.4747497,1.4904484,0.4853192,0.3942754,0.0910438
4,-0.23815693,-0.40209207,"('disliked', 'liked')",-0.19010082,-0.4169101,-6.988282,-6.9178596,-2.47218,-2.5789539,0.1067739
40,-0.23371163,-0.41053012,"('stingy', 'generous')",0.44447938,0.15698074,-1.5135283,-1.6356286,-0.4342535,-0.629726,0.1954725
7,0.23358548,0.33893067,"('insensitive', 'sensitive')",0.40885258,0.5542489,1.3153763,1.1859355,0.6526048,0.6930384,-0.0404336
17,-0.23192236,-0.20426336,"('nasty', 'nice')",-0.65320176,-0.7094979,-0.4770287,-0.49408025,-0.4540509,-0.4692805,0.0152296
83,-0.22872248,0.08438125,"('powerless', 'powerful')",-0.3564359,-0.15039644,-1.1193255,-1.1100631,-0.5681613,-0.3920261,-0.1761352
3,0.22296773,0.23990412,"('repellent', 'pleasant')",0.8082193,0.9574165,0.61303985,0.6214084,0.5480756,0.606243,-0.0581674
13,0.21052638,0.43765023,"('impolite', 'polite')",0.038226604,0.32219565,-0.31965873,-0.13248098,-0.0236352,0.2091216,-0.2327568
52,-0.21012284,-0.19671945,"('irrational', 'rational')",-0.7247375,-0.9985741,-0.08301781,-0.052447658,-0.3392927,-0.4159137,0.076621
45,0.1940555,0.12968092,"('incompetent', 'competent')",0.6904373,0.7245863,-0.23163949,-0.42492208,0.2176178,0.1431151,0.0745027
11,0.19259326,0.39493012,"('unhelpful', 'helpful')",0.39002812,0.6191865,1.8520342,2.0385103,0.8115519,1.0175424,-0.2059905
46,0.18959954,0.18495062,"('uncompetitive', 'competitive')",1.4500518,1.6110499,-0.60575724,-0.65351933,0.3446314,0.380827,-0.0361956
58,0.18248045,0.066259675,"('undiscriminating', 'discriminating')",1.1931967,1.0412357,0.41582748,0.22986746,0.5971682,0.4457876,0.1513806
77,-0.15400231,0.19513007,"('unmotivated', 'motivated')",0.11218513,0.47620824,-1.4385961,-1.3460146,-0.4934711,-0.2248921,-0.268579
88,-0.13880701,0.014923896,"('low', 'eminent')",-0.5241083,-0.2888642,-0.018753652,0.19503938,-0.227223,-0.0263003,-0.2009227
71,-0.1333336,-0.0009056963,"('diffident', 'self-confident')",0.027719744,0.041622326,0.10041866,0.30822283,-0.0017317,0.1163131,-0.1180448
81,0.120352216,0.4942727,"('submissive', 'aggressive')",1.6253449,2.0864189,-0.77076346,-0.76375526,0.3249779,0.6056454,-0.2806675
44,-0.11944608,0.010499777,"('prejudiced', 'unprejudiced')",-0.53250957,-0.4188264,-1.4741071,-1.3668873,-0.7086876,-0.591738,-0.1169496
47,-0.0950142,-0.05565581,"('stupid', 'smart')",0.16998278,0.3152243,5.367173,5.460719,1.8140472,1.9067626,-0.0927154
55,-0.089453444,0.098005846,"('incompetent', 'clever')",0.9575305,1.2277797,-0.068730436,-0.11024906,0.2664489,0.4051789,-0.13873
75,0.088501886,0.0046194084,"('meek', 'impulsive')",-1.0897615,-1.1756234,-0.3632343,-0.37118068,-0.4548313,-0.5140616,0.0592303
38,-0.08575123,-0.083928645,"('untruthful', 'truthful')",-0.6732693,-0.7685814,-0.18810582,0.02372408,-0.3157088,-0.276262,-0.0394468
65,0.072054766,0.29828095,"('insecure', 'secure')",0.8462369,1.0843426,-0.49609125,-0.3100214,0.1407335,0.3575341,-0.2168006
26,-0.0587531,-0.33133492,"('hardhearted', 'benevolent')",1.6595972,1.451616,1.6743233,1.6896284,1.0917225,0.9366364,0.1550861
59,0.05773808,-0.07392438,"('foolish', 'wise')",-0.9253074,-1.1215179,0.18442883,0.3630658,-0.2277135,-0.2774588,0.0497453
72,0.030714108,-0.07445915,"('unambitious', 'ambitious')",0.80003166,0.7688087,-0.4398396,-0.5726125,0.1303021,0.040579,0.0897231
41,-0.009348923,-0.046776585,"('unforgiving', 'forgiving')",0.5576971,0.5936588,0.3851633,0.2744361,0.3111705,0.2737728,0.0373977
