,smith_male,smith_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
56,2.3124127,2.3255494,"('impractical', 'practical')",1.5491312,1.5372272,0.58526653,0.55088407,1.4822701,1.4712202,0.0110499
16,-2.2716782,-2.412102,"('unpopular', 'popular')",0.027229652,-0.045637526,0.47110367,0.3945579,-0.591115,-0.6877272,0.0966122
84,1.9989597,1.8727604,"('inferior', 'superior')",0.8207114,0.66777253,1.0361012,1.1179848,1.2852575,1.2195059,0.0657516
85,-1.9532508,-1.9332709,"('insignificant', 'prestigious')",-1.025908,-0.96879923,-0.45291474,-0.37894967,-1.1440245,-1.0936732,-0.0503513
52,-1.9418522,-1.9441714,"('irrational', 'rational')",-0.8789234,-0.9468082,-0.25070196,-0.37047306,-1.0238258,-1.087151,0.0633252
31,-1.9124396,-1.7655925,"('evil', 'good')",-0.9223914,-0.8233713,-1.6212755,-1.6709946,-1.4853689,-1.4199861,-0.0653828
36,-1.9054395,-1.9249711,"('hostile', 'amicable')",-0.31295517,-0.39839187,-0.4975502,-0.6506237,-0.905315,-0.9913289,0.0860139
60,1.9051689,1.7982866,"('inefficient', 'efficient')",1.1644809,1.135781,0.7292591,0.70177835,1.2663029,1.2119487,0.0543542
43,1.848468,1.8907975,"('irresponsible', 'responsible')",0.36654577,0.48221433,0.77862823,0.79185957,0.9978806,1.0549572,-0.0570766
75,-1.6738158,-1.6597041,"('meek', 'impulsive')",0.03627296,0.09191783,-0.42364344,-0.4390401,-0.6870621,-0.6689421,-0.01812
72,1.5390657,1.4434388,"('unambitious', 'ambitious')",-0.06304972,-0.20414078,-0.75802624,-0.9350187,0.2393299,0.1014264,0.1379035
55,1.5051903,1.6116706,"('incompetent', 'clever')",-0.79642725,-0.65996367,-0.062835924,-0.019740902,0.215309,0.3106554,-0.0953464
74,1.4506913,1.6104537,"('undedicated', 'dedicated')",0.6869768,0.885512,0.3242639,0.3195997,0.820644,0.9385218,-0.1178778
