,unitedhealth_male,unitedhealth_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
35,1.5407201,1.8720381,"('corrupt', 'incorrupt')",-2.3815155,-2.1953974,-0.5054325,-0.36189944,-0.4487426,-0.2284196,-0.220323
62,-1.5114677,-1.8385073,"('incompetent', 'brilliant')",1.2363777,1.1361032,0.41384768,0.27456096,0.0462526,-0.1426144,0.188867
76,-1.4936241,-1.8802685,"('anxious', 'daring')",1.3382214,1.1068362,0.79609525,0.44096935,0.2135642,-0.110821,0.3243852
70,-1.4846582,-1.7285076,"('lethargic', 'energetic')",1.461584,1.1665411,1.2734324,1.0013313,0.416786,0.1464549,0.2703311
28,-1.4678515,-1.3155545,"('disloyal', 'loyal')",0.20887959,0.2883597,0.97785455,1.0501251,-0.0937058,0.0076435,-0.1013493
14,-1.4566083,-1.8955221,"('antisocial', 'social')",2.193709,1.97712,-0.6067904,-0.9021383,0.0434367,-0.2735135,0.3169502
71,1.4549654,1.6772172,"('diffident', 'self-confident')",0.06975852,0.37628573,0.36932358,0.52596724,0.6313492,0.8598234,-0.2284742
3,-1.4483591,-1.5221928,"('repellent', 'pleasant')",1.0385383,1.0670578,0.32744658,0.17024525,-0.0274581,-0.0949633,0.0675052
79,1.4326771,1.4888093,"('wavering', 'unwavering')",-2.61401,-2.509342,-0.124615066,0.006506297,-0.435316,-0.3380088,-0.0973072
51,-1.3293873,-1.5628095,"('uneducated', 'educated')",1.2605674,1.1968209,0.7630256,0.76640993,0.2314019,0.1334738,0.0979281
61,-1.327042,-1.4581591,"('illogical', 'logical')",-0.19057041,-0.26291332,-0.27791825,-0.07004167,-0.5985102,-0.597038,-0.0014722
48,-1.3264894,-1.4759309,"('unintelligent', 'intelligent')",0.3051104,0.2677502,0.40436786,0.55609405,-0.2056704,-0.2173622,0.0116918
5,1.2812991,1.42099,"('distant', 'outgoing')",-2.4588404,-2.1961672,-0.6543188,-0.3791276,-0.61062,-0.3847683,-0.2258517
8,-1.2713379,-0.9075444,"('unaffectionate', 'affectionate')",-0.8353695,-0.79420805,0.060088083,0.34856784,-0.6822064,-0.4510615,-0.2311449
30,-1.259228,-1.4177958,"('intolerant', 'tolerant')",0.669319,0.53791445,1.1035024,1.1815525,0.1711978,0.1005571,0.0706407
42,1.2312167,0.961253,"('unreliable', 'reliable')",1.9647257,1.7680185,-2.210017,-2.3366015,0.3286418,0.13089,0.1977518
21,-1.2109995,-1.5865927,"('immoral', 'moral')",1.149544,0.98240954,-0.79993564,-0.87829775,-0.2871304,-0.4941603,0.2070299
43,-1.1592374,-1.3734827,"('irresponsible', 'responsible')",1.5486014,1.3965023,0.9904695,0.7864558,0.4599445,0.2698251,0.1901194
33,1.1256466,1.2702558,"('wrong', 'right')",-0.6062549,-0.42780942,-0.8830676,-0.6101682,-0.1212253,0.0774261,-0.1986514
22,-1.1002593,-1.2987741,"('untrustworthy', 'trustworthy')",1.3512574,1.1145036,-0.9420482,-1.216388,-0.23035,-0.4668862,0.2365362
68,-1.0391735,-1.1050708,"('dependent', 'independent')",-0.094192445,0.034178495,-0.5993081,-0.38720548,-0.577558,-0.4860326,-0.0915254
11,-1.0000144,-1.1595241,"('unhelpful', 'helpful')",0.5164387,0.5363296,2.5474696,2.4312115,0.6879646,0.6026723,0.0852923
39,0.99568194,0.98754823,"('exploitative', 'cooperative')",2.1375308,2.0352073,0.035170123,-0.08890551,1.0561276,0.97795,0.0781776
73,0.98810834,1.1379297,"('helpless', 'self-reliant')",-0.5954044,-0.6568629,-3.5444367,-3.3882086,-1.0505776,-0.9690473,-0.0815303
81,-0.9429138,-1.2554555,"('submissive', 'aggressive')",2.548944,2.4098058,-0.042292856,-0.22506097,0.5212458,0.3097631,0.2114827
77,-0.9160518,-1.1470538,"('unmotivated', 'motivated')",0.657164,0.7658289,-1.2460152,-1.2611367,-0.5016344,-0.5474539,0.0458195
41,-0.87735784,-0.8117604,"('unforgiving', 'forgiving')",0.82753265,1.0016501,0.18426235,0.47893953,0.0448124,0.2229431,-0.1781307
67,0.85928434,0.7740306,"('doubtful', 'determined')",1.2575054,1.142531,-0.17248471,-0.3729621,0.6481017,0.5145332,0.1335685
12,0.8267685,0.7801365,"('unsupportive', 'supportive')",1.5535794,1.6788849,-1.409552,-1.2267973,0.3235987,0.4107413,-0.0871426
50,0.8208506,0.986533,"('clumsy', 'skillful')",-0.35758296,-0.3092992,0.34024158,0.5533533,0.2678364,0.4101957,-0.1423593
63,-0.8159257,-0.96255124,"('unperceptive', 'insightful')",1.826518,1.7898958,1.1979702,1.3854152,0.7361875,0.7375866,-0.0013991
20,-0.8025118,-0.9487455,"('rough', 'thoughtful')",1.3809489,1.3964509,0.99167377,1.0985131,0.5233703,0.5154062,0.0079641
7,-0.7550625,-0.762131,"('insensitive', 'sensitive')",0.7514205,0.70523846,0.6588398,0.78545386,0.2183993,0.2428538,-0.0244545
40,0.7324065,0.715736,"('stingy', 'generous')",0.5530622,0.4492765,-1.6803207,-1.5550954,-0.1316173,-0.1300277,-0.0015896
44,0.6921918,0.6304542,"('prejudiced', 'unprejudiced')",-0.25694564,-0.27269492,-0.90845287,-1.2244717,-0.1577356,-0.2889042,0.1311686
23,-0.6875276,-0.7388523,"('insincere', 'sincere')",0.7072102,0.770925,5.818443,5.9072537,1.9460417,1.9797754,-0.0337337
72,-0.6847629,-0.70990705,"('unambitious', 'ambitious')",0.7201202,0.7215446,-0.6623378,-0.80755854,-0.2089935,-0.265307,0.0563135
38,-0.6491668,-0.58490884,"('untruthful', 'truthful')",-0.8825943,-0.7975488,0.2517745,0.46210572,-0.4266622,-0.306784,-0.1198782
24,-0.6226672,-0.53194237,"('dishonest', 'honest')",0.32062873,0.44982532,0.9896146,0.9548198,0.2291921,0.2909009,-0.0617088
88,-0.60581636,-0.47849494,"('low', 'eminent')",-1.4799684,-1.4304001,0.3042532,0.3740126,-0.5938439,-0.5116275,-0.0822164
26,0.58847445,0.8045175,"('hardhearted', 'benevolent')",0.8198883,0.7768289,1.2498119,1.4869076,0.8860582,1.0227513,-0.1366931
32,0.5514277,0.59391725,"('unkind', 'kind')",1.8658199,1.9462893,1.2697458,1.3698475,1.2289979,1.3033513,-0.0743534
75,0.5179033,0.64558583,"('meek', 'impulsive')",-2.1472964,-2.087488,-0.4837701,-0.60388476,-0.7043877,-0.681929,-0.0224587
1,-0.5133144,-0.21347703,"('unfriendly', 'friendly')",-0.5897914,-0.43508518,1.0814924,1.6004251,-0.0072045,0.3172876,-0.3244921
31,0.50882655,0.8555648,"('evil', 'good')",-2.0344646,-1.8555038,-1.6638705,-1.2624848,-1.0631695,-0.7541413,-0.3090282
66,0.49786517,0.31911084,"('inactive', 'active')",0.28748262,0.39644966,0.75566673,0.9089201,0.5136715,0.5414935,-0.027822
49,-0.47924307,-0.724154,"('unable', 'able')",-0.6726462,-0.6818394,-0.32682192,-0.26893985,-0.4929037,-0.5583111,0.0654074
83,-0.46845466,-0.745589,"('powerless', 'powerful')",-0.2041001,-0.27262518,-0.9187136,-1.0658673,-0.5304228,-0.6946939,0.1642711
15,0.43879437,0.48746157,"('boring', 'funny')",-1.210538,-1.3810105,0.1652091,0.20062496,-0.2021782,-0.2309747,0.0287965
4,0.38422927,0.52400786,"('disliked', 'liked')",-0.41757354,-0.6034481,-6.375931,-6.164998,-2.136425,-2.0814794,-0.0549456
34,0.3790365,0.31480908,"('mean', 'honorable')",0.014168888,0.41060054,6.114323,6.316279,2.1691761,2.3472295,-0.1780534
80,-0.3716856,-0.8557343,"('dominated', 'dominating')",2.5338337,2.1805732,-0.6551489,-1.1124095,0.5023331,0.0708098,0.4315233
37,-0.37039584,-0.41050816,"('fake', 'genuine')",0.476363,0.386785,0.5077204,0.3776023,0.2045625,0.1179597,0.0866028
87,-0.32497203,-0.66599107,"('unsuccessful', 'successful')",1.5938854,1.4493377,0.5862102,0.66590494,0.6183745,0.4830839,0.1352906
17,0.27314913,0.22079287,"('nasty', 'nice')",-1.1339945,-0.98845893,-0.5818216,-0.5507883,-0.480889,-0.4394848,-0.0414042
2,-0.25488877,-0.23791572,"('unlikable', 'likable')",1.5731564,1.5506556,0.74919605,0.816327,0.6891545,0.709689,-0.0205345
74,-0.19845122,-0.49874747,"('undedicated', 'dedicated')",1.933274,1.6299129,0.3222602,0.32084855,0.6856943,0.4840047,0.2016896
19,0.19663095,0.38878283,"('inhospitable', 'hospitable')",-1.7966907,-1.6300713,-0.17418754,0.054505758,-0.5914158,-0.3955942,-0.1958216
9,-0.19411722,0.14614123,"('unaffectionate', 'caring')",-0.346861,-0.07850297,0.7495223,1.1371843,0.0695147,0.4016075,-0.3320928
84,0.18501872,0.20113474,"('inferior', 'superior')",0.37199455,0.44492862,0.42422736,0.7400073,0.3270802,0.4620235,-0.1349433
29,-0.18426733,-0.23388305,"('unfair', 'fair')",-0.4133812,-0.42006943,-0.9826628,-0.8515385,-0.5267704,-0.5018303,-0.0249401
18,-0.16442724,-0.059278287,"('disagreeable', 'welcoming')",-1.3213046,-1.1018559,-0.4582339,-0.24452531,-0.6479886,-0.4685531,-0.1794355
27,0.14350475,0.22597994,"('hardhearted', 'softhearted')",-0.23257601,-0.012977672,1.0521216,1.2788559,0.3210168,0.4972861,-0.1762693
78,0.13926041,-0.09244217,"('nonresilient', 'resilient')",1.2660758,1.3385646,0.097562894,0.1824145,0.5009664,0.476179,0.0247874
25,0.12568907,0.34841913,"('egoistic', 'altruistic')",-1.2622509,-0.9701334,0.9427398,1.1658556,-0.0646074,0.1813805,-0.2459879
52,0.11448624,0.33739984,"('irrational', 'rational')",-2.1736147,-2.128128,-0.6417195,-0.2907731,-0.9002827,-0.6938337,-0.206449
36,0.10167442,0.5206768,"('hostile', 'amicable')",-2.9880333,-2.638031,-0.48554924,0.011517776,-1.1239694,-0.7019455,-0.4220239
54,-0.09265912,-0.14486033,"('incapable', 'capable')",-0.5928517,-0.5808404,0.77650315,0.93223923,0.0303308,0.0688462,-0.0385154
56,-0.09177011,-0.39216128,"('impractical', 'practical')",2.0310807,1.8709943,0.49771264,0.31127965,0.8123411,0.5967042,0.2156369
16,-0.08053273,-0.00770846,"('unpopular', 'popular')",-0.94562244,-0.7296523,0.18530005,0.45966882,-0.2802851,-0.092564,-0.1877211
64,-0.062436227,-0.3127311,"('shy', 'confident')",1.6378843,1.3893766,-5.797829,-6.109017,-1.4074604,-1.6774572,0.2699968
47,-0.053425387,-0.10439843,"('stupid', 'smart')",0.8883105,0.9429465,5.566061,5.4449425,2.1336487,2.0944969,0.0391518
