,jacobs_male,jacobs_female,tuple,engineering_male,engineering_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
5,-0.9674624,-1.1129175,"('distant', 'outgoing')",0.22625026,0.10043653,-1.5575825,-1.6322794,-0.5777119,-0.5170617,-0.7191266,-0.7904555,0.0713289
70,0.94612485,1.0145241,"('lethargic', 'energetic')",0.12956676,0.3399394,0.38543302,0.41722912,0.8384844,0.7351478,0.5749023,0.6267101,-0.0518078
60,0.94372714,1.4974478,"('inefficient', 'efficient')",-0.057620276,0.22084124,0.9657173,0.99835765,-0.24323131,-0.18524201,0.4021482,0.6328512,-0.230703
20,0.9294065,0.7936841,"('rough', 'thoughtful')",0.072178066,0.22535634,1.193789,1.1411794,1.2635741,1.3469721,0.8647369,0.876798,-0.0120611
27,0.9162685,0.86425453,"('hardhearted', 'softhearted')",-0.5648919,-0.529831,-0.16917495,-0.47583225,1.4758863,1.417248,0.414522,0.3189598,0.0955622
8,-0.8760581,-0.8300092,"('unaffectionate', 'affectionate')",0.10344851,0.0631311,-0.24161223,-0.10456288,0.7530034,0.8787995,-0.0653046,0.0018396,-0.0671442
28,-0.8706234,-0.6205585,"('disloyal', 'loyal')",-0.04321274,-0.015394434,0.07561444,0.0846205,1.1962682,1.1668814,0.0895116,0.1538872,-0.0643756
30,0.84620273,1.2174033,"('intolerant', 'tolerant')",0.48591948,0.6037303,-0.1214735,0.02080521,0.8175657,0.93200094,0.5070536,0.693485,-0.1864314
75,-0.8232861,-0.67081255,"('meek', 'impulsive')",-0.1618412,-0.19244854,-1.2705472,-1.1243582,-0.60684836,-0.5302103,-0.7156307,-0.6294574,-0.0861733
73,0.78601164,1.0481023,"('helpless', 'self-reliant')",0.47306827,0.57992107,-0.16592284,0.03777317,-3.5077991,-3.1748242,-0.6036605,-0.3772569,-0.2264036
76,0.745156,0.8291082,"('anxious', 'daring')",-0.07707274,0.032223273,0.62590414,0.6583153,0.11912394,0.1112279,0.3532778,0.4077187,-0.0544409
44,-0.7127554,-0.76493305,"('prejudiced', 'unprejudiced')",0.038105924,0.09705572,-0.44924715,-0.31407478,-1.5986532,-1.5892133,-0.6806375,-0.6427913,-0.0378462
72,0.697255,0.9145377,"('unambitious', 'ambitious')",0.08769758,0.19154865,0.48530126,0.6766326,-0.78210586,-0.6577273,0.122037,0.2812479,-0.1592109
45,-0.69057167,-0.27259076,"('incompetent', 'competent')",-0.38745663,-0.22424935,-0.025836594,0.17706722,-0.57203895,-0.47097322,-0.4189759,-0.1976865,-0.2212894
54,0.6416585,0.3228973,"('incapable', 'capable')",-0.089811295,-0.17912917,-0.088501945,-0.29840893,0.81046855,0.99340427,0.3184535,0.2096909,0.1087626
3,0.6398142,0.82253563,"('repellent', 'pleasant')",-0.36408052,-0.17071542,1.0469363,1.2175155,0.2753827,0.3611989,0.3995132,0.5576336,-0.1581204
19,-0.633466,-0.90405023,"('inhospitable', 'hospitable')",-0.2814722,-0.42877856,-1.4862182,-1.6260207,-0.24884886,-0.16692607,-0.6625013,-0.7814439,0.1189426
42,0.63004893,0.5422956,"('unreliable', 'reliable')",-0.6268211,-0.6450001,0.74881244,0.7383157,-3.1497736,-3.0643506,-0.5994333,-0.6071849,0.0077516
24,0.6058321,0.63056844,"('dishonest', 'honest')",0.20909238,0.29522017,-0.39294022,-0.3020216,0.5125029,0.5401586,0.2336218,0.2909814,-0.0573596
6,-0.60085624,-0.76244456,"('distant', 'open')",0.15143213,-0.05713064,-1.781482,-1.8597496,0.1812801,0.21810266,-0.5124065,-0.6153055,0.102899
68,0.53683484,0.36742917,"('dependent', 'independent')",-1.2301111,-1.2333293,-0.25960433,-0.6007879,-0.7283305,-0.7773316,-0.4203028,-0.5610049,0.1407021
71,0.52420074,0.45927203,"('diffident', 'self-confident')",0.9455533,0.9255872,-0.10646296,-0.3109743,0.51074326,0.5493786,0.4685086,0.4058159,0.0626927
51,-0.49224305,-0.3973003,"('uneducated', 'educated')",-0.92079926,-0.9564285,0.8205812,0.6407374,0.55492944,0.552199,-0.0093829,-0.0401981,0.0308152
35,-0.4912585,-0.8215106,"('corrupt', 'incorrupt')",0.21529707,0.13465345,-1.0969739,-0.93185425,-0.08085942,-0.09520152,-0.3634487,-0.4284782,0.0650295
55,0.47210315,0.7575909,"('incompetent', 'clever')",-0.71931803,-0.5371093,0.9352025,0.90624243,0.08347203,0.04653354,0.1928649,0.2933144,-0.1004495
59,0.4580184,0.117839545,"('foolish', 'wise')",0.62879443,0.50624627,-1.0475061,-0.9746566,0.026619628,0.21867356,0.0164816,-0.0329743,0.0494559
9,0.45248803,0.6655309,"('unaffectionate', 'caring')",0.29965073,0.32380417,-0.22308823,-0.08928467,1.1678904,1.3668616,0.4242352,0.566728,-0.1424928
80,0.41508138,0.7872211,"('dominated', 'dominating')",-0.36966595,-0.31931135,1.7281474,1.729248,-1.0654892,-1.3129733,0.1770184,0.2210461,-0.0440277
38,-0.41353035,-0.37059706,"('untruthful', 'truthful')",-0.12123136,-0.24106821,-1.1670623,-1.0403874,-0.34494525,-0.32616824,-0.5116923,-0.4945552,-0.0171371
65,0.40402788,0.9150101,"('insecure', 'secure')",-0.7214264,-0.5497383,0.7129472,0.8552199,-0.52536374,-0.39617017,-0.0324538,0.2060804,-0.2385342
58,-0.3562416,-0.30059627,"('undiscriminating', 'discriminating')",0.5043376,0.51630974,0.6549294,0.58581966,0.08255234,0.0745506,0.2213944,0.2190209,0.0023735
15,-0.33175373,-0.3616883,"('boring', 'funny')",0.23273863,0.21975118,-1.5057093,-1.3899252,0.15138766,0.2605583,-0.3633342,-0.317826,-0.0455082
18,-0.32152742,-0.27176386,"('disagreeable', 'welcoming')",-0.7485375,-0.77007425,-0.6255687,-0.8383497,-0.37243676,-0.23821361,-0.5170176,-0.5296004,0.0125828
33,0.31604263,0.011702023,"('wrong', 'right')",1.2384971,0.9625076,0.2885362,0.104593664,-0.41741192,-0.3301885,0.356416,0.1871537,0.1692623
2,0.30754226,0.2042929,"('unlikable', 'likable')",0.25224495,0.24165046,1.2273089,1.2633753,0.38014725,0.47908226,0.5418108,0.5471002,-0.0052894
50,-0.2835397,-0.72524273,"('clumsy', 'skillful')",0.36946222,0.13682075,0.06351301,-0.026228905,-0.037216164,0.03146492,0.0280548,-0.1457965,0.1738513
83,-0.25000784,-0.111712575,"('powerless', 'powerful')",-0.074392095,-0.030318089,-0.6851203,-0.6288958,-1.0093038,-0.9760927,-0.504706,-0.4367548,-0.0679512
17,-0.24145716,-0.05983554,"('nasty', 'nice')",-0.3570767,-0.2685942,-1.1100116,-1.0242386,-0.80409294,-0.6348321,-0.6281596,-0.4968751,-0.1312845
78,0.23652759,-0.22831222,"('nonresilient', 'resilient')",0.12848493,-0.05580547,1.1288346,0.5368303,0.44726756,0.3179467,0.4852787,0.1426648,0.3426139
34,0.22864078,0.04495668,"('mean', 'honorable')",0.21565944,0.21601394,-0.3085773,-0.54092246,6.1524863,6.049234,1.5720524,1.4423205,0.1297319
85,-0.21047333,-0.78751564,"('insignificant', 'prestigious')",0.5952318,0.38545296,-0.7433249,-0.85346186,0.42122814,0.599103,0.0156654,-0.1641054,0.1797708
64,0.20586863,0.18707381,"('shy', 'confident')",0.5537359,0.51821643,0.9942456,1.0791504,-6.8991523,-6.75664,-1.2863255,-1.2430499,-0.0432756
62,0.19965583,0.8524416,"('incompetent', 'brilliant')",-0.31615424,0.035965253,0.21124996,0.46164262,-0.23642568,-0.08366766,-0.0354185,0.3165955,-0.352014
48,0.19615859,0.09444551,"('unintelligent', 'intelligent')",-0.10589355,0.006957435,-0.39231497,-0.58995396,0.24705996,0.34399614,-0.0137475,-0.0361387,0.0223912
87,0.19254144,0.31565762,"('unsuccessful', 'successful')",0.18371975,0.30078304,1.9599845,2.0794322,0.61028856,0.7798737,0.7366336,0.8689367,-0.1323031
25,0.17634122,-0.076710634,"('egoistic', 'altruistic')",0.98230827,0.8213944,-0.10722655,-0.25658512,1.4340895,1.478931,0.6213781,0.4917574,0.1296207
86,0.17496467,0.34706098,"('uninfluential', 'influential')",-0.21592695,-0.20127659,-0.030215017,-0.22480115,0.041141383,-0.054392815,-0.007509,-0.0333524,0.0258434
1,-0.15682012,-0.102431506,"('unfriendly', 'friendly')",0.2897855,0.3311356,-0.6033768,-0.46638563,1.676021,1.9953508,0.3014024,0.4394173,-0.1380149
22,0.15355128,0.45317993,"('untrustworthy', 'trustworthy')",-0.7164643,-0.5937069,0.89540476,1.1104817,-1.1146814,-0.83036315,-0.1955474,0.0348979,-0.2304453
69,0.15249506,-0.5160658,"('lazy', 'industrious')",1.202779,0.9538795,0.5610598,0.32374474,-0.8411039,-0.8589496,0.2688075,-0.0243478,0.2931553
66,0.15202487,-0.19423756,"('inactive', 'active')",0.018247588,-0.11946565,1.0373845,0.84628403,1.1624271,1.0257996,0.592521,0.3895951,0.2029259
49,-0.15187557,-0.079272315,"('unable', 'able')",-0.65219164,-0.6319311,-0.80812955,-0.94107723,-0.56617707,-0.5311308,-0.5445935,-0.5458529,0.0012594
47,-0.14130579,-0.03045217,"('stupid', 'smart')",0.033268586,0.15007925,0.6957487,0.8457407,5.5348325,5.441734,1.530636,1.6017754,-0.0711394
14,0.13836244,0.76018316,"('antisocial', 'social')",-0.0025991816,0.23304585,0.8995698,1.1994122,-0.7016972,-0.619707,0.083409,0.3932336,-0.3098246
0,-0.13029794,-0.02555697,"('unsociable', 'sociable')",-0.7108671,-0.68244326,0.2947915,0.19767284,-0.5100677,-0.4714731,-0.2641103,-0.2454501,-0.0186602
52,-0.11392894,-0.22571312,"('irrational', 'rational')",0.41977394,0.3507519,-0.79805845,-0.9109441,-0.11820198,0.09361257,-0.1526039,-0.1730732,0.0204693
53,-0.10764705,-0.03795089,"('uncreative', 'creative')",0.79107946,0.88937116,0.14147606,0.16527879,1.1562339,1.3019066,0.4952856,0.5796514,-0.0843658
13,0.10620527,0.62300426,"('impolite', 'polite')",0.026906997,0.15653546,0.45795092,0.40458384,-0.32792622,-0.29738826,0.0657842,0.2216838,-0.1558996
63,0.098445915,0.015926767,"('unperceptive', 'insightful')",0.15875845,0.2392012,1.1813407,0.9319356,0.9777822,1.0647622,0.6040818,0.5629565,0.0411253
57,-0.08284593,0.35040548,"('unimaginative', 'imaginative')",-0.6791681,-0.42371106,-0.4501856,-0.076197624,-2.3945463,-2.100082,-0.9016865,-0.5623963,-0.3392902
81,0.08000855,0.6635393,"('submissive', 'aggressive')",-0.5925952,-0.35722673,1.1751604,1.2402099,-0.8308666,-0.87032056,-0.0420732,0.1690505,-0.2111237
32,-0.074706376,0.13294747,"('unkind', 'kind')",-0.17408733,-0.16803789,0.34849417,0.1827396,0.7060824,0.8220917,0.2014457,0.2424352,-0.0409895
41,0.043846563,0.3656963,"('unforgiving', 'forgiving')",-1.3853685,-1.3065822,0.3929568,0.51084256,0.37057182,0.40897584,-0.1444983,-0.0052669,-0.1392314
29,0.036153156,-0.08580104,"('unfair', 'fair')",-0.45386377,-0.39838874,-0.41848373,-0.4237895,-0.6478899,-0.5787027,-0.3710211,-0.3716705,0.0006494
79,0.029715816,-0.5091237,"('wavering', 'unwavering')",-0.4018773,-0.67679304,-1.5623429,-1.6904719,-0.192572,-0.18924847,-0.5317691,-0.7664093,0.2346402
40,-0.027877368,0.04299284,"('stingy', 'generous')",0.56000286,0.50940704,0.6504411,0.6415619,-1.4268645,-1.2557927,-0.0610745,-0.0154577,-0.0456168
61,-0.023445252,-0.20333281,"('illogical', 'logical')",0.0151363425,0.04883899,0.43680143,0.25618368,0.2865265,0.27391246,0.1787547,0.0939006,0.0848541
26,-0.005816601,0.48142844,"('hardhearted', 'benevolent')",0.8342189,0.97899455,0.4995523,0.7163873,1.5705775,1.7443011,0.724633,0.9802778,-0.2556448
11,0.005582956,0.24421877,"('unhelpful', 'helpful')",-0.3656014,-0.13800627,-0.43995857,-0.40268052,1.7522626,1.7550626,0.2380714,0.3646486,-0.1265772
