,varian_male,varian_female,tuple,medical_male,medical_female,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
3,-0.61914474,-0.6366289,"('repellent', 'pleasant')",-1.3985522,-1.3935875,0.3658685,0.33306155,-0.099485,0.015747493,-0.4378283,-0.4203518,-0.0174765
16,-0.5959987,-0.7575811,"('unpopular', 'popular')",-0.16442618,-0.18137822,0.0919272,0.13116905,0.6589368,0.83965313,-0.0023902,0.0079657,-0.0103559
49,0.5544007,0.054198623,"('unable', 'able')",-0.12038389,-0.60552424,1.1536553,0.7790781,0.56769997,0.23959692,0.538843,0.1168374,0.4220056
4,-0.54437774,-0.6219311,"('disliked', 'liked')",0.29130504,0.3886315,-0.67047673,-0.6563922,-6.4613132,-6.128051,-1.8462157,-1.7544357,-0.09178
80,0.5420622,0.58710676,"('dominated', 'dominating')",-0.13343877,-0.16830137,1.0923159,1.1092438,-1.3384255,-1.2358924,0.0406285,0.0730392,-0.0324107
20,0.49727333,0.40082127,"('rough', 'thoughtful')",-0.28957582,-0.37288356,0.5825533,0.5765631,0.7991297,1.0405504,0.3973451,0.4112628,-0.0139177
82,-0.49527878,-0.5542595,"('poor', 'rich')",-0.14165978,-0.2511247,-0.37076885,-0.49740762,6.5405817,6.2729487,1.3832185,1.2425392,0.1406793
12,-0.4850335,-0.09885448,"('unsupportive', 'supportive')",1.7785075,1.9831682,0.33259788,0.43534338,-1.8199089,-1.6351913,-0.0484593,0.1711165,-0.2195758
51,-0.47549438,-0.44054875,"('uneducated', 'educated')",0.39670455,0.35019633,0.06630173,0.096048445,0.16144541,0.18424839,0.0372393,0.0474861,-0.0102468
41,-0.4583454,-0.38250273,"('unforgiving', 'forgiving')",0.63113093,0.7654512,-0.41733223,-0.21671651,0.20388244,0.45681405,-0.0101661,0.1557615,-0.1659276
7,-0.44353446,-0.2456179,"('insensitive', 'sensitive')",-0.6603517,-0.6312081,0.028169308,0.025882266,0.46013382,0.496774,-0.1538958,-0.0885425,-0.0653533
78,-0.42641374,-0.6789585,"('nonresilient', 'resilient')",1.3104823,1.161099,2.4206955,2.332596,0.28482372,0.4891954,0.8973969,0.825983,0.0714139
26,-0.41683975,-0.33156806,"('hardhearted', 'benevolent')",0.65200716,0.92407167,-0.2002285,0.14696863,1.0835934,1.3491031,0.2796331,0.5221438,-0.2425107
66,-0.4150101,-0.2233417,"('inactive', 'active')",-0.47188973,-0.3481505,-0.9299519,-0.6556361,1.1051706,1.331184,-0.1779203,0.0260139,-0.2039342
71,-0.4092188,-0.34814212,"('diffident', 'self-confident')",1.8314263,1.8967768,1.0193251,1.0658646,0.77374345,0.8030855,0.803819,0.8543962,-0.0505772
11,-0.40083304,-0.13701375,"('unhelpful', 'helpful')",0.27858746,0.34609753,1.0168812,1.090292,1.9742056,1.812768,0.7172103,0.7780359,-0.0608256
35,0.38034502,0.20045269,"('corrupt', 'incorrupt')",-0.5187373,-0.6375089,-0.6659992,-0.70212597,-0.117578566,-0.09034051,-0.2304925,-0.3073807,0.0768882
39,0.37921646,0.56960046,"('exploitative', 'cooperative')",0.23258995,0.1686852,1.1565531,1.2064723,0.22280824,0.17737684,0.4977919,0.5305337,-0.0327418
77,-0.3721413,-0.38988024,"('unmotivated', 'motivated')",0.20031816,0.28085822,0.5221554,0.6738384,-1.1712207,-1.0148503,-0.2052221,-0.1125085,-0.0927136
47,-0.36568505,-0.4127812,"('stupid', 'smart')",0.43105978,0.4361479,0.838209,0.85614425,5.9404593,5.6940827,1.7110107,1.6433984,0.0676123
52,-0.36299673,-0.41585833,"('irrational', 'rational')",-0.03430599,0.12613247,-0.98491734,-0.9065781,0.13465041,-0.07748259,-0.3118924,-0.3184466,0.0065542
76,0.35063317,0.28504944,"('anxious', 'daring')",-0.69703233,-0.7614186,0.16466978,0.04709599,0.23100317,0.253432,0.0123184,-0.0439603,0.0562787
83,-0.34955767,-0.27679583,"('powerless', 'powerful')",0.0028487071,0.108715475,-0.39090356,-0.34949943,-1.1757314,-1.2042418,-0.478336,-0.4304554,-0.0478806
68,-0.3442185,-0.40119487,"('dependent', 'independent')",-0.5723329,-0.833554,0.5108881,0.43106574,-0.2703933,-0.15320307,-0.1690142,-0.2392215,0.0702073
28,-0.3140335,-0.44365016,"('disloyal', 'loyal')",-0.31844535,-0.34818417,-0.022151168,-0.20767017,1.0509146,0.89164144,0.0990712,-0.0269658,0.126037
46,-0.31178954,-0.18863785,"('uncompetitive', 'competitive')",-0.3714633,-0.2778831,1.2553675,1.3992667,-0.8260265,-0.49505776,-0.0634779,0.109422,-0.1728999
18,-0.3115061,-0.39188984,"('disagreeable', 'welcoming')",0.29352188,0.3826047,-0.15067062,-0.03401348,-0.37486544,-0.27246132,-0.1358801,-0.07894,-0.0569401
56,-0.30341128,-0.13527396,"('impractical', 'practical')",0.9281186,0.88606876,0.2029405,0.13830307,-0.20491667,-0.32737666,0.1556828,0.1404303,0.0152525
30,0.30341053,0.30211222,"('intolerant', 'tolerant')",-0.20398438,-0.17880018,0.9975707,0.9248839,0.9410194,0.84665555,0.5095041,0.4737129,0.0357912
65,-0.29882282,-0.32004523,"('insecure', 'secure')",-0.7689673,-0.90137565,0.51582426,0.6380505,-0.1662768,-0.20647493,-0.1795606,-0.1974613,0.0179007
60,-0.29544133,-0.20724253,"('inefficient', 'efficient')",0.12566978,-0.061343923,1.4062065,1.4086877,-0.047383502,-0.10381234,0.2972628,0.2590722,0.0381906
48,0.2949616,-0.0316225,"('unintelligent', 'intelligent')",0.85470164,0.7231345,0.75257695,0.44463748,0.7256126,0.7315475,0.6569632,0.4669242,0.190039
64,-0.260604,-0.14189978,"('shy', 'confident')",0.029194245,0.069892965,0.3102366,0.4366135,-6.4625206,-6.141744,-1.5959234,-1.4442843,-0.1516391
15,-0.24698798,-0.15098768,"('boring', 'funny')",0.69024694,0.72722745,-0.55429995,-0.5726759,0.5526543,0.49151775,0.1104033,0.1237704,-0.0133671
59,0.23658209,0.12536842,"('foolish', 'wise')",0.90492105,0.87734663,-0.31323507,-0.22888865,0.66777074,0.4241194,0.3740097,0.2994865,0.0745232
14,-0.21667276,-0.1915656,"('antisocial', 'social')",-0.0031306595,0.04972946,0.3811392,0.40720847,-1.073048,-0.94969547,-0.2279281,-0.1710808,-0.0568473
87,-0.21428779,-0.04752042,"('unsuccessful', 'successful')",0.15301721,0.11172011,1.1493341,1.24142,0.72464746,0.92874885,0.4531778,0.5585921,-0.1054143
75,0.18971851,0.20351316,"('meek', 'impulsive')",0.14391872,0.28197363,-1.1017987,-1.0406106,-0.35198808,-0.3888892,-0.2800374,-0.2360032,-0.0440342
55,0.16027161,0.07303648,"('incompetent', 'clever')",-0.58098733,-0.6377357,0.64231366,0.5034759,-0.1720497,-0.0627287,0.0123871,-0.030988,0.0433751
62,0.14889969,0.0006607459,"('incompetent', 'brilliant')",0.5496632,0.28971633,1.3983885,1.0720432,0.2728824,-0.083630756,0.5924585,0.3196974,0.2727611
21,-0.1408895,-0.004142411,"('immoral', 'moral')",0.48601636,0.4232595,0.75436777,0.7790582,-0.76434004,-0.63454443,0.0837887,0.1409077,-0.057119
13,-0.12293818,0.23227945,"('impolite', 'polite')",0.15177357,0.24453564,0.027726337,0.26531327,0.08600194,0.1040266,0.0356409,0.2115387,-0.1758978
33,0.1087657,0.27865767,"('wrong', 'right')",0.8446139,1.081064,-0.05586168,0.14906447,-0.3308937,-0.22961842,0.1416561,0.3197919,-0.1781358
81,-0.08716873,0.028040163,"('submissive', 'aggressive')",0.47468206,0.3652771,0.3405004,0.19289684,-0.49035004,-0.5678305,0.0594159,0.0045959,0.05482
29,-0.07414863,-0.2097549,"('unfair', 'fair')",0.060943842,-0.05191533,-0.3759412,-0.41804042,-0.49391723,-0.40387538,-0.2207658,-0.2708965,0.0501307
42,0.073023885,0.12888704,"('unreliable', 'reliable')",0.62626076,0.8226573,-0.54239744,-0.36776143,-2.7467659,-2.6536846,-0.6474696,-0.5174754,-0.1299942
2,0.066972755,0.10354861,"('unlikable', 'likable')",0.5309378,0.6326267,0.82161534,1.0118681,0.6443794,0.82459617,0.5159763,0.6431599,-0.1271836
50,-0.056314077,-0.23053595,"('clumsy', 'skillful')",0.2978812,0.36542496,0.37251326,0.5177203,0.46863848,0.46460867,0.2706797,0.2793045,-0.0086248
17,-0.024042146,0.11056396,"('nasty', 'nice')",-0.80668545,-0.9450133,-0.49757358,-0.5054444,-0.5500871,-0.5663282,-0.4695971,-0.4765555,0.0069584
40,0.011482143,0.025185332,"('stingy', 'generous')",0.85246956,0.98149693,0.5573968,0.5183798,-1.6175158,-1.4147905,-0.0490418,0.0275679,-0.0766097
