,varian_male,varian_female,tuple,medical_male,medical_female,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.5517132,-2.5802472,"('unfriendly', 'friendly')",0.36354607,0.65100455,-0.43045107,-0.26243138,1.7470691,1.764269,-0.2178873,-0.1068512,-0.1110361
86,-2.203239,-2.0238438,"('uninfluential', 'influential')",0.068972446,0.36372125,-0.55456424,-0.44563848,-0.45948246,-0.24125803,-0.7870783,-0.5867548,-0.2003235
63,-1.9542276,-1.8432525,"('unperceptive', 'insightful')",-0.12905222,-0.039838355,0.8359939,0.8069001,0.9809762,1.0370653,-0.0665774,-0.0097814,-0.056796
53,-1.7972273,-1.8251191,"('uncreative', 'creative')",-0.5858389,-0.5254165,-0.37493294,-0.37842888,0.8005813,0.91765517,-0.4893545,-0.4528273,-0.0365272
57,-1.4669793,-1.2441021,"('unimaginative', 'imaginative')",-0.21871026,0.03606951,-0.78242236,-0.58703655,-2.8992019,-2.501483,-1.3418285,-1.074138,-0.2676905
61,-1.4381953,-1.5170436,"('illogical', 'logical')",-0.15943015,-0.26266813,0.103393055,0.05063042,0.117790684,0.15037274,-0.3441104,-0.3946771,0.0505667
9,-1.318082,-1.2473736,"('unaffectionate', 'caring')",0.8968657,0.9786742,-0.48654604,-0.5826332,1.3917514,1.0438676,0.1209973,0.0481337,0.0728636
8,-1.2692999,-1.3764884,"('unaffectionate', 'affectionate')",-0.21136445,-0.10529528,-1.5135506,-1.613276,0.62241745,0.31161776,-0.5929494,-0.6958605,0.1029111
5,-1.0778797,-1.0844215,"('distant', 'outgoing')",0.12856044,0.19896677,-1.1660851,-1.1459537,0.166122,-0.012787772,-0.4873206,-0.511049,0.0237284
79,-1.0743088,-0.92133677,"('wavering', 'unwavering')",-0.85102314,-0.61511123,-1.9091089,-1.8177552,0.16250405,0.099789694,-0.9179842,-0.8136034,-0.1043808
43,-1.0565418,-0.9120177,"('irresponsible', 'responsible')",0.5926768,0.6966571,-0.958307,-0.8165656,0.14912987,0.15113701,-0.3182606,-0.2201973,-0.0980633
25,-1.030278,-1.345516,"('egoistic', 'altruistic')",0.20091292,0.062107556,0.85165656,0.686938,1.1956979,1.1960458,0.3044974,0.1498938,0.1546036
58,-1.0181899,-1.21712,"('undiscriminating', 'discriminating')",-1.0407101,-0.9626154,-0.39099172,-0.26157084,-0.29405534,-0.29877615,-0.6859868,-0.6850206,-0.0009662
10,-1.0052253,-0.73983574,"('unsympathetic', 'sympathetic')",-1.153749,-1.0308294,-0.9727005,-0.8331471,-0.3975679,-0.3938903,-0.8823107,-0.7494256,-0.1328851
24,-1.0050533,-0.7648531,"('dishonest', 'honest')",-0.37578446,-0.23247917,-1.8777772,-1.921315,0.8685387,0.6754809,-0.5975191,-0.5607916,-0.0367275
31,-0.9734415,-0.99612117,"('evil', 'good')",-0.8798647,-0.58897185,-1.1891575,-1.0527698,-0.96584696,-0.8541488,-1.0020777,-0.8730029,-0.1290748
72,-0.96537596,-1.0416398,"('unambitious', 'ambitious')",0.1440469,-0.05381302,-1.2959024,-1.338222,-0.7222948,-1.069616,-0.7098815,-0.8758227,0.1659412
84,0.9504673,0.8174843,"('inferior', 'superior')",1.1053113,0.92139673,0.5431016,0.44573033,1.1569197,1.0442086,0.9389499,0.807205,0.1317449
36,-0.9379495,-1.1175381,"('hostile', 'amicable')",-1.2336811,-1.083515,-2.1724658,-1.992848,0.23117259,0.4697298,-1.0282309,-0.9310428,-0.0971881
6,-0.9116592,-0.87965155,"('distant', 'open')",0.05044867,0.12203887,-1.7692235,-1.7591668,0.63600826,0.4290092,-0.4986064,-0.5219426,0.0233362
0,-0.904306,-0.6558161,"('unsociable', 'sociable')",0.24415909,0.38584113,0.01841654,0.1554792,-0.67236704,-0.5146411,-0.3285244,-0.1572842,-0.1712402
23,-0.8933928,-0.5972111,"('insincere', 'sincere')",-0.08720458,-0.042806327,0.88676727,0.93518394,5.867801,5.4088984,1.4434928,1.4260162,0.0174766
38,-0.88646156,-0.70992243,"('untruthful', 'truthful')",0.075530976,0.20403227,-0.49403256,-0.42245156,0.15521318,0.05530696,-0.2874375,-0.2182587,-0.0691788
44,0.8790052,0.98602825,"('prejudiced', 'unprejudiced')",-0.5191992,-0.59047115,-0.4204089,-0.36379373,-1.3817246,-1.253716,-0.3605819,-0.3054882,-0.0550937
54,-0.8784634,-0.95728976,"('incapable', 'capable')",-0.096900105,-0.09734875,-0.30315214,-0.22975415,1.5135795,1.3108486,0.058766,0.006614,0.052152
32,-0.8717585,-0.58186895,"('unkind', 'kind')",1.2566057,1.3301173,0.18832925,0.3704712,0.94310987,0.92292225,0.3790716,0.5104104,-0.1313388
45,-0.8571759,-0.78980124,"('incompetent', 'competent')",-0.08632532,-0.044567093,-0.035551853,0.03546551,-0.24990048,-0.09430437,-0.3072384,-0.2233018,-0.0839366
69,0.81562936,1.1024637,"('lazy', 'industrious')",1.3815696,1.4141444,0.9109427,1.1150671,-0.2885416,-0.0528825,0.7049,0.8946982,-0.1897982
37,0.7622835,0.99443924,"('fake', 'genuine')",-0.30657426,-0.22364782,-0.24522126,-0.27602395,0.39530298,0.34707224,0.1514477,0.2104599,-0.0590122
73,0.7595028,0.81890094,"('helpless', 'self-reliant')",0.38240224,0.43348932,-0.45682672,-0.47285143,-3.2186975,-3.3188596,-0.6334048,-0.6348302,0.0014254
27,-0.75169444,-0.73054826,"('hardhearted', 'softhearted')",0.26230097,0.20351034,0.06398142,0.19774593,1.7823818,1.8432355,0.3392424,0.3784859,-0.0392435
19,-0.7202624,-0.63055927,"('inhospitable', 'hospitable')",-0.044568248,-0.045604736,-1.1482198,-1.0943989,0.23110795,0.22737306,-0.4204856,-0.3857974,-0.0346882
70,-0.7098944,-0.5938089,"('lethargic', 'energetic')",-0.5002283,-0.39018846,0.0126790255,0.01703788,0.5957724,0.62559295,-0.1504178,-0.0853416,-0.0650762
67,0.6980701,0.8498299,"('doubtful', 'determined')",0.096302465,0.13749164,0.31229994,0.4140221,-0.46621972,-0.45017174,0.1601132,0.237793,-0.0776798
88,-0.6953587,-0.4096801,"('low', 'eminent')",-0.6502005,-0.4817523,-0.21371451,-0.09394367,0.08474426,0.12909408,-0.3686323,-0.2140705,-0.1545618
85,-0.6730582,-0.61050963,"('insignificant', 'prestigious')",0.6083659,0.9438361,0.06065934,0.3046736,0.29041323,0.5421793,0.0715951,0.2950448,-0.2234497
22,-0.6577537,-0.66340464,"('untrustworthy', 'trustworthy')",-0.082284816,-0.075250074,0.50493747,0.49061897,-0.9148191,-0.81832415,-0.2874801,-0.26659,-0.0208901
74,-0.65376484,-0.45035577,"('undedicated', 'dedicated')",0.15642402,0.2505714,0.27916265,0.23502702,-0.3069613,-0.112558216,-0.1312849,-0.0193289,-0.111956
34,-0.64127105,-0.5267811,"('mean', 'honorable')",-0.37651876,-0.3403366,0.36734587,0.39048606,6.3053565,6.1652584,1.4137281,1.4221567,-0.0084286
