,sandisk_male,sandisk_female,tuple,corp_male,corp_female,average_male,average_female,male-female
53,-0.86017495,-0.8441058,"('uncreative', 'creative')",0.46745515,0.54154515,-0.1963599,-0.1512803,-0.0450796
86,-0.8563998,-1.4304806,"('uninfluential', 'influential')",-0.2547358,-0.69994354,-0.5555678,-1.065212,0.5096442
17,-0.8294036,-1.0327184,"('nasty', 'nice')",-0.7931072,-0.91588604,-0.8112554,-0.9743022,0.1630468
39,0.81936634,0.17432584,"('exploitative', 'cooperative')",-0.02453744,-0.14304106,0.3974144,0.0156424,0.381772
57,-0.80752146,-1.4534997,"('unimaginative', 'imaginative')",-2.9262774,-3.4186246,-1.8668995,-2.4360621,0.5691626
69,0.7946022,0.9570761,"('lazy', 'industrious')",-0.9582659,-0.60902923,-0.0818318,0.1740234,-0.2558552
38,-0.78240675,-1.0007292,"('untruthful', 'truthful')",-0.4501972,0.19640438,-0.616302,-0.4021624,-0.2141396
84,0.7485163,0.9160377,"('inferior', 'superior')",1.1125381,1.3238603,0.9305272,1.119949,-0.1894218
76,0.74717253,0.4638006,"('anxious', 'daring')",0.29215062,-0.0996102,0.5196615,0.1820952,0.3375663
28,-0.73088855,-0.88822323,"('disloyal', 'loyal')",1.245118,1.264376,0.2571147,0.1880764,0.0690383
27,-0.729866,-0.7858104,"('hardhearted', 'softhearted')",0.96370614,0.80787873,0.1169201,0.0110342,0.1058859
4,-0.72951543,-0.68542224,"('disliked', 'liked')",-7.0353503,-6.9831743,-3.8824329,-3.8342984,-0.0481345
56,0.6684617,-0.19905639,"('impractical', 'practical')",-0.14715363,-0.6621018,0.260654,-0.4305791,0.6912331
15,0.6348095,0.46807936,"('boring', 'funny')",-0.020644736,0.038318828,0.3070824,0.2531991,0.0538833
42,0.62751895,0.107866764,"('unreliable', 'reliable')",-2.951978,-3.1493676,-1.1622295,-1.5207504,0.3585209
60,0.6189936,-0.033115357,"('inefficient', 'efficient')",0.14659263,-0.17411748,0.3827931,-0.1036164,0.4864095
50,-0.6117794,-0.34363452,"('clumsy', 'skillful')",0.21549025,0.57493585,-0.1981446,0.1156507,-0.3137953
78,-0.5920557,-0.19606328,"('nonresilient', 'resilient')",0.46085593,0.76245385,-0.0655999,0.2831953,-0.3487952
62,0.589801,0.058653347,"('incompetent', 'brilliant')",0.55126745,0.5508125,0.5705342,0.3047329,0.2658013
85,-0.57507104,-0.26608866,"('insignificant', 'prestigious')",-0.88074833,-0.44446427,-0.7279097,-0.3552765,-0.3726332
35,-0.5732224,-0.0044923555,"('corrupt', 'incorrupt')",-0.7686444,-0.23317006,-0.6709334,-0.1188312,-0.5521022
43,-0.54707557,-1.2538865,"('irresponsible', 'responsible')",0.5034515,-0.004712712,-0.021812,-0.6292996,0.6074876
54,-0.48612055,-0.4079554,"('incapable', 'capable')",0.70327324,1.5110534,0.1085763,0.551549,-0.4429727
51,-0.4792812,-0.6764073,"('uneducated', 'educated')",0.48717022,0.31869864,0.0039445,-0.1788543,0.1827988
13,-0.47436774,-1.5398277,"('impolite', 'polite')",-0.6230408,-0.9494835,-0.5487043,-1.2446556,0.6959513
25,-0.466908,-0.09530151,"('egoistic', 'altruistic')",0.67024374,0.66577905,0.1016679,0.2852388,-0.1835709
20,0.46615168,0.32676423,"('rough', 'thoughtful')",0.9686142,0.8481575,0.717383,0.5874609,0.1299221
12,-0.4639978,-0.5810251,"('unsupportive', 'supportive')",-2.0197258,-1.9493468,-1.2418618,-1.265186,0.0233242
0,-0.4623201,-1.2167548,"('unsociable', 'sociable')",-0.08452111,-0.68657327,-0.2734206,-0.951664,0.6782434
3,-0.4395132,-0.56612647,"('repellent', 'pleasant')",0.69535756,0.21974611,0.1279222,-0.1731902,0.3011124
16,-0.43868592,-0.21544093,"('unpopular', 'popular')",0.059055597,0.30170262,-0.1898152,0.0431308,-0.232946
41,-0.4088456,-0.7186337,"('unforgiving', 'forgiving')",-0.044491284,-0.39782915,-0.2266684,-0.5582314,0.331563
10,-0.39266106,-1.1189333,"('unsympathetic', 'sympathetic')",0.07622212,-0.5328079,-0.1582195,-0.8258706,0.6676511
45,-0.3889003,-1.2035639,"('incompetent', 'competent')",0.3616923,-0.32669538,-0.013604,-0.7651297,0.7515257
46,0.37879616,-0.39853758,"('uncompetitive', 'competitive')",-0.20396546,-0.8431948,0.0874154,-0.6208662,0.7082816
73,0.37548843,0.5409645,"('helpless', 'self-reliant')",-3.3995733,-3.0430832,-1.5120424,-1.2510593,-0.2609831
24,-0.34158388,-0.81742376,"('dishonest', 'honest')",0.5125626,0.64624363,0.0854893,-0.0855901,0.1710794
77,-0.33065444,-0.52814585,"('unmotivated', 'motivated')",-0.97462386,-0.92679703,-0.6526392,-0.7274715,0.0748323
82,-0.3013552,-0.6173022,"('poor', 'rich')",6.5730476,6.4243197,3.1358461,2.9035087,0.2323374
55,0.29694483,-0.2771518,"('incompetent', 'clever')",0.56816006,0.0066555347,0.4325525,-0.1352481,0.5678006
63,-0.2897689,-0.8219573,"('unperceptive', 'insightful')",0.8391746,0.7695805,0.2747028,-0.0261884,0.3008912
26,-0.28645378,-0.36636007,"('hardhearted', 'benevolent')",1.4795477,1.1133124,0.596547,0.3734761,0.2230709
61,-0.2817525,-0.7374223,"('illogical', 'logical')",0.36466637,-0.003943883,0.0414569,-0.3706831,0.41214
2,0.27423277,0.0070626885,"('unlikable', 'likable')",0.5569387,0.4912512,0.4155858,0.249157,0.1664288
88,-0.26137283,-0.6140494,"('low', 'eminent')",-0.42993265,-0.45733765,-0.3456528,-0.5356935,0.1900407
59,-0.24642412,0.11458075,"('foolish', 'wise')",-0.09556059,0.51798546,-0.1709924,0.3162831,-0.4872755
65,-0.23422608,-0.8017099,"('insecure', 'secure')",-0.10804072,-0.37609047,-0.1711334,-0.5889002,0.4177668
34,-0.22116627,-0.38461155,"('mean', 'honorable')",5.7878933,5.9377704,2.7833636,2.7765794,0.0067842
64,-0.21983404,-0.6037926,"('shy', 'confident')",-6.038743,-6.334801,-3.1292884,-3.4692969,0.3400085
22,-0.21797979,-0.68611485,"('untrustworthy', 'trustworthy')",-0.87017655,-0.91352993,-0.5440782,-0.7998224,0.2557442
18,-0.21273445,-0.15248433,"('disagreeable', 'welcoming')",-0.8516305,-0.6612738,-0.5321825,-0.4068791,-0.1253034
74,-0.21204007,-0.42459345,"('undedicated', 'dedicated')",-0.29727018,-0.6758457,-0.2546551,-0.5502195,0.2955644
11,-0.21136265,-0.6595264,"('unhelpful', 'helpful')",2.0463428,2.1813734,0.9174901,0.7609235,0.1565666
7,-0.20027545,-0.54046404,"('insensitive', 'sensitive')",0.48052263,0.23055963,0.1401236,-0.1549522,0.2950758
75,-0.19515921,-0.25846094,"('meek', 'impulsive')",-0.78274906,-0.58449155,-0.4889541,-0.4214762,-0.0674779
58,0.18254322,0.28883424,"('undiscriminating', 'discriminating')",0.3337812,0.32493418,0.2581622,0.3068842,-0.048722
44,0.13828346,-0.070741534,"('prejudiced', 'unprejudiced')",-1.3677855,-1.6399052,-0.614751,-0.8553234,0.2405724
48,0.13512096,0.17683011,"('unintelligent', 'intelligent')",0.9737581,0.993367,0.5544395,0.5850986,-0.0306591
29,-0.12481952,0.10651217,"('unfair', 'fair')",-0.2967963,-0.42228088,-0.2108079,-0.1578844,-0.0529235
40,0.12386474,0.34727928,"('stingy', 'generous')",-2.157949,-2.2060266,-1.0170422,-0.9293736,-0.0876686
87,0.11518274,-0.17178106,"('unsuccessful', 'successful')",0.7283194,1.1326772,0.4217511,0.4804481,-0.058697
49,0.109325275,0.24736246,"('unable', 'able')",0.053022332,0.42796528,0.0811738,0.3376639,-0.2564901
83,0.10329434,-0.10953964,"('powerless', 'powerful')",-0.76954633,-0.7687849,-0.333126,-0.4391623,0.1060363
21,0.09327097,-0.7343427,"('immoral', 'moral')",-0.07000075,-0.6397875,0.0116351,-0.6870651,0.6987002
70,0.08708981,-0.58903825,"('lethargic', 'energetic')",0.43195498,0.021513887,0.2595224,-0.2837622,0.5432846
47,-0.07742555,-0.32717115,"('stupid', 'smart')",5.5841937,5.735205,2.7533841,2.7040169,0.0493672
23,-0.054099865,-0.2721933,"('insincere', 'sincere')",5.74058,5.860239,2.84324,2.7940228,0.0492172
71,-0.040560827,0.07549574,"('diffident', 'self-confident')",0.20753555,0.33226505,0.0834874,0.2038804,-0.120393
37,0.03989004,-0.1792283,"('fake', 'genuine')",0.48861998,0.53771204,0.264255,0.1792419,0.0850131
66,-0.039059132,-0.2613983,"('inactive', 'active')",0.4269209,0.6740706,0.1939309,0.2063362,-0.0124053
80,-0.035573527,-0.32617566,"('dominated', 'dominating')",-0.5384031,-0.81462103,-0.2869883,-0.5703983,0.28341
68,-0.009751432,0.011053346,"('dependent', 'independent')",-0.7973992,-0.5114473,-0.4035753,-0.250197,-0.1533783
