,marathon_male,marathon_female,tuple,oil_male,oil_female,corp_male,corp_female,average_male,average_female,male-female
82,-2.3230507,-2.6975083,"('poor', 'rich')",-0.15172312,-0.28532445,6.3345056,5.6357956,1.2865772,0.8843209,0.4022563
9,1.7457473,1.7816677,"('unaffectionate', 'caring')",0.07237314,0.10193934,0.6170785,0.65974396,0.811733,0.8477836,-0.0360506
74,1.4845345,1.4964387,"('undedicated', 'dedicated')",-0.19997993,-0.17768453,-0.32795736,-0.21150951,0.3188657,0.3690816,-0.0502159
0,-1.47974,-1.8110516,"('unsociable', 'sociable')",0.49657845,0.43421012,-0.1685547,-0.33798316,-0.3839054,-0.5716082,0.1877028
85,1.4616736,1.9247065,"('insignificant', 'prestigious')",-0.16351706,0.14766099,-1.2364348,-0.676149,0.0205739,0.4654061,-0.4448322
16,-1.4359424,-1.3518934,"('unpopular', 'popular')",-0.044252753,-0.021461233,0.059806667,0.07108255,-0.4734628,-0.4340907,-0.0393721
71,1.3716657,1.5308162,"('diffident', 'self-confident')",1.3629632,1.5348297,0.28832704,0.44902495,1.007652,1.1715569,-0.1639049
72,1.3262941,1.2452763,"('unambitious', 'ambitious')",0.69580823,0.7475506,-0.49243146,-0.60192364,0.5098903,0.4636344,0.0462559
39,1.209599,1.0842451,"('exploitative', 'cooperative')",-0.504957,-0.43181857,0.055281885,0.1006413,0.253308,0.2510226,0.0022854
26,1.2029634,1.4996916,"('hardhearted', 'benevolent')",0.39595464,0.69885266,1.0407972,1.5656095,0.8799051,1.2547179,-0.3748128
51,-1.1674213,-1.402835,"('uneducated', 'educated')",0.06416574,-0.005437255,0.6542842,0.608164,-0.1496572,-0.2667028,0.1170456
33,1.0745608,1.3663756,"('wrong', 'right')",1.008883,1.1815641,-0.9814595,-0.6848379,0.367328,0.621034,-0.253706
34,-1.0538659,-1.1376535,"('mean', 'honorable')",0.22062245,0.23648402,5.084651,4.7130475,1.4171359,1.2706261,0.1465098
14,-1.0295643,-1.2963266,"('antisocial', 'social')",0.75302184,0.64507264,-0.11981836,-0.22561814,-0.1321203,-0.2922907,0.1601704
58,-1.0206208,-0.90676326,"('undiscriminating', 'discriminating')",0.3255477,0.55661416,-0.23302497,0.011330606,-0.309366,-0.1129395,-0.1964265
73,1.0051781,1.1072834,"('helpless', 'self-reliant')",0.43780732,0.5085001,-3.5687902,-3.4360743,-0.7086016,-0.6067636,-0.101838
84,0.98397344,1.0274317,"('inferior', 'superior')",0.80705315,0.8254985,0.66712314,0.66241926,0.8193832,0.8384499,-0.0190667
47,-0.9555755,-1.1017545,"('stupid', 'smart')",0.85888827,0.87541455,5.229217,5.027892,1.7108432,1.6005174,0.1103258
