,3m_male,3m_female,tuple,co_male,co_female,average_male,average_female,male-female
13,0.7871492,0.8039601,"('impolite', 'polite')",0.15499757,-0.10500227,0.4710734,0.3494789,0.1215945
88,-0.78459466,-1.0673422,"('low', 'eminent')",-0.34650633,-0.6059681,-0.5655505,-0.8366551,0.2711046
21,0.7702015,0.46362144,"('immoral', 'moral')",-0.23480216,-0.58467996,0.2676997,-0.0605293,0.328229
20,0.7360064,0.6524867,"('rough', 'thoughtful')",0.34396052,0.28489405,0.5399835,0.4686904,0.0712931
23,0.7355008,0.68624294,"('insincere', 'sincere')",6.4453387,6.5971794,3.5904198,3.6417112,-0.0512914
84,0.73287445,0.34613535,"('inferior', 'superior')",0.38965505,0.12330807,0.5612648,0.2347217,0.3265431
70,0.7120359,1.2274599,"('lethargic', 'energetic')",1.0307575,1.2883785,0.8713967,1.2579192,-0.3865225
17,-0.69173086,-0.09979564,"('nasty', 'nice')",-0.63760394,-0.41342923,-0.6646674,-0.2566124,-0.408055
22,0.68001026,1.0394568,"('untrustworthy', 'trustworthy')",-0.39223745,-0.37106305,0.1438864,0.3341969,-0.1903105
4,-0.66046625,-0.32502073,"('disliked', 'liked')",-7.631657,-7.4783325,-4.1460619,-3.9016767,-0.2443852
86,-0.6257611,-0.68308866,"('uninfluential', 'influential')",-0.4292369,-0.27214986,-0.527499,-0.4776193,-0.0498797
51,0.5973685,0.24312514,"('uneducated', 'educated')",0.4164132,-0.27497363,0.5068908,-0.0159242,0.522815
32,0.59080076,0.8414383,"('unkind', 'kind')",1.2301652,1.3751732,0.910483,1.1083057,-0.1978227
72,0.57340026,0.64002997,"('unambitious', 'ambitious')",-0.007663388,0.22537643,0.2828684,0.4327032,-0.1498348
74,0.5588486,0.9636547,"('undedicated', 'dedicated')",0.18688537,0.31112728,0.372867,0.637391,-0.264524
46,0.5563624,0.54792356,"('uncompetitive', 'competitive')",-0.098178774,-0.09606235,0.2290918,0.2259306,0.0031612
38,-0.55230176,-0.57342833,"('untruthful', 'truthful')",0.19707951,0.301615,-0.1776111,-0.1359067,-0.0417044
40,-0.5401177,-0.110515684,"('stingy', 'generous')",-2.805175,-2.3561728,-1.6726464,-1.2333442,-0.4393022
47,0.42417744,0.638512,"('stupid', 'smart')",5.534527,5.6554093,2.9793522,3.1469607,-0.1676085
78,-0.42006716,-0.40034714,"('nonresilient', 'resilient')",0.2823779,0.50595397,-0.0688446,0.0528034,-0.121648
68,-0.41044882,-0.86938506,"('dependent', 'independent')",-1.1269639,-1.6321725,-0.7687063,-1.2507788,0.4820725
11,0.40144092,0.2669218,"('unhelpful', 'helpful')",2.6526384,2.4210694,1.5270396,1.3439956,0.183044
26,-0.38792676,0.48005217,"('hardhearted', 'benevolent')",0.91496575,1.7597268,0.2635195,1.1198895,-0.85637
58,0.38613588,0.7442627,"('undiscriminating', 'discriminating')",0.25060138,0.29686615,0.3183686,0.5205644,-0.2021958
50,0.36214232,0.52035946,"('clumsy', 'skillful')",0.34604156,0.6154458,0.3540919,0.5679026,-0.2138107
28,-0.35980743,-0.34587413,"('disloyal', 'loyal')",1.2379907,1.3641874,0.4390917,0.5091566,-0.0700649
7,0.34176335,0.560941,"('insensitive', 'sensitive')",0.3060534,0.93305326,0.3239084,0.7469971,-0.4230887
24,-0.33586037,-0.04287819,"('dishonest', 'honest')",1.2479645,1.2285025,0.4560521,0.5928122,-0.1367601
12,0.3343166,0.5282953,"('unsupportive', 'supportive')",-1.727684,-1.4302326,-0.6966837,-0.4509687,-0.245715
10,0.32203847,0.47194418,"('unsympathetic', 'sympathetic')",0.27669677,0.55779725,0.2993676,0.5148707,-0.2155031
27,-0.32060507,-0.40448603,"('hardhearted', 'softhearted')",0.24156399,0.43029985,-0.0395205,0.0129069,-0.0524274
33,0.30965024,0.07141587,"('wrong', 'right')",-0.694544,-0.52302957,-0.1924469,-0.2258068,0.0333599
41,0.30703348,0.621179,"('unforgiving', 'forgiving')",-0.34727883,-0.20229164,-0.0201227,0.2094437,-0.2295664
77,0.292202,0.041531548,"('unmotivated', 'motivated')",-0.41332018,-0.53536624,-0.0605591,-0.2469173,0.1863582
29,0.2746577,0.14758272,"('unfair', 'fair')",-0.821408,-0.85689944,-0.2733752,-0.3546584,0.0812832
71,-0.26281172,0.06917623,"('diffident', 'self-confident')",0.646578,1.116843,0.1918831,0.5930096,-0.4011265
57,-0.25932878,0.3343553,"('unimaginative', 'imaginative')",-3.2166476,-2.7181175,-1.7379882,-1.1918811,-0.5461071
83,0.24959369,0.021707475,"('powerless', 'powerful')",-0.7582553,-0.90799767,-0.2543308,-0.4431451,0.1888143
37,0.23753272,0.15847911,"('fake', 'genuine')",0.28149897,0.48966825,0.2595159,0.3240737,-0.0645578
73,0.23728219,0.21294573,"('helpless', 'self-reliant')",-3.55474,-3.5841002,-1.6587288,-1.6855773,0.0268485
44,0.22258988,0.0035831183,"('prejudiced', 'unprejudiced')",-0.96663564,-1.2719117,-0.3720229,-0.6341643,0.2621414
3,0.21141964,0.10050317,"('repellent', 'pleasant')",0.5025112,0.54547817,0.3569654,0.3229907,0.0339747
15,0.19108328,0.6001657,"('boring', 'funny')",0.066140026,0.2101975,0.1286117,0.4051816,-0.2765699
54,-0.16626045,-0.032455668,"('incapable', 'capable')",0.94489175,1.3900923,0.3893157,0.6788183,-0.2895026
48,-0.1055721,-0.48739818,"('unintelligent', 'intelligent')",0.175786,0.08753057,0.035107,-0.1999338,0.2350408
0,0.10490337,0.38354278,"('unsociable', 'sociable')",0.20577711,0.3213139,0.1553402,0.3524283,-0.1970881
69,-0.052064877,0.17377496,"('lazy', 'industrious')",-1.673326,-1.1843308,-0.8626955,-0.5052779,-0.3574176
49,-0.049869023,-0.31040317,"('unable', 'able')",-0.32214332,-0.44209364,-0.1860062,-0.3762484,0.1902422
59,0.030024594,-0.041609097,"('foolish', 'wise')",-0.088670224,0.14751565,-0.0293228,0.0529533,-0.0822761
82,0.02479127,0.33540004,"('poor', 'rich')",6.327085,6.7174253,3.1759381,3.5264127,-0.3504746
