,travel_male,travel_female,tuple,&_male,&_female,leisure_male,leisure_female,co_male,co_female,average_male,average_female,male-female
85,0.90187746,1.0523928,"('insignificant', 'prestigious')",0.34856808,1.0023245,1.4082601,1.6305993,-0.6199286,-0.9054382,0.5096943,0.6949696,-0.1852753
8,0.8860985,0.5504719,"('unaffectionate', 'affectionate')",-0.6065425,-1.1438209,1.4612707,0.9289429,0.93340707,0.3864133,0.6685584,0.1805018,0.4880566
68,-0.87356466,-0.7280811,"('dependent', 'independent')",0.14447856,-0.009771422,-0.64089555,-0.3602485,-1.2761416,-1.0079786,-0.6615309,-0.5265199,-0.135011
16,0.85486615,0.7446691,"('unpopular', 'popular')",-0.10566905,0.4720211,1.4314708,1.4620547,0.17629966,-0.062976435,0.5892419,0.6539421,-0.0647002
51,-0.843297,-0.5542483,"('uneducated', 'educated')",1.0330311,1.7453997,-0.019329822,0.24500315,0.5364236,1.1730546,0.176707,0.6523023,-0.4755953
5,0.81478614,0.90685534,"('distant', 'outgoing')",0.7684423,0.7423696,1.1872693,1.5704291,-0.27714595,-0.8297079,0.623338,0.5974866,0.0258514
4,0.75636,0.7630731,"('disliked', 'liked')",0.8556331,1.0960114,1.8202755,1.8528306,-6.1723304,-6.287142,-0.6850154,-0.6438067,-0.0412087
47,0.7398247,0.6982535,"('stupid', 'smart')",0.878697,0.3632751,0.62190574,0.58637613,5.1968794,5.1861744,1.8593267,1.7085198,0.1508069
57,0.7017548,0.21436621,"('unimaginative', 'imaginative')",-0.63847196,-1.0680022,1.4518305,0.8641223,-2.7326124,-2.5684578,-0.3043748,-0.6394929,0.3351181
50,0.69898367,0.6755098,"('clumsy', 'skillful')",0.9409106,1.0166621,1.0063384,0.75758266,-0.31851116,-0.45076826,0.5819303,0.4997466,0.0821837
67,-0.6977573,-0.2482313,"('doubtful', 'determined')",-0.25133467,0.004285231,-0.021072686,0.5731947,-0.49521542,-0.0532995,-0.366345,0.0689873,-0.4353323
62,0.65531886,0.42530963,"('incompetent', 'brilliant')",0.06893265,-0.53045756,0.8839079,0.43574005,0.04666494,-0.0473795,0.4137061,0.0708032,0.3429029
35,-0.64489317,-0.34863114,"('corrupt', 'incorrupt')",0.042328227,0.7922101,-0.44769284,0.111954674,-0.6288978,-0.85538733,-0.4197889,-0.0749634,-0.3448255
25,0.6446483,0.43495777,"('egoistic', 'altruistic')",-0.37976408,-0.061399147,0.2671435,0.21475676,1.3402121,1.2658958,0.46806,0.4635528,0.0045072
78,0.63732487,0.46323645,"('nonresilient', 'resilient')",-0.828048,-1.1423057,0.54107904,0.12794757,-0.24526906,-0.08349763,0.0262717,-0.1586548,0.1849265
74,0.6129061,0.7138811,"('undedicated', 'dedicated')",0.92116034,0.63749164,0.29363734,0.31102112,0.19187427,0.53690934,0.5048945,0.5498258,-0.0449313
7,0.6092368,0.2649476,"('insensitive', 'sensitive')",0.9365877,0.3918003,0.5853723,0.20935899,0.44566843,0.6043223,0.6442164,0.3676073,0.2766091
53,0.60494834,0.34366584,"('uncreative', 'creative')",0.18463019,-0.03496445,1.5879693,1.2479959,0.78642035,0.88127416,0.790992,0.6094928,0.1814992
63,0.5981327,0.4359037,"('unperceptive', 'insightful')",1.7015331,1.1953951,0.79221135,0.39246786,0.48725486,0.58530277,0.894783,0.6522673,0.2425157
11,0.59145504,0.4621588,"('unhelpful', 'helpful')",0.6650443,0.76575327,1.3488251,1.1244924,2.5418615,2.918036,1.2867965,1.3176101,-0.0308136
3,-0.5825669,-0.70229924,"('repellent', 'pleasant')",-0.18207528,-0.5337042,-0.69827235,-0.8326597,0.6579093,0.81668967,-0.2012513,-0.3129933,0.111742
80,0.57611126,0.5209775,"('dominated', 'dominating')",0.94785804,0.84111965,-0.21258935,-0.45800117,0.0028293282,0.37907183,0.3285523,0.320792,0.0077603
60,0.5532281,0.4391638,"('inefficient', 'efficient')",0.7014391,-0.3527512,0.13174148,-0.066190764,-0.1807751,0.19508564,0.3014084,0.0538269,0.2475815
28,0.5461892,0.29256397,"('disloyal', 'loyal')",0.30811524,0.32689095,-0.30887887,-0.7086445,1.0382601,1.2010007,0.3959214,0.2779528,0.1179686
77,-0.5191567,-0.53939086,"('unmotivated', 'motivated')",-0.50109416,-0.563874,0.24586822,0.185844,-1.4112762,-1.2730875,-0.5464147,-0.5476271,0.0012124
27,-0.51646554,-0.8135921,"('hardhearted', 'softhearted')",-0.30302534,-0.7607002,-0.00074889977,-0.42186585,0.62028044,0.50115,-0.0499898,-0.373752,0.3237622
52,-0.48818904,-0.30746025,"('irrational', 'rational')",-0.7481724,-0.136801,-0.053382576,0.058494233,-0.45188022,-0.8073015,-0.4354061,-0.2982671,-0.137139
70,0.48655915,0.11768446,"('lethargic', 'energetic')",0.69857115,0.31497025,0.055847775,-0.39870536,0.6379805,0.80429155,0.4697397,0.2095602,0.2601795
83,0.48281512,0.6239971,"('powerless', 'powerful')",0.17569667,0.10345929,0.79494697,0.9410361,-1.1315165,-0.9860322,0.0804856,0.1706151,-0.0901295
61,0.45987913,0.44282466,"('illogical', 'logical')",0.71396416,0.23084626,0.5493169,0.32766175,-0.20295963,-0.35352027,0.3800501,0.1619531,0.218097
19,-0.45749715,-0.3436794,"('inhospitable', 'hospitable')",0.040537845,0.40628645,0.21383084,0.29262477,-0.025490277,-0.14839783,-0.0571547,0.0517085,-0.1088632
32,0.38103086,0.56624997,"('unkind', 'kind')",0.740742,0.37225577,-0.7218968,-0.8549661,1.3050474,1.5954982,0.4262308,0.4197595,0.0064713
46,0.36839157,0.05063586,"('uncompetitive', 'competitive')",0.3183057,-0.21481448,0.04351578,-0.5411909,-0.46610537,-0.07144381,0.0660269,-0.1942033,0.2602302
6,0.34111774,0.35142303,"('distant', 'open')",0.48618746,0.39533946,0.30316997,0.4749324,-0.29378277,-0.83223933,0.2091731,0.0973639,0.1118092
84,-0.3088428,-0.21422297,"('inferior', 'superior')",0.516208,0.9045461,-0.22469929,-0.07875254,0.2656749,0.28602785,0.0620852,0.2243996,-0.1623144
79,-0.2966487,-0.25004092,"('wavering', 'unwavering')",0.12326901,0.8295786,0.113375686,0.18800671,-0.50875866,-0.63420385,-0.1421907,0.0333351,-0.1755258
40,0.27637395,-0.079694055,"('stingy', 'generous')",-0.5415961,-0.93269414,-0.12363108,-0.58193004,-2.2005217,-2.3887632,-0.6473438,-0.9957703,0.3484265
24,0.27241626,0.14665733,"('dishonest', 'honest')",0.06139438,-0.35528278,-0.761482,-0.9418676,1.0863588,1.02069,0.1646719,-0.0324508,0.1971227
37,-0.27146316,-0.54121953,"('fake', 'genuine')",0.7134545,0.045153655,-0.16591796,-0.46674612,0.45318782,0.3549261,0.1823153,-0.1519715,0.3342868
72,0.26250008,0.06576814,"('unambitious', 'ambitious')",-0.66690797,-1.2967716,0.90554976,0.39080882,-0.42647555,-0.42503494,0.0186666,-0.3163074,0.334974
39,0.2621407,0.3053022,"('exploitative', 'cooperative')",0.3217706,-0.022834279,0.1092627,0.24830428,0.52218103,0.6315921,0.3038388,0.2905911,0.0132477
54,0.25713864,0.392434,"('incapable', 'capable')",-0.19603479,0.088826306,0.60966855,0.76555175,1.0281132,0.8137199,0.4247214,0.515133,-0.0904116
69,0.24689187,0.73252416,"('lazy', 'industrious')",0.49891615,1.0920106,0.275335,0.88440144,-1.2021731,-1.4336447,-0.0452575,0.3188229,-0.3640804
82,0.24276826,0.26138306,"('poor', 'rich')",0.87270844,1.3621997,0.26475522,0.028247193,6.2791834,6.38398,1.9148538,2.0089524,-0.0940986
86,-0.24172626,-0.47182444,"('uninfluential', 'influential')",-0.47763813,-0.880888,-0.03383103,-0.53528374,-0.22010727,-0.056818455,-0.2433257,-0.4862037,0.242878
36,-0.23669112,-0.33615038,"('hostile', 'amicable')",-0.57259333,-0.4867103,0.14595419,0.18526368,-0.28722915,-0.6638278,-0.2376398,-0.3253562,0.0877164
10,-0.22558549,-0.6374895,"('unsympathetic', 'sympathetic')",-0.71075153,-1.477226,-0.6916672,-1.2671065,0.01491167,0.3663344,-0.4032731,-0.7538719,0.3505988
29,0.20496531,-0.030404732,"('unfair', 'fair')",1.1111219,0.91010255,0.05563449,0.07215348,-0.7248473,-0.8885657,0.1617186,0.0158214,0.1458972
75,0.19080627,0.056486934,"('meek', 'impulsive')",0.3883158,0.53286207,0.9875634,0.9298151,-0.1974821,-0.4076171,0.3423008,0.2778867,0.0644141
44,-0.19012836,-0.10170314,"('prejudiced', 'unprejudiced')",0.071712196,0.3208963,-0.6313495,-0.3962307,-1.1278908,-1.3955029,-0.4694141,-0.3931351,-0.076279
65,-0.18189809,-0.20235829,"('insecure', 'secure')",0.13727944,-0.4843267,-0.6237104,-0.7989144,0.32907623,0.56177306,-0.0848132,-0.2309566,0.1461434
34,-0.17493792,-0.23991922,"('mean', 'honorable')",0.13651472,-0.20228764,0.5062689,0.5584923,5.321998,5.3257337,1.447461,1.3605047,0.0869563
64,-0.16900362,0.3031413,"('shy', 'confident')",0.68340486,0.67621326,-0.6391019,-0.19863278,-5.6136723,-5.6268063,-1.4345932,-1.2115211,-0.2230721
21,0.14856757,0.14548987,"('immoral', 'moral')",0.055532843,-0.21197216,-0.606605,-0.6756974,-0.92777437,-0.4788781,-0.3325697,-0.3052644,-0.0273053
38,0.14475428,0.16449976,"('untruthful', 'truthful')",0.9258358,0.8129798,0.8591088,0.6957616,0.43681836,0.61107916,0.5916293,0.5710801,0.0205492
59,0.1416345,0.58290905,"('foolish', 'wise')",1.0530046,1.3488909,0.20369542,0.57149184,0.056536876,-0.2501454,0.3637179,0.5632865,-0.1995686
20,-0.11111342,-0.3202536,"('rough', 'thoughtful')",0.17152163,-0.4631436,0.06862675,-0.28655347,0.23748589,0.44043428,0.0916302,-0.1573791,0.2490093
23,-0.109920666,-0.3422588,"('insincere', 'sincere')",-0.13182086,-0.5601864,0.12787735,-0.3226749,5.9460926,6.075782,1.4580572,1.2126654,0.2453918
45,0.10663951,-0.37231502,"('incompetent', 'competent')",1.0338756,0.22314495,0.8798737,0.23786086,-0.18401428,-0.26238644,0.4590936,-0.0434239,0.5025175
55,0.09426436,-0.27266338,"('incompetent', 'clever')",0.55969524,-0.24516602,-0.031768475,-0.70148635,0.38239852,0.6690557,0.2511474,-0.137565,0.3887124
76,0.08596255,0.036778145,"('anxious', 'daring')",0.7374519,0.8506887,-0.19435482,-0.25532463,-0.11978188,0.22987586,0.1273194,0.2155045,-0.0881851
41,0.07310985,-0.08512121,"('unforgiving', 'forgiving')",-0.2793284,-0.3142707,0.27040568,-0.05632467,0.3238505,0.4729048,0.0970094,0.0042971,0.0927123
66,0.045353107,0.12991484,"('inactive', 'active')",1.1840293,1.0544244,0.5072831,0.5135589,0.7155909,0.3510658,0.6130641,0.512241,0.1008231
48,-0.040092662,-0.34318683,"('unintelligent', 'intelligent')",-0.91374856,-1.2267141,-0.03139165,-0.5842298,-0.48270953,-0.21709059,-0.3669856,-0.5928054,0.2258198
13,0.03175516,0.07571696,"('impolite', 'polite')",-0.15047963,-0.4998301,0.26823178,0.32039213,0.27746522,0.573476,0.1067431,0.1174387,-0.0106956
81,0.021721818,0.17912224,"('submissive', 'aggressive')",-0.81213593,-0.73449314,-0.36524877,-0.28294605,-0.84457093,-0.12020329,-0.5000585,-0.2396301,-0.2604284
15,-0.020746738,0.16316795,"('boring', 'funny')",0.17168623,0.7168806,0.6675017,0.78670126,0.6846981,0.59809256,0.3757848,0.5662106,-0.1904258
88,-0.018121507,0.50771356,"('low', 'eminent')",-0.5958105,1.0979887,-0.3647332,0.17241456,-0.5248361,0.27530128,-0.3758753,0.5133545,-0.8892298
22,-0.0102139935,-0.38095647,"('untrustworthy', 'trustworthy')",1.5259404,0.99557567,-0.14845636,-0.6188821,-0.118267685,-0.083784595,0.3122506,-0.0220119,0.3342625
17,0.0062003136,-0.08315684,"('nasty', 'nice')",-0.16880156,-0.3049468,0.6771795,0.84761256,0.0074132998,-0.064852774,0.1304979,0.098664,0.0318339
