,travel_male,travel_female,tuple,&_male,&_female,leisure_male,leisure_female,co_male,co_female,average_male,average_female,male-female
73,2.1978197,2.0131695,"('helpless', 'self-reliant')",1.1483,0.9966228,1.4300952,1.3158052,-2.5753918,-3.1709208,0.5502058,0.2886692,0.2615366
71,2.1428034,2.1967266,"('diffident', 'self-confident')",0.86236924,0.50316745,1.7751012,2.0041666,0.35593244,0.20788337,1.2840515,1.227986,0.0560655
1,1.6946352,1.2571715,"('unfriendly', 'friendly')",0.118771344,-0.17105824,1.2305889,0.69991803,1.7005556,1.4806775,1.1861377,0.8166772,0.3694605
14,1.6193764,1.6956589,"('antisocial', 'social')",1.0666457,0.622338,1.8955805,1.9019341,0.21608554,0.30924267,1.1994221,1.1322935,0.0671286
56,1.5943056,1.6429417,"('impractical', 'practical')",0.518086,0.17006421,1.721112,1.7534952,-0.07848952,0.44030166,0.9387535,1.0017006,-0.0629471
42,1.5536729,1.6600857,"('unreliable', 'reliable')",1.4473248,1.6413963,0.72669756,0.718358,-2.5218525,-2.2915044,0.3014606,0.4320838,-0.1306232
9,1.5144322,1.1921836,"('unaffectionate', 'caring')",-0.22114488,-0.9067381,1.6344095,1.1991537,1.3487011,0.8478779,1.0690994,0.5831193,0.4859801
12,1.4176018,1.1072837,"('unsupportive', 'supportive')",1.0775228,0.57906103,1.8601238,1.464508,-1.5736328,-1.4854699,0.6954039,0.4163457,0.2790582
58,1.3910297,1.0525144,"('undiscriminating', 'discriminating')",0.6523519,0.027403604,1.3617369,0.86078864,0.6123447,0.4504781,1.0043658,0.5977962,0.4065696
43,1.3727548,1.350668,"('irresponsible', 'responsible')",0.73121935,0.11200568,1.067889,0.8408975,0.8682028,0.99067867,1.0100164,0.8235625,0.1864539
26,1.3601365,1.3104253,"('hardhearted', 'benevolent')",1.1677411,1.0117457,1.2361859,0.8513957,1.5001625,1.3400866,1.3160565,1.1284133,0.1876432
30,1.1939437,1.4677063,"('intolerant', 'tolerant')",0.42135945,0.44792795,1.1788552,1.2772334,0.56894374,0.9053271,0.8407755,1.0245488,-0.1837733
0,1.1588118,0.993842,"('unsociable', 'sociable')",0.4771124,0.08125004,1.2397588,1.1486375,-0.0059825704,0.43439212,0.7174251,0.6645305,0.0528946
31,-1.1276008,-1.276893,"('evil', 'good')",-0.337951,-0.33840856,-0.62578696,-0.5894975,-0.7434195,-1.3156815,-0.7086896,-0.8801202,0.1714306
49,-1.0953145,-0.9454127,"('unable', 'able')",0.009900503,-0.11624647,0.3074969,0.33642623,0.024893902,0.07963969,-0.1882558,-0.1613983,-0.0268575
87,1.090915,1.142897,"('unsuccessful', 'successful')",1.1516718,1.0300895,1.3921654,1.3066875,0.8358992,0.5672672,1.1176628,1.0117352,0.1059276
2,1.0908855,1.3206981,"('unlikable', 'likable')",1.4397471,1.4869422,1.066944,1.2635131,0.9637429,0.81285566,1.1403298,1.2210023,-0.0806725
33,0.9931135,1.0649378,"('wrong', 'right')",-0.1566786,-0.16461132,0.74136853,0.7673248,-1.0520058,-1.2915088,0.1314494,0.0940356,0.0374138
18,-0.9119339,-0.63975644,"('disagreeable', 'welcoming')",0.21636237,0.3345236,-0.29108834,-0.079571545,-0.943822,-0.7672305,-0.4826205,-0.2880087,-0.1946118
