,ims_male,ims_female,tuple,health_male,health_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
86,-0.9659125,-1.0077618,"('uninfluential', 'influential')",-0.092472956,-0.0035483502,-0.4005972,-0.53278357,-0.087300226,-0.124140024,-0.3865707,-0.4170585,0.0304878
16,-0.96062654,-0.8291239,"('unpopular', 'popular')",-0.07735986,-0.120817766,-0.9197934,-0.7589339,0.29660296,0.24216273,-0.4152942,-0.3666782,-0.048616
39,0.95685536,0.80252814,"('exploitative', 'cooperative')",0.18638405,0.26549473,0.17547128,0.20272702,0.0020347787,-0.022541784,0.3301864,0.312052,0.0181344
2,0.89995563,0.8919771,"('unlikable', 'likable')",1.4097185,1.3560023,1.6611575,1.6010451,0.684171,0.7899494,1.1637508,1.1597435,0.0040073
50,0.89495945,0.9625018,"('clumsy', 'skillful')",1.0283552,0.98708415,0.3144644,0.3879331,0.41545314,0.33351672,0.6633081,0.6677589,-0.0044508
31,-0.8786532,-1.02761,"('evil', 'good')",-0.21863182,-0.20912123,-0.7559578,-1.2048339,-0.9735784,-1.063329,-0.7067053,-0.8762235,0.1695182
76,0.77469736,0.8652343,"('anxious', 'daring')",-0.95354736,-0.8018762,0.5400029,0.64334804,0.31382868,0.5317318,0.1687454,0.3096095,-0.1408641
4,-0.76514614,-0.72921044,"('disliked', 'liked')",0.78752446,0.70249027,0.37018803,0.21726374,-5.7105546,-5.5042806,-1.3294971,-1.3284342,-0.0010629
6,-0.75299275,-0.93565524,"('distant', 'open')",0.9552147,0.89988464,-0.39435533,-0.7743316,0.579389,0.4771611,0.0968139,-0.0832353,0.1800492
28,-0.74154806,-0.84472084,"('disloyal', 'loyal')",-0.01641544,0.18143389,-0.1573736,-0.12782383,1.1199852,1.1730254,0.051162,0.0954787,-0.0443167
29,-0.7299712,-0.7286964,"('unfair', 'fair')",-0.048769597,-0.08343452,-0.7979844,-0.87343955,-0.7280292,-0.73232704,-0.5761886,-0.6044744,0.0282858
37,0.7171625,0.77683324,"('fake', 'genuine')",0.38674298,0.34396482,0.09348603,0.14839062,0.7472371,0.7420032,0.4861571,0.502798,-0.0166409
12,0.70629644,0.5822351,"('unsupportive', 'supportive')",2.4101906,2.3495266,0.32186553,0.168592,-1.1661257,-1.1240289,0.5680567,0.4940812,0.0739755
9,-0.6851838,-0.7696048,"('unaffectionate', 'caring')",1.3588233,1.3614228,0.34864932,0.09383379,1.4491938,1.2692529,0.6178707,0.4887262,0.1291445
10,-0.67857635,-0.5780476,"('unsympathetic', 'sympathetic')",-0.5739186,-0.46621555,-0.9542105,-0.7038126,0.16619584,0.33856845,-0.5101274,-0.3523768,-0.1577506
78,-0.6304425,-0.42695963,"('nonresilient', 'resilient')",0.93380153,1.2064109,0.31459373,0.7061233,0.33077586,0.5584714,0.2371822,0.5110115,-0.2738293
48,-0.62398005,-0.47304136,"('unintelligent', 'intelligent')",0.12026593,0.2744096,-0.73286766,-0.3438393,0.39907032,0.5038587,-0.2093779,-0.0096531,-0.1997248
52,-0.62289745,-0.7675444,"('irrational', 'rational')",0.35742152,0.35707802,-0.7079332,-1.02144,-0.40153554,-0.67887366,-0.3437362,-0.5276951,0.1839589
18,-0.6201137,-0.72597146,"('disagreeable', 'welcoming')",-0.16105594,-0.18212697,0.38389164,0.16235682,-0.14895853,-0.17565046,-0.1365591,-0.230348,0.0937889
56,0.60482776,0.50907165,"('impractical', 'practical')",0.5976897,0.63192374,-0.3130998,-0.4629339,-0.2649911,-0.3931777,0.1561067,0.0712209,0.0848858
70,0.59275275,0.3989642,"('lethargic', 'energetic')",-0.052676998,-0.11441746,0.8281165,0.6673519,1.1368109,1.1375577,0.6262507,0.5223641,0.1038866
68,-0.59178054,-0.5786948,"('dependent', 'independent')",-1.3106188,-1.3310715,-0.8057737,-0.63922584,-0.55962586,-0.4622594,-0.8169497,-0.7528129,-0.0641368
17,-0.59094846,-0.7064446,"('nasty', 'nice')",-0.33345515,-0.39660048,-0.72505015,-0.8094214,-0.29023597,-0.3718388,-0.4849224,-0.5710763,0.0861539
67,0.5798838,0.7775019,"('doubtful', 'determined')",-0.20822796,-0.16460511,0.60872674,0.8568989,-0.6116256,-0.3631273,0.0921892,0.2766671,-0.1844779
46,-0.56893504,-0.4080963,"('uncompetitive', 'competitive')",-0.4150844,-0.30725393,0.06901364,0.4323763,-0.67682743,-0.38510725,-0.3979583,-0.1670203,-0.230938
69,0.55150783,0.5501971,"('lazy', 'industrious')",0.9004241,0.8398347,0.8388724,0.76300853,-0.20580375,-0.2578491,0.5212501,0.4737978,0.0474523
43,0.49421602,0.50456214,"('irresponsible', 'responsible')",1.0120387,1.0094898,-0.9279384,-0.78842807,0.53898895,0.6718385,0.2793263,0.3493656,-0.0700393
55,-0.48141468,-0.34051314,"('incompetent', 'clever')",-1.3894895,-1.0597084,-0.6217498,-0.34725967,-0.0927077,0.09976213,-0.6463404,-0.4119298,-0.2344106
45,-0.4743152,-0.4516678,"('incompetent', 'competent')",0.039212294,0.14556211,-0.6283681,-0.61464953,-0.33628288,-0.32793602,-0.3499385,-0.3121728,-0.0377657
60,0.4627054,0.5767235,"('inefficient', 'efficient')",-0.4319753,-0.31347016,-0.24132168,0.18395792,-0.24967211,-0.031219404,-0.1150659,0.103998,-0.2190639
59,0.45789126,0.2876953,"('foolish', 'wise')",2.0323498,1.9274796,0.08258122,-0.27036208,0.48075005,0.2848114,0.7633931,0.5574061,0.205987
22,-0.43613675,-0.5484196,"('untrustworthy', 'trustworthy')",-0.07719528,-0.05599092,-0.35822654,-0.3619581,-1.0256225,-1.0400137,-0.4742953,-0.5015956,0.0273003
40,-0.43120462,-0.38288042,"('stingy', 'generous')",0.5616157,0.61934733,0.3755161,0.43070596,-0.9634563,-0.81325734,-0.1143823,-0.0365211,-0.0778612
83,-0.430692,-0.32907167,"('powerless', 'powerful')",0.16456419,0.34813005,0.28128162,0.44922668,-0.8428365,-0.7146149,-0.2069207,-0.0615825,-0.1453382
75,-0.40357906,-0.2948977,"('meek', 'impulsive')",0.55223405,0.4098375,0.13280801,-0.0845695,-0.4003001,-0.40164408,-0.0297093,-0.0928184,0.0631091
49,-0.39993373,-0.37771752,"('unable', 'able')",-0.52595836,-0.35047668,-0.78349674,-0.60347944,-0.29858172,-0.23825479,-0.5019926,-0.3924821,-0.1095105
38,-0.39860958,-0.44190404,"('untruthful', 'truthful')",0.6991259,0.6754446,-0.8116125,-0.90263647,0.10660677,0.060510512,-0.1011223,-0.1521463,0.051024
32,0.39247355,0.43186617,"('unkind', 'kind')",1.6167874,1.6233835,0.46689737,0.46486992,1.1434506,1.1405878,0.9049022,0.9151769,-0.0102747
15,-0.38570178,-0.3508867,"('boring', 'funny')",0.3332597,0.4572831,-0.6350074,-0.90306544,0.4291161,0.43551672,-0.0645833,-0.0902881,0.0257048
71,0.3413074,0.0620273,"('diffident', 'self-confident')",2.8906498,2.735934,1.4399879,1.0117021,1.1208963,0.9283111,1.4482104,1.1844935,0.2637169
26,-0.33492994,-0.4341545,"('hardhearted', 'benevolent')",1.8402988,1.7361228,1.788387,1.6674993,1.8477539,1.5779202,1.2853774,1.136847,0.1485304
34,0.32730427,0.28175163,"('mean', 'honorable')",0.5014483,0.35019478,-0.48493373,-0.5471268,5.868992,5.7090116,1.5532026,1.4484578,0.1047448
65,-0.30836082,-0.25518054,"('insecure', 'secure')",-1.3649952,-1.1923463,-0.28621265,0.116049476,-0.591988,-0.45193714,-0.6378892,-0.4458537,-0.1920355
41,-0.3068373,-0.0935062,"('unforgiving', 'forgiving')",0.36840022,0.5801121,-0.13851327,-0.12936574,0.21817346,0.38631493,0.0353058,0.1858888,-0.150583
30,0.2988488,0.32925215,"('intolerant', 'tolerant')",0.13235864,0.052054755,0.80566907,0.8786932,1.1626645,1.2336257,0.5998852,0.6234064,-0.0235212
72,-0.29851496,-0.30075848,"('unambitious', 'ambitious')",0.52479535,0.5124293,-0.3196558,-0.39315274,-1.1452742,-1.1468028,-0.3096624,-0.3320712,0.0224088
54,-0.298176,-0.39442486,"('incapable', 'capable')",0.63899595,0.63738513,0.5715511,0.36605856,1.0845104,0.8952952,0.4992204,0.3760785,0.1231419
84,-0.2850836,-0.17289284,"('inferior', 'superior')",0.8541707,0.9154848,-0.008826468,0.19064438,0.7938699,0.8079085,0.3385326,0.4352862,-0.0967536
74,0.27223194,0.19114071,"('undedicated', 'dedicated')",0.78404135,0.79046947,-0.1476723,-0.35924533,0.33455914,0.3046051,0.31079,0.2317425,0.0790475
7,0.26541108,0.28330007,"('insensitive', 'sensitive')",-0.2718947,-0.21173985,0.073596284,0.3485145,1.0367976,1.0760703,0.2759776,0.3740363,-0.0980587
13,0.25163296,0.26190642,"('impolite', 'polite')",0.015668638,0.13626817,-0.08963181,0.16378832,-0.16567731,-0.017708369,0.0029981,0.1360636,-0.1330655
47,0.25063026,0.017017072,"('stupid', 'smart')",1.3420027,1.2731286,-0.040330112,-0.27957174,5.3907948,5.0486965,1.7357744,1.5148176,0.2209568
20,-0.24612519,-0.100421496,"('rough', 'thoughtful')",-0.6102785,-0.41581893,-0.52494836,-0.027624719,1.0719388,1.152587,-0.0773533,0.1521805,-0.2295338
44,0.24179977,0.20265177,"('prejudiced', 'unprejudiced')",-0.5922142,-0.67917067,-0.2713489,-0.22490942,-1.4548423,-1.4540416,-0.5191514,-0.5388675,0.0197161
33,0.24015999,0.0960018,"('wrong', 'right')",0.97639924,0.9257097,0.8749292,0.71073806,-0.45873624,-0.6706605,0.408188,0.2654473,0.1427407
61,-0.21317135,-0.20556879,"('illogical', 'logical')",-0.29410678,-0.15467313,-0.26139373,-0.048044376,0.0709701,0.13765185,-0.1744254,-0.0676586,-0.1067668
85,-0.21250458,-0.2245143,"('insignificant', 'prestigious')",1.8551439,1.8061155,0.96101296,0.8106767,0.999103,0.77259064,0.9006888,0.7912171,0.1094717
35,-0.20763257,-0.14320864,"('corrupt', 'incorrupt')",-0.5327583,-0.49603188,-0.5372084,-0.63782585,-0.14331482,-0.11898203,-0.3552285,-0.3490121,-0.0062164
88,-0.20647185,-0.121735506,"('low', 'eminent')",-0.201449,-0.19589736,0.13457263,0.06996517,0.3697586,0.30749917,0.0241026,0.0149579,0.0091447
27,-0.20451958,-0.40003744,"('hardhearted', 'softhearted')",0.6984774,0.66835934,0.54078233,0.6027439,1.945124,2.0082796,0.744966,0.7198364,0.0251296
62,0.20403942,0.12160799,"('incompetent', 'brilliant')",-0.45223808,-0.34810597,-0.08959055,-0.15696336,-0.009109948,-0.06517199,-0.0867248,-0.1121583,0.0254335
14,-0.19014817,-0.13589872,"('antisocial', 'social')",-0.2929574,-0.0977106,0.75988925,0.9709878,-0.7666355,-0.7829869,-0.122463,-0.0114021,-0.1110609
24,0.17724712,0.18680494,"('dishonest', 'honest')",0.68325037,0.656901,-0.7780637,-0.88205,0.778803,0.85275084,0.2153092,0.2036017,0.0117075
87,0.1674704,0.15861294,"('unsuccessful', 'successful')",-0.07350532,-0.002332747,0.49950442,0.5826436,0.5200234,0.4224837,0.2783732,0.2903519,-0.0119787
66,0.16077301,0.062283307,"('inactive', 'active')",0.06010466,0.11717738,1.3202289,1.2352844,1.5523262,1.5468466,0.7733582,0.7403979,0.0329603
63,0.15078215,0.22574838,"('unperceptive', 'insightful')",0.29442456,0.2882908,0.94944984,1.0244327,1.2735143,1.3103933,0.6670427,0.7122163,-0.0451736
21,-0.14429475,0.0422547,"('immoral', 'moral')",0.55416363,0.6866076,-0.30239996,0.023458576,-0.76485777,-0.69943964,-0.1643472,0.0132203,-0.1775675
23,-0.13802785,-0.1988919,"('insincere', 'sincere')",-0.22885779,-0.20859325,-0.7381919,-0.8660957,5.5012484,5.149111,1.0990427,0.9688825,0.1301602
51,-0.073087946,0.1902541,"('uneducated', 'educated')",0.030706191,0.26446688,0.627561,0.7502662,0.3138251,0.4713661,0.2247511,0.4190883,-0.1943372
77,-0.06637999,0.09481794,"('unmotivated', 'motivated')",-0.2926147,-0.15076199,0.58477396,0.9861533,-1.0953381,-0.9690821,-0.2173897,-0.0097182,-0.2076715
79,0.050862215,0.109212056,"('wavering', 'unwavering')",0.70786864,0.76229185,-0.4392687,-0.6708065,0.15368512,0.050586756,0.1182868,0.062821,0.0554658
11,0.033070274,-0.05640758,"('unhelpful', 'helpful')",-0.2054286,-0.2359371,-0.95494604,-1.1565151,1.7242047,1.626598,0.1492251,0.0444345,0.1047906
19,-0.031085446,-0.10104563,"('inhospitable', 'hospitable')",0.6337512,0.53563595,-0.26356515,-0.4366237,0.15312679,0.18618047,0.1230569,0.0460368,0.0770201
81,0.020532921,0.25068995,"('submissive', 'aggressive')",-0.32369953,-0.13766599,0.19593033,0.4450134,-0.78518105,-0.5171969,-0.2231043,0.0102101,-0.2333144
64,0.008654458,0.12606293,"('shy', 'confident')",-0.25740412,-0.08746196,0.5949654,1.0043619,-6.495941,-6.1369495,-1.5374314,-1.2734966,-0.2639348
3,0.004242327,-0.07586501,"('repellent', 'pleasant')",-1.2344973,-1.2632349,-0.0076380526,0.17658962,0.25727996,0.14787006,-0.2451533,-0.2536601,0.0085068
