,ims_male,ims_female,tuple,health_male,health_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.1707394,-2.3707216,"('unfriendly', 'friendly')",1.1694496,1.1186601,-0.1536799,-0.564024,1.7450736,1.4053804,0.147526,-0.1026763,0.2502023
53,-1.6254573,-1.7689054,"('uncreative', 'creative')",-0.7406448,-0.82320356,-0.03250987,-0.12725064,1.0860516,1.1455576,-0.3281401,-0.3934505,0.0653104
57,-1.5382934,-1.667692,"('unimaginative', 'imaginative')",-0.5218955,-0.4743175,-0.6348463,-0.93254614,-2.2067554,-2.167261,-1.2254477,-1.3104541,0.0850064
8,-1.4018754,-1.5276287,"('unaffectionate', 'affectionate')",0.49590093,0.5403445,-0.22149734,-0.5657106,0.7867864,0.56894904,-0.0851714,-0.2460114,0.16084
0,-1.3711421,-1.330715,"('unsociable', 'sociable')",-0.35008135,-0.31272876,-1.160254,-0.8988862,-0.5164194,-0.44006586,-0.8494742,-0.7455989,-0.1038753
36,-1.1879281,-1.1110584,"('hostile', 'amicable')",0.02111224,0.009097397,-0.57995415,-0.70517594,0.09021535,0.02962884,-0.4141387,-0.444377,0.0302383
73,1.1614407,1.043206,"('helpless', 'self-reliant')",0.9077701,0.6746375,0.35480767,0.13297474,-3.037543,-3.1814017,-0.1533812,-0.3326459,0.1792647
58,-1.141612,-1.2616321,"('undiscriminating', 'discriminating')",-0.91245496,-0.98998314,0.40835512,0.31551537,0.12619776,0.01839485,-0.3798786,-0.4794263,0.0995477
80,1.0285038,1.1309289,"('dominated', 'dominating')",-0.7359748,-0.546335,0.6335654,1.0653574,-1.0108306,-0.80718756,-0.0211841,0.2106909,-0.231875
42,1.0218308,0.91446364,"('unreliable', 'reliable')",1.5425775,1.4111059,1.4352069,1.3848125,-2.0328195,-1.9925109,0.4916989,0.4294678,0.0622311
82,-1.0079606,-0.93412536,"('poor', 'rich')",-0.5832098,-0.5258616,0.30280837,0.19274187,5.666438,5.4613056,1.094519,1.0485151,0.0460039
25,-0.98636746,-1.1546242,"('egoistic', 'altruistic')",0.34325263,0.29041934,1.3341866,0.94536424,1.626582,1.4772301,0.5794134,0.3895974,0.189816
5,-0.9771313,-1.1285813,"('distant', 'outgoing')",0.7541053,0.66400206,-0.3940583,-0.813383,-0.21557069,-0.31574532,-0.2081637,-0.3984269,0.1902632
